last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
13-02-2025 09:15,23166.4,132675,525,675,29325,79500,N,63300,N,-5.1,23177.85,23166.4,73.4,14001750,450,1050,38700,5924550,N,704925,N,-4.42,80.25,9246600,-675,1125,34725,8435250,N,232875,N,1.49,49890.05,46020,60,120,15540,9300,N,28560,N,-7.17
13-02-2025 09:20,23080,239625,-225,450,43350,-71100,YES,33900,N,-14.47,23159.3,23080,51.2,22043550,-5775,-1050,44550,1102050,N,454350,N,-5.82,135.35,19801275,-300,-675,44700,297975,N,-151575,YES,6,49729.55,59310,-90,-30,16560,-3420,YES,21780,N,-26.95
13-02-2025 09:25,23102,177075,0,225,39600,96225,Y,4875,N,-13.66,23081.4,23102,54.6,13370925,150,-675,45600,792975,N,256950,N,-3.2,132.35,7959075,-75,-75,39300,-45000,Y,90525,Y,10.31,49759.95,39780,120,-30,15630,29070,Y,-15540,Y,-23.81
13-02-2025 09:30,23182.95,155400,-225,0,40500,7650,N,52275,YES,3.65,23102,23182.95,86.9,22006200,-300,1125,43200,268800,N,-889050,Y,2.86,75.2,9047175,-75,375,39825,143700,YES,257550,Y,-1.67,49893.45,39870,-90,0,14520,6660,N,17640,YES,1.73
13-02-2025 09:35,23180,110925,75,150,43800,-72150,YES,41250,N,5.26,23180,23180,81.5,16316700,0,150,44400,-53550,YES,417150,YES,3.22,71.55,10615800,675,900,40800,316650,YES,358950,Y,-4.26,49850.05,27270,-270,120,12480,-24510,YES,10530,N,5.36
13-02-2025 09:40,23200.05,101250,375,525,37275,3675,Y,-26925,Y,5.81,23180,23200.05,88.6,11670600,675,-1200,47325,220425,Y,86700,N,2.02,60.25,10984725,75,-75,48075,-42525,Y,238125,N,-5.42,49919.2,21450,390,180,12810,6720,Y,14430,N,5.88
13-02-2025 09:45,23214,107400,-750,1050,35700,7125,N,190275,YES,6.08,23198.2,23214,94.2,10903950,225,-450,46875,-86100,YES,-145650,Y,1.98,49.45,9538800,-675,-75,50700,313800,YES,257025,N,-4.29,49895,29850,-210,-60,12840,-4110,YES,-4410,Y,8.65
13-02-2025 09:50,23250,277800,0,150,40950,25500,N,-147075,Y,15.15,23214,23250,120.1,13431750,-750,-1500,46650,-133950,YES,-533850,Y,3.31,34.5,12213825,1275,-2100,59025,-172575,Y,295575,Y,-5.64,49955,33480,150,690,12690,3840,N,-13770,Y,8.76
13-02-2025 09:55,23244.8,150825,-600,-75,39300,21450,N,23700,YES,7.39,23250,23244.8,123.35,9960750,-600,225,39975,-260325,YES,-12225,YES,3.13,36.3,10270200,-825,-2175,52125,680775,YES,67575,N,-4.23,49955,30240,0,-540,14190,14940,N,-1890,N,7.82
13-02-2025 10:00,23254.8,127050,0,0,40800,9375,N,43350,N,6.03,23249.75,23254.8,131.5,5361975,225,525,39825,-1950,Y,-23025,Y,1.75,31.05,7260000,-1200,675,53625,169575,N,159375,Y,-2.7,49976,30360,-30,-90,14640,-210,YES,-4650,Y,8.09
13-02-2025 10:05,23235.5,81750,600,525,36825,-9825,YES,4200,N,3.26,23255.5,23235.5,119.9,3828750,0,-525,40200,-579600,YES,84075,YES,1.13,38.65,7076850,-2325,-2550,57975,1964700,YES,-126750,YES,-2.36,49941.55,11130,150,-30,10620,-4800,YES,6060,N,2.69
13-02-2025 10:10,23243.9,66750,-150,0,39150,73425,Y,-5475,Y,2.05,23235.5,23243.9,120.45,4299300,150,1125,43275,105375,Y,7575,N,1.1,39.05,10753575,750,-450,53475,21000,N,168300,Y,-2.59,49930,18660,210,150,12270,1770,N,-270,Y,2.16
13-02-2025 10:15,23244,53250,75,300,32100,-7500,YES,179400,YES,1.88,23244,23244,120.7,3400800,675,-450,37950,-70500,YES,14400,N,0.89,32.2,7088400,-150,-1575,48825,132975,YES,267225,Y,-1.83,49917,13110,-300,690,12990,3150,N,-16470,Y,2.02
13-02-2025 10:20,23223.95,96975,75,20400,36900,-12825,YES,30600,N,1.98,23244,23223.95,105.65,5561025,900,0,39075,-71625,YES,72225,YES,0.88,39.8,11710575,225,3075,54825,364050,YES,-107775,YES,-2.22,49873.8,15000,210,240,11310,-7950,YES,1680,N,0.2
13-02-2025 10:25,23216.4,107100,-75,-19725,33525,375,N,-44625,Y,1.43,23224,23216.4,99.4,5243925,300,-900,45900,-28275,Y,97500,YES,0.4,41.5,11878125,-150,-1200,45375,144825,N,-292575,YES,-1.68,49857.25,6870,-210,-270,11400,-1980,N,-2040,Y,-0.05
13-02-2025 10:30,23240,56625,225,-600,29850,13875,N,-10125,YES,0.96,23216.4,23240,113.2,5315175,225,-225,41175,151500,Y,-43725,Y,0.64,28.7,10783275,-675,1050,50625,-237150,Y,328725,Y,-1.8,49948,10230,210,30,9360,8130,N,-6060,Y,0.64
13-02-2025 10:35,23270,101700,-75,0,34425,22800,N,14700,YES,2.99,23240,23270,134.9,6096450,-525,0,41700,-169275,YES,-374325,Y,1.33,21,10277100,-1575,-2850,50925,128850,YES,154575,N,-2.07,50006,30480,-180,30,11250,-6600,YES,-9300,Y,6.76
13-02-2025 10:40,23263,55575,0,0,27150,1500,YES,63600,YES,1.73,23270,23263,124.2,3354975,450,300,39600,-139275,Y,68400,YES,0.81,21.85,6384900,1425,0,44925,143175,N,-1800,YES,-1.28,49965,10110,630,180,9180,-3030,N,9600,N,1.95
13-02-2025 10:45,23255.45,37200,525,-150,27900,12825,N,-3825,Y,0.98,23262.45,23255.45,118.15,2968875,-150,525,42750,-258300,YES,70575,N,0.52,22.4,6164100,-600,75,43425,123375,N,95025,Y,-1.1,49954.3,10590,-600,-120,11250,3750,N,1860,Y,1.65
13-02-2025 10:50,23260,44775,-375,0,27075,-7500,YES,1575,N,1.08,23255.45,23260,120,2653350,-150,150,43800,43650,Y,28725,N,0.4,20.15,6068325,-1125,2700,59250,103125,N,168675,Y,-1.03,49962.45,3750,-90,-30,8100,-1440,YES,2310,N,0.5
13-02-2025 10:55,23246,34350,-150,-1875,25200,-6975,N,-3600,Y,0.67,23260,23246,102.75,3188100,-150,0,48675,149100,Y,93000,YES,0.29,21,6401775,-75,-2400,58575,82275,N,-61050,YES,-1.02,49916.25,5730,30,0,10260,16590,N,-2850,Y,0.35
