last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
05-02-2025 11:00,23825,25275,75,300,16950,2850,N,8025,N,-0.02,23823.2,23825,48.65,5279175,-2175,975,58125,84825,N,15150,N,-0.25,120.5,2524125,1425,600,45825,63225,N,23325,N,-0.01,50552.6,9210,-90,0,8400,-1560,N,3210,N,0.21,50575.5,50552.6
05-02-2025 11:05,23812.5,82800,0,300,28125,7650,N,1200,Y,-0.77,23825,23812.5,44.35,5774175,750,-4125,59175,230400,Y,38475,YES,-0.38,127.6,4459425,-1800,-450,50700,-26850,Y,-74550,YES,0.31,50535,19650,-150,150,12510,30360,Y,-2610,Y,-0.63,50552,50535
05-02-2025 11:10,23806,41475,150,75,33750,4350,N,-2100,Y,-0.43,23812.5,23806,45.2,2953350,-3900,-5475,57675,44775,N,62475,YES,-0.19,127.15,2229000,-1650,-750,47850,7350,YES,82350,Y,0.16,50545.55,6990,0,-150,12540,9630,N,1950,N,0.04,50541,50545.55
05-02-2025 11:15,23790.8,94275,75,0,39975,-9675,YES,1275,N,-1.48,23806.35,23790.8,41.85,5244975,-375,2025,59475,-201900,YES,6375,N,-0.34,138.2,4709025,-225,-675,49350,-10275,Y,-296550,YES,0.7,50522,13620,540,-30,9480,-1710,YES,360,Y,-0.46,50545.55,50522
05-02-2025 11:20,23817,54075,0,-225,29700,17925,Y,1950,N,-0.59,23790.8,23817,47.55,5023725,2925,-675,60000,153225,Y,-171975,Y,-0.3,117.35,3320775,1125,900,44700,-156825,Y,73050,Y,0.18,50594,6300,-150,-120,9930,6180,N,-180,Y,0.2,50522,50594
05-02-2025 11:25,23815.35,33075,-75,150,25725,9900,N,12450,N,-0.1,23817,23815.35,48.85,5587950,-3375,2250,64125,67200,N,70875,YES,-0.22,120.75,2197050,675,-225,46125,143775,YES,45375,N,-0.02,50575.95,14100,-90,-2730,9870,4890,N,-90,N,1.06,50594,50575.95
05-02-2025 11:30,23816.25,10350,450,150,20475,2625,YES,-2175,Y,-0.05,23815.35,23816.25,49.25,2791125,975,825,58950,28575,N,44775,N,-0.11,120.8,1467300,-600,150,49575,51975,N,7125,N,0.02,50575,4440,0,90,11910,1380,YES,-300,Y,0.11,50586.45,50575
05-02-2025 11:35,23815,16950,0,-375,20700,-1425,YES,3675,N,-0.05,23816.25,23815,46.4,3821025,4200,450,55950,-64875,YES,172650,YES,-0.14,121.25,1292325,-375,-225,43350,155025,YES,20250,N,0.01,50590,2520,60,-60,6690,2130,N,210,N,0.13,50575,50590
05-02-2025 11:40,23813.45,22575,150,-75,21750,-15825,YES,1275,Y,-0.17,23815,23813.45,44.75,3631950,-1575,-5325,53100,1050,Y,69450,N,-0.19,120.8,2370150,450,-450,46050,-187725,Y,-22125,YES,0.09,50570,4260,-60,90,7710,-5010,YES,750,N,0.15,50590,50570
05-02-2025 11:45,23823.1,26325,-225,-450,24900,-4425,N,1875,N,0.02,23813.45,23823.1,48.15,4948575,600,1725,60675,26100,Y,-164700,Y,-0.16,112.95,2637150,750,1200,47475,71775,YES,73350,Y,-0.19,50600,15060,-90,210,14010,2370,N,1980,N,1.17,50570,50600
