last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
17-02-2025 09:15,22888,236325,-825,675,25275,25275,N,161025,N,-0.21,22852.9,22888,144,1460700,-375,-1725,18375,94425,N,10725,N,0.72,197.5,898050,-225,75,23475,-78825,N,17625,N,-1.16,49010.85,55020,-90,0,10260,3270,N,9000,N,-13.74,48911.15,49010.85
17-02-2025 09:20,22933.4,280800,300,0,47325,80250,Y,-75075,Y,20.6,22887.25,22933.4,169,4946625,-225,-375,38700,8625,N,133950,YES,21.71,172.3,3367950,450,0,43425,75150,YES,106050,Y,-17.02,49130,64140,-690,-30,13860,16650,N,9840,N,43.58,49029.2,49130
17-02-2025 09:25,22927.05,187050,-75,450,38325,-44925,YES,99300,YES,9.38,22933.4,22927.05,164.95,3211950,0,-825,33750,53475,Y,75375,N,3.78,176.45,2662350,-75,225,40725,-12675,Y,29250,N,-6.44,49123.4,39510,-150,240,13290,2820,YES,32520,YES,22.25,49118,49123.4
17-02-2025 09:30,22902.7,232425,375,150,37425,25350,Y,32775,N,0.38,22929.95,22902.7,152.35,2982675,75,600,38025,3900,N,34650,N,-1.77,188.6,3429075,375,150,39975,-9000,N,-52425,YES,0.96,49121,30480,-30,30,13290,14790,N,660,Y,5.39,49124.7,49121
17-02-2025 09:35,22867.65,117000,-75,75,33975,9900,N,9825,N,-0.46,22902.7,22867.65,140.2,2066175,825,-450,39450,29925,Y,78900,YES,-1.45,203.5,1884150,750,150,35400,26100,YES,10125,Y,0.97,49054.05,32280,60,-30,17910,3150,N,-18930,Y,6.22,49116,49054.05
17-02-2025 09:40,22862.15,184950,75,600,38475,7050,N,28950,N,-3.62,22866.05,22862.15,134.5,1921500,300,-75,38250,-1425,YES,68175,N,-2.3,211.3,1989075,-450,-675,38700,-19350,Y,12675,N,2.56,48938.7,30510,-120,-180,12570,8070,N,-5010,N,-5.1,49071.2,48938.7
17-02-2025 09:45,22879,122400,-450,0,39675,45900,Y,27300,N,-1.3,22862.15,22879,137.1,1775625,300,-750,42150,-22425,YES,-12300,Y,-1.57,201.4,1228575,-150,450,36825,-40725,Y,28575,N,0.81,48998,36990,-660,-90,14580,14310,N,-8370,Y,-7.85,48925,48998
17-02-2025 09:50,22838.95,119775,-450,300,41625,-74025,YES,-975,Y,-1.83,22879,22838.95,120.75,1567125,225,450,37650,-44925,YES,68100,YES,-1.67,221.45,1167225,75,75,41775,37875,YES,-31200,YES,1.05,48890.1,30660,-240,0,12330,-10860,YES,3270,N,-7.3,48998,48890.1
17-02-2025 09:55,22863.05,135300,75,-75,46725,-14100,Y,30975,YES,-2.61,22838.95,22863.05,131.15,1590825,300,-450,39675,32700,Y,-825,Y,-1.78,205,1397250,0,-300,41400,19575,N,24750,Y,1.63,48822.2,87810,30,-210,16860,30060,Y,-12570,Y,-40.3,48897.65,48822.2
17-02-2025 10:00,22845.15,79800,150,75,35775,-10500,N,-22275,Y,-1.27,22865,22845.15,127.4,1210425,-150,0,42900,15000,N,70650,YES,-1.08,214.1,867225,75,-300,40350,-40200,Y,19800,N,0.73,48734.1,54420,-60,-90,14340,6180,N,4080,N,-24.91,48812.95,48734.1
17-02-2025 10:05,22878.7,74325,0,225,35925,-42150,YES,29025,YES,-0.68,22845.15,22878.7,136.35,1501200,450,75,37950,58425,Y,-88725,Y,-0.88,196.9,874125,525,150,39525,-29775,N,21000,N,0.25,48798.95,30120,-30,-90,11310,33000,Y,27660,YES,-10.06,48730.2,48798.95
17-02-2025 10:10,22854.05,59475,0,75,32775,-32925,N,24675,N,-0.49,22878.7,22854.05,125.5,1536450,300,600,39300,-19650,YES,66150,YES,-1.01,209.15,879750,150,300,42975,33525,YES,-22800,YES,0.36,48775,15450,-60,150,10680,-7080,YES,2340,Y,-4.95,48798.95,48775
17-02-2025 10:15,22875.55,41775,-300,75,30300,2925,Y,225,Y,-0.34,22851,22875.55,136.3,971175,-75,-75,37500,46650,Y,-15975,Y,-0.54,197.45,588525,450,-75,40125,-4500,Y,34575,Y,0.17,48822.15,11550,-30,0,9720,1380,N,13020,N,-3.25,48775,48822.15
17-02-2025 10:20,22895.35,167325,0,0,29550,1650,YES,-5625,Y,1.89,22878.95,22895.35,143.95,3551925,-1800,-1275,36900,-65550,YES,-133425,Y,0.62,184.45,1723050,375,-75,40575,21075,YES,14250,N,-1.21,48862,33480,0,0,11760,22710,Y,4290,N,-3.77,48811,48862
17-02-2025 10:25,22921.25,68175,75,300,31200,52350,Y,-14175,Y,0.22,22895,22921.25,156.8,2771700,600,450,35925,82875,Y,9975,YES,-0.46,167.8,1446750,-75,1200,37725,-56625,Y,12750,N,-0.5,48939,22890,-30,0,13230,-10530,YES,6120,N,-2.45,48862,48939
17-02-2025 10:30,22914.3,99075,75,-150,35925,2400,YES,29925,YES,1.19,22923.05,22914.3,148.1,2509425,75,300,34575,-10950,YES,76800,YES,0.38,175.6,1241775,0,150,39750,54825,YES,22800,N,-0.94,48961.55,33360,120,-120,15000,-780,N,2610,Y,0.84,48944.95,48961.55
17-02-2025 10:35,22963.05,382950,0,150,36600,2850,N,-198300,Y,10.37,22914.3,22963.05,180,5987025,-150,-300,38475,-6150,N,-228225,Y,4.65,150.65,3521550,375,-750,41250,105375,YES,90675,Y,-4.97,49096.55,71040,-150,-30,16620,2520,N,-29640,Y,11.69,48965,49096.55
17-02-2025 10:40,23005.4,110850,-75,75,34950,-27075,YES,825,YES,3.15,22963.05,23005.4,204.4,3068625,375,-300,39600,101700,Y,-35700,YES,2.47,135.55,2198400,300,600,42300,-42375,Y,73125,N,-2.83,49180,40470,30,30,16800,17760,N,-26760,N,9.36,49084.45,49180
17-02-2025 10:45,22989.65,187650,75,0,33375,15150,Y,59775,YES,5.79,23005.4,22989.65,197.55,2937975,525,150,35625,-64125,YES,131100,YES,2.68,140.6,2490825,-75,150,45300,147675,YES,72750,N,-3.14,49142.35,35550,-30,-150,13620,5820,N,1740,YES,9.5,49180,49142.35
17-02-2025 10:50,22996.35,72825,0,0,27750,9000,N,19200,N,2.05,22990.1,22996.35,201.25,2179275,-75,-1200,41625,260550,Y,3150,N,1.83,138.25,1949925,-825,0,46575,450,Y,63525,N,-2.2,49144.15,10110,0,-30,10200,1080,YES,7200,N,2.08,49146.75,49144.15
17-02-2025 10:55,22965.05,97125,-75,0,31050,-10050,YES,-69825,Y,1.82,22999,22965.05,180.95,2454225,225,225,45300,-324525,YES,-19200,Y,1.19,152,3735450,-375,450,45525,13350,N,-125100,YES,-2.63,49080,17010,0,0,12510,-2100,YES,13890,N,2.15,49151,49080
17-02-2025 11:00,22945,45975,1200,75,31950,43350,Y,-5325,YES,0.69,22963.85,22945,171.45,1884225,-225,-75,38850,2475,Y,40950,YES,0.66,161.45,2649300,75,-1725,40350,57600,YES,14775,Y,-1.3,49031.25,15000,30,0,12870,-4140,YES,-2880,Y,1.32,49080,49031.25
17-02-2025 11:05,22925.3,77700,-1200,-75,29550,85200,Y,4200,N,0.57,22944.75,22925.3,155.25,2326650,-900,300,36900,-16875,YES,26325,N,0.06,173.3,3125325,-675,225,41175,-53850,Y,-29925,YES,-0.61,48986,16200,30,60,9720,-2430,N,6030,N,0.25,49031.25,48986
17-02-2025 11:10,22890.05,126825,0,-75,36450,-14475,YES,3975,N,-0.35,22925,22890.05,137.8,2335875,1125,0,38925,-1875,N,41550,N,-0.63,192.65,3042825,-75,0,41475,-89925,Y,-133425,YES,0.51,48928.05,23640,-270,-450,11910,-5250,YES,-4980,Y,-1.53,48986,48928.05
17-02-2025 11:15,22886.15,59925,675,0,33750,18900,Y,18225,N,-0.29,22889,22886.15,136.7,1056975,525,0,39675,67875,Y,35550,N,-0.35,194.7,1139625,75,150,44850,15975,YES,6225,Y,0.32,48925.15,6750,0,30,9660,-19320,YES,10830,N,-0.29,48928.05,48925.15
17-02-2025 11:20,22917.1,65325,0,0,36750,74550,Y,-5475,Y,-0.25,22883.8,22917.1,147.95,1761075,75,525,41325,71700,N,10650,N,-0.5,175,1563375,375,300,39750,-65100,Y,10350,N,0.3,48990.05,4890,0,0,9030,2160,Y,-990,Y,-0.08,48925.15,48990.05
17-02-2025 11:25,22916.55,34500,0,150,37725,-3975,YES,-17400,Y,0.08,22915.05,22916.55,147.25,1643925,-225,450,36675,-44700,YES,20250,N,-0.27,176,1202775,0,375,43350,38625,YES,8550,N,-0.04,48990.55,4470,330,-120,9690,480,YES,9510,N,0.06,49000.9,48990.55
17-02-2025 11:30,22922.95,40575,-225,0,36450,-12975,YES,26625,YES,0.14,22917.05,22922.95,151.65,1525350,225,-600,43500,31575,Y,16575,N,-0.17,169.8,1050450,-675,0,44475,27375,N,26250,N,-0.12,49028.75,7980,-240,0,13140,-11040,YES,2040,Y,0.29,48990.55,49028.75
17-02-2025 11:35,22905,33750,0,0,27075,-5250,N,1425,Y,0.01,22920.8,22905,143,1301550,-150,150,39000,-3750,YES,26250,N,-0.26,179.8,1240650,900,225,40575,14850,N,675,YES,-0.02,49005.4,4770,0,0,8460,-9870,N,810,Y,0.17,49028.95,49005.4
17-02-2025 11:40,22943.6,33975,0,825,28725,7875,N,-44625,Y,0.17,22905,22943.6,164.1,1573575,-225,-225,39300,42150,Y,-99375,Y,-0.06,160.1,1125675,150,1575,41775,-46200,Y,37500,Y,-0.17,49088.3,6990,0,0,8790,-7260,N,-4290,Y,0.56,49006.9,49088.3
17-02-2025 11:45,22940,42225,0,-525,25275,5550,N,44850,YES,0.39,22945,22940,166,2413425,75,0,39450,25125,N,112950,YES,0.21,157.9,1402950,600,300,47775,121350,YES,47625,N,-0.43,49063.4,8160,0,0,18630,-360,N,5190,N,0.8,49088.3,49063.4
17-02-2025 11:50,22938.75,26850,0,150,25125,15675,N,1275,Y,0.15,22940,22938.75,157.95,1373850,-225,-150,40800,-45900,YES,7500,N,-0.04,161.7,1060800,825,-600,47250,-4050,Y,-24675,YES,-0.22,49052.6,4530,270,60,9270,270,N,-2430,Y,0.27,49061,49052.6
17-02-2025 11:55,22950,26400,-225,150,25950,80850,Y,-1875,Y,0.23,22932.25,22950,165.6,1177050,-150,-1200,35925,37500,Y,-12975,Y,0.05,154,855150,-525,825,36825,22575,YES,36525,Y,-0.26,49085,3120,0,0,10890,14280,N,990,N,0.28,49052.6,49085
17-02-2025 12:00,22940,45975,0,-150,33600,15225,N,-6900,Y,0.49,22950,22940,159.65,2951400,-225,75,42750,3750,N,-55200,Y,0.4,159.85,1960575,-675,825,45750,10950,N,-3675,YES,-0.64,49073.6,17130,-30,-60,15720,12870,N,270,Y,2.07,49085,49073.6
17-02-2025 12:05,22933,35775,-675,75,25800,-48600,YES,26550,YES,0.21,22945.4,22933,156.3,1491000,375,-750,39750,-69900,YES,34275,YES,-0.05,164.45,1512750,-225,-525,36375,1050,Y,-17325,YES,-0.24,49038.5,6660,0,-30,10800,-2280,YES,-6870,Y,0.23,49073.6,49038.5
17-02-2025 12:10,22906.15,25350,675,0,24750,-1500,Y,11775,N,0.03,22933,22906.15,145.6,858525,75,-450,38475,-11625,Y,43275,N,-0.09,175.35,1051575,225,-600,38175,-30975,Y,-39450,YES,-0.07,48980,3930,-270,-90,8700,-4200,YES,1410,N,0.06,49038.5,48980
17-02-2025 12:15,22899.3,35925,75,375,32325,-1350,N,5700,N,-0.05,22906.15,22899.3,142.35,1097325,-75,300,42000,-225,N,28425,N,-0.2,180.3,1316175,1050,300,38475,-6000,YES,-28200,N,0.06,48970.15,6510,-60,-210,11220,-450,N,18060,N,-0.06,48980,48970.15
17-02-2025 12:20,22904.25,44850,0,375,30525,36825,Y,-1200,Y,-0.21,22899.3,22904.25,142.1,1344825,1050,300,45150,67350,Y,-8175,Y,-0.33,181.45,1495275,75,375,43050,-66975,Y,-15825,N,0.28,48955.4,7860,0,0,9990,-7050,YES,630,Y,-0.4,48970.15,48955.4
17-02-2025 12:25,22900.9,23475,-150,-225,24675,8475,N,14250,N,-0.05,22904.85,22900.9,142.2,1069275,300,225,40650,4800,N,58500,YES,-0.2,178.95,710025,-825,0,39450,7500,YES,10575,Y,0.04,48975,3720,0,0,9540,750,N,-240,Y,-0.03,48955.4,48975
17-02-2025 12:30,22909.1,30450,0,75,27900,-3825,YES,8100,N,0,22905.55,22909.1,142.75,1182000,-75,-300,42750,-3525,YES,-38025,Y,-0.21,174.65,853950,1650,375,38400,150,Y,3225,N,0.03,48990,3360,240,0,9000,-720,YES,-4950,Y,0.01,48972.75,48990
17-02-2025 12:35,22900,20025,-75,-75,25725,26100,Y,4425,N,-0.06,22909.1,22900,137.15,920250,-450,1050,41700,-7425,YES,35175,YES,-0.22,182.35,828750,-750,-225,38250,-2325,Y,675,YES,0.09,48950,2820,-240,0,9000,-3840,YES,4230,N,-0.09,48990,48950
17-02-2025 12:40,22919.5,38025,0,-75,32550,-17475,YES,82425,YES,0.02,22901.65,22919.5,146.15,1670850,0,-825,43500,900,N,-32100,Y,-0.25,169.95,1085400,150,300,39750,-35925,Y,4950,N,-0.06,49010.95,5670,30,0,8250,-1110,N,600,Y,0.13,48950,49010.95
17-02-2025 12:45,22923,65325,0,-75,27075,13425,Y,51375,N,0.37,22919.5,22923,151.3,3154050,150,225,36000,-27900,YES,-37050,Y,0.01,164.4,1824375,-150,375,39300,47325,YES,14400,N,-0.38,49030,9510,30,0,9210,9030,N,-3420,Y,0.7,49010.95,49030
17-02-2025 12:50,22931.9,19425,225,0,20925,-41100,YES,15375,N,0.12,22929.1,22931.9,154.5,1581975,-225,150,45150,-7275,Y,-24900,N,-0.01,161.4,834675,75,-75,40125,24525,N,29475,N,-0.18,49046,3000,0,0,11460,-2370,YES,6720,N,0.22,49030,49046
17-02-2025 12:55,22947.55,30225,-150,0,30300,27750,Y,11025,N,0.19,22931.9,22947.55,165.75,1462350,-225,150,41775,78675,Y,-49275,Y,0.04,154,806325,300,-900,45600,6975,N,26925,N,-0.17,49100,3210,-60,0,8070,210,N,-1860,Y,0.24,49046,49100
17-02-2025 13:00,22943.65,56025,150,0,30450,-20475,YES,3825,N,0.53,22948.95,22943.65,160.85,3001125,0,75,40950,-30075,YES,375,YES,0.34,158.1,2073225,-150,2325,42375,54450,YES,33900,N,-0.55,49093.35,17160,30,-60,11490,2790,N,510,N,2.42,49100,49093.35
17-02-2025 13:05,22933.4,50925,-75,75,31350,-8625,N,-18975,Y,0.28,22943,22933.4,156.55,1295100,225,-75,41250,-8550,Y,14025,N,0.01,161,1410300,-225,225,38625,-14025,Y,10500,N,-0.25,49056.5,3090,30,0,7500,-5790,YES,9300,N,0.23,49093.35,49056.5
17-02-2025 13:10,22921.7,22875,0,-75,21975,12825,Y,-2850,N,0.07,22932,22921.7,146.9,1419150,-150,825,42225,-29475,YES,18225,N,-0.07,166.45,1403625,525,1125,40200,-34500,Y,-22125,YES,-0.18,49038.5,3840,-60,60,7470,990,N,-2280,Y,0.24,49056.5,49038.5
17-02-2025 13:15,22921.6,16275,300,150,24150,-39825,YES,24675,YES,0.03,22921.65,22921.6,145.9,949200,75,-300,40500,2250,Y,24750,N,-0.1,168.25,1016325,1200,0,38625,16500,YES,-36825,YES,-0.1,49058.7,3120,-60,30,8910,360,YES,1440,N,0.18,49038.5,49058.7
