last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
06-02-2025 09:15,23797.05,104550,75,-300,31650,96600,N,82125,N,-0.09,23804.8,23797.05,34.25,11701050,6075,4650,58425,6352950,N,531750,N,-2.45,125.4,2484975,150,-225,36375,4857525,N,93900,N,-2.27,50608.15,53190,-60,-30,15210,52380,N,38730,N,-10.5
06-02-2025 09:20,23778.8,87525,-600,75,33525,32625,N,375,Y,-6.13,23797.05,23778.8,32.4,10039050,6750,-3075,60300,1439700,N,404025,N,-1.21,147,4092975,-225,150,40275,984750,N,225,YES,8.33,50515,33450,0,-90,14580,22980,N,3750,N,-17.17
06-02-2025 09:25,23770,77175,-75,0,31050,23625,N,9525,N,-5.13,23778,23770,32.7,7209000,1575,-75,66150,410700,N,135150,N,-0.01,150.9,2346450,-225,-450,40125,-9825,Y,120900,Y,4.65,50500.9,28590,30,-30,11970,23640,N,10110,N,-19.38
06-02-2025 09:30,23737.95,144300,75,-75,34575,13350,N,-12825,Y,-11.24,23770,23737.95,27.7,8678475,-1125,525,64125,-258600,YES,345300,YES,-0.67,187.7,3508350,-675,75,43200,11700,YES,-141600,YES,8.37,50453.75,37650,-90,0,13230,-5040,YES,11550,N,-23.67
06-02-2025 09:35,23740.35,120450,0,-75,37800,33225,N,1350,N,-6.68,23738.75,23740.35,24.3,6819900,-4650,1725,68025,-87000,Y,51000,N,-0.8,187,1665675,-450,-75,48600,-56475,Y,18300,Y,3.97,50429.3,26760,30,-90,12540,-300,N,18990,N,-14.28
06-02-2025 09:40,23740,90675,750,0,34275,27075,N,48150,YES,-4.16,23737,23740,21.35,8156700,3300,3600,64575,-18300,Y,95400,YES,-1.18,178,2022825,0,0,47475,-120075,Y,63975,Y,3.79,50480,19950,390,0,12420,5670,N,16320,N,-6.34
06-02-2025 09:45,23739.95,48900,-825,0,31500,-2100,YES,-1875,Y,-1.33,23740,23739.95,23.25,5640300,7875,-150,67500,298725,Y,183000,YES,-0.7,180.35,1239675,-900,525,52200,-22500,YES,4425,N,1.21,50475,13080,90,90,10530,450,YES,540,Y,-1.88
06-02-2025 09:50,23732.85,61725,-75,150,29325,11400,N,-975,N,-2.9,23738.6,23732.85,17.6,7873050,2475,-3825,69900,-135675,YES,167400,N,-1.18,183.45,1726950,-1200,750,44775,-23475,Y,300,YES,2.7,50458.9,13800,-30,210,10080,-18090,YES,-1830,Y,-4.6
06-02-2025 09:55,23725,102225,-225,-75,33525,91200,Y,-9525,Y,-4.84,23731,23725,13.25,9983175,6075,9975,72300,40650,Y,-38400,Y,-1.79,190,1702725,150,-750,49275,26400,YES,-44100,YES,2.85,50479.4,19560,540,-30,11850,11970,Y,20340,YES,-5.12
06-02-2025 10:00,23734.9,59550,150,5025,29100,11325,N,58425,YES,-2.31,23725,23734.9,13.15,10498275,8175,8025,77925,256050,Y,54825,YES,-1.76,178.7,1094175,975,-675,49275,-45225,Y,31725,Y,1.44,50525,10140,-30,6240,8670,1890,YES,-1440,Y,-0.96
