last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
28-02-2025 09:15,22489.95,6300,150,-300,1425,15075,N,3825,N,-0.16,22488,22489.95,97.9,131775,-300,675,1800,13425,N,10275,N,-0.37,198.95,119025,-750,-75,1725,-36825,N,22500,N,0.16,48650.15,3900,-90,30,1560,2430,N,2310,N,0.86
28-02-2025 09:20,22499.65,332550,-3375,300,39075,58050,Y,42075,YES,-0.86,22489.25,22499.65,98.5,3425475,375,0,42525,-1025550,YES,182550,YES,-5.02,189.8,2352900,450,-75,47475,-9900,YES,128250,Y,-2.16,48669.85,55020,-150,60,14910,21660,N,5190,N,9.22
28-02-2025 09:25,22492.7,201825,225,75,38025,-36750,YES,25725,N,-2.47,22502.5,22492.7,92,3587325,-1050,-525,41700,29400,Y,123825,N,-4.35,188.95,1403175,0,-75,41025,-5100,N,10575,N,0.04,48636.6,49920,60,150,14460,-12540,YES,20070,N,-1.06
28-02-2025 09:30,22430.5,294900,75,525,38850,-53250,YES,29775,N,-7.44,22498.8,22430.5,74.9,3617850,525,300,48900,136200,Y,181725,YES,-4.34,237,2694075,-300,-150,50250,23325,YES,-199575,YES,5.11,48563.2,50100,-270,30,15420,-17520,YES,16740,N,-6.91
28-02-2025 09:35,22426,448875,600,-375,42450,59925,Y,88875,YES,-15.13,22433.1,22426,67.2,3883200,750,1125,47700,70950,N,115350,N,-5.18,242.85,2055075,375,75,45750,-76650,Y,3450,Y,6.83,48488.75,81060,270,-120,15090,-3690,N,-2400,Y,-23.64
28-02-2025 09:40,22416,216675,600,-150,40425,80925,Y,84750,N,-5.66,22426,22416,63.5,3047700,-1350,-75,44250,57900,N,56925,N,-3.53,246.45,1073325,-150,-75,37425,105375,YES,1350,YES,3.06,48467.6,35790,0,-180,14250,16740,Y,-1110,N,-11.27
28-02-2025 09:45,22409.4,163650,150,-525,39075,-5550,YES,-4650,Y,-3.57,22415.25,22409.4,60.3,2267925,-75,-600,46125,-45675,YES,80250,YES,-2.19,252.9,724350,-150,-1125,43125,113925,N,-3825,YES,1.72,48505.45,43920,30,60,15270,-10530,YES,9510,N,-5.76
28-02-2025 09:50,22418,141075,150,-75,32400,13650,N,21525,YES,-2.6,22410,22418,61.15,1570275,-1050,11100,40500,91425,Y,129150,YES,-1.32,246,451950,-75,0,38700,11475,N,19350,Y,0.96,48573.6,22620,30,0,12450,8550,N,8790,N,-0.95
28-02-2025 09:55,22386,255225,75,675,34800,-24900,YES,-37575,Y,-6.93,22418,22386,55.55,2789625,300,-300,44100,41325,N,-29400,Y,-2.57,267.35,1023225,-225,-150,39300,-25875,Y,-48750,YES,3.28,48524.95,27360,-30,30,11580,360,YES,1620,Y,-2.99
28-02-2025 10:00,22391.5,184575,-75,-375,39450,31350,Y,-9375,YES,-4.73,22386,22391.5,58.6,1354500,-450,1425,42225,34425,N,37425,YES,-1.12,259.35,559500,75,0,40950,-12525,N,25875,Y,1.75,48630,28470,-210,180,14280,-1560,YES,-2910,Y,-0.69
28-02-2025 10:05,22404.4,79875,0,0,30900,69375,Y,8175,N,-1.55,22394,22404.4,59.6,1320525,75,-150,44175,9300,N,92175,YES,-0.9,251.85,372375,300,-225,43350,-194100,Y,19950,N,0.88,48685,37710,30,30,13410,1980,N,16680,N,4.34
28-02-2025 10:10,22420,91875,375,-225,33300,16200,N,-450,Y,-1.3,22401,22420,64,1675200,-1650,4800,44625,150150,Y,-31275,Y,-0.92,237.85,458625,-300,300,39825,-10200,YES,16425,N,0.76,48709.85,52470,0,-60,13740,-3720,YES,1620,Y,9.85
28-02-2025 10:15,22448,147525,1050,-75,34950,32325,N,-40575,Y,-1.02,22420,22448,70.05,3273450,2250,-1275,49425,-73725,YES,-90000,Y,-0.98,218.85,798000,75,150,46125,-16275,Y,27000,N,0.54,48737.8,41040,-30,0,13650,-3420,N,8370,N,8.76
28-02-2025 10:20,22448.55,120825,150,750,36000,-2925,YES,4800,YES,-0.44,22443.1,22448.55,71.3,2172825,975,2175,46875,22275,Y,-3375,YES,-0.45,218,670875,150,225,42450,4950,YES,-13350,YES,0.18,48756.3,17520,-120,-120,10620,510,N,4230,N,2.97
28-02-2025 10:25,22426,91200,1125,150,34650,-18000,YES,20100,N,-0.59,22443.6,22426,63.55,2225325,-1950,-1875,47925,-2850,YES,85650,YES,-0.6,232.5,593925,75,75,41025,22950,N,-14700,YES,0.3,48687.95,17400,0,0,11670,-210,YES,5100,N,2.46
28-02-2025 10:30,22421.45,51525,-900,-600,27675,25125,Y,36000,N,-0.3,22425.1,22421.45,63.5,1807200,1050,1650,48750,13875,N,41025,N,-0.41,232.2,641925,-150,150,38250,-150,Y,4875,N,0.24,48675,12840,-150,-30,9810,-2970,YES,4740,N,1.71
28-02-2025 10:35,22447.7,48600,150,0,28575,9000,N,3825,N,-0.23,22421.45,22447.7,69.3,1602525,-3600,-1500,42000,37350,Y,10425,N,-0.31,214.7,463725,75,0,40575,-2025,Y,37275,Y,0.05,48750,16320,0,30,10620,6060,N,-1680,Y,2.61
28-02-2025 10:40,22442,67275,300,300,35250,4725,N,-39150,Y,-0.08,22447.7,22442,67.75,1945650,1575,-300,46425,22650,N,35775,YES,-0.27,217.4,606300,150,225,38925,-7875,Y,-3525,YES,-0.06,48753.25,6660,0,60,9480,-3360,YES,990,N,1.13
28-02-2025 10:45,22413,49800,225,-225,31200,-33975,YES,13050,YES,-0.33,22442,22413,60.45,1589100,-1875,1800,42375,-32025,YES,58950,YES,-0.37,241.3,628875,-1575,525,36975,24150,YES,-72675,YES,0.29,48690.05,17280,270,-30,11970,-7950,YES,11070,N,2.58
28-02-2025 10:50,22399.15,72225,0,-75,30450,-5625,Y,-35475,Y,-0.88,22412.05,22399.15,56.7,1760175,-300,300,48525,-88725,YES,30600,N,-0.57,251.45,608175,-975,75,42900,-12225,Y,19650,Y,0.71,48636,16350,-330,-120,9990,-1470,N,1380,Y,0.94
28-02-2025 10:55,22389.8,59175,75,0,37125,-2250,N,45075,YES,-0.84,22397.15,22389.8,54.85,1379250,-1125,225,42525,-5925,Y,14400,N,-0.5,257.7,498000,225,-300,38400,-12375,Y,-7200,YES,0.72,48630,16470,-150,90,11130,-1410,N,3540,N,0.27
28-02-2025 11:00,22393.4,48900,0,-75,26700,7425,N,900,Y,-0.74,22388.4,22393.4,56.6,1030875,525,1650,48900,57375,Y,49125,YES,-0.37,250.75,368100,-225,-75,42975,-16125,Y,-975,N,0.56,48688,16710,210,-120,15690,10920,N,-5940,Y,0.37
28-02-2025 11:05,22401.9,26100,450,-75,25350,14175,N,-4500,Y,-0.33,22394,22401.9,56.85,1022700,-900,1200,58875,-8925,YES,18300,N,-0.33,246.1,238275,-225,-375,43125,2700,N,16125,N,0.29,48755.95,16980,-180,-30,12600,-3060,YES,-1380,N,2.01
28-02-2025 11:10,22386.55,61275,0,-75,35475,-6750,YES,9300,N,-0.78,22401.9,22386.55,54.35,876000,300,300,46350,-33600,YES,97725,YES,-0.29,257.25,227250,300,-75,36225,12150,N,-21825,YES,0.29,48730,19890,-30,30,12150,960,N,16410,N,2.75
28-02-2025 11:15,22390.9,26250,75,75,26175,12225,N,6075,N,-0.36,22386.55,22390.9,54.8,710925,1875,-975,47175,130125,Y,-28575,Y,-0.23,252.15,201300,75,-300,37725,1275,Y,-2325,N,0.26,48717.15,7800,240,210,9030,3000,N,-2010,Y,0.92
28-02-2025 11:20,22392,23475,0,-75,24000,-2625,YES,-6750,Y,-0.32,22390.9,22392,55.45,703800,825,-1350,57225,5625,N,5400,YES,-0.22,253.4,171975,75,-150,38925,0,Y,-825,N,0.23,48728.35,4530,-270,0,8340,-2190,YES,5490,N,0.55
28-02-2025 11:25,22406.65,42750,150,-225,35850,11325,N,-2250,N,-0.51,22392,22406.65,58.95,869700,-825,8025,53250,15225,N,-9450,Y,-0.25,238.65,239325,-150,450,39750,-22350,Y,14475,N,0.24,48818.95,21120,0,30,9540,-18690,YES,-11970,Y,3.46
28-02-2025 11:30,22399.6,90075,750,-300,31725,17250,N,-1125,N,-0.84,22406.55,22399.6,55.75,1734675,-675,-2025,41925,-61575,YES,7725,N,-0.41,244.45,386850,675,-75,45750,14100,YES,-1275,YES,0.27,48761.9,31650,-180,-600,14340,-16770,N,8130,YES,5.93
28-02-2025 11:35,22407.6,42750,-675,75,26175,2850,YES,36000,YES,-0.45,22397.7,22407.6,56,616650,15450,-1350,53250,17700,Y,33150,YES,-0.16,239.7,208275,900,0,48225,1500,Y,14550,N,0.15,48784.05,8970,-240,-180,11340,870,N,-1350,Y,1.24
28-02-2025 11:40,22386.9,81450,3225,75,32100,-69975,YES,3075,N,-1.1,22406.5,22386.9,50.8,1906950,-150,2925,54750,-114525,YES,134700,YES,-0.61,256,340350,-150,-300,40125,21150,N,-42450,YES,0.4,48715.2,11460,0,0,9840,-15030,YES,3420,N,1.16
28-02-2025 11:45,22365,116175,-2775,75,30300,-45225,Y,3150,N,-1.79,22385.4,22365,48.35,2114475,-2475,-21750,52500,-92025,Y,22800,N,-0.73,270.75,385200,-225,-375,41850,-5625,Y,-34575,N,0.58,48650.1,30480,150,-180,13680,-9480,N,-4140,Y,0.82
28-02-2025 11:50,22372.8,56850,-150,0,34050,32625,Y,109875,YES,-0.9,22364.75,22372.8,49.4,1977750,-3900,0,55200,52950,Y,-6150,Y,-0.67,261.65,407175,675,-375,47925,-14400,Y,14925,Y,0.69,48692,13290,60,0,10530,9240,N,3090,N,0.41
28-02-2025 11:55,22380,37950,1725,675,27825,2025,YES,3075,N,-0.49,22375.55,22380,48.75,1491675,375,-1050,53625,-12975,YES,63075,YES,-0.46,258.4,187950,450,0,39525,-1950,N,3750,N,0.25,48701.05,6840,-210,30,9540,-11220,YES,9840,N,0.49
28-02-2025 12:00,22369.25,35775,-1275,300,33375,7425,N,-6300,Y,-0.53,22380,22369.25,47.05,1505625,150,525,64350,23025,Y,33450,N,-0.47,267.85,199650,0,75,38775,12825,N,-13575,YES,0.28,48660,6270,30,-90,9030,-1980,N,4140,N,0.19
28-02-2025 12:05,22361,54825,-225,-600,42300,-11625,YES,-37800,Y,-0.9,22369.25,22361,45.75,3303375,-150,-1650,58050,12525,N,28725,N,-1.02,269.6,256875,-150,-375,41025,-8700,Y,-6750,N,0.4,48670.4,13170,60,90,11820,-1950,N,22860,N,0.19
28-02-2025 12:10,22365.8,39375,-900,75,36900,-1500,N,-4950,YES,-0.63,22360,22365.8,46.3,912900,0,4500,53175,95700,Y,-42525,Y,-0.27,265.2,122325,0,-450,40875,15150,YES,4125,N,0.18,48650.75,6270,0,-150,9060,39360,Y,-660,Y,0.08
28-02-2025 12:15,22386.4,51225,300,750,29850,18675,Y,-7800,Y,-0.67,22365,22386.4,50.3,1177275,-600,-975,48525,-30000,YES,-68475,Y,-0.31,249.4,202350,-75,-225,45375,-19425,Y,25200,Y,0.24,48718.5,5670,2460,-120,8580,1890,YES,-990,Y,0.25
28-02-2025 12:20,22368.4,46125,-450,-75,27675,-30000,YES,8850,N,-0.55,22385,22368.4,46.65,1113150,3450,1050,50625,-65100,YES,88050,YES,-0.27,260.85,243825,-150,75,40050,7350,YES,-17700,YES,0.27,48699.65,6030,-2520,0,7980,-3240,YES,-1260,Y,0.36
28-02-2025 12:25,22380.2,34200,-375,-225,31275,225,Y,53100,YES,-0.45,22370.95,22380.2,48.95,658200,2175,-2325,45750,54300,Y,-29175,Y,-0.17,255.9,127125,150,-75,39750,-9225,Y,3300,Y,0.16,48701.9,4110,120,-30,7800,6870,N,1140,N,0.19
28-02-2025 12:30,22342.25,124275,-150,-150,30450,-114750,YES,15450,N,-2.14,22380.2,22342.25,41.8,2580975,-750,-1575,47550,-96600,YES,-9150,YES,-0.75,288.4,490425,225,-75,38550,2025,N,-56475,YES,0.86,48559.1,30420,30,0,12270,-13860,YES,4620,N,-1.12
28-02-2025 12:35,22313,269700,75,-150,41025,-14100,Y,-23100,Y,-5.75,22342.25,22313,36.95,3485925,-1500,-225,57150,-70875,Y,24975,YES,-1.15,311.1,658575,0,0,39000,3525,N,-5850,Y,1.71,48504.55,39060,0,90,13770,-690,N,-2940,Y,-4.28
28-02-2025 12:40,22303,160050,300,-375,37950,16425,Y,111375,YES,-3.57,22313,22303,35.6,2185950,-150,7575,52350,130050,Y,99225,YES,-0.73,319.45,431400,-300,-1200,40650,-5775,Y,4950,N,1.27,48450,31500,600,-90,14460,-3810,YES,-16800,Y,-4.47
28-02-2025 12:45,22307,78075,-3450,-675,34800,13875,N,1725,Y,-1.7,22303,22307,36.1,1229550,2175,-1125,50925,69000,N,12975,N,-0.4,314.3,216900,0,-225,40125,-11475,Y,12975,N,0.62,48473.35,23040,-570,60,14100,6150,N,10680,YES,-3.06
28-02-2025 12:50,22268,155025,0,75,35925,-83775,YES,16125,N,-3.76,22306,22268,34.7,2623875,2025,-4575,59925,-92400,YES,-106800,Y,-0.86,353.5,477150,0,0,37800,-10575,N,-36525,YES,1.66,48369.8,60690,-30,-90,12300,-10500,YES,21060,N,-10.76
28-02-2025 12:55,22240,198825,-225,75,36600,8025,Y,16500,N,-5.79,22271.45,22240,32.5,4226325,900,-2250,61200,-44850,Y,52575,YES,-1.4,383.1,569025,-75,-525,44100,8925,N,8850,Y,2.58,48329.95,45960,0,-30,15090,7020,N,-90,Y,-9.51
28-02-2025 13:00,22260.4,125025,675,900,35100,24150,N,15000,N,-3.36,22241,22260.4,32.7,2040000,675,-1575,58350,8025,Y,58275,N,-0.63,363.95,227475,0,0,34350,-26325,Y,11700,N,1.01,48400.3,28860,-60,90,12570,5790,N,1470,N,-5
28-02-2025 13:05,22248,95775,-525,825,37275,375,YES,88950,YES,-2.36,22260.5,22248,31.95,1711500,-1125,-1650,63675,68325,Y,-9075,Y,-0.51,372,149550,-225,-75,41100,4200,YES,-375,YES,0.62,48361.1,19590,90,60,11070,-3270,YES,10230,N,-3.01
28-02-2025 13:10,22254.3,61275,0,-1800,39075,-13425,YES,4275,N,-1.52,22247.05,22254.3,32.2,1776600,3300,4500,69225,43725,N,34875,YES,-0.51,368,135900,75,-75,44400,-2100,Y,7650,N,0.56,48365,10470,-210,210,12450,450,N,2190,Y,-1.69
28-02-2025 13:15,22264.95,59100,150,-225,29025,-15075,YES,18825,N,-1.38,22259.9,22264.95,33.05,1433325,2475,-5700,64950,6825,N,-46425,Y,-0.39,360.35,127725,0,-375,37575,-5025,Y,1650,YES,0.52,48390.95,7380,-30,-210,9870,12990,N,-23160,Y,-1.21
