last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
11-02-2025 09:15,23413.55,156525,-300,225,38400,51300,N,161325,N,-14.54,23423.65,23413.55,84.55,2208525,2175,1950,40050,238575,N,191400,N,-3.29,225.65,1101075,75,-450,33600,44025,N,40950,N,13.61,50045.7,58230,0,-210,13560,30030,N,33150,N,-46.6,50100,50045.7
11-02-2025 09:20,23382.05,135075,150,-225,37950,117825,Y,35475,N,-7.35,23413.55,23382.05,77.2,2415000,825,-225,46425,-2922375,YES,145950,N,-1.32,245.45,1101150,-300,450,45075,-1453875,Y,-2850,YES,7.83,49973.05,54360,0,-90,16170,35580,N,11100,N,-24.98,50042.05,49973.05
11-02-2025 09:25,23385.8,169050,75,-225,36225,27375,N,8625,N,-10.48,23382.05,23385.8,72.75,3334950,600,900,45150,-37275,Y,124800,N,-4.9,236.35,975000,-450,-150,43200,-22875,YES,134925,Y,5.77,49969.5,36840,30,30,14610,7920,N,-18630,Y,-15.13,49978.9,49969.5
11-02-2025 09:30,23385,129675,-75,1275,37500,-1950,YES,46500,YES,-2.92,23385.8,23385,67.15,2499450,1050,2400,48000,37650,Y,172725,YES,-2.44,233.15,703575,225,-375,39675,550575,YES,43050,N,0.89,49879.45,61110,-90,150,17670,-780,YES,9750,YES,-30.39,49976.85,49879.45
11-02-2025 09:35,23401.8,103875,-1125,0,38775,-19725,YES,143025,YES,0.04,23385,23401.8,71.7,2907075,-600,-675,42150,9300,N,23175,N,-0.95,223.1,786225,750,225,38175,113925,N,33900,N,-1.04,49915,41490,-30,-180,15270,3990,N,30150,YES,-10.8,49868,49915
11-02-2025 09:40,23410.6,72525,375,75,31800,-61875,YES,25800,N,0.53,23401.8,23410.6,71.65,2031300,1725,-75,47175,103350,Y,61050,YES,-0.51,215.55,708075,0,0,41775,-18600,Y,7275,N,-1.37,49923.85,28170,0,-30,14640,-20010,YES,30810,N,-3.98,49925.4,49923.85
11-02-2025 09:45,23375.8,85875,2025,75,32100,-41025,Y,20025,N,-1.17,23407.5,23375.8,62.25,2199225,1950,-3825,44775,-28725,YES,55350,N,-1.33,238.65,775050,-675,0,40050,27375,YES,-11700,YES,0.07,49785,88410,480,0,14610,4980,Y,-33330,Y,-35.53,49923.85,49785
11-02-2025 09:50,23361.2,143325,-2025,75,34200,-43125,YES,10950,N,-4.39,23375.55,23361.2,56.4,2514150,-600,2025,43800,55125,Y,65925,N,-1.93,245,793575,675,750,38175,-14925,Y,9900,Y,1.85,49782.65,26010,-120,-60,13320,-9270,YES,-10470,YES,-8.24,49775,49782.65
11-02-2025 09:55,23365.25,107700,0,225,43950,3975,Y,3600,N,-3.42,23360.5,23365.25,52.8,2505450,3225,-1350,50400,37875,N,-22275,Y,-2.16,240.75,625575,0,-75,37875,-3975,N,5250,N,1.35,49802.85,31740,0,-120,16290,21480,Y,-540,N,-8.78,49782.65,49802.85
11-02-2025 10:00,23355.1,59025,0,150,36900,-64500,YES,23550,N,-1.54,23366.75,23355.1,49.75,1546875,-2550,1500,48450,-50775,YES,101250,YES,-1.17,250.55,524400,300,300,39075,35250,YES,-5550,YES,0.94,49799.8,23010,300,-60,10560,28890,N,1260,N,-5.58,49800,49799.8
11-02-2025 10:05,23348,43350,300,900,27600,39900,Y,69300,YES,-1.2,23354,23348,47.6,1572075,2550,-3300,52500,34650,Y,64575,N,-1.18,253.65,304125,0,75,36375,-544650,Y,-5850,YES,0.64,49791.55,12570,-270,210,10500,-8730,YES,31470,YES,-2.74,49791,49791.55
11-02-2025 10:10,23332.9,86700,-75,0,34650,59025,N,975,Y,-3.21,23345.9,23332.9,43.45,2043075,150,825,55050,-7200,YES,52575,N,-1.67,263.3,448500,-450,0,35325,-17550,YES,-15075,YES,1.3,49779.9,26160,0,480,15870,2400,N,1230,Y,-6.74,49791.55,49779.9
11-02-2025 10:15,23330,86550,-75,-525,32850,64350,N,21300,YES,-3.25,23332,23330,40.85,1809900,975,-4725,59250,54525,Y,37425,N,-1.44,265.2,401250,150,150,39750,-11700,N,16875,Y,1.22,49803.55,9990,0,-360,10170,-23670,YES,3540,N,-1.93,49771,49803.55
11-02-2025 10:20,23351.1,78900,0,0,40200,9750,N,16500,N,-2.31,23329.9,23351.1,45.3,1403250,-4125,1425,63000,60750,N,-35175,Y,-0.99,251,281025,-225,-75,37200,-20550,Y,8700,N,0.67,49850.05,24960,930,150,15000,540,Y,720,Y,-2.89,49803.55,49850.05
11-02-2025 10:25,23358.6,80175,75,-75,28650,-25725,YES,10425,N,-1.35,23350,23358.6,48.2,1947675,975,-375,56475,-27750,YES,32025,YES,-0.98,243,347625,525,225,38475,10875,YES,-18675,YES,0.41,49852.6,24390,-210,120,12810,-7650,YES,-10590,Y,-1.59,49850,49852.6
11-02-2025 10:30,23340,48375,-300,-75,32475,1125,Y,3675,N,-0.89,23358.6,23340,44.35,1242825,-4500,-4050,57225,2400,Y,8700,N,-0.62,253.25,342450,-525,-525,45075,11250,N,25800,Y,0.47,49780,14190,0,-420,10020,29580,Y,2610,N,-1.99,49845,49780
