last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
21-11-2024 09:35,-34,267225,0,850,-29.8,-33.9,18625,-5825,N,17825,N,-10.13,0,0,0,0,0,0,0,0,N,0,N,0,8.95,7640075,100,25,7.2,7.55,21275,371300,YES,-76775,YES,2.91,-108.8,99150,7245,180,-95,-105.85,11550,31320,Y,11625,N,-46.71
21-11-2024 09:40,30.6,195000,0,-75,30.8,30.65,19675,19225,Y,50,Y,-6.03,0,0,0,0,0,0,0,0,N,0,N,0,-25.15,5803650,-50,225,-25.25,-25.15,27175,-475350,Y,11400,Y,1.47,62.85,88170,-7005,30,52.55,59.6,13410,-6405,YES,-3480,Y,-35.85
21-11-2024 09:45,-17.45,144050,100,25,-21,-18.65,17300,-8925,YES,7625,N,-2.63,-8.25,9555600,75,2475,-8.35,-8.35,25950,129275,N,363300,N,-2.63,6.55,4998475,100,150,5.45,5.5,22950,23525,YES,37600,Y,0.02,26.3,42690,0,75,35.15,36.3,8655,-4125,N,10035,N,-9.19
21-11-2024 09:50,12.45,96775,-75,50,18.75,19.85,15050,21425,Y,-1250,Y,-1.78,1.5,8200925,-6675,-775,1.7,1.65,48500,367125,Y,369675,N,-2.01,-15.45,2926175,275,0,-16.7,-16.75,25350,-63400,Y,97850,Y,0.01,60.8,37230,0,-75,50.1,45.75,9930,12900,N,15645,N,-5.98
21-11-2024 09:55,2.1,64150,325,150,2.4,1.4,15875,1675,YES,12100,N,-0.72,-2.15,8449925,-3975,-4000,-2.1,-2.15,49300,-68150,YES,184800,N,-1.81,5.6,2390725,100,25,4.4,4.4,25650,-525,YES,-24050,YES,-0.23,6.1,50655,-60,45,-4,0.05,11235,9840,N,3360,N,-4.67
21-11-2024 10:00,16.45,94925,-325,0,22,23.95,16650,1725,N,-8775,Y,-1.06,3.4,12923275,4550,-1050,3.5,3.55,40175,320800,Y,1825,Y,-2.31,-18.95,5310600,200,300,-19.35,-19.3,21150,-46650,Y,-26625,YES,-0.07,52.1,81075,-75,765,52.1,45,9420,-20175,YES,-2985,Y,-11.11
21-11-2024 10:05,-4.2,128525,575,0,-4.3,-9.15,18025,1125,YES,28300,YES,0.36,-4.15,19161825,8625,6400,-4.3,-4.25,41900,-49350,YES,-15275,Y,-2.14,7.15,7005650,300,175,7.8,7.9,24525,116075,YES,-29150,YES,-2.22,75.55,62460,15,-750,74.9,75,10365,24840,Y,19995,YES,4.16
21-11-2024 10:10,-6.4,60875,25,-175,-5.15,-1.45,21100,14400,N,9900,N,-0.25,-0.3,8754125,17275,-2225,-0.15,-0.2,43900,299400,Y,216975,YES,-1.05,1.8,3972375,-175,1025,0.65,0.6,29400,31225,N,84500,Y,-0.48,-62.65,23280,-60,0,-61.15,-57.4,8145,28260,N,3105,N,0.88
21-11-2024 10:15,7.7,97400,-325,-75,9.25,4.45,30775,16150,N,6175,N,-0.78,0.4,6772975,5275,-700,0.45,0.5,34275,69350,N,121625,N,-0.79,-6.05,2570775,-575,-75,-6.9,-7.1,25825,-44025,Y,113625,Y,-0.19,56.4,15870,-15,-45,53.3,45.35,9030,19905,N,-4740,Y,-0.56
21-11-2024 10:20,21.3,51550,1625,250,24.85,21,15350,11275,N,10525,N,-0.14,1.35,8567600,-2675,4475,1.3,1.3,51775,-238100,YES,-40150,Y,-0.87,-11.85,2605075,-225,550,-12.1,-12.15,25700,138700,YES,48125,N,-0.5,76.6,21450,-15,0,74.7,76.7,10590,5085,N,2835,N,0.8
21-11-2024 10:25,-10.9,85575,-1725,25,-11.75,-10.65,14025,275,YES,5525,N,-0.13,-2.95,8479025,1125,2300,-2.95,-2.95,54975,-147125,Y,302000,YES,-0.8,3.2,2195750,325,650,3.75,3.8,28475,91750,N,38500,N,-0.45,-12.7,31185,-45,45,-7.7,-18.15,9270,-19200,YES,-480,Y,2.05
21-11-2024 10:30,-5.35,28650,25,-150,-5.55,-5.15,13975,7600,N,1075,Y,-0.01,-1.35,7908000,4075,-400,-1.15,-1.15,54825,-236600,YES,127150,N,-0.72,1.35,2395225,175,-525,1.7,1.65,28300,88200,N,-1400,YES,-0.6,8.95,15180,15,-60,9,1.95,8100,18255,Y,-6690,Y,0.89
21-11-2024 10:35,-1.05,36825,0,-25,-1.75,-1.7,14475,9350,N,2800,N,-0.17,-0.65,7449600,1300,-3600,-0.3,-0.3,57125,141375,Y,41625,N,-0.71,-0.15,2396950,800,-275,-1.55,-1.55,27550,-78525,Y,56825,Y,-0.4,-91.1,17400,90,435,-99.3,-100,6615,-2295,YES,-23895,Y,0.07
