last_traded_time,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig
05-11-2024 09:35,1800,N,28925,N,29850,N,-9250,N,8800,N,2600,N
05-11-2024 09:40,56650,Y,9350,N,2050,YES,28275,YES,4525,N,-1950,N
05-11-2024 09:45,-3650,N,7750,N,14175,Y,15350,N,4500,N,-9825,N
05-11-2024 09:50,1225,N,-29100,Y,-15075,N,-6475,Y,-5875,Y,8125,Y
05-11-2024 09:55,9650,N,19100,N,31150,Y,-19450,Y,3675,N,8975,N
05-11-2024 10:00,425,N,-26450,Y,-10800,YES,29450,YES,-3375,Y,-1925,N
05-11-2024 10:05,6625,N,8850,N,29350,Y,19050,N,5425,N,-6500,N
05-11-2024 10:10,11950,N,3575,N,12875,YES,30375,YES,-3800,Y,6050,Y
05-11-2024 10:15,1500,N,1600,Y,3150,N,16025,N,2450,N,6075,N
05-11-2024 10:20,2150,N,9625,N,21850,Y,-175,Y,-175,Y,-375,N
05-11-2024 10:25,-6125,N,-6575,Y,-2225,N,-72275,Y,-2725,Y,1675,N
05-11-2024 10:30,-5900,N,9550,N,11925,Y,51150,N,5225,N,-8150,N
05-11-2024 10:35,37050,Y,-1550,Y,68225,Y,27500,N,-3350,Y,-3475,N
05-11-2024 10:40,2975,YES,26725,YES,4950,N,23550,N,11550,N,250,N
05-11-2024 10:45,3300,N,-2125,Y,64800,Y,-4200,Y,-3575,Y,11100,Y
05-11-2024 10:50,-1675,YES,12525,YES,-68775,YES,9400,YES,8825,YES,-4725,YES
05-11-2024 10:55,8875,Y,-2375,Y,3575,Y,8575,N,6600,N,8325,Y
05-11-2024 11:00,-44075,N,1525,N,9575,N,28400,N,2225,Y,-3475,N
05-11-2024 11:05,-1500,Y,4100,N,4375,N,33475,N,1275,N,-3250,N
05-11-2024 11:10,-27775,N,6825,N,-9725,N,-225,Y,5900,N,-3775,N
05-11-2024 11:15,-3650,Y,-47725,Y,6375,Y,-4350,Y,525,Y,-3050,N
05-11-2024 11:20,-1425,N,5425,N,-75900,YES,15000,YES,-1500,Y,-17425,N
05-11-2024 11:25,-2250,N,2250,Y,14225,Y,43000,N,-14050,Y,-2000,Y
05-11-2024 11:30,-3325,N,-4175,Y,44725,Y,38700,N,425,N,2350,N
05-11-2024 11:35,12500,Y,20000,N,-86375,N,19500,N,8575,N,-11100,N
05-11-2024 11:40,7050,N,-3150,Y,-40500,Y,36875,N,125,Y,-6350,N
05-11-2024 11:45,-36775,N,2150,N,43850,Y,-68575,Y,-3525,Y,-50,N
05-11-2024 11:50,-1975,Y,6900,N,24900,N,11325,N,9150,N,16075,Y
05-11-2024 11:55,5575,N,3225,N,-18825,YES,23825,YES,-5425,Y,800,N
05-11-2024 12:00,29225,Y,-5525,Y,12475,Y,-16575,Y,5100,YES,-2800,YES
05-11-2024 12:05,-4125,N,-8025,Y,-21150,YES,39525,YES,-850,Y,2600,N
05-11-2024 12:10,-5800,YES,7550,YES,22375,Y,4925,Y,0,N,2375,N
05-11-2024 12:15,14200,Y,-10550,Y,44550,Y,-55650,Y,1450,N,4200,N
05-11-2024 12:20,-275,YES,8125,YES,-21800,YES,55950,YES,9900,N,-5800,N
05-11-2024 12:25,250,N,3425,N,16025,Y,-28225,Y,-5975,Y,4025,N
05-11-2024 12:30,3850,N,-6225,Y,-675,N,-45925,Y,2000,N,1750,N
05-11-2024 12:35,7175,N,-21725,Y,5800,N,22200,N,4950,N,6175,N
05-11-2024 12:40,7425,N,16850,N,7625,N,11525,N,450,Y,7900,N
05-11-2024 12:45,-6275,N,-16325,Y,25850,Y,-14825,Y,-8475,Y,2375,N
05-11-2024 12:50,6325,Y,4675,N,-38700,N,-15350,Y,4625,YES,-4950,YES
05-11-2024 12:55,43825,Y,3800,N,-8625,Y,54450,N,-1100,Y,11650,Y
05-11-2024 13:00,2325,N,-4675,Y,3300,Y,-19100,Y,-3200,Y,2950,N
05-11-2024 13:05,-5625,N,2100,N,-18600,YES,9750,YES,4600,N,-11875,N
05-11-2024 13:10,8175,Y,75,Y,32900,Y,-29175,Y,-5300,Y,2750,Y
05-11-2024 13:15,-15275,N,2625,N,-5100,YES,23600,YES,6500,YES,-1975,YES
05-11-2024 13:20,-17350,N,-59300,Y,-5800,N,-132850,Y,-9125,Y,-5800,N
05-11-2024 13:25,2000,Y,-80225,Y,97025,Y,-108050,Y,6250,N,10575,Y
05-11-2024 13:30,27750,Y,5875,N,31950,YES,-625,YES,24100,N,18025,N
05-11-2024 13:35,12150,N,7100,N,-85725,YES,27375,YES,16750,N,3900,N
05-11-2024 13:40,4450,N,5075,N,31550,Y,19700,N,1100,Y,-500,N
05-11-2024 13:45,20900,Y,-350,Y,-70700,N,23325,N,7900,N,3100,N
05-11-2024 13:50,6050,N,-12275,Y,14025,Y,-2050,Y,50,Y,-6375,N
05-11-2024 13:55,18275,N,-1025,N,69725,Y,18775,N,-1075,Y,14125,Y
05-11-2024 14:00,-7525,N,-21450,Y,42025,N,-174325,Y,-16700,Y,23025,N
05-11-2024 14:05,32150,Y,40925,N,-33875,YES,127925,YES,24775,N,17575,N
05-11-2024 14:10,31800,N,1400,Y,4550,Y,60400,Y,16875,N,-2500,N
05-11-2024 14:15,6400,N,5375,N,39800,Y,-47975,Y,-600,Y,27925,Y
05-11-2024 14:20,7450,N,-2250,Y,-79275,YES,48325,YES,10375,N,16675,N
05-11-2024 14:25,-16400,YES,15800,YES,27325,Y,-76400,Y,22075,N,43975,Y
05-11-2024 14:30,33075,Y,-3750,Y,-5650,YES,20800,YES,11425,N,4225,N
05-11-2024 14:35,4950,N,34675,N,-23225,N,-35100,Y,-31025,Y,-1850,N
05-11-2024 14:40,-825,N,-17950,Y,-8400,Y,10325,N,28825,N,8450,Y
05-11-2024 14:45,-6375,YES,125,YES,9400,Y,55725,N,12700,Y,-1950,N
05-11-2024 14:50,23100,Y,4875,N,58675,Y,-7600,Y,-11850,Y,10900,Y
05-11-2024 14:55,24350,N,1150,Y,-36950,YES,15900,YES,1825,YES,-9875,YES
05-11-2024 15:00,1700,YES,22875,YES,-2750,Y,-28950,Y,2750,N,15800,Y
05-11-2024 15:05,9900,N,-10125,Y,-175,N,25,N,-14400,Y,27775,Y
05-11-2024 15:10,22125,Y,-20025,Y,2725,N,-2750,Y,-15200,Y,-7150,N
05-11-2024 15:15,-6700,YES,8150,YES,-19175,N,-32975,Y,41425,YES,-51775,YES
05-11-2024 15:20,-55450,N,-10550,Y,-59425,YES,-14525,YES,-46800,Y,-40300,Y
05-11-2024 15:25,-55900,N,-68175,Y,-85575,N,-156875,Y,-56350,Y,-32800,N
