last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
07-11-2024 09:30,0,178450,-875,100,2.9,5.25,15175,20225,N,13575,N,-7.49,-0.45,5072250,8550,8625,-0.5,-0.45,36775,116450,N,90550,N,-0.88,-14.55,256325,-200,-100,-13.5,-13.5,18550,-725,N,975,N,4.12,35.55,41940,-45,60,43.75,40.25,8115,1230,N,22830,N,-16.94
07-11-2024 09:35,-22.2,102825,-75,0,-17.8,-21,14925,-4250,YES,23825,N,-3.58,-1.45,6270175,-1400,6700,-1.35,-1.35,54625,-116575,YES,152300,YES,-0.9,20.2,242175,75,-400,21.15,21.2,27375,5200,N,-7875,YES,3.45,-3.5,43410,-75,-60,7.8,-5.55,8280,14910,N,-2535,Y,-7.03
07-11-2024 09:40,19.7,129350,0,-25,16,18.65,15650,2225,N,-4900,Y,-4.33,0.3,7084175,17900,-4950,0.4,0.4,61175,79000,Y,149200,N,-0.75,-22.35,310900,350,-50,-19.7,-20,26125,-58100,Y,9075,N,3.74,31.8,17475,45,60,24.75,30.9,7065,-27315,YES,18630,YES,-1.99
07-11-2024 09:45,8.7,106100,-225,50,2.35,1.9,14125,-3875,YES,31700,YES,-1.66,0.95,9550200,-11775,4025,1.15,1.15,66900,142600,Y,-25575,Y,-0.55,3.9,263425,25,-300,2.45,2.35,27025,-311850,Y,-3475,YES,1.66,11.1,25425,60,30,21.4,18.5,8490,90,Y,7455,N,-0.6
07-11-2024 09:50,-29.7,85475,-525,25,-24.5,-26.75,15100,-1750,N,2175,Y,-2.26,-2.4,4826775,10450,-6125,-2.25,-2.25,70325,-243475,YES,264475,YES,-0.35,17.25,216725,150,-25,16.95,16.8,26350,15025,YES,725,N,2.17,-35.9,14775,15,0,-30.15,-32,8010,1305,N,-3915,Y,-1.21
07-11-2024 09:55,-56,268900,-50,0,-54.65,-56.15,19050,-33950,YES,7850,N,-11.36,-0.9,7438475,2725,3975,-0.85,-0.8,62000,34775,Y,-145325,Y,-0.61,56,427775,0,-225,57.2,57.65,20875,-9875,Y,-18925,YES,6.61,-157.2,59925,45,-105,-156.2,-142.4,8850,1980,N,4710,N,-16.03
07-11-2024 10:00,-58.85,455875,-725,-100,-58.7,-57.75,20925,-7675,Y,15725,N,-26.1,-2.1,10255100,20525,50300,-2.15,-2.15,94475,-652400,YES,335975,YES,-0.89,55.05,356775,0,-400,56.8,57.1,25600,-708950,Y,-11975,N,9.51,-145.3,125430,-1965,-30,-136,-135.55,10050,-12420,YES,11790,N,-57.46
07-11-2024 10:05,8.9,214450,-200,-100,7.4,8.35,18875,49450,Y,11750,N,-10.73,-0.25,5439325,78400,32800,-0.25,-0.2,70525,112200,Y,193550,N,-0.44,-6.95,131200,25,-75,-6.75,-6.95,21575,-344675,YES,8550,Y,3.7,6.35,46725,-30,-90,30.85,18.2,7920,-6930,N,2940,Y,-18.45
07-11-2024 10:10,-10,136500,-325,0,-8.9,-5.45,17550,-21725,YES,8750,N,-6.29,-0.4,5937075,-46475,33975,-0.35,-0.35,71375,54375,N,-500,Y,-0.46,0.55,61525,150,-50,0.4,0.2,21300,-3600,YES,-7125,YES,1.75,28.95,34035,0,30,25.95,18.15,8145,-270,N,195,Y,-11.59
07-11-2024 10:15,1.85,92000,125,175,0,-1.55,15525,25625,Y,9150,N,-3.56,-0.3,4162725,-8800,-32200,-0.3,-0.3,76775,-173325,YES,251675,YES,-0.29,1.35,52050,-25,125,1.15,1.3,24300,-4200,Y,4600,N,1.31,-25.95,35355,0,-30,-21.95,-22.95,7650,-19260,YES,5220,N,-9.78
07-11-2024 10:20,11.8,66900,-175,325,10.5,13.8,17725,8225,N,20150,N,-2.29,-0.35,3373275,-18700,45275,-0.35,-0.35,71750,214475,Y,189775,N,-0.23,-14,53625,-125,150,-15.35,-15.5,22150,1775,N,3375,N,1.25,40.35,12675,-60,240,41,39,7050,3555,Y,20370,N,-2.94
07-11-2024 10:25,-31.65,201300,750,1150,-31.1,-34.2,15350,-39175,YES,-5500,Y,-8.37,-1.05,8705100,33325,-47075,-1.1,-1.1,73975,-649375,YES,132000,N,-0.59,30.75,72575,-225,0,29.65,29.75,17125,2825,N,-7600,YES,1.97,-80.4,24900,120,15,-78.15,-82,9660,-1815,YES,4485,N,-6.77
07-11-2024 10:30,-8.45,122850,-475,1100,-7.4,-6.95,19225,-9000,Y,12625,N,-4.92,-0.35,7316000,-43475,50625,-0.35,-0.35,65000,-46250,Y,169900,YES,-0.47,6.15,56100,-75,-50,6.25,6.2,18025,-117125,Y,4500,N,1.61,-21,52800,0,-240,-20.4,-21,9555,-1530,N,6750,N,-17.15
07-11-2024 10:35,17.95,75350,-125,25,12.5,16,15125,8825,N,1075,Y,-2.5,0,4544675,-75450,60875,-0.05,-0.05,71825,42650,Y,106225,N,-0.27,-12.75,39200,-275,375,-14.45,-14.45,20875,-53125,YES,-2600,YES,1.01,58,15570,15,75,58.5,65.7,8175,-450,N,-3240,Y,-3.58
07-11-2024 10:40,7.15,50850,-225,-150,7.35,5.65,17950,5575,N,10975,N,-1.55,0.25,3619650,-85200,-90825,0.2,0.2,77200,228075,Y,-515500,Y,-0.2,-4.35,21275,150,-150,-4.6,-4.75,15000,-1275,YES,3250,N,0.53,11.25,14730,30,-90,17.6,12.55,6975,4200,N,14835,N,-2.78
07-11-2024 10:45,5.85,60525,25,-150,6.45,3.2,15225,34000,Y,2900,Y,-1.71,0,3447050,10625,-31375,0.05,0.05,85425,-2139225,YES,-172650,YES,-0.18,-3.9,16725,25,-125,-2.45,-2.55,16125,-2001925,Y,-1575,YES,0.39,10.2,10380,120,15,17.05,17.8,7350,495,YES,37035,YES,-1.84
07-11-2024 10:50,14.4,73825,0,0,19.4,19.2,16600,2600,YES,-9500,Y,-1.81,0.3,3986950,-31375,-164700,0.25,0.25,80850,12825,Y,-333125,Y,-0.19,-15.55,30550,-75,0,-16.15,-16.3,19025,-1950,YES,3300,N,0.68,135,61050,-135,255,130.05,131.25,10500,4665,N,-16125,Y,-3.57
07-11-2024 10:55,24.65,116275,-100,25,19.85,22.95,19150,5700,N,11500,YES,-1.88,0.2,7669700,-103175,26075,0.25,0.25,98250,-77375,YES,-124875,YES,-0.3,-23.4,56975,-200,0,-23.5,-23.5,19625,-4375,Y,1675,YES,1.01,44.2,67395,-120,630,51.6,51,10155,975,YES,-5235,N,5.75
07-11-2024 11:00,-10,82475,75,-1825,-6.55,-10.05,18000,5725,N,-13750,Y,-1.21,-0.35,5391725,3450,29550,-0.3,-0.3,90900,105575,Y,296300,YES,-0.21,5.2,27450,225,50,6,6.15,28075,3125,N,3275,N,0.45,-41.05,27285,-315,-390,-43,-43.7,8670,-3330,YES,17250,YES,1.41
07-11-2024 11:05,-18.85,67000,-50,200,-20.25,-21.5,15725,-1725,YES,22900,YES,-1.36,-0.35,4457075,187675,-44575,-0.4,-0.4,88550,-113600,YES,428025,YES,-0.17,24.35,37875,350,0,24.2,24.4,19950,-43650,Y,25,YES,0.72,-31.6,18735,-135,0,-32.35,-26,7935,-1515,N,2475,Y,-0.02
07-11-2024 11:10,5.65,17850,-25,150,4.35,4.3,11550,10425,N,5500,N,-0.35,-0.05,3010000,-73900,10500,0,0,89025,664825,Y,242875,N,-0.11,-5.4,16700,-150,0,-4.35,-4.3,15950,-54000,Y,-2600,YES,0.33,-33.25,14955,0,30,-25.25,-29.35,8895,-6975,YES,3570,N,-0.76
07-11-2024 11:15,-34.3,47275,1550,100,-33,-33.15,12850,-13100,YES,4025,N,-1.17,-0.05,3001925,-82275,-2950,-0.1,-0.1,95575,-298525,YES,48825,N,-0.11,38.75,54750,75,225,38.35,38.7,20600,-86025,Y,-4150,YES,1.25,-123.9,24795,180,15,-118.05,-122.9,7395,-6090,N,-2400,Y,-2.68
