last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
11-11-2024 09:15,17.45,54575,-150,-100,19.7,21.7,11275,-1125,N,60350,N,1.45,1.25,599800,275,150,4.05,4.1,10225,21075,N,13725,N,0.05,-9.85,569400,-100,50,-12.1,-11.9,9500,-22275,N,62675,N,-2.24,23.7,24120,0,0,21.25,13.95,4530,9450,N,7770,N,-1.61
11-11-2024 09:20,4.65,150700,75,25,10.3,9.55,19675,14525,N,106725,YES,9.46,2.2,2543025,-250,-200,1.7,1.6,20675,112675,Y,70100,YES,5.81,-9.25,2179325,-50,-425,-8.5,-8.6,22375,209875,YES,65550,N,-11.52,28.5,43050,-45,30,28.5,34.5,11655,12480,N,8025,N,5.32
11-11-2024 09:25,28.15,76050,425,-575,29,25.95,16900,11500,N,10375,N,3.09,8.45,2580925,850,125,9.9,10.05,24950,20000,N,33500,N,0.67,-14.45,1639350,125,-150,-15.15,-15.2,23800,-165625,Y,56625,N,-4.7,67.95,32220,0,-30,75.55,75.95,10005,-8235,YES,20100,N,10.48
11-11-2024 09:30,41.15,150125,-50,1575,41.1,40.8,16600,22100,N,45200,YES,13.32,24.45,3585625,-450,25,26.05,26.05,20900,72175,Y,-8625,Y,7.84,-17.1,2048500,-50,150,-18.7,-18.8,23350,-30875,YES,61900,N,-7.8,95.9,67155,0,315,110.35,106.65,9675,-26895,YES,8955,N,36.21
11-11-2024 09:35,-16.3,120900,-525,-3300,-16.45,-18.5,15625,9450,N,-31975,Y,9.71,-3.65,2197475,350,700,-5.95,-5.9,23850,-60300,YES,27450,YES,4.33,0.85,1497800,225,-875,2.1,2.25,22175,50450,YES,20425,N,-4.69,-72.05,34290,60,90,-71.15,-80.1,9360,13290,Y,8310,N,15.44
11-11-2024 09:40,20.05,123100,0,-250,22,19.3,20150,2025,YES,34925,YES,4.01,9.5,2351850,100,75,11.65,11.6,22800,25575,Y,-3000,Y,1.9,-9,2506700,0,-275,-10.6,-10.6,24550,-29025,Y,28225,N,-4.43,31.25,34725,60,885,31.25,27,7860,3675,N,7200,N,4.62
11-11-2024 09:45,19.15,74900,-75,-100,20.9,22.2,14125,19750,N,-15450,Y,5.05,10.85,2509850,-200,-225,10.2,10.2,23700,30400,N,-19075,Y,3.57,-9.4,1667450,-175,-650,-8.95,-9.05,22975,-13375,N,41850,N,-3.56,72.85,25095,0,-885,67.7,72.75,9060,-4140,YES,-7170,Y,8.75
11-11-2024 09:50,-9.95,42625,-25,-200,-11.55,-11.15,13775,23875,N,28875,YES,2.46,-6.65,1347650,-450,-75,-6.8,-6.75,23375,-20525,YES,42525,YES,1.53,4.75,1010250,-125,-850,4.7,4.7,22150,17025,YES,-5800,YES,-1.96,5.05,14790,60,-15,5.1,7.75,6405,16275,Y,1260,N,5.01
11-11-2024 09:55,2.4,60500,275,250,1.4,1.45,15350,-7350,YES,9975,N,3.59,-1.45,1835725,375,-1375,-1,-1,22500,-48950,YES,10175,N,1.95,-1.15,1335350,150,100,-1.8,-1.8,25025,10100,N,6000,N,-2.41,17,29175,0,-75,23,18.6,7155,1050,YES,3645,N,13.42
11-11-2024 10:00,-24.25,52050,25,-50,-25.1,-22.6,16025,39175,Y,6675,N,1.89,-15.3,1178575,-25,325,-14.85,-14.95,23475,-110700,YES,43125,YES,0.39,10.7,1172875,-1325,275,11,11,27500,33900,YES,-2450,YES,-1.39,-59.9,15030,15,30,-62.55,-62.45,6150,28560,Y,1965,Y,4.4
11-11-2024 10:05,19,24975,-25,-25,13.65,13.3,11475,51275,N,-37350,Y,0.88,8,999850,250,350,8.15,8.15,23275,146200,Y,3875,N,0.4,-7.2,1238150,-250,50,-6.75,-6.85,25325,-14550,Y,72625,Y,-1.32,17.45,9420,-15,-30,17.7,28.9,5490,18210,N,4950,N,2.3
11-11-2024 10:10,-28.65,39250,-25,-100,-21.5,-23.75,14800,9175,N,2525,YES,0.75,-13.05,1180400,-400,-75,-13.3,-13.6,24250,300,YES,27450,YES,-0.03,9.3,1453800,200,-425,9.6,9.65,22675,38325,YES,-33900,YES,-0.89,-21.2,5910,0,0,-29.05,-33.95,5775,-2865,YES,4935,N,1.36
11-11-2024 10:15,-1.85,29150,0,250,-1.6,-5.55,15375,-1850,YES,5175,N,0.41,-4.9,952325,100,-25,-4.75,-4.7,21125,2725,N,61975,YES,-0.16,2.95,1649300,-700,-425,3.4,3.25,25025,15150,N,15375,Y,-0.79,-11.6,8205,0,30,-20,-14.8,6030,510,N,6480,N,1.59
11-11-2024 10:20,37.2,34200,0,75,39,39.6,15325,5775,N,-8425,Y,0.93,21.1,1526700,425,175,21,21.25,25100,50500,Y,-44950,Y,0.26,-21.7,1656250,225,-25,-21.6,-21.5,24025,-59725,Y,48850,Y,-1.33,54.3,5025,0,15,55.05,51.6,5265,2415,N,0,Y,1.22
11-11-2024 10:25,80,285375,225,200,80.35,80.05,22325,-5650,YES,-57925,Y,18.07,59.15,3478075,0,-300,57.4,57.4,24275,-55075,YES,-253750,Y,4.51,-28.45,2799475,175,500,-27.55,-27.5,26850,-90925,Y,-10350,YES,-4.5,187.9,60045,-15,0,169.1,181.7,11085,-1620,YES,-48570,Y,27.04
11-11-2024 10:30,-6,251125,50,-34325,-9.95,-4.3,22875,22725,Y,-6675,YES,15.9,-5.95,1855250,-100,725,-6.95,-6.8,21000,-136850,YES,42350,YES,4.01,3.55,1623675,-175,150,3.5,3.45,22625,65700,YES,9175,N,-2.86,36.1,86055,0,-30,32.55,30,10470,1560,N,21555,YES,47.4
