last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price
17-12-2024 09:15,2.3,86000,-175,150,4.35,1.5,11225,24100,22625,0.84,0.1,1364950,-200,150,0.55,0.5,13550,102075,118225,1.15,-1.3,671225,-150,50,-1.65,-1.55,10300,12150,7250,0.65,-24.05,21675,-15,15,-19.3,-27.15,5055,14190,7650,1.06
17-12-2024 09:20,24.4,107025,25,-125,23.95,21.3,14700,65125,42400,3.99,12.65,3423525,175,-25,12.1,12.25,26925,-1297425,79150,5.55,-9.6,1241650,0,-300,-8.45,-8.55,23375,-2370675,46850,-1.56,-15.55,28155,15,-15,-15.3,-30.3,9570,22215,-9210,-7.88
17-12-2024 09:25,-26.7,105725,-50,150,-26.35,-24.2,16300,-29225,65675,2.75,-16.15,3127225,175,450,-15.65,-15.65,28575,-221850,157000,1.91,11.2,1221225,125,125,10.4,10.4,22950,38200,5625,-1.88,-57.1,19695,0,-765,-47.5,-47.95,6495,105,2505,-5.51
17-12-2024 09:30,-2.25,58750,-150,-75,2.45,-1.15,14975,20050,15500,-0.11,-3.85,3010125,-50,-100,-3.2,-3.15,27525,55050,105825,-1.2,-3.2,1506700,600,100,-4.95,-4.75,29025,6600,53675,-0.48,2.1,16815,-30,-15,2.1,-1.25,10350,13020,60,-6.06
17-12-2024 09:35,-29.9,202450,-25,700,-28.95,-28.05,18000,-13900,-2625,-6.88,-11.2,3425825,1175,-50,-11.05,-11.05,22825,-350,79625,-3.67,17.75,2132575,200,450,16.85,17.05,22200,200,-16550,4.23,-49.75,55305,15,-30,-59.15,-52.95,7020,-660,5865,-29.62
17-12-2024 09:40,-0.05,98200,25,-575,2.25,2.75,14625,-2325,8025,-2.92,1.15,1971350,3550,300,1.85,1.95,25950,83125,47325,-1.75,-1.65,1104450,0,-50,-3.65,-3.65,25700,-24200,28275,1.55,-5.35,14250,0,0,-5,-7,6120,7605,495,-4.91
17-12-2024 09:45,-42,245700,-25,-100,-43,-42.25,19475,-9800,1400,-9.81,-14.35,3420775,350,-300,-14.45,-14.5,33625,-22325,40625,-3.74,29.1,2008075,-25,-200,27.75,28.05,24600,2200,-125925,4.62,-164,122955,-30,15,-138.2,-149.95,10320,-37080,8505,-64.03
17-12-2024 09:50,-7.6,145250,-75,-175,-6,-7.45,18950,1200,6050,-6.42,1.8,2416150,1725,-475,1.85,1.8,30825,95550,66950,-2.45,8.45,1191125,-450,-175,7.8,7.75,26450,26700,31475,3.86,26.05,53850,270,30,26.35,19.15,9135,22335,7125,-24.61
17-12-2024 09:55,5.9,82075,-25,1500,4.9,5.6,13950,34625,12825,-2.78,1.35,1735975,800,2050,2.05,2.1,30425,73350,64700,-1.31,-8,556925,-225,0,-9.25,-9.6,24100,-24725,40025,1.36,8.2,25425,0,60,22.55,16.05,8220,13380,2490,-6.17
17-12-2024 10:00,-13,182025,0,-950,-10.15,-12.4,16050,-17825,15300,-7.26,-5.05,2152400,300,-1375,-5.25,-5.3,26525,116600,133500,-1.84,10.2,910200,-225,200,10.05,10.25,19150,1225,-15650,2.78,-41.7,22620,240,60,-40,-39.3,7200,1980,2490,-7.74
17-12-2024 10:05,10.4,63925,-75,-250,10.4,11.9,14650,10175,4100,-1.88,3.05,1603200,-425,-1575,2.7,2.65,36350,53625,7175,-1.14,-7.45,535450,-125,-250,-7.6,-7.25,31375,-15125,22500,1.36,31.65,24090,-90,60,28,34.7,9105,4635,7455,-7.33
17-12-2024 10:10,-2.05,51950,-75,0,0.55,2.65,11775,5200,10375,-1.3,-0.9,1553450,-1825,-475,0.05,-0.05,30550,-13675,92650,-0.91,2.1,499600,25,250,-0.05,0,25925,7725,-5175,1.03,-11.65,12555,-15,60,-3.9,-1.65,7305,-22035,-8175,-2.84
17-12-2024 10:15,-5.05,59250,-125,-250,-6.15,-6.9,15200,31300,4800,-1.44,-1.9,1206175,1325,-700,-1.7,-1.75,34675,62425,59175,-0.69,5.25,389125,150,75,4.8,4.9,23075,25175,-14000,0.82,5.2,9735,-45,0,5.2,1.25,6825,510,1245,-2.01
17-12-2024 10:20,-78.8,374975,0,475,-78.1,-76.35,17025,-71300,-26225,-17.73,-14.6,4812875,-150,-2925,-14.35,-14.4,30400,-272950,-101200,-3.87,65.55,1547725,725,-250,63.6,63.85,23600,-37625,-78550,7.14,-208,132315,-225,15,-209.95,-209.8,10155,-35520,14640,-51.53
17-12-2024 10:25,15,144625,0,-250,17.25,18.15,20075,30600,16350,-6.52,2.6,2303325,675,650,2.45,2.5,32675,123300,15250,-1.68,-10.45,641875,-300,-175,-10.55,-10.75,29600,-17475,9550,3.34,51.25,49470,0,60,59,60.7,8370,14850,-1800,-17.34
17-12-2024 10:30,-17.95,360650,-2675,-50,-18.9,-19.4,15875,49825,-2125,-14.43,-2.65,1904425,1375,1975,-2.6,-2.6,31000,22925,52025,-1.38,13.1,485525,-25,-200,13,12.95,17925,-6500,-2775,2.64,-44.5,56550,-615,405,-44.95,-42.25,7620,-1395,16020,-19.45
17-12-2024 10:35,1.35,73950,0,-100,-2.1,2.15,13975,41325,3175,-2.39,-1.5,1207725,275,-300,-1.7,-1.7,38175,-26000,28050,-0.79,-3.45,234350,0,0,-2.55,-2.65,25775,5825,-1250,1.13,12.15,36420,180,45,10,3,8730,-10665,7605,-9.2
17-12-2024 10:40,34.45,164875,1250,50,35.5,34.4,16150,26775,25,-5.22,8,3157900,725,-975,8.45,8.45,40150,-33725,-101975,-1.87,-23.1,593925,50,325,-25,-25.05,31475,-15825,-4025,2.88,77.55,47790,0,-120,67.9,77.85,10275,975,-1740,-11.16
17-12-2024 10:45,14.85,125650,400,25,14.75,14.75,15300,52225,36525,-2.18,3.95,2347725,-875,-525,4.45,4.4,34100,54625,-10175,-0.82,-9.3,423500,75,-25,-11,-11.1,31825,-1375,17825,1.39,39.75,36645,525,-15,53.95,41.55,8775,23355,7815,-4.89
17-12-2024 10:50,-17.7,65425,325,-100,-20,-19.25,16725,13575,3500,-0.96,-5.3,1889525,450,575,-5.15,-5.1,36550,-1225,52600,-0.6,10.7,241475,325,75,9.35,9.55,30225,12050,5300,0.72,-25,21225,-510,90,-25,-22.8,8760,4830,585,-1.63
17-12-2024 10:55,40.65,130300,-550,175,40.2,40.65,13800,26175,-25675,-1.07,8.75,2518650,1800,-725,8.45,8.5,36925,-13300,-8200,-0.6,-33.15,588225,475,1050,-32.9,-32.9,27150,8600,4925,1.25,120,50895,30,30,125,124.1,7260,1035,-22635,0.5
17-12-2024 11:00,-3,89525,25,825,-5.1,-3,17425,7325,32525,-0.46,-1.9,1962025,225,-300,-2.15,-2.2,43125,2750,216900,-0.4,3.3,343100,-300,525,2.3,2.25,31100,-16475,9875,0.54,-21.4,32295,-120,255,-33.85,-27.3,10065,1050,1815,1.44
17-12-2024 11:05,6.45,73250,150,-850,5,6.45,17175,14150,11825,-0.47,-0.4,1091625,-75,-650,-0.1,-0.15,41450,4800,37275,-0.21,0.7,190925,475,0,-0.15,-0.1,24600,1125,1125,0.31,31.45,11760,0,-30,23.9,31.45,7575,-6255,23265,0.28
17-12-2024 11:10,-21.85,81425,25,475,-22.95,-21.85,15775,6025,-125,-0.7,-4.95,1388475,1925,-400,-4.9,-4.9,33875,2925,34000,-0.34,10.65,262375,400,25,10.4,10.55,29225,-1400,-4400,0.48,-68.35,13620,-15,0,-55.7,-51.65,8820,-7845,10575,-0.02
17-12-2024 11:15,-10.05,97075,75,-575,-10.15,-11.2,12475,350,-12450,-0.9,-3.4,1214125,375,150,-3.65,-3.65,27575,-40350,75550,-0.34,6.25,227775,-200,25,6.7,6.65,20100,3900,-3500,0.46,-22,8025,0,0,-21.8,-28.1,6045,-2535,435,-0.13
17-12-2024 11:20,-1.1,48300,25,75,-4.5,-1.1,12400,8575,5150,-0.62,-1.85,1263125,0,-500,-1.95,-1.95,32775,64425,14300,-0.41,4.4,185050,-450,275,4.45,4.2,22275,-3125,-1675,0.42,-24.4,8130,-90,-495,-24.4,-28.6,8190,-5670,810,-0.41
17-12-2024 11:25,-36.5,114925,-150,-50,-36.55,-40.2,14775,-24875,7450,-2.26,-6.65,1917075,-725,-1075,-6.65,-6.7,33175,-46800,7600,-0.78,34.3,342575,-450,50,33.5,33.65,26050,9300,-14325,1.11,-144.9,52005,0,90,-138.75,-130.15,9945,-14145,17655,-8.58
17-12-2024 11:30,15.6,100175,100,-175,13.95,10.65,13975,32950,2175,-2.07,1.75,1398500,1050,1125,2.65,2.75,33525,74575,5500,-0.55,-6.45,248300,100,75,-10.25,-10.15,24150,875,14350,0.91,59.6,29205,-15,-75,55,55.5,9000,19680,-4260,-4.6
17-12-2024 11:35,2.7,40300,25,650,3.55,2.5,13325,12000,2800,-0.75,-0.35,726200,2200,3600,-0.45,-0.35,35700,6250,26500,-0.27,-2.2,123750,-300,25,-3.05,-3.05,26100,-3950,-4225,0.41,-12.8,8970,-60,-15,-16.85,-19.3,5610,-240,-6330,-1.25
17-12-2024 11:40,-31,204975,-25,0,-27.3,-29.85,14825,-32900,-2375,-5.36,-5.1,2367725,-575,-1000,-5.35,-5.4,29775,-61375,-87850,-1.04,22.05,453325,375,-25,22.3,22.25,24450,-28250,2500,1.91,-111.45,62385,825,30,-115.3,-105,8130,-10260,11850,-13.86
17-12-2024 11:45,0,58600,-125,0,1,4.85,16000,43000,3425,-1.36,1,1311125,-25,-1775,0.7,0.65,39150,-22025,22375,-0.54,-1.7,157000,325,575,-1.8,-1.45,28525,22375,7850,0.65,-29.4,34155,-15,30,-16,-16.1,8625,15315,8010,-7.38
17-12-2024 11:50,9.6,58550,0,1725,9.95,9.55,15650,12475,6350,-1.33,0.3,1273125,-575,-225,0.3,0.3,36850,37775,47925,-0.52,-9.25,216750,-275,-100,-8.95,-9.35,25225,-12875,7350,0.87,-6.85,79575,15,0,7.25,0.7,7905,6030,-3495,-18.27
