last_traded_time,,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price
20-12-2024 11:30,,-11.65,55650,0,25,-11.3,-9,11675,-16300,YES,3450,N,0.02,-5.3,1013825,-825,275,-5.8,-5.9,28875,-12350,YES,39575,N,-0.43,4.4,942850,125,525,5.2,5.2,23400,-23100,YES,-13250,Y,-0.28,-26.65,9990,0,-45,-32.65,-32.1,6150,-8385,-10845,0.08
20-12-2024 11:35,,10.15,18850,0,-100,9.1,5.75,10750,-9500,N,1250,Y,0.08,3,869125,325,100,2,2,28375,50,N,23375,N,-0.32,-6.95,593125,75,-150,-6,-6.1,31825,475,Y,8925,YES,-0.32,7.4,7755,0,0,15.3,12,5355,9735,-15285,0.29
20-12-2024 11:40,,-0.95,16250,0,0,-5.75,-3.75,11750,1225,N,3975,N,0.08,-7.5,793350,-75,-150,-7.3,-7.3,19325,-34900,YES,42675,N,-0.32,-3,518050,25,-125,-1,-1.05,18600,8175,N,17350,N,-0.34,24.45,9510,0,0,3.7,10.15,5235,27765,-11310,0.39
20-12-2024 11:45,,-0.6,20350,0,-100,5.25,4.45,10825,-21775,YES,-5125,Y,0.07,0.95,698450,-150,825,0.85,0.6,25650,12250,Y,29775,N,-0.31,-5.15,560300,125,175,-4.85,-4.85,21900,-6900,YES,8725,N,-0.35,18.55,12570,0,0,21.4,26.8,6210,900,-10425,0.75
20-12-2024 11:50,,-3.25,19275,-25,325,-1.85,-6.25,12575,11225,Y,-2575,N,0.1,-0.65,698025,475,0,-0.8,-0.75,28300,-1700,YES,4400,N,-0.3,0.65,534325,50,150,0.45,0.6,29750,8175,N,3600,N,-0.4,-11.9,14205,15,0,-6.3,-10.9,7560,1065,-10125,0.87
20-12-2024 11:55,,22.25,24900,200,150,20.15,18.2,12150,10400,N,2325,N,0.18,7.6,670125,100,-275,6.8,6.9,25425,32575,Y,-25625,Y,-0.25,-13.55,524850,-175,-25,-12.75,-12.95,21400,-30800,YES,18900,N,-0.45,59.75,19695,-75,60,61.15,49.3,6270,-4605,-11115,1.78
20-12-2024 12:00,,-17.2,26725,375,-50,-15,-14.2,13450,-5950,YES,9750,N,0.21,-6.7,694150,625,3275,-7.4,-7.4,24300,-17200,YES,44550,YES,-0.26,7.4,504625,25,-125,7.85,7.8,24300,25050,Y,-14400,Y,-0.44,-22.8,11400,0,45,-34.05,-35.4,6930,990,1035,0.99
20-12-2024 12:05,,-9.65,25175,-450,25,-11,-13.2,10450,15450,Y,-9875,Y,0.09,-1.55,632975,-500,700,-2,-2.05,25125,-24725,YES,19825,N,-0.29,6.85,515800,200,175,7.55,7.65,23075,18925,N,-4525,N,-0.34,-11.3,4950,30,-15,-11.9,-17.15,5340,2250,2175,0.29
20-12-2024 12:10,Sell,-36.15,40600,200,-950,-28.8,-23.35,10050,-11700,YES,-23850,Y,-0.02,-13.35,887900,100,-275,-11,-10.9,16300,-94900,YES,28350,N,-0.46,22,669050,125,325,17.35,17.6,15400,-18275,YES,-39150,Y,-0.32,-81,11400,15,-30,-66.75,-69,4410,-5280,-11535,0.14
20-12-2024 12:15,,-30.2,124650,-300,-275,-30.2,-31.85,15450,-8275,N,90725,YES,-1.57,-7.35,1954225,75,100,-6.45,-6.45,27700,44900,Y,-25225,Y,-1.37,26.75,1792625,850,75,24.15,24.2,23550,-21800,YES,-46150,Y,0.54,-81.9,50460,-420,75,-81.9,-80.35,9420,-18000,1305,-4.7
20-12-2024 12:20,,1.7,80475,-225,475,0.3,1.7,14075,10700,N,2325,Y,-1.29,0.05,1310425,0,-250,-0.15,-0.1,20500,-11675,YES,27375,YES,-0.98,-4.95,957150,550,-975,-5.6,-5.55,18975,7975,Y,13925,YES,0.46,40.25,29070,-285,0,40.05,41.2,6615,20835,-18240,-2.52
20-12-2024 12:25,,-3.8,35575,-25,-625,-4.05,-2.7,13025,7275,N,14875,N,-0.44,-1.55,742375,-625,-1200,-1.8,-1.8,27650,1450,N,21450,N,-0.51,0.9,491100,0,75,0.7,0.45,24600,-1600,YES,1075,Y,0.14,-8.95,10200,-15,45,-5.55,-2.55,5925,-14445,9165,-0.48
20-12-2024 12:30,,10.75,29525,-225,125,8.45,11.2,10400,35550,Y,-675,Y,-0.36,0,630850,200,100,-0.3,-0.3,22925,29100,Y,34225,N,-0.43,-5.3,420075,25,0,-5.7,-5.3,22025,7400,N,14200,N,0.12,-2.8,4575,75,-30,-2.75,0,5070,12210,-5970,-0.24
20-12-2024 12:35,,-4.25,29700,25,0,0.55,-0.8,11350,175,YES,7875,N,-0.35,-3.35,649625,825,0,-3.1,-3,19250,-34700,YES,25150,N,-0.47,-0.25,453600,300,650,-0.8,-0.75,18075,-21175,YES,1475,Y,0.1,29.05,9300,-30,-15,33.05,35.25,4305,-3405,29850,-0.29
20-12-2024 12:40,,-45.3,64125,0,50,-43.85,-40,16175,-575,YES,-1950,Y,-1.19,-10.6,1359800,-325,-950,-9.8,-10,28150,-59475,YES,19325,N,-1.1,30.95,793850,-425,450,29.25,28.9,21950,-5875,N,-17675,Y,0.42,-99.65,10395,0,30,-98.4,-101.85,5550,16065,-12930,-0.82
20-12-2024 12:45,Buy,-41.55,183925,0,50,-40.6,-40.55,18325,-19450,YES,-7600,Y,-4.86,-10.3,1906975,-275,-1425,-10.05,-10.15,29825,-22625,Y,-30025,Y,-1.7,31.85,1352500,-200,125,33.85,33.9,23575,10850,N,-99450,Y,1.51,-59.65,30300,-15,0,-61,-59.5,7755,-5790,18180,-4.28
20-12-2024 12:50,,-9.25,160525,0,-275,-9.2,-9.1,16300,-19125,N,104825,YES,-4.8,-2.05,1684650,-100,1225,-1.85,-1.85,28000,42275,Y,11400,YES,-1.56,11.15,988350,375,-175,8.5,8.7,24350,-31650,YES,-13625,YES,1.39,-0.35,15870,75,-15,5,5.5,6510,-10245,2820,-2.37
20-12-2024 12:55,,-7,99400,100,0,-4.2,-1.85,17050,14125,Y,-4750,Y,-2.91,-6.95,1455875,200,150,-6.55,-6.6,26250,-20600,YES,11500,N,-1.38,-4.2,680075,-25,150,-4.75,-4.9,24275,-13375,N,17075,YES,0.95,-28.5,11280,-45,30,-18,-10.35,6645,-7470,10395,-1.74
20-12-2024 13:00,,-13.8,114925,300,200,-16,-15.75,17975,975,YES,-2650,N,-3.47,-4.9,1551450,-50,25,-5,-5,31375,15475,Y,21225,N,-1.51,17.95,808525,1400,-200,17.3,17.15,23700,-4225,N,-20300,Y,1.16,-23.8,34335,-75,900,-28.7,-26.1,8685,36285,-16365,-6.23
20-12-2024 13:05,,-4.4,90575,525,-150,-7.05,-6.25,17925,14750,N,5525,N,-2.86,-1.3,1283000,625,475,-1.35,-1.25,29500,21675,N,23100,N,-1.26,3.9,502025,-125,-25,4.45,4,20325,-13925,YES,2050,YES,0.8,-2.85,18330,-45,-870,3.15,2.1,7380,1350,25950,-2.95
20-12-2024 13:10,,-1.1,74075,-425,0,-4.6,-2.35,16375,12900,N,23025,N,-2.43,-1.55,2302950,-175,25,-1.5,-1.6,34450,-19625,YES,20825,N,-2.24,-0.2,517625,125,-75,0.5,0.55,20050,4000,N,17200,N,0.87,14,40140,-180,-60,15.3,20,6435,6900,18165,-7.16
20-12-2024 13:15,,-6.1,76300,-150,-50,-0.8,-2.55,20025,-12500,YES,-6750,Y,-2.39,-3.15,1284125,150,-825,-2.9,-2.95,37125,3275,Y,32650,N,-1.21,-4.15,477200,-25,0,-4.7,-4.85,22975,-3850,YES,4325,N,0.75,7.55,13260,-60,105,7,0.65,6600,-5700,10860,-1.96
20-12-2024 13:20,,16.2,77225,-275,100,14.45,13.15,17775,-7900,N,11950,N,-2.41,2.95,1893500,-900,325,3.15,3.15,35575,16150,N,-7200,Y,-1.76,-9.7,530150,50,75,-9,-8.95,23525,5850,N,-7175,Y,0.85,24.15,18855,30,-60,34.15,39.75,8130,2940,-420,-2.66
20-12-2024 13:25,,11.45,72875,0,-100,11.05,12.7,16850,13875,Y,-3325,Y,-1.87,1.5,908150,1450,25,1.45,1.55,34225,35850,N,-4150,N,-0.78,-11,366125,-400,1250,-10.8,-11,22425,-17725,YES,10075,N,0.47,17.65,32025,-15,330,18.65,19.9,10335,2820,-1950,-3.53
20-12-2024 13:30,,9.5,59775,-1200,0,7.1,5.4,22025,21450,N,-8025,Y,-1.45,0.05,631900,-575,300,-0.05,-0.05,28975,33925,N,63225,YES,-0.53,-3.4,279825,0,-225,-4.85,-5.3,21025,2525,Y,13450,N,0.32,7.1,17955,-15,0,7,-3.05,7380,1110,3690,-1.82
20-12-2024 13:35,,-32.35,50250,0,500,-30.1,-29.4,21825,5175,N,8150,N,-1.4,-7.7,1269175,2825,-150,-7.45,-7.4,34925,-50600,YES,3250,N,-1.14,19.95,411000,-75,-25,20.2,20.35,20625,4875,N,-16775,Y,0.57,-66.6,11295,60,15,-66.6,-64.15,5925,-510,-11835,-1.57
20-12-2024 13:40,,-8.05,91775,-125,-475,-11,-12.05,22325,5475,N,-12100,Y,-2.88,-0.75,1520300,-700,1250,-0.5,-0.6,29325,9400,Y,-61150,Y,-1.36,12.25,477425,-150,400,12.25,12.15,25075,-18875,YES,-15650,N,0.81,-94.85,65460,0,-45,-98.35,-97.85,9345,-7485,6285,-14.92
20-12-2024 13:45,,-26.3,38175,0,0,-15.05,-14.95,12475,10950,N,5975,N,-1.2,-0.15,962475,-75,1750,0.05,0,23775,69000,Y,30875,YES,-0.83,18.95,280125,-25,575,12.4,12.25,18825,3550,Y,-22975,Y,0.49,-91.95,32040,0,15,-97.5,-91.95,6285,-11535,1725,-6.95
20-12-2024 13:50,,21.9,97700,125,-250,19.15,21.35,14250,-8500,YES,10150,N,-2.97,1.25,929300,900,-75,1,1,29200,66125,N,-15975,Y,-0.79,-17.3,394100,-175,-75,-18.25,-18.45,25450,-8075,YES,14225,YES,0.7,75.75,34260,-15,-120,83.25,90.75,7185,4635,810,-7.83
20-12-2024 13:55,,6.15,47825,-75,25,7.15,1.5,16325,3250,N,825,Y,-1.39,-2.05,705850,400,3800,-1.8,-1.75,24450,-8125,YES,33200,YES,-0.6,-2.2,307475,0,450,-3,-3.3,22525,7475,N,4650,N,0.5,-2.05,18975,615,30,-6.4,-5.5,8370,2040,24090,-3.72
20-12-2024 14:00,,-23.25,49325,-25,0,-23.95,-25.95,16525,7175,N,-5075,Y,-1.56,-7.25,1144875,-2350,-3325,-7.35,-7.35,34400,-34200,YES,-19225,Y,-1.02,19.15,305950,0,175,20.15,20.05,21675,2025,YES,-1500,Y,0.55,-30.85,15075,45,825,-27.55,-22.5,6975,12435,-12960,-3.29
20-12-2024 14:05,,-11.05,59750,225,500,-15.1,-12.9,17575,15175,N,-5175,Y,-1.94,-3.25,1007900,950,-1825,-3.3,-3.35,33775,-10300,Y,-28575,Y,-0.92,8.1,360475,-150,-325,6.85,6.15,27025,-350,YES,-7925,Y,0.7,-76.1,44910,0,-870,-76,-80.05,15375,-6945,-9555,-10.41
20-12-2024 14:10,,4.5,67500,1025,-750,9.8,6.4,18200,5500,N,6875,N,-2.22,2.75,945725,175,-50,2.85,2.95,31700,34450,Y,-8525,YES,-0.84,-2.35,527175,100,-50,-3.25,-3.55,20025,950,N,-3525,N,1.03,-29.25,68370,30,30,-24.3,-20.55,10815,27240,28515,-17.42
20-12-2024 14:15,,25.5,66025,-650,100,23.5,22.8,17250,-3500,YES,-8975,Y,-1.94,4.9,713200,-1650,-400,4.95,4.9,31400,25550,N,-15150,Y,-0.6,-20.2,228750,125,-75,-19.1,-18.95,21450,-13375,YES,6950,N,0.4,69.35,21525,-30,-30,69.35,65.65,8025,2055,-10095,-4.7
20-12-2024 14:20,,3.35,65950,400,-825,4.5,5.3,15025,5425,N,6900,N,-1.69,-0.2,769325,8950,-1450,-0.2,-0.3,32525,-21775,YES,35500,YES,-0.61,-2,223100,100,75,-2.65,-2.7,24200,14575,Y,3075,N,0.35,8.3,13650,30,-405,8.55,13.25,7050,570,28350,-2.6
20-12-2024 14:25,,-4.25,55125,-775,50,-5.5,-4.9,14375,15125,N,-9375,Y,-1.43,-1.85,650025,-50,600,-2.05,-2.05,26600,30125,Y,15325,N,-0.51,1.05,225100,-350,-100,3.35,3.4,19625,-2750,YES,5150,N,0.34,-35,7560,300,45,-35,-28.4,6375,6885,1575,-1.42
20-12-2024 14:30,,-26,66550,-100,175,-28.25,-24.05,13550,-11600,YES,3300,N,-1.9,-2,809300,1875,1225,-2.1,-2,26725,-27950,YES,15475,N,-0.65,24.7,272000,-50,-100,25.05,24.85,23275,5175,N,-9825,Y,0.48,-125.1,40275,-270,360,-125.1,-123.4,7245,-3405,-195,-9.65
20-12-2024 14:35,,-10.65,125375,0,125,-15.1,-16.55,18550,-18825,YES,15075,N,-3.89,-2.7,990325,1025,450,-3.1,-3,29475,-43600,YES,55625,YES,-0.79,10.6,416925,-50,25,12.25,12.2,27750,5300,N,-14650,Y,0.84,-63.65,49530,0,-285,-78.75,-76.15,9705,-20100,24045,-14.21
20-12-2024 14:40,,11.95,57875,-325,-1325,6.55,11.9,15175,5150,Y,8575,N,-1.65,0.5,863850,525,1150,0.5,0.55,25425,-4575,Y,-41575,Y,-0.68,-9,239150,-150,-150,-8.55,-8.55,18500,1300,YES,9325,YES,0.45,34.5,27795,45,0,23.4,29.7,7425,13470,-630,-7.6
20-12-2024 14:45,,-22.4,65825,75,225,-21.6,-24.35,14175,-16500,YES,1750,Y,-1.99,-6.4,1204200,1475,-100,-6.6,-6.55,37300,-31600,YES,7275,YES,-0.98,14,297675,200,-125,13.75,13.75,21225,-4725,YES,-8750,Y,0.61,-5.2,25680,-15,405,-11.55,-15.85,7635,-195,19005,-6.83
20-12-2024 14:50,,-22.4,94900,0,-125,-22.3,-24.05,12925,2950,N,1475,Y,-3.16,-0.9,1116175,1625,-200,-1.1,-1.1,27375,20650,Y,-57775,Y,-0.94,21.05,324075,-50,-600,21.15,21.25,19075,5950,N,-13025,Y,0.74,-54.8,45885,0,240,-53.65,-54.8,8565,-3705,11370,-13.16
20-12-2024 14:55,,-18.55,121400,-375,-75,-20,-19.55,18800,-27550,YES,12225,N,-4.12,-3.4,1116500,-1575,-175,-3.25,-3.3,31250,-16950,YES,98525,YES,-0.92,17.85,337950,-1375,-300,17.45,17.45,22475,-9825,YES,-12825,N,0.81,-44,29640,0,435,-44.8,-35,7500,375,25890,-8.41
20-12-2024 15:00,,-9.25,150450,-475,0,-4.95,-8.5,13825,40800,Y,325,Y,-5.42,-4.35,1670150,275,1675,-4.15,-4.1,35625,-52500,YES,-40800,Y,-1.42,3.6,382850,400,-125,3.1,3.05,18650,-8900,N,13375,YES,1.02,55,65595,15,30,60.05,66.95,7335,27525,-6120,-17.74
20-12-2024 15:05,,9,160000,0,1700,4.95,1.8,17100,13300,N,-5900,Y,-6,1.05,1538000,1400,-3075,0.5,0.45,38000,146725,Y,-94150,Y,-1.34,-7.85,372075,25,-50,-7.35,-7,27900,-19125,YES,-5250,Y,1.08,15,26760,-195,-30,8.9,-0.35,9270,3615,21060,-6.71
20-12-2024 15:10,,-44.05,224475,1900,-225,-45,-44.05,21575,-35125,YES,8175,N,-8.03,-7.25,1394450,-50,2025,-7.6,-7.7,38550,-136175,YES,79775,YES,-1.21,37.05,369050,0,100,39.25,39.1,23875,2250,Y,-11175,Y,1.08,-69.95,31365,300,-1140,-62.75,-60,9705,-8295,-1635,-7.52
20-12-2024 15:15,,45,198775,0,-350,49.75,49.15,18450,23775,Y,-19175,Y,-6.6,6.75,1816875,-300,100,6.8,6.8,34800,55300,Y,-123575,Y,-1.51,-42.45,607100,25,0,-41.85,-42.65,22825,-13375,YES,21600,YES,1.71,88.5,52560,195,120,95.8,102.4,10500,360,13440,-11.35
20-12-2024 15:20,,9.85,216675,-150,0,12.45,8.85,19075,-25,YES,13725,YES,-5.78,2.8,1999050,425,-2025,2.5,2.5,31125,-7950,YES,-80550,YES,-1.52,-11.35,519350,-75,-900,-10,-9.95,26100,-16450,YES,-8825,Y,1.19,10.55,54705,75,45,23.9,17.95,8400,-6090,-5565,-10.14
20-12-2024 15:25,,4.15,168650,-75,-25,4.4,5.25,17950,-4225,YES,-6175,Y,-4.34,0.65,1152450,1875,-14700,0.7,0.85,24225,9825,N,-58225,YES,-0.84,-3.7,287925,175,800,-3.4,-3.7,21100,-9275,N,625,N,0.68,40.95,56160,30,30,30.95,35,7845,-10215,-40065,-9.55
