last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price
12-12-2024 09:15,26.7,101100,50,0,21.05,19.3,18950,90250,52725,5.59,-2.45,13876800,5450,425,-2.2,-2.25,38025,11035650,872275,-5.79,-17.2,4087500,150,0,-18.15,-18.35,20400,7085550,299350,-9.47,76.85,48000,-45,150,103.9,79.2,9015,24990,29895,63.36
12-12-2024 09:20,2.25,47550,900,-600,-0.4,2.25,16250,32575,15700,2.05,-0.05,10403025,3325,-850,-0.1,-0.1,45775,1468675,664275,-0.3,-4.8,4078975,-150,-2075,-4.7,-4.7,25875,635925,172175,-3.74,17.85,27150,15,-930,33.8,33.8,8880,17160,10425,18.39
12-12-2024 09:25,10.35,45425,-700,-150,8.4,5.95,15775,-575,7800,2.64,5.15,14013575,-1575,-3675,5.5,5.45,47225,167000,148300,0.89,-5,4321775,-125,-875,-5.2,-5.35,29075,-280225,123225,-3.54,33.95,24075,-90,165,31.65,19.9,7050,5505,6000,13.04
12-12-2024 09:30,10.05,50800,50,1150,10.5,10,15025,7625,26950,4.07,7.3,20967550,3200,3100,7.35,7.45,50050,2037300,114975,3.28,-5.3,6767350,-50,2275,-5.2,-5.2,37000,581200,126675,-4.9,48.65,25935,15,-165,38.05,48.6,8205,-2310,5760,15.22
12-12-2024 09:35,-7,45125,400,-1350,-8.7,-7,14250,7500,7300,2.57,-3.75,20594875,-1025,-2325,-3.7,-3.75,58550,618550,206275,2.75,3.85,6371000,-1775,-1250,4.15,4.1,30300,139750,-24750,-1.96,-13.45,22485,105,45,-15.4,-18,6570,1770,5985,12.07
12-12-2024 09:40,-7.7,65600,-475,-225,-11.5,-13.9,20350,2775,11075,0.1,-6.5,14746575,3200,1775,-6.6,-6.6,57250,188900,666600,-0.4,3,7430550,375,575,3.05,3.1,31700,160850,135050,-0.17,-43.15,14385,-45,345,-43.3,-40,7485,1590,3795,2.6
12-12-2024 09:45,-15,83550,10825,-275,-13,-12.15,22850,7300,11325,-3.02,-2.7,15621750,8700,7475,-2.65,-2.6,63475,-39825,281925,-1.04,15.5,10550225,-250,50,15.7,15.75,30425,-121250,-395025,2.96,-49.05,35205,480,-375,-50,-56,8550,-630,255,-4.45
12-12-2024 09:50,0,48550,-6950,-75,1,0.05,14275,3975,10100,-1.05,0.25,8834775,1650,-1350,0.1,0.15,62650,-41750,635725,-0.4,-1.85,4481225,650,-75,-1.4,-1.45,28375,26575,167500,0.84,-33.8,16800,-495,-45,-22.9,-31.35,7215,405,7095,-3.52
12-12-2024 09:55,-6.55,42950,-75,150,-9.8,-8.5,17100,12925,1975,-1.22,-1.65,6137375,4300,950,-1.65,-1.65,65575,-230475,357450,-0.32,7.65,4357925,-775,425,7.4,7.45,30475,-2575,-73400,1.05,-5.15,18105,15,225,-5.15,0.05,8850,5145,3825,-4.31
12-12-2024 10:00,10.9,48325,200,150,10.8,10.9,19775,6775,3550,-1,2,5851925,-250,-9650,2,1.95,62100,182575,-76725,-0.24,-1.8,4399775,-11225,-850,-1.95,-1.95,27350,40325,65225,1.02,31,12375,15,-210,38.4,41.45,8415,7680,3675,-1.11
