last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price
04-12-2024 09:15,12.1,169500,-25,-75,16.8,2.35,17300,363800,324225,5.67,4.25,9458800,-75,-100,6.1,5.1,27550,5418975,813825,1.6,-5.7,5236200,50,1275,-9.2,-9,31100,2049200,377500,-0.79,49.1,65595,90,-15,42.95,0.15,9075,72045,77355,71.95
04-12-2024 09:20,22.2,160775,-225,-25,22.75,18.25,17000,33350,8750,3.85,10.95,9190775,1775,175,11.6,11.75,23400,-3943225,40775,3.34,-9.75,4492600,9150,325,-10.3,-10.15,30750,-1208625,184425,-3.38,11.2,46335,15,0,6.65,12.85,9330,20445,20430,-13.95
04-12-2024 09:25,12.9,139550,25,-100,11.2,12.05,17500,16000,7325,6.55,10.25,11755925,150,-175,10.4,10.45,23475,233475,98850,4.8,-8.5,4908200,650,-2875,-8.6,-8.5,29250,-55575,174425,-4.21,50.9,24930,-120,-15,61.15,65.1,8445,18465,5790,3.17
04-12-2024 09:30,25,192900,-100,-3475,23,24.95,16825,17875,1950,12.22,8.55,12708550,1000,75,8.35,8.35,26375,-3175,82425,5.19,-13.95,6824200,-250,100,-13.8,-13.9,32575,90525,153850,-7.45,63.6,49215,225,30,60,62.45,9780,12945,-2970,22.33
04-12-2024 09:35,6.3,148900,25,0,4,1.1,22000,3500,21475,7.17,-0.45,8396575,725,875,-0.55,-0.35,27875,-64875,185575,2.87,0.15,5184275,1200,-50,0.05,-0.15,32525,-43125,147050,-4.41,0.35,48090,-225,-105,10,8.55,9960,-8220,4335,20.78
04-12-2024 09:40,21.25,127700,150,1050,21.05,23.9,17450,9925,-21300,4.79,15.4,9192550,75,-875,14.75,14.65,26575,105700,-543175,2.7,-18.55,6597775,-100,-300,-17.6,-17.6,30700,-249600,71875,-4.44,79.7,52170,-45,915,77.75,79.85,11355,8925,-12060,20.65
04-12-2024 09:45,-12.95,69500,-75,0,-11,-8.15,15600,14625,29500,2.77,-7.35,6973150,450,450,-6.4,-6.35,26825,-131725,495550,1.98,6.1,4897025,-225,1200,5.6,5.6,29175,305225,117350,-3.24,19.4,42555,30,-600,27.45,20,9825,7230,10080,18.88
04-12-2024 09:50,9.95,104350,-225,325,7.95,9,16525,2300,-10000,3.31,3.8,4387750,-325,-25,3.8,3.75,27375,101125,94000,1.04,-2.7,3127375,-1150,175,-2.7,-2.7,32200,49400,80625,-1.65,50.9,61320,0,0,47.25,53,10080,-6120,-11520,26.89
04-12-2024 09:55,-9.7,60900,0,-25,-11.55,-15,16650,141125,15675,1.49,-7.5,4865525,-50,1050,-7.45,-7.4,24925,145175,206475,0.81,8.25,4036975,0,1050,7.5,7.6,31050,108400,-33150,-1.62,-45.6,23835,-30,0,-45.2,-51.5,7740,3975,12570,7.73
04-12-2024 10:00,10.95,30650,-75,125,6.65,6.45,13700,-33775,1300,0.72,3.05,2471775,250,-350,2.75,2.7,30850,-133475,38875,0.41,-2.8,2605800,425,-1400,-3.4,-3.4,32150,-34425,150950,-0.92,27.2,13590,15,60,32.25,36.1,8385,6615,960,4.18
04-12-2024 10:05,9.2,92075,-100,325,10.2,7.5,18550,18975,-8975,3.11,3.25,6198550,-475,625,3.5,3.6,26625,-2150,-302850,1.5,-2.55,5171400,-1900,-250,-2.9,-2.95,30475,-3225,3025,-2.33,37.9,19260,60,15,33.85,30,7260,-1845,-4980,7.48
04-12-2024 10:10,-11,41100,725,-225,-11,-9,15900,11800,13000,0.71,-4,3876750,-3050,250,-3.15,-3.15,25475,-79550,206475,0.48,5.3,4403725,575,-175,4.55,4.55,32300,19725,-53275,-1.02,-9.05,22470,-60,645,-14.65,-15,8370,3675,4140,8.04
04-12-2024 10:15,-0.9,38275,725,100,-0.25,-0.9,14325,-3650,13825,0.59,-0.85,2564050,-25,-200,-0.05,-0.25,32750,26675,47325,0.29,0.75,3245325,400,800,0.45,0.6,32625,67300,90775,-0.61,-14.25,17715,0,-1755,-14.65,-14.25,7545,1875,-210,5.17
04-12-2024 10:20,-15.5,128000,-675,-75,-18.6,-16.35,15775,-8700,-4000,-0.33,-8.7,8328250,-800,-75,-9.8,-9.75,32925,-158975,-21950,-0.28,5.55,9385150,-275,650,5.8,5.9,32200,-110025,-221350,-0.05,-41.7,36330,105,0,-46.6,-48.6,9645,-2175,-2295,4.09
04-12-2024 10:25,3.5,43850,800,0,7,3.4,15150,17800,1925,-0.03,4.35,4306875,-850,-775,3.95,3.9,27375,177400,66450,-0.06,-3.6,5493300,175,325,-2.9,-2.7,28475,-70375,164925,-0.06,23.2,15000,90,30,20.2,19.95,7485,5070,2610,1.75
04-12-2024 10:30,6.3,40925,0,-50,8.75,5.85,15500,-825,1225,0.49,3.65,5551200,650,1500,3.7,3.85,28300,1275,74550,0.3,-3.4,4774450,1275,1500,-3.6,-3.65,31925,63450,28750,-0.59,16.05,11535,90,45,11.55,16.05,8520,-1815,2565,1.99
04-12-2024 10:35,-0.75,24575,125,-200,-3.25,-1.75,15525,-1600,8775,0.34,-4.05,3508350,-50,1375,-3.75,-3.55,26550,-179575,141775,0.23,1.35,3192125,-625,1450,1.3,1.2,38425,98550,-4725,-0.49,3.75,16050,-90,30,11.05,6.1,7545,1980,3810,3.57
04-12-2024 10:40,-6.7,17700,1400,75,-7.4,-11.55,12650,-1550,1950,0.14,-5.35,2897075,-150,-325,-5.1,-5.15,29175,-92900,59475,0.04,4.6,3209700,125,100,4.4,4.4,34925,9300,17250,-0.31,-6.05,14430,-15,870,-6,-1.05,11580,-195,1545,2.76
04-12-2024 10:45,-15.45,37175,-1250,-100,-14.6,-12.25,15325,-2600,3775,-0.06,-4.75,4287700,-350,-575,-4.8,-4.85,25925,123750,-6200,-0.18,7.05,5862925,25,25,7.05,7,32200,-10675,-54150,-0.03,7.7,14475,45,0,8.5,14.3,9795,-7290,-90,2.5
04-12-2024 10:50,25.2,29375,350,-1175,23,25,17000,1975,9100,0.19,10.2,4723875,150,1450,10.05,10.1,30925,3925,-45075,0.07,-13.15,4913125,50,1375,-13.35,-13.25,28425,-28000,151950,-0.39,72.95,34980,0,285,76.4,67.95,8670,-405,-10110,9.16
04-12-2024 10:55,-10.5,30425,-200,-125,-10.4,-9.8,16900,-125,9200,0.29,-4.4,4163225,950,25,-4.75,-4.65,29375,-88225,43500,0.13,4.3,3873125,-250,-100,4.3,4.3,31150,69800,-97425,-0.38,5.1,41730,45,-210,5,5,10650,-3135,-3165,12.62
04-12-2024 11:00,1.75,30850,100,-50,2.4,2,15750,3425,-14375,0.05,0,3418975,-950,625,-0.15,-0.25,35650,100875,167400,-0.05,-0.15,3539875,150,-4550,0.4,0.4,31950,725,70050,-0.13,33.9,32070,-15,15,39,29.7,9180,5310,-5790,8.31
