last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,High_9,Low_9,Close_9,Volume_9
22-01-2025 10:05,15.75,32450,-275,1675,16.95,15.75,12800,5525,N,17075,N,0.49,7.9,4920900,675,-150,7.75,7.8,44625,46275,N,-69300,Y,-0.01,-9.1,5700375,1875,525,-9.35,-9.35,52575,-110325,Y,132225,N,-1.45,95.85,14910,0,30,90.7,89.65,5430,17250,Y,-12015,Y,3.44,23090.65,23110.95,23084.25,23109.75,0
22-01-2025 10:10,-8.25,52000,150,-2250,-8.4,-10,14300,-6800,YES,4675,N,0.9,-4.5,4696200,375,-450,-6.05,-6.1,38100,-20550,YES,121200,YES,0.12,1.85,4071675,-1575,-1050,2.55,2.4,57675,71625,YES,135750,N,-1.04,-10,18915,0,-60,-17.25,-14.4,7305,-8730,YES,2325,N,5.55,23108.65,23110.65,23089.5,23096.85,0
22-01-2025 10:15,-22.1,38775,0,-375,-21.8,-22.75,12325,5100,N,3450,N,0.36,-14.35,4192875,-75,2100,-14.4,-14.4,43275,-232725,YES,143625,YES,-0.33,9.2,4878000,-150,150,8.65,8.7,52500,137175,YES,-130425,YES,-0.9,-86.1,11430,0,45,-87.15,-81.15,6840,1890,N,13245,N,1.54,23096.75,23101.5,23077.7,23080.2,0
22-01-2025 10:20,20.75,24775,-500,1775,19,19,11325,6925,N,7800,N,0.18,11.05,3656400,-525,150,9,9,48900,197250,Y,8475,N,-0.28,-11.55,5381250,-1200,150,-10.5,-10.55,48750,-41175,Y,263700,Y,-0.98,49.8,21810,0,165,51.95,45.15,9735,12690,N,-5400,Y,2.22,23079.25,23097.6,23073.75,23097.35,0
22-01-2025 10:25,5.3,58400,150,-500,7.55,6.6,13450,-5050,YES,-3475,Y,1.27,2.45,5715675,600,-75,2.65,2.7,45675,68700,N,-80850,Y,0.25,-3.05,5772000,1350,2400,-2.85,-2.75,56175,-7500,YES,110475,N,-1.44,-9,35685,0,-45,-19.15,-11.15,8940,2025,YES,28230,YES,10.25,23098.25,23117.5,23096.75,23105.25,0
22-01-2025 10:30,0.35,49600,-100,-1275,2.95,0.3,13450,-725,N,64750,YES,0.91,1.25,3589050,525,-150,1.5,1.6,49275,26175,N,59250,YES,0.11,-2,3406500,3825,2625,-2.3,-2.15,65100,11550,N,104850,N,-0.82,-26.3,10065,-15,45,-22.75,-15.15,5985,-390,YES,7455,N,0.8,23104.95,23114.65,23101.6,23109.75,0
22-01-2025 10:35,-42.3,49800,100,75,-37.55,-35.35,15300,-9475,YES,-525,Y,0.32,-25.85,5804850,750,-150,-23.75,-23.75,44625,-348900,YES,105675,YES,-0.48,20.7,7306350,-3825,-2625,18.65,18.65,63900,90525,YES,-585525,YES,-1.1,-163.65,29205,0,135,-162.4,-168.9,7080,-17985,YES,-645,Y,-4.39,23110.05,23114.5,23074.2,23074.8,0
22-01-2025 10:40,35.85,38350,0,-100,29.45,32.15,16525,74625,Y,-9300,Y,-0.05,14.9,4531875,825,-1650,13.9,13.9,43650,295950,Y,450,Y,-0.66,-19.75,6936675,1425,2550,-18.1,-18.05,54975,-278325,Y,258900,Y,-0.65,83.75,15675,0,-4845,75.1,74.95,6870,17760,Y,-19890,Y,-3.83,23074.8,23106.9,23073.5,23106.6,0
22-01-2025 10:45,4.15,127025,200,550,7.9,5.1,19075,-3075,YES,-975,N,2.44,4.95,9429750,1125,525,5.85,5.7,39900,-61650,YES,-182100,Y,0.05,-2,7635225,750,-1275,-2.45,-2.5,56025,238875,YES,229875,N,-1.46,30.25,12855,-15,30,36.7,38.35,9585,1395,YES,24960,YES,-0.68,23107.25,23144.25,23107.25,23122,0
22-01-2025 10:50,-16.5,45025,-325,-525,-21,-18.5,19525,-18525,YES,7850,N,0.2,-13.95,5235150,1200,4650,-14,-14,44325,157650,Y,240225,YES,-0.46,6,6750675,-2475,-1050,6.2,6.2,53700,41025,N,46425,N,-0.93,-12.2,4725,0,15,-16.65,-20.25,6405,5715,N,-5430,Y,-0.52,23121.25,23121.35,23092.65,23093.55,0
22-01-2025 10:55,-7.1,17375,25,400,-2.6,-4.4,11300,-13800,N,1600,Y,0.01,-1.9,3952500,-4275,-525,-0.95,-0.9,47325,90825,N,175875,N,-0.51,-0.15,4839075,-1350,-3825,-1.1,-1,58200,20100,N,-13275,YES,-0.51,-7.45,5145,30,-60,-11.9,-4.1,4695,-10395,YES,390,N,-0.51,23093.55,23098.25,23084.55,23095.5,0
22-01-2025 11:00,-9.25,52950,25,-200,-11.35,-11.85,13525,-5275,N,76850,YES,-0.19,-9.2,6511200,-8775,0,-9.2,-9.2,45975,-193050,YES,130650,N,-1.05,4.7,6350475,1050,225,4.3,4.4,55350,-300,Y,-24975,YES,-0.58,-60.05,10590,-15,-30,-50,-54.65,6600,-1785,N,-2790,Y,-1.67,23095.1,23103.9,23082.05,23086.9,0
22-01-2025 11:05,-4.1,20175,25,75,0.95,2,10750,-59750,YES,4850,N,-0.1,2.55,2852475,-5475,750,3.35,3.45,47100,149175,Y,28950,N,-0.46,0,3499875,-900,600,-0.95,-0.9,51975,105750,YES,64650,Y,-0.28,-20,6255,-240,-15,-15,-17.5,7290,9735,N,-840,N,-1.33,23087.35,23095.9,23084.3,23086.15,0
22-01-2025 11:10,-19.8,81700,-100,125,-18.8,-18.2,15225,4100,Y,-3400,Y,-1.19,-8,6358425,-1425,-225,-8.15,-8.2,42375,188400,Y,121875,YES,-1.32,8.9,9524475,-2850,0,9.2,9.15,43800,62850,N,-345000,YES,-0.02,-45.35,30315,0,90,-42.7,-40.5,6330,22455,N,1950,N,-9.88,23086,23086.2,23061.3,23064.95,0
22-01-2025 11:15,-7,60125,175,-125,-6,-7,14625,-34075,YES,39525,YES,-1.05,-2.35,4642050,-375,-75,-2.05,-2.15,41700,-155100,YES,151425,YES,-0.98,3.05,7588125,300,-600,2.65,2.65,36525,-24225,Y,-141375,Y,0.18,-11.3,26715,0,15,-21.75,-17.2,7125,660,YES,1785,Y,-8.12,23065.2,23069,23050.8,23057.95,0
22-01-2025 11:20,9.95,38175,-150,-175,6.05,4.4,14900,-1250,Y,7725,N,-0.62,0.8,4160775,-1425,-1800,0.6,0.55,52500,77700,Y,-24300,Y,-0.83,-2.5,5480775,-975,375,-2.5,-2.5,45675,-176550,Y,-58125,Y,0.08,-15.2,19515,0,15,-9.45,-12.4,7500,14580,N,6195,N,-6.89,23058.3,23069.95,23054.8,23064.1,0
22-01-2025 11:25,5.95,29075,-50,100,7.3,5.95,10450,-4025,YES,2050,Y,-0.44,2.85,3195075,-1575,600,2.9,2.9,53025,75675,N,-60000,Y,-0.57,-2.6,3767700,750,-525,-3.15,-3.15,55950,19350,YES,124350,Y,-0.01,17.4,21765,150,45,18.4,20.7,6675,-6735,YES,945,Y,-6.83,23064,23070.65,23057.15,23067.45,0
22-01-2025 11:30,-37.55,71125,225,0,-34.5,-31.45,13075,-8075,YES,-6200,Y,-1.38,-12.9,8495850,1500,3375,-12.85,-12.85,51825,-208875,YES,85950,YES,-1.58,19,10570950,150,-1800,18.9,18.95,47100,-3150,Y,-430200,YES,0.36,-70,28485,-15,0,-65.55,-65.9,8115,1725,N,-17565,Y,-8.54,23066.9,23079.4,23034.55,23038.45,0
22-01-2025 11:35,15.4,48025,-275,-75,15.05,16.05,14900,12150,Y,5950,N,-0.89,5.2,4629600,-1125,-1275,5.5,5.55,56400,95625,Y,-58575,Y,-0.86,-12.4,7090350,3075,300,-13.25,-13.25,47400,78975,YES,286575,Y,0.17,15,6990,-105,15,15.5,10,5685,870,YES,24900,YES,-1.89,23036.95,23060.1,23035.65,23048.75,0
22-01-2025 11:40,-5.2,27925,-200,0,-3.2,-4.8,13100,-23100,YES,5500,N,-0.43,-5.4,3549375,-75,-900,-3.6,-3.75,42600,-53325,YES,119550,YES,-0.62,4.85,4556850,-375,450,2.5,2.4,52050,-113775,Y,-35850,YES,0.04,-23.4,8805,-105,-15,-15.5,-12.4,7785,180,YES,24600,N,-2.56,23047.6,23061.5,23041.55,23044.15,0
22-01-2025 11:45,-12.8,86925,-775,100,-9,-10.35,20050,-3050,Y,-2050,Y,-2.13,-4.75,5921625,825,-3075,-5.05,-5.1,59250,87975,Y,124725,N,-1.32,3.85,7136475,-225,675,4.25,4.3,43800,-18375,YES,-115875,YES,0.53,-24.7,26145,0,-60,-24.7,-28.15,7740,12810,N,585,Y,-9.55,23044,23049.5,23029.95,23046,0
22-01-2025 11:50,7.8,28500,175,-75,4.25,1.95,14850,5850,N,62300,YES,-0.64,0.1,3221625,3600,825,0,0.05,64350,4800,N,53025,N,-0.71,-2.8,2856600,-300,1050,-2.25,-2.25,43275,-44925,Y,49350,Y,0.17,3.25,14745,-30,15,-2.1,3.25,6795,-120,YES,720,N,-5.3,23046.45,23055.85,23041.1,23055.2,0
22-01-2025 11:55,-7.45,46000,-150,-100,-5.05,-7.45,14725,-7575,YES,7175,N,-0.87,-3.45,5252025,-1650,3450,-3.35,-3.35,53475,-43500,YES,39525,N,-1.1,2.95,5197650,-1275,1575,3.35,3.3,48675,10275,YES,-50325,YES,0.26,-7.35,20730,0,-45,-7.9,-3.8,7305,6060,N,-18690,Y,-7.41,23054.95,23065.4,23031.25,23035.3,0
22-01-2025 12:00,-6.5,34525,-350,-50,-3.6,-4.05,11100,3950,N,5950,N,-0.84,-3.1,4107450,-825,675,-2.55,-2.55,40800,87375,Y,23775,N,-0.92,-0.6,3599025,-675,450,-2.05,-2,39300,-4200,Y,30675,Y,0.24,-17.15,8040,0,45,-14.95,-21.05,4845,11655,N,-3060,N,-2.82,23034.55,23036.1,23022.15,23031.85,0
22-01-2025 12:05,-12.9,71475,25,175,-11.25,-11.4,13375,-24500,YES,35325,YES,-1.97,-5.25,4674825,-150,-2625,-5.1,-5.15,63450,-110625,YES,46950,YES,-1.11,6.55,4603425,-150,-150,7.05,6.95,29400,73350,YES,-213300,YES,0.36,-7.05,6825,0,-30,-5.25,-5.3,6150,-5640,YES,3345,N,-2.49,23030.95,23035.25,23011.85,23017.45,0
22-01-2025 12:10,5.55,60300,-725,-1100,7.9,6.05,14500,-3975,Y,-11150,Y,-1.44,1.15,4769400,-8700,1125,1.1,1.15,57225,79650,Y,4800,N,-1.08,-6,4205400,-375,375,-6.15,-6.1,53400,-95325,Y,14025,Y,0.27,12.3,18990,345,30,25,15.6,7965,-4890,N,-7290,Y,-6.64,23017.15,23046.7,23015.2,23036.95,0
22-01-2025 12:15,-0.05,26550,475,-300,2.45,5.15,12375,6725,N,3450,N,-0.55,1.8,3507225,975,-450,1.1,1.1,55050,121575,Y,109725,YES,-0.74,-1.4,3089775,450,900,-0.6,-0.6,51450,65550,YES,16350,N,0.15,-36.9,15180,-45,0,-37,-41.1,10440,1845,N,-1785,N,-4.95,23037.65,23050.3,23033.55,23045.8,0
22-01-2025 12:20,-19.3,30875,-450,75,-15.35,-16.7,11550,-47925,YES,-3350,Y,-0.74,-7.75,3664500,4425,-1650,-7.7,-7.7,58200,-118425,YES,113475,N,-0.83,11.15,3795450,0,1425,11.45,11.45,48225,83625,N,-245100,YES,0.31,-76.95,57405,-75,75,-80.05,-80,8565,-12360,YES,1215,N,-21.92,23045.35,23050.85,23015.7,23015.7,0
22-01-2025 12:25,-6.35,124175,275,175,-6.35,-2.8,15300,-7900,Y,7300,N,-3.75,2.05,5462475,1875,4575,1.85,1.9,63000,160875,Y,-102825,Y,-1.28,5.35,7984275,-2025,1050,4.95,4.95,46425,-260925,Y,-287100,YES,1.03,42.95,26940,0,105,33.15,34.85,9435,12495,Y,1830,N,-10.22,23015.85,23020.1,22989.6,23013.4,0
22-01-2025 12:30,18.25,34675,-275,-225,14.25,13.15,15025,18000,Y,3325,N,-0.81,4.75,4268400,4500,5175,4.5,4.65,63975,142425,N,-68775,YES,-0.87,-8.2,3227625,375,75,-8.15,-8.15,48525,12075,YES,118575,Y,0.29,14.85,11970,75,-75,6.35,5.45,7365,120,YES,-20235,Y,-4.09,23013,23037.05,23012.25,23036.05,0
22-01-2025 12:35,-4.95,32050,50,-50,-6.05,-5.3,16875,375,YES,10925,N,-0.64,-2.25,4584450,4500,-150,-2.4,-2.35,69300,52350,N,150675,YES,-0.83,3.7,3414975,300,-600,3.8,3.8,42375,78675,YES,5250,N,0.26,0,10185,15,-15,5,4.95,5940,-990,YES,4275,YES,-3.04,23036.65,23047.35,23015.15,23017.1,0
22-01-2025 12:40,17.9,27825,350,0,18,18.2,17825,6725,N,-20775,Y,-0.45,5.85,4291500,-1125,825,6.45,6.5,64500,72150,N,-256125,Y,-0.71,-12.9,3401775,-225,75,-13.6,-13.65,45975,-4575,Y,177150,Y,0.17,65,11850,60,840,66.3,55.65,8160,4530,N,255,Y,-2.99,23016.45,23035.45,23015.6,23026.05,0
22-01-2025 12:45,-8.95,12650,-75,100,-11.5,-8.1,11025,24300,N,-6550,N,-0.2,-3.75,3123450,0,2400,-3.8,-3.8,67275,12675,N,184050,YES,-0.5,6.9,1890825,975,0,6.7,6.75,42375,45075,YES,-4950,YES,0.09,-42.45,17625,15,-495,-38.5,-34.15,6465,-2025,YES,29745,YES,-4.28,23027,23031.25,23014.15,23018.55,0
22-01-2025 12:50,-10.5,30825,-100,-350,-8.95,-14.35,15950,5600,N,2575,N,-0.59,-4.85,3712500,-600,1125,-4.75,-4.75,48825,-34650,YES,111525,N,-0.66,6,2631675,150,-825,6.05,6.05,42450,15000,N,-97800,YES,0.19,-26.55,4425,-45,0,-26.45,-31.6,4485,2040,N,2865,Y,-1.21,23017.9,23026.05,23007.15,23007.75,0
22-01-2025 12:55,13,12975,-275,425,11.35,10.9,12075,5400,N,-36550,Y,-0.25,3.65,2181825,750,-2850,3.2,3.15,65250,102675,Y,-45825,Y,-0.39,-8,1661175,450,-300,-6.8,-6.9,45900,-27675,Y,82575,Y,0.11,22.7,11610,-30,-345,33,27,6735,4815,N,-1020,Y,-3.16,23008.85,23021.3,23007.45,23017.95,0
22-01-2025 13:00,-14,33725,475,-175,-12.75,-10.05,18450,15575,N,24475,YES,-0.68,-5.5,2627850,1275,6150,-4.55,-4.5,60600,-75450,YES,155325,YES,-0.47,10.55,1952550,1275,225,8.4,8.5,44700,71850,YES,-67950,YES,0.14,-46.85,14970,0,0,-46.9,-46.2,5940,-6615,YES,1395,N,-4.63,23019.15,23021.7,23000.15,23004.5,0
22-01-2025 13:05,7,47625,-400,0,7.95,4.6,19300,63725,Y,-7425,Y,-0.99,1.95,3169125,5400,3150,1.9,1.95,66450,27300,Y,-30225,Y,-0.57,-3.9,2396025,75,1350,-3.75,-3.6,43800,33225,N,17400,Y,0.2,-20.4,22350,285,-15,-8.25,-18.6,8400,2625,N,-1365,Y,-7.6,23004.25,23013.6,22995.45,23007.6,0
22-01-2025 13:10,30.85,86925,-50,50,30.8,28.35,22650,5800,N,-28725,Y,-1.25,12.65,5375625,-1275,-3075,12.3,12.3,56550,-13125,YES,-433500,Y,-0.75,-17.95,3490425,-750,-75,-17.65,-17.75,44250,-328125,Y,84300,Y,0.12,90.1,15405,-2010,105,89.7,91.1,8160,1335,YES,-8160,Y,-4.29,23008.55,23045.2,23006.2,23043.05,0
22-01-2025 13:15,-6.65,46925,-25,-50,-5.85,-6.35,20300,-5250,YES,-1850,YES,-0.51,-5.7,5025900,375,600,-5.8,-5.8,58650,-56700,YES,282900,YES,-0.64,3.3,2679750,900,225,3.5,3.6,47850,237375,YES,121050,Y,0.05,-39,8040,-75,-15,-33.7,-28.85,6855,-705,YES,5655,N,-1.83,23043.3,23043.9,23024.35,23032.9,0
22-01-2025 13:20,-19.05,28175,625,325,-18,-14.6,12350,32625,Y,0,N,-0.34,-6.9,3845400,750,5550,-7.15,-7.15,57525,-3150,Y,65400,N,-0.55,8.75,2617575,-1125,1200,8.55,8.6,46800,-70350,Y,-107175,YES,0.08,-57.45,4290,-90,75,-53.55,-49.95,5355,3390,N,-23100,Y,-1.16,23032.35,23034.15,23012.25,23013.7,0
22-01-2025 13:25,-7.5,24125,-200,50,-7.5,-8.95,18025,-8325,YES,-3650,Y,-0.4,-3.1,3708150,-3975,-7575,-2.7,-2.8,67800,-59625,YES,245175,YES,-0.57,7.55,2611725,0,2775,7.25,7.2,54075,13800,YES,-125025,YES,0.15,4.45,3465,-45,-60,-4.55,-5.45,4680,1065,YES,1710,YES,-1,23013.35,23019.4,23001.8,23005.3,0
22-01-2025 13:30,-11.6,32025,25,900,-9.05,-8.65,16800,2650,N,1075,N,-0.56,-2.3,3997425,2850,5400,-2.2,-2.15,62025,-151575,YES,108750,N,-0.62,4.4,2800350,900,975,3.7,3.75,44250,68850,YES,-107175,N,0.19,-1.9,8445,0,0,-16.1,-8.25,5295,23085,Y,-1935,Y,-2.45,23005.75,23020.45,23000.25,23001.2,0
22-01-2025 13:35,3,47800,250,-900,2.4,2.45,14350,11250,N,-5350,Y,-0.89,1.2,5393775,-225,5700,1.5,1.55,68475,29100,Y,-88275,Y,-0.79,-4.15,4109250,825,-150,-4.85,-4.9,48975,-92250,Y,56925,Y,0.29,4.95,12285,45,-15,12.35,6.5,5955,1035,YES,-3780,Y,-3.54,23000.75,23029.6,22995.15,23021.5,0
22-01-2025 13:40,-23,63100,-100,-100,-23.35,-25,14100,-12175,YES,52300,YES,-1.62,-5.35,6807900,0,5700,-6,-6,72525,-14775,YES,-27900,YES,-1.16,13.35,4856325,300,750,15.25,15.25,39750,-99750,Y,-164475,YES,0.6,-60.5,20475,-45,-75,-56.25,-60.65,7665,-4140,YES,11490,N,-6.83,23021.25,23024.6,22981.3,22986.25,0
22-01-2025 13:45,21.1,39325,-450,-100,18.1,19.5,14925,175,N,9200,N,-0.88,3.65,4111500,-825,-1425,3.45,3.45,66750,-91800,YES,35175,YES,-0.65,-11.25,3285525,75,450,-10.9,-10.9,49350,33525,YES,54525,Y,0.33,16.2,15615,0,45,18.65,26.8,7380,-870,N,90,Y,-5.11,22986.1,23014.35,22986,23012.8,0
22-01-2025 13:50,1.6,41300,-125,-4125,1.8,1.7,15500,1025,N,-26325,Y,-0.69,2,5989650,5550,4275,2,2.05,69375,67275,Y,-134250,Y,-0.82,-2.6,3626700,-1275,-75,-2.75,-2.8,45975,-72225,Y,83400,Y,0.22,8.9,14160,105,-30,10.6,12.45,6795,1425,N,1620,N,-3.99,23013,23030.05,23003.2,23010.25,0
22-01-2025 13:55,15.6,22425,250,-50,14.4,14.05,15150,225,YES,-300,YES,-0.35,3.4,3096150,1650,-1500,3.55,3.6,74325,134250,Y,900,YES,-0.4,-7.85,1906650,900,-1125,-8.2,-8.25,41550,10200,YES,70725,N,0.1,17.35,3240,15,-15,9.2,-0.55,4860,705,YES,405,Y,-0.92,23010.7,23017.15,23001.1,23016.5,0
22-01-2025 14:00,-8.55,22800,200,-400,-8.5,-9.05,16675,-6175,YES,64900,YES,-0.3,-3.45,5223975,-1125,2250,-3.15,-3.15,66225,-210675,YES,131025,YES,-0.61,3.1,2951100,1050,375,2.4,2.45,48975,109650,YES,61500,N,0.1,-3.15,8850,0,-75,-10.1,-8.15,8145,21255,Y,-1155,Y,-2.28,23016.3,23026.7,23001.2,23003.8,0
22-01-2025 14:05,31.1,56475,-100,-150,31.1,28.8,16975,-56025,YES,-11850,Y,-0.55,9.7,7217250,2475,1500,9.2,9.3,81450,76575,Y,-514125,Y,-0.72,-18.4,4361850,-600,-1350,-17.9,-18.05,43425,-297225,Y,-7950,YES,0.02,120.4,35790,105,60,121,125.7,9165,-31140,YES,-9720,Y,-6.4,23004.1,23043.35,22993.3,23037.85,0
22-01-2025 14:10,15.4,133425,275,850,17.1,15.4,22600,22075,Y,-23525,Y,-0.1,8.55,14957175,-1425,-525,7.95,7.85,56550,229950,Y,-37200,YES,-0.91,-12.2,7666200,1200,1125,-11.95,-11.9,50325,151950,YES,127275,Y,-0.42,131.5,71355,90,-210,126.65,127.8,8880,48060,Y,-29925,Y,-3.66,23037.9,23084.85,23036.75,23065.55,0
22-01-2025 14:15,22,64925,-150,175,22.25,20,14600,-700,YES,-45950,Y,0.08,6.35,12006825,-1500,975,5.7,5.75,58125,61425,N,-315975,Y,-0.61,-12,7319925,0,-825,-12.1,-12.1,52050,-112500,Y,133500,N,-0.5,74.4,48870,-105,15,78.65,76.95,9675,-2565,YES,17010,YES,0.18,23065.75,23093.95,23054.3,23090.95,0
22-01-2025 14:20,13.3,118700,25,25,12.15,15,21925,14700,N,-28750,N,0.87,8.8,15840375,1500,-600,8.45,8.5,57150,-43125,YES,-234675,YES,-0.3,-6.75,9871050,300,1050,-6.55,-6.55,57300,303075,YES,162975,Y,-1.03,16.25,77010,105,30,25.75,26.5,9675,22440,Y,10650,N,6.2,23090.5,23115.85,23082.4,23112.25,0
22-01-2025 14:25,-1.9,90975,-200,50,-5.15,-1.05,26650,1425,YES,1050,YES,0.76,-0.5,11699850,-2175,1425,-0.55,-0.5,47475,-107250,YES,104625,YES,-0.03,1.4,7674975,-2850,2175,1.35,1.35,60075,80325,N,124575,N,-0.79,24.3,38850,0,-15,7.15,6.8,8640,-2805,YES,-12990,Y,2.63,23110.4,23126.3,23110.4,23118.9,0
22-01-2025 14:30,-10.45,79400,-150,-25,-4.35,-7,16300,6725,N,-3950,Y,0.36,-3.75,11490450,-600,900,-3.7,-3.7,53175,-117375,YES,89850,N,-0.26,1.05,10986525,-75,-225,1.1,1.1,57975,126750,YES,59700,N,-0.93,-58,36525,-105,-60,-54.7,-60.2,9990,4470,N,2130,N,1.32,23118.35,23118.8,23087.5,23105.2,0
22-01-2025 14:35,38.15,113425,1175,75,37.95,41.4,15675,5825,N,-40050,Y,1.28,21.5,14049900,75,-1275,22.3,22.35,50700,114150,Y,-821850,Y,0.21,-13.6,10929000,-2925,1050,-13.95,-14,56775,781500,YES,97125,Y,-1.15,97.75,30060,-60,0,83.55,90,6660,3600,N,-1470,Y,1.35,23106.05,23136.2,23091.5,23133.3,0
22-01-2025 14:40,-10.8,125375,-1075,200,-6,-4.9,23625,1375,YES,-5775,YES,1.83,-5.65,10067625,-1725,-225,-5.1,-5.05,48000,-205725,YES,193050,YES,0.38,1.65,7045050,750,2025,1,1.05,65625,303225,N,175500,Y,-0.83,41,56115,0,45,44.05,45.7,8715,-1185,YES,-165,N,5.97,23132.6,23133.8,23120.55,23125.25,0
