last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9
30-01-2025 09:15:00,17.80000000000291,48360.0,0.0,-30.0,18.25,15.25,9555.0,-9135.0,N,13920.0,N,17.07999999999447,49058.0,49075.8,49126.65,49047.55
30-01-2025 09:20:00,22.650000000001455,21855.0,0.0,-30.0,36.30000000000291,22.700000000004366,8220.0,6180.0,N,945.0,Y,1.680000000000291,49080.75,49103.4,49139.85,49066.75
30-01-2025 09:25:00,-33.400000000001455,10710.0,195.0,105.0,-34.400000000001455,-37.349999999998545,7695.0,-1920.0,YES,3885.0,N,0.25,49103.4,49070.0,49119.0,49070.0
30-01-2025 09:30:00,-4.099999999998545,30195.0,-195.0,120.0,-18.150000000001455,-6.75,9570.0,-1695.0,N,5865.0,N,2.3300000000017462,49070.0,49065.9,49144.7,49055.0
30-01-2025 09:35:00,66.55000000000291,20760.0,0.0,-15.0,71.5,66.55000000000291,7620.0,8205.0,N,600.0,Y,-0.5,49063.45,49130.0,49135.3,49050.0
30-01-2025 09:40:00,-2.6999999999970896,34290.0,15.0,45.0,-14.69999999999709,-7.44999999999709,10845.0,4365.0,N,-3360.0,Y,1.9900000000052387,49122.7,49120.0,49149.0,49080.0
30-01-2025 09:45:00,-11.400000000001455,16350.0,-90.0,-105.0,-12.549999999995634,-21.450000000004366,10680.0,-4515.0,YES,1920.0,N,1.7300000000032014,49106.85,49095.45,49149.0,49093.5
30-01-2025 09:50:00,55.69999999999709,18810.0,-45.0,-105.0,50.650000000001455,38.0,9750.0,8235.0,N,-795.0,Y,1.4000000000014552,49087.3,49143.0,49143.0,49085.0
30-01-2025 09:55:00,11.150000000001455,15930.0,-135.0,0.0,5.649999999994179,8.150000000001455,7110.0,-990.0,YES,9600.0,N,3.529999999998836,49149.0,49160.15,49175.0,49136.35
30-01-2025 10:00:00,59.849999999998545,23325.0,-75.0,-15.0,56.75,58.05000000000291,8025.0,-2595.0,YES,-5355.0,Y,8.410000000003492,49160.15,49220.0,49225.25,49154.3
30-01-2025 10:05:00,26.599999999998545,19275.0,15.0,105.0,25.0,17.400000000001455,7620.0,-5400.0,YES,-645.0,N,8.220000000001164,49210.05,49236.65,49249.85,49210.05
30-01-2025 10:10:00,-10.400000000001455,21960.0,-150.0,-75.0,-12.150000000001455,-18.650000000001455,8535.0,-1965.0,N,6885.0,N,7.809999999997672,49225.55,49215.15,49240.0,49212.0
30-01-2025 10:15:00,-5.150000000001455,17895.0,45.0,90.0,-9.94999999999709,-9.94999999999709,8295.0,5385.0,N,-435.0,Y,4.599999999998545,49215.15,49210.0,49239.05,49190.0
30-01-2025 10:20:00,62.5,20610.0,-60.0,-60.0,64.5,62.5,7785.0,-1875.0,YES,-3705.0,Y,6.989999999997963,49210.0,49272.5,49274.75,49203.65
30-01-2025 10:25:00,30.0,23175.0,45.0,1530.0,32.349999999998545,27.75,10095.0,2205.0,N,-5040.0,Y,8.87999999999738,49270.0,49300.0,49300.0,49248.95
30-01-2025 10:30:00,20.30000000000291,22245.0,-75.0,-495.0,17.69999999999709,20.30000000000291,10785.0,-1350.0,YES,11280.0,N,9.710000000006403,49300.0,49320.3,49335.35,49300.0
