last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
29-01-2025 09:15,17.65,107750,-50,0,21.95,18.7,18750,35075,N,45800,N,9.05,23025,23042.65,23045.5,23020.4,9.65,4354750,-600,-475,9.8,9.65,20275,411350,N,101600,N,6.37,-9.2,4442775,-1850,-150,-9.35,-9.5,23000,417450,N,353600,N,-6.01,-56.3,34785,-45,30,-42.05,-43.2,9645,-2565,N,30450,N,12.45
29-01-2025 09:20,-2,103350,0,-25,2.65,-0.75,14925,18750,N,19000,N,7.62,23045.65,23043.65,23074.9,23034.65,7.55,6102000,-475,-475,6.85,7,22900,-96375,YES,60250,N,9.51,8.95,6052575,100,150,9.6,9.75,26825,-2736650,Y,108575,N,-0.55,-28.7,31050,0,45,-19.9,-18.35,7245,18630,Y,15765,N,-5.46
29-01-2025 09:25,-27.8,149400,-100,25,-26.4,-26.9,19225,14700,N,8550,N,-5.67,23041.25,23013.45,23048.15,23005.2,-4.25,4590525,200,-175,-4.5,-4.4,24325,187025,Y,215625,YES,-0.63,20.45,8824425,-175,-500,20.4,20.45,25050,20750,YES,-93400,YES,8.27,-49.6,32760,420,45,-36.45,-44.75,7905,675,YES,18840,N,-15.75
29-01-2025 09:30,17.2,125075,50,-225,23,21.6,19150,14700,N,9850,N,-2.1,23017.8,23035,23046,23005.85,16.05,6235000,1350,250,17.1,17.1,24950,96800,N,-27225,Y,1.84,-5.6,5007550,150,0,-6.4,-6.3,25425,30425,N,173275,Y,2.4,66.2,35145,-240,-150,52.7,60.6,7755,18045,N,-5430,Y,-9.2
29-01-2025 09:35,5.65,84600,-200,-75,9.75,6.6,19750,-7050,YES,65650,YES,1.65,23038.9,23044.55,23060,23026.5,5.85,5150525,200,-450,5.35,5.35,22475,-26775,YES,-58500,Y,3.21,-0.8,3346475,0,-650,-0.75,-0.8,23950,19975,N,20575,N,1.04,-12.1,23670,15,-45,1.35,-11.8,12540,5400,N,9180,N,1.83
29-01-2025 09:40,12.2,103875,0,-75,10.5,8.75,18200,700,N,33100,N,3.11,23044.55,23056.75,23078,23036,2.85,5296000,100,-975,3.15,3.15,22525,-12250,N,-51350,N,3.71,-4.3,3679250,400,-400,-4.6,-4.75,23875,-64275,Y,69375,Y,0.62,-5.2,9885,-15,0,-5.7,-0.15,7575,-7740,YES,2025,Y,0.56
29-01-2025 09:45,-8.7,79150,0,50,-8.75,-7.75,15250,-22600,YES,34800,N,1.09,23056.75,23048.05,23067.65,23034,-8.5,3458875,-125,-175,-8.7,-8.7,20575,-18300,YES,191925,YES,0.93,0.4,4245300,-175,1700,0.85,0.85,27325,118675,YES,46300,N,0.44,-28.85,19095,0,45,-31.2,-38.55,6240,5535,N,1905,Y,-1.28
29-01-2025 09:50,4.6,55900,-50,200,4.25,6.65,14025,8625,Y,-1700,Y,0.64,23048.05,23052.65,23060,23037,6.95,2250775,-50,75,7.3,7.4,27300,106100,Y,139250,N,0.5,0.65,2240400,-225,250,0.9,0.9,29800,21775,N,107850,Y,0.2,8.7,7335,0,60,-0.65,0.9,5310,1920,YES,2040,N,-0.96
29-01-2025 09:55,11.3,132700,-75,225,12.9,10.85,16325,32600,Y,-9400,Y,1.64,23055.15,23066.45,23066.45,23039.8,4.1,2326150,400,0,6.9,6.75,23350,-36975,YES,-63600,Y,0.59,-5.35,2017725,750,1000,-6.7,-6.55,24500,-141925,Y,-36875,YES,0.16,11.45,13320,0,-60,21.65,26.1,8205,16110,N,-7755,Y,-2.01
29-01-2025 10:00,1.75,98100,-150,125,3.1,-1.5,20775,21825,N,40600,YES,2.13,23060.45,23062.2,23076,23052.25,1.25,2958825,-75,1375,2.05,1.85,22350,-2950,Y,67300,YES,1.25,3.2,2241600,100,-350,2.85,2.75,21850,112975,YES,76075,Y,-0.12,15,23805,105,15,9.15,16.95,9000,-360,YES,-2670,N,2.32
29-01-2025 10:05,26.6,98425,0,125,26.8,28.25,17750,-13975,YES,-66825,Y,2.67,23065,23091.6,23093,23064,18.9,3032775,-5225,-100,21.5,21.6,24275,77325,Y,-271100,Y,1.6,-8.55,2468900,-250,475,-9.9,-9.75,24775,-158050,Y,65825,N,-0.25,38.65,17640,-15,-30,48.9,38.65,7860,3645,N,3600,N,1.66
29-01-2025 10:10,-16.15,132375,0,-50,-13.1,-14.45,18000,-2875,N,18000,YES,4.78,23092,23075.85,23112.05,23073.05,-13.8,4418325,1225,75,-13,-13.05,21400,-154350,YES,-117000,YES,2.98,2.95,4121675,-825,-825,2.25,2.1,29600,136900,YES,71300,N,-0.98,22.35,43935,-15,75,27.1,27.55,11850,4215,N,7350,N,10.56
29-01-2025 10:15,-3.05,44425,-25,50,-3.05,-5.55,14375,25900,Y,39375,YES,0.92,23075.05,23072,23089.45,23070.15,-1.05,1466875,-325,50,0.35,0.4,24175,6700,Y,52900,YES,0.54,0.7,1865650,575,-100,-0.2,-0.15,28600,2225,Y,77475,N,-0.24,-10.15,15180,0,45,-7.35,-9.1,7575,4365,N,-7200,Y,2.87
29-01-2025 10:20,39.85,105025,-75,-1775,37.5,36,17675,-17275,YES,3025,N,3.61,23074.9,23114.75,23115,23071,26.4,2912450,150,-325,25.75,25.8,24125,83025,Y,-89050,Y,1.69,-12.3,3904950,-250,950,-11.8,-11.85,28975,-243150,Y,52475,N,-1.34,74.5,32595,105,-75,77.45,77.1,8565,-4545,YES,-1845,N,10.44
29-01-2025 10:25,-8.75,75500,0,225,-9.6,-8.45,17750,-18050,YES,27550,YES,2.04,23109.7,23100.95,23117.95,23083.1,-9.95,1981000,50,100,-8.5,-8.5,21950,-59375,YES,48375,YES,1.04,5,2233350,475,0,4.5,4.55,26000,35275,YES,27775,N,-0.44,-35.75,17985,-90,15,-39.1,-31,9195,-18840,YES,8760,N,3.71
29-01-2025 10:30,-4.95,110200,-50,0,-4.95,0.3,18400,15425,Y,17600,N,2.56,23102.5,23097.55,23108.8,23085.05,1.3,1200700,300,150,1.45,1.55,21700,11200,Y,27100,N,0.62,0.9,1673675,1100,-675,1,1,26575,68075,YES,36425,N,-0.26,7.6,7230,15,405,5.6,-1.95,7395,4080,Y,390,Y,1.38
29-01-2025 10:35,-7.75,123700,25,50,-8.05,-13.85,15600,8825,N,8400,N,2.6,23097.55,23089.8,23114.9,23075.65,-8.55,1688950,175,275,-7.95,-7.9,23800,-48950,YES,-2500,Y,0.83,4.1,2393100,-1625,-25,3.45,3.3,23500,-1900,Y,-72675,YES,-0.35,3,15690,-15,-405,0.9,2.9,8085,-945,YES,6180,N,3.46
