last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
10-01-2025 09:15,-12.3,-138675,-225,-100,-13.05,-9.75,18525,-92150,N,-71250,N,-10.67,-0.8,3370575,-225,-600,0.1,-0.25,40200,344550,N,172200,N,2.28,-13.5,2416425,1125,-300,-11.95,-12.05,38100,332100,N,173100,N,-11.14,88.25,-50475,-15,-15,71.9,80.45,9525,-23295,N,-17655,N,68.39
10-01-2025 09:20,-7.6,-127050,700,-125,-3.8,-6.35,21425,-26200,Y,-68925,N,-7.05,5.05,4461525,0,-375,6.25,6.4,39675,79725,N,240300,YES,5.08,0.2,3194700,-375,75,-0.9,-0.8,39375,-451125,Y,122325,N,-4.74,-60,-31815,-45,855,-72.4,-82.05,9030,-16860,N,-14835,N,-2.89
10-01-2025 09:25,43.95,-179400,-75,725,42.25,39.55,21000,33350,Y,-20350,YES,5.79,-17.35,3745200,975,150,-17.95,-17.8,41625,-87225,YES,132525,N,-2.85,21.65,4228050,675,225,22.95,23,43725,85950,YES,-88950,YES,4.42,129,-45780,15,0,134.5,136.6,8370,5040,Y,-26880,Y,17.07
10-01-2025 09:30,55.15,-233850,25,0,55.2,53.5,19575,25175,N,-13100,N,18.26,-16.5,3605925,225,300,-16.75,-16.65,46425,-25725,Y,90150,N,-4.78,35.25,4153725,-300,-150,36.1,36.1,43425,-88575,Y,-45075,Y,9.69,159.1,-81240,-180,-30,166.1,170.35,9630,14910,N,-16260,N,55.56
10-01-2025 09:35,27.4,-207350,-375,25,24,28.1,18975,-66025,YES,-119300,Y,17.68,-5.35,2575500,-3000,1725,-5.6,-5.6,40875,60825,Y,41700,N,-4.15,17.6,2212425,150,225,17.05,17.1,41625,-92175,Y,-28575,N,7.59,10,-62475,270,450,5,3.5,8430,-22245,YES,-675,N,44.86
10-01-2025 09:40,-20.65,-141875,125,25,-16,-19.85,15625,-22350,Y,-483350,Y,6.78,6.15,2562000,225,450,6.1,6.2,41850,78825,N,37950,N,-2.83,-15.65,1441875,0,-1800,-15.8,-15.75,43800,-42075,YES,43200,Y,3.3,-86.25,-41190,-105,0,-80,-90.35,9720,-8640,N,9495,N,11.81
10-01-2025 09:45,41.7,-161050,0,-2400,39.9,40.55,16250,10975,Y,-104400,YES,9.77,-13.6,2277300,900,-300,-13.7,-13.8,45600,-76875,YES,30825,N,-2.88,24.7,1369125,0,300,25.4,25.45,42675,24525,YES,-36375,YES,3.77,147.3,-36855,90,-60,143.05,141.35,9105,-3075,N,-15975,Y,15.3
10-01-2025 09:50,2.25,-120825,50,2275,2.2,-1.25,24275,-25175,YES,-20825,YES,6.61,-2.45,1841700,450,-1275,-2.25,-2.25,47025,48900,Y,55350,YES,-2.43,0.55,779325,375,375,0.35,0.5,44700,-9975,Y,12975,Y,2.2,13.85,-62790,-150,-30,10,6.1,11625,-150,N,-18750,Y,29.5
10-01-2025 09:55,49,-198375,1425,-125,45,45.9,23825,109750,Y,-17425,N,12.17,-11.3,2413350,-750,525,-9.7,-9.6,47175,-28275,YES,91950,YES,-3.19,34.7,1201650,-300,0,30.45,30.55,45000,-10800,Y,-71325,YES,3.91,105.95,-62220,135,-90,106.6,99.1,10200,-8505,YES,-11865,N,29.5
10-01-2025 10:00,11.45,-158600,-25,-25,9.45,9.35,17050,-13425,YES,-74025,Y,9.25,-1.95,1494375,150,75,-1.4,-1.4,41325,74400,Y,68925,N,-1.98,8.1,586725,-150,0,6.25,6.3,42525,-16875,Y,7200,Y,2.28,38.7,-70710,60,15,38.7,37.75,10185,2790,N,-15420,Y,30.39
10-01-2025 10:05,-39.55,-129225,100,-100,-35.95,-36.9,19025,-18300,YES,-19000,YES,6.51,7.75,2027325,2775,-1425,8.05,8.05,42975,115500,Y,-10200,Y,-2.31,-23.45,629325,0,0,-24.15,-24.35,38850,-25200,Y,18825,N,2.39,-98,-70740,30,-990,-92.8,-96.9,9690,-195,YES,4350,N,26.97
10-01-2025 10:10,-1.2,-106850,-75,-125,-4.6,-6.05,18450,-30875,YES,-19575,Y,4.01,2.55,1599225,-225,750,2.2,2.25,44250,41625,N,-21375,Y,-1.55,-6.15,521550,75,75,-3.45,-3.4,44625,-7800,N,5325,N,1.66,-7.55,-25095,-30,-210,-27,-21.85,8235,-15915,YES,-5775,Y,5.82
10-01-2025 10:15,-18.45,-94400,125,-50,-21.8,-19.95,17825,-61750,YES,10700,YES,2.57,2.6,1768200,-75,9300,3.9,3.85,41100,41025,N,-40575,Y,-1.37,-14.15,393225,150,375,-15.35,-15.8,44475,-22725,Y,29925,Y,1.04,-47.85,-55560,165,180,-58.5,-61.15,10815,14010,Y,4830,N,7.53
10-01-2025 10:20,-20.65,-129950,-175,25,-23.3,-28.95,16925,-68650,YES,-3325,Y,1.83,8,2408775,-750,75,7.9,8.05,42375,-53550,YES,-105075,Y,-1.29,-19.75,603675,0,-75,-19.65,-19.75,41775,-10950,N,13350,N,1.02,-69.95,-33480,0,75,-60.4,-53,7965,-14730,YES,-1815,Y,1.78
10-01-2025 10:25,35.4,-72100,-100,-25,35.8,37.25,17425,2775,Y,-20025,Y,1.06,-11.25,1716900,-6675,-1125,-11.25,-11.25,46275,-20925,Y,46800,YES,-0.81,23.85,546000,-525,600,24.7,24.5,43350,37275,YES,225,YES,0.94,101.1,-28635,0,-15,95.25,99.1,9465,5595,Y,-2910,Y,3.22
10-01-2025 10:30,8,-38650,1225,-250,8,9.85,17650,-16650,YES,-6400,N,0.85,-3.65,1301475,-225,-1050,-3,-3.15,48825,-12900,N,47100,N,-0.79,7.9,487500,-1725,-525,7.95,8.1,42975,-2025,Y,-11175,YES,1.07,-2.95,-22665,-30,0,-10.05,-11.7,8595,-16200,YES,18255,YES,3.48
10-01-2025 10:35,-2,-59025,-25,350,-4,-3.95,19525,6550,Y,10175,N,1.14,1.45,1463625,3150,-300,1,1.15,50850,93675,Y,39300,N,-0.8,-1.15,441300,-150,-75,-1.6,-1.6,47850,39525,YES,10950,Y,0.85,62.95,-24480,105,150,60,62.1,7365,-15285,N,3240,N,3.21
10-01-2025 10:40,-43.15,-58675,-100,1700,-39.3,-42,14600,-47325,YES,10850,N,0.59,13.15,1613025,-225,75,13.05,13.05,48225,-63900,YES,-63225,Y,-0.57,-31.3,476400,525,-225,-30.6,-30.7,41100,-38700,Y,-750,YES,0.62,-117.9,-12915,-15,105,-110.1,-111.35,7665,-20670,YES,-3870,Y,1.2
10-01-2025 10:45,-17.15,-125100,0,-25,-18.15,-18.9,19725,67675,Y,3400,N,-0.5,5.7,2820750,-375,-75,6.75,6.7,41100,5025,Y,-137100,Y,-0.27,-13.65,846075,-825,675,-16.1,-16.2,42750,-19050,N,11925,N,0.33,-1.9,-17160,60,-75,-4.05,-3.8,7215,1530,Y,-240,N,0.53
10-01-2025 10:50,-11.95,-61475,375,50,-11.95,-9.05,18350,-45825,YES,31300,YES,-0.25,3.9,2014500,-675,-825,3.8,3.7,44850,6225,N,28125,YES,-0.25,-8.05,597300,-225,150,-7.1,-7.05,44325,27750,YES,12600,N,0.17,-10.05,-10005,0,0,-12.9,-10.05,8535,9660,N,-420,Y,0.58
10-01-2025 10:55,-5.3,-48025,-100,-1400,-1.05,0.9,20150,-19625,Y,-6300,Y,-0.27,-2.05,1229850,-375,-375,-2.6,-2.7,42150,25800,N,16875,N,-0.09,-2.65,362025,375,375,-1.2,-1.1,41175,12675,N,15525,N,0.05,-17.5,-12150,0,-135,-27.5,-27,8340,-4905,YES,4560,N,0.29
10-01-2025 11:00,-55.9,-159625,125,-125,-57.5,-56.55,16025,-29525,YES,34450,YES,-2.88,24.05,3548625,-150,-375,24.15,24.15,41025,61125,Y,-342825,Y,0.67,-30,978600,-75,0,-29.95,-30.05,43725,-22275,Y,18450,N,-0.63,-117.6,-59790,-30,120,-117.55,-122.3,11430,-8790,YES,-5115,Y,-3.99
10-01-2025 11:05,-12.6,-217900,50,-975,-11.7,-12,20775,10075,Y,-39025,Y,-6.3,6.75,3846750,-75,0,6.85,6.95,42525,-50400,YES,78300,YES,1.89,-9.75,1430025,225,675,-10.5,-10.5,44775,81825,YES,39600,Y,-1.85,-25,-64290,-135,-210,-25,-20.9,10830,13245,Y,1305,N,-8.59
10-01-2025 11:10,-24,-174275,-275,100,-23.65,-21,23200,-8175,YES,44050,YES,-4.62,11.2,2835150,-75,-750,11.05,11,42525,150,Y,-116925,Y,1.29,-14.6,1321275,225,-75,-13.75,-13.7,38625,-58800,Y,69225,Y,-1.64,-54,-29280,120,90,-52.05,-50.5,7500,-2565,YES,26190,YES,-3.3
10-01-2025 11:15,-30.3,-361925,0,2075,-24.7,-28.3,21100,-375,N,-26725,Y,-12.4,17.55,5524350,-450,-225,16.9,16.85,44400,-5175,YES,-15675,YES,4.26,-7.65,2699625,-225,3075,-6.5,-6.6,40650,129150,YES,101400,Y,-4.57,-77.4,-64635,-15,-180,-75.55,-77.4,9960,-7965,YES,9015,N,-12.98
10-01-2025 11:20,42,-108250,50,50,45.45,44.25,19975,45175,Y,-42825,Y,-2.54,-25,3535425,0,1125,-24.2,-24.25,39825,-97050,YES,63075,YES,1.66,17.95,2915550,-225,150,17.5,17.45,37575,25650,N,-57300,YES,-3.34,107.95,-31170,-15,180,105.6,98.25,8445,28290,Y,-25035,Y,-4.46
10-01-2025 11:25,-10.75,-80875,-175,-175,-10,-11,17175,-5350,YES,13475,YES,-1.36,2.6,2673300,150,-75,2.85,2.9,39000,31950,Y,-9675,Y,0.63,-8.95,2034975,150,375,-8.75,-8.5,38925,-51600,Y,2250,Y,-1.62,32.55,-17730,-90,-150,27.45,24.75,6840,-6765,YES,16290,YES,-1.24
10-01-2025 11:30,-32.4,-108400,-150,-200,-31.95,-30,17050,-13825,YES,-11475,Y,-2.83,14.7,5599275,-900,0,15.45,15.35,39975,-18300,YES,45000,YES,2.64,-13.05,2880300,-75,0,-13.2,-13.2,39450,35550,YES,71850,Y,-3.43,-33.7,-19170,0,195,-34.2,-37.05,9465,15090,Y,-16440,Y,-2.12
