last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
24-01-2025 09:15:00,121.55000000000291,51090.0,-45.0,-60.0,132.0,121.34999999999854,8955.0,23445.0,N,35220.0,N,83.40000000000146
24-01-2025 09:20:00,-58.69999999999709,25140.0,870.0,-90.0,-55.80000000000291,-61.900000000001455,9030.0,-12990.0,YES,34905.0,N,1.8300000000017462
24-01-2025 09:25:00,-50.05000000000291,26430.0,-270.0,105.0,-58.94999999999709,-53.10000000000582,7290.0,8595.0,Y,5055.0,N,-21.790000000000873
24-01-2025 09:30:00,55.0,24900.0,90.0,-75.0,45.94999999999709,48.599999999998545,8085.0,3765.0,N,-21105.0,Y,-12.529999999998836
24-01-2025 09:35:00,-129.09999999999854,41160.0,-30.0,-75.0,-125.70000000000437,-133.0500000000029,7680.0,-4455.0,YES,4365.0,YES,-23.279999999998836
24-01-2025 09:40:00,40.25,21540.0,0.0,-45.0,39.900000000001455,40.849999999998545,7635.0,8190.0,N,14415.0,N,-10.510000000002037
24-01-2025 09:45:00,-149.75,54150.0,15.0,0.0,-139.95000000000437,-139.54999999999563,7335.0,-23550.0,YES,5760.0,N,-34.30000000000291
24-01-2025 09:50:00,-17.75,76440.0,30.0,120.0,-19.349999999998545,-11.900000000001455,10545.0,46785.0,Y,-5490.0,Y,-48.62000000000262
24-01-2025 09:55:00,19.599999999998545,18165.0,-15.0,0.0,7.44999999999709,2.0,7605.0,-7350.0,YES,33015.0,YES,-7.739999999997963
24-01-2025 10:00:00,49.950000000004366,19860.0,30.0,180.0,50.05000000000291,50.0,8910.0,28245.0,Y,-19890.0,Y,-6.07999999999447
24-01-2025 10:05:00,39.849999999998545,19740.0,0.0,75.0,14.950000000004366,14.25,7635.0,-12420.0,YES,18330.0,YES,-3.570000000006985
24-01-2025 10:10:00,-20.80000000000291,9630.0,0.0,-60.0,-16.35000000000582,-11.5,6705.0,18960.0,Y,6780.0,N,-1.360000000000582
24-01-2025 10:15:00,-38.700000000004366,21825.0,-45.0,-30.0,-32.30000000000291,-38.400000000001455,5445.0,2190.0,YES,-3225.0,Y,-4.680000000000291
24-01-2025 10:20:00,106.90000000000146,24405.0,75.0,930.0,103.85000000000582,94.44999999999709,7710.0,11325.0,N,-16155.0,Y,-4.930000000000291
24-01-2025 10:25:00,31.400000000001455,47985.0,30.0,-210.0,37.30000000000291,43.400000000001455,8820.0,-7380.0,YES,28605.0,YES,6.17000000000553
24-01-2025 10:30:00,-54.25,20415.0,75.0,15.0,-41.69999999999709,-52.650000000001455,8370.0,5580.0,N,14520.0,N,1.930000000000291
24-01-2025 10:35:00,95.0,27105.0,-180.0,0.0,102.90000000000146,113.0,10410.0,18990.0,N,-9690.0,Y,3.9799999999959255
24-01-2025 10:40:00,5.5,25005.0,-225.0,45.0,-1.6500000000014552,2.1999999999970896,10200.0,9585.0,N,23535.0,YES,4.389999999999418
24-01-2025 10:45:00,-25.75,13725.0,-45.0,105.0,-18.05000000000291,-19.849999999998545,6690.0,9810.0,N,2565.0,Y,1.7599999999947613
24-01-2025 10:50:00,2.150000000001455,11190.0,165.0,120.0,6.5,5.0,8700.0,-17235.0,YES,3990.0,N,1.069999999999709
24-01-2025 10:55:00,40.400000000001455,8580.0,-150.0,30.0,31.0,36.400000000001455,7365.0,-4830.0,N,-285.0,Y,1.0100000000020373
24-01-2025 11:00:00,45.400000000001455,39375.0,30.0,15.0,61.30000000000291,63.05000000000291,7905.0,2400.0,N,-15330.0,Y,8.769999999996799
24-01-2025 11:05:00,6.0,25560.0,0.0,0.0,5.25,2.0500000000029104,10365.0,2400.0,N,21510.0,YES,5.889999999999418
24-01-2025 11:10:00,123.94999999999709,63210.0,0.0,0.0,116.90000000000146,117.75,9240.0,24690.0,Y,-33060.0,Y,20.349999999998545
24-01-2025 11:15:00,-108.40000000000146,29970.0,-60.0,375.0,-103.25,-110.0,8820.0,8010.0,N,47505.0,YES,7.669999999998254
24-01-2025 11:20:00,33.0,18555.0,-45.0,15.0,29.0,29.349999999998545,7875.0,18045.0,N,2250.0,Y,3.279999999998836
24-01-2025 11:25:00,33.44999999999709,11535.0,0.0,-915.0,29.14999999999418,29.75,6630.0,-10995.0,YES,11595.0,N,2.6599999999962165
24-01-2025 11:30:00,-77.15000000000146,15180.0,60.0,15.0,-60.099999999998545,-67.40000000000146,6480.0,-2100.0,N,17055.0,N,3.220000000001164
24-01-2025 11:35:00,-19.19999999999709,12255.0,75.0,-30.0,-8.94999999999709,-10.849999999998545,6525.0,2415.0,N,-11640.0,Y,1.6999999999970896
24-01-2025 11:40:00,167.25,70920.0,15.0,-45.0,170.0,167.40000000000146,7350.0,-7155.0,YES,-19995.0,Y,20.94999999999709
24-01-2025 11:45:00,-10.0,18165.0,-15.0,-45.0,-6.69999999999709,-10.30000000000291,8355.0,2985.0,N,7935.0,YES,4.5899999999965075
24-01-2025 11:50:00,-53.05000000000291,11565.0,0.0,30.0,-42.55000000000291,-51.85000000000582,8280.0,16095.0,N,1830.0,Y,2.610000000000582
24-01-2025 11:55:00,-0.05000000000291038,14220.0,-30.0,-15.0,-3.849999999998545,-12.30000000000291,5670.0,-345.0,YES,7710.0,N,2.530000000006112
24-01-2025 12:00:00,-13.650000000001455,17490.0,-15.0,0.0,-21.44999999999709,-14.5,10155.0,10410.0,N,2700.0,Y,2.9400000000023283
24-01-2025 12:05:00,3.1999999999970896,13005.0,-15.0,0.0,3.5500000000029104,2.75,6240.0,180.0,YES,-1155.0,Y,1.7699999999967986
24-01-2025 12:10:00,46.80000000000291,9840.0,0.0,45.0,54.5,48.349999999998545,5535.0,2460.0,N,-17685.0,Y,1.889999999999418
24-01-2025 12:15:00,29.0,12210.0,0.0,60.0,27.75,28.80000000000291,5685.0,13110.0,N,16590.0,YES,2.6299999999973807
24-01-2025 12:20:00,-13.30000000000291,6390.0,-135.0,0.0,-13.650000000001455,-13.19999999999709,5535.0,2055.0,YES,-7350.0,Y,1.3099999999976717
24-01-2025 12:25:00,-42.30000000000291,12255.0,-30.0,0.0,-48.650000000001455,-44.549999999995634,6480.0,-2415.0,YES,-150.0,N,2.5500000000029104
24-01-2025 12:30:00,-55.900000000001455,11310.0,-15.0,30.0,-66.65000000000146,-59.94999999999709,6150.0,1215.0,N,-9675.0,Y,1.3300000000017462
24-01-2025 12:35:00,-87.94999999999709,48105.0,0.0,0.0,-79.70000000000437,-76.40000000000146,8130.0,-5700.0,YES,-8235.0,N,2.0099999999947613
24-01-2025 12:40:00,-48.650000000001455,17640.0,15.0,-45.0,-31.049999999995634,-32.849999999998545,7515.0,9075.0,N,1680.0,N,0.26000000000203727
24-01-2025 12:45:00,30.44999999999709,20445.0,-30.0,-15.0,33.200000000004366,30.150000000001455,10095.0,-1440.0,YES,6540.0,N,-0.0900000000037835
24-01-2025 12:50:00,-47.05000000000291,14700.0,30.0,15.0,-44.349999999998545,-41.55000000000291,7095.0,-2280.0,YES,375.0,Y,-0.27999999999883585
24-01-2025 12:55:00,-23.349999999998545,13410.0,-30.0,-15.0,-14.25,-14.400000000001455,6885.0,27450.0,Y,-2655.0,Y,-0.3000000000029104
24-01-2025 13:00:00,-44.349999999998545,33645.0,0.0,0.0,-47.69999999999709,-47.25,9495.0,-30015.0,YES,14775.0,N,-2.0500000000029104
24-01-2025 13:05:00,7.94999999999709,35070.0,0.0,-15.0,9.150000000001455,12.5,9075.0,8145.0,Y,12195.0,N,-3.3700000000026193
24-01-2025 13:10:00,21.650000000001455,14145.0,0.0,0.0,33.25,24.650000000001455,7635.0,12600.0,N,-2220.0,Y,-0.4499999999970896
24-01-2025 13:15:00,-62.55000000000291,14250.0,30.0,-135.0,-67.20000000000437,-61.400000000001455,5715.0,-9660.0,YES,3855.0,N,-1.0299999999988358
24-01-2025 13:20:00,-11.549999999995634,49485.0,0.0,0.0,-24.25,-20.450000000004366,7410.0,8760.0,N,-4080.0,Y,-4.540000000000873
24-01-2025 13:25:00,30.400000000001455,13425.0,0.0,-15.0,30.400000000001455,23.64999999999418,6840.0,-2790.0,YES,2970.0,N,-1.1199999999953434
24-01-2025 13:30:00,-20.30000000000291,22095.0,0.0,15.0,-24.099999999998545,-20.349999999998545,6450.0,810.0,N,-960.0,Y,-2.3700000000026193
24-01-2025 13:35:00,13.650000000001455,10575.0,0.0,-15.0,18.799999999995634,13.599999999998545,6195.0,1155.0,N,45.0,N,-0.930000000000291
24-01-2025 13:40:00,-9.60000000000582,6180.0,105.0,30.0,-5.849999999998545,-10.150000000001455,4740.0,1365.0,N,1770.0,N,-0.5100000000020373
24-01-2025 13:45:00,10.05000000000291,6180.0,-45.0,0.0,0.09999999999854481,9.650000000001455,5580.0,8190.0,N,-2655.0,Y,-0.5199999999967986
24-01-2025 13:50:00,39.94999999999709,13395.0,0.0,-30.0,47.150000000001455,48.5,6495.0,-8970.0,YES,795.0,N,-0.5900000000037835
24-01-2025 13:55:00,-69.65000000000146,11100.0,0.0,15.0,-76.45000000000437,-68.09999999999854,6270.0,5565.0,N,-2745.0,Y,-0.8299999999944703
24-01-2025 14:00:00,58.349999999998545,5280.0,75.0,-45.0,53.349999999998545,60.200000000004366,4710.0,31830.0,Y,-14370.0,Y,-0.4800000000032014
24-01-2025 14:05:00,-54.900000000001455,18795.0,15.0,0.0,-59.150000000001455,-66.05000000000291,6945.0,-3645.0,YES,15645.0,YES,-1.1599999999962165
24-01-2025 14:10:00,-92.94999999999709,50970.0,0.0,-15.0,-89.75,-81.5,6735.0,13800.0,N,-17070.0,Y,-7.239999999997963
24-01-2025 14:15:00,-39.150000000001455,80145.0,75.0,60.0,-41.0,-48.099999999998545,8220.0,9630.0,N,7500.0,YES,-13.880000000004657
24-01-2025 14:20:00,-43.849999999998545,28020.0,0.0,105.0,-41.599999999998545,-41.950000000004366,6675.0,10080.0,N,10470.0,N,-4.80000000000291
24-01-2025 14:25:00,48.650000000001455,23595.0,-1635.0,15.0,45.849999999998545,46.049999999995634,6615.0,9825.0,N,-36300.0,Y,-4.0900000000037835
24-01-2025 14:30:00,31.650000000001455,24765.0,45.0,0.0,29.200000000004366,32.049999999995634,6810.0,-8175.0,YES,-1830.0,YES,-3.2700000000040745
24-01-2025 14:35:00,-105.55000000000291,14940.0,0.0,30.0,-104.84999999999854,-102.25,6405.0,22755.0,Y,-9450.0,Y,-2.3400000000037835
24-01-2025 14:40:00,-12.349999999998545,40230.0,15.0,15.0,-25.0,-16.200000000004366,8535.0,-4590.0,YES,-28890.0,Y,-7.720000000001164
24-01-2025 14:45:00,-15.94999999999709,18270.0,15.0,0.0,-3.5,-10.0,7050.0,2430.0,N,-47355.0,Y,-3.3699999999953434
24-01-2025 14:50:00,52.599999999998545,21345.0,-75.0,0.0,52.900000000001455,45.25,6060.0,-8205.0,YES,-7155.0,YES,-3.6699999999982538
24-01-2025 14:55:00,25.150000000001455,19125.0,30.0,-15.0,17.5,24.349999999998545,7170.0,345.0,N,705.0,N,-2.75
24-01-2025 15:00:00,-23.099999999998545,23055.0,45.0,-180.0,-28.25,-29.400000000001455,5820.0,-21945.0,YES,2715.0,N,-3.069999999999709
24-01-2025 15:05:00,39.599999999998545,17565.0,0.0,0.0,40.94999999999709,35.94999999999709,6060.0,9870.0,Y,660.0,Y,-2.3799999999973807
24-01-2025 15:10:00,-12.05000000000291,22785.0,0.0,0.0,-19.05000000000291,-18.25,11220.0,-7905.0,YES,1200.0,N,-2.819999999999709
24-01-2025 15:15:00,32.94999999999709,32685.0,0.0,270.0,34.700000000004366,27.0,9150.0,-3750.0,N,2760.0,N,-3.25
24-01-2025 15:20:00,-45.5,24120.0,75.0,0.0,-41.75,-37.599999999998545,9930.0,-195.0,N,3885.0,N,-2.3100000000049477
24-01-2025 15:25:00,-20.0,46365.0,30.0,-45.0,-20.0,-19.5,10590.0,-41655.0,YES,-48990.0,Y,-5.360000000000582
