last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-01-31 09:25:00,261.65,781050.0,225.0,-525.0,33000,9225.0,N,50700.0,N,3.2600000000000193
2025-01-31 09:30:00,259.15,651975.0,-450.0,0.0,36825,74250.0,Y,35100.0,N,1.3100000000000023
2025-01-31 09:35:00,261.4,882825.0,0.0,6225.0,38400,-3975.0,YES,-2475.0,Y,0.30000000000001137
2025-01-31 09:40:00,267.25,1006575.0,-225.0,-225.0,38400,9975.0,N,-16500.0,Y,1.8700000000000045
2025-01-31 09:45:00,270.3,1164825.0,300.0,-225.0,38850,6525.0,N,44400.0,YES,2.4300000000000352
2025-01-31 09:50:00,260.55,887475.0,0.0,-75.0,37950,-13575.0,YES,-11250.0,Y,0.7599999999999909
2025-01-31 09:55:00,269.65,823200.0,-375.0,1050.0,37800,30225.0,Y,42600.0,YES,1.0299999999999727
2025-01-31 10:00:00,267.55,664125.0,300.0,0.0,36225,-11625.0,YES,20025.0,N,0.8000000000000114
2025-01-31 10:05:00,255.4,884775.0,-1575.0,600.0,37950,-7800.0,N,-7725.0,Y,-0.30000000000001137
2025-01-31 10:10:00,257.25,962325.0,150.0,375.0,36375,-22950.0,YES,24825.0,YES,-0.5999999999999659
2025-01-31 10:15:00,261.35,919350.0,0.0,-1125.0,37875,23100.0,Y,-4950.0,Y,-0.21000000000003638
2025-01-31 10:20:00,268.2,1022700.0,-75.0,75.0,37800,15675.0,N,36975.0,YES,0.410000000000025
2025-01-31 10:25:00,262.05,585600.0,-300.0,300.0,39825,-9300.0,YES,31200.0,N,0.29000000000002046
2025-01-31 10:30:00,269.0,906825.0,225.0,-375.0,37125,19125.0,Y,-36375.0,Y,0.5199999999999818
2025-01-31 10:35:00,261.1,661425.0,-75.0,-150.0,35775,-10650.0,YES,12975.0,YES,0.25
2025-01-31 10:40:00,269.35,636000.0,150.0,300.0,37425,42450.0,Y,-14325.0,Y,0.2699999999999818
2025-01-31 10:45:00,269.9,740850.0,-150.0,0.0,37650,-1950.0,YES,-13050.0,N,0.4200000000000159
2025-01-31 10:50:00,269.95,632325.0,0.0,825.0,42300,-3300.0,YES,-1800.0,N,0.29000000000002046
2025-01-31 10:55:00,272.35,837225.0,-225.0,75.0,41700,9525.0,N,-8400.0,Y,0.4300000000000068
2025-01-31 11:00:00,272.55,659775.0,150.0,525.0,38625,-30675.0,YES,8025.0,N,0.2699999999999818
2025-01-31 11:05:00,261.0,735750.0,-150.0,75.0,38400,-42975.0,YES,21900.0,N,0.17000000000001592
2025-01-31 11:10:00,266.6,487575.0,-75.0,-300.0,35025,26625.0,Y,-6600.0,Y,0.060000000000002274
2025-01-31 11:15:00,272.05,504825.0,1725.0,675.0,37575,25575.0,N,-23100.0,Y,0.16999999999995907
2025-01-31 11:20:00,266.5,936675.0,75.0,0.0,35625,52725.0,Y,-31125.0,Y,0.27000000000003865
2025-01-31 11:25:00,252.85,623550.0,450.0,-150.0,36075,-102150.0,YES,33525.0,YES,-0.009999999999990905
2025-01-31 11:30:00,262.55,764625.0,300.0,75.0,35475,71325.0,Y,22650.0,N,-0.19999999999998863
2025-01-31 11:35:00,259.85,690450.0,-150.0,0.0,37125,-6450.0,YES,31650.0,N,-0.07999999999998408
2025-01-31 11:40:00,262.65,332325.0,225.0,225.0,33600,24300.0,Y,-16500.0,Y,-0.03000000000002956
2025-01-31 11:45:00,271.15,677850.0,-225.0,-225.0,37200,10275.0,N,-67425.0,Y,0.12000000000000455
2025-01-31 11:50:00,274.75,712650.0,75.0,-225.0,36000,31950.0,Y,-9600.0,YES,0.29000000000002046
2025-01-31 11:55:00,278.0,627825.0,-375.0,0.0,38400,27675.0,N,-24825.0,Y,0.29000000000002046
2025-01-31 12:00:00,270.4,734925.0,-300.0,75.0,41625,-22350.0,YES,46800.0,YES,0.2699999999999818
