last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
31-01-2025 10:15,23499,100125,-525,1950,34650,10650,N,2325,N,1.21,23480.5,23499,23499,23462.7,261.35,919350,0,-1125,37875,23100,Y,-4950,Y,-0.21,335.65,329400,0,-225,38250,-10275,Y,3750,N,-1.67,49493.9,13710,0,-90,10710,9150,N,480,N,-0.41
31-01-2025 10:20,23512.05,105975,0,1575,29250,37575,Y,-1425,Y,2.64,23499,23512.05,23518,23490.65,268.2,1022700,-75,75,37800,15675,N,36975,YES,0.41,321.55,390525,-525,-450,37050,22200,YES,24375,Y,-3.16,49566.85,45000,-150,90,13080,3720,N,-7740,Y,5.8
31-01-2025 10:25,23506,100950,75,-1275,30675,3900,N,27075,YES,2.6,23512.05,23506,23520,23505,262.05,585600,-300,300,39825,-9300,YES,31200,N,0.29,326.3,258300,225,1650,37275,4650,N,10200,N,-2.12,49545,21630,0,270,11880,-900,YES,-15000,Y,3.04
31-01-2025 10:30,23527,214950,-75,-375,29250,6225,N,-115200,Y,6.04,23509.55,23527,23537,23505,269,906825,225,-375,37125,19125,Y,-36375,Y,0.52,308,491700,375,-75,38550,9525,N,3075,N,-4.63,49583.6,37830,-30,-180,12810,4920,N,-4800,N,6.95
31-01-2025 10:35,23516,72300,0,75,29175,13050,N,17700,YES,1.74,23527.1,23516,23538,23516,261.1,661425,-75,-150,35775,-10650,YES,12975,YES,0.25,312.65,342750,-75,-150,36150,16500,N,15300,N,-2.8,49573.3,30570,0,60,12330,-1410,YES,6120,N,5.54
31-01-2025 10:40,23543.55,109500,-150,0,32625,15750,N,-18675,Y,2.96,23520,23543.55,23548,23517,269.35,636000,150,300,37425,42450,Y,-14325,Y,0.27,290.7,454725,-75,75,39000,-12825,Y,25725,N,-4.06,49663.85,24360,270,0,11880,7860,N,-38850,Y,5.08
31-01-2025 10:45,23547.95,73125,0,0,31875,750,YES,4950,YES,2.08,23541.15,23547.95,23550,23537.55,269.9,740850,-150,0,37650,-1950,YES,-13050,N,0.42,291.55,429900,-150,450,39825,12075,YES,6675,N,-3.69,49655.15,25890,120,-690,12750,-8190,YES,2490,YES,5.92
31-01-2025 10:50,23540.1,63450,375,-150,27150,4725,N,-10275,Y,1.58,23547.95,23540.1,23548.9,23530,269.95,632325,0,825,42300,-3300,YES,-1800,N,0.29,293.25,439425,675,825,47175,11025,N,37950,Y,-3.17,49664.35,20340,60,0,12150,4440,N,-4980,Y,4.28
31-01-2025 10:55,23546.8,77625,0,225,36900,4725,N,11775,YES,1.94,23544,23546.8,23550,23534.7,272.35,837225,-225,75,41700,9525,N,-8400,Y,0.43,291.7,434850,-450,0,40725,8550,N,-5475,YES,-2.73,49651.85,16470,120,-30,13800,4770,N,1980,N,3.27
31-01-2025 11:00,23558,69450,-225,0,31800,2775,YES,-5325,Y,1.62,23546.8,23558,23558,23530.4,272.55,659775,150,525,38625,-30675,YES,8025,N,0.27,285.1,533625,-75,-525,37950,-21600,Y,24225,Y,-3.03,49650,15960,-60,-390,12960,2280,YES,8250,N,2.47
31-01-2025 11:05,23524,70800,600,0,32850,-11850,YES,21600,YES,1.42,23551.85,23524,23557.65,23524,261,735750,-150,75,38400,-42975,YES,21900,N,0.17,298,486975,75,-225,37725,39450,YES,6675,N,-2.5,49582,12810,150,-60,11340,27630,Y,5370,N,1.86
31-01-2025 11:10,23529.1,46875,0,375,32550,-1500,N,-4500,Y,0.77,23524,23529.1,23542.05,23522,266.6,487575,-75,-300,35025,26625,Y,-6600,Y,0.06,297.5,409125,1125,-2850,34125,4425,N,6750,N,-1.66,49580.3,15690,-210,-420,10800,3930,N,-1230,Y,1.56
31-01-2025 11:15,23543.35,44700,-525,75,28875,11400,N,2325,N,0.81,23530,23543.35,23549,23526.7,272.05,504825,1725,675,37575,25575,N,-23100,Y,0.17,287.25,365550,300,0,38550,1050,Y,33525,Y,-1.52,49603.5,9300,30,210,10500,2160,YES,330,N,0.97
31-01-2025 11:20,23532.3,64650,225,0,34200,2250,YES,1425,Y,1.22,23544.4,23532.3,23557.7,23524.85,266.5,936675,75,0,35625,52725,Y,-31125,Y,0.27,290.4,765600,75,-75,38100,-9075,Y,1800,YES,-3.02,49634.5,6750,270,0,8880,-3780,YES,3000,N,0.89
31-01-2025 11:25,23515,53700,225,0,30225,-11025,YES,8850,N,0.72,23532.3,23515,23543.8,23513,252.85,623550,450,-150,36075,-102150,YES,33525,YES,-0.01,301.85,452925,-225,0,35850,28500,YES,-45225,YES,-1.37,49525.5,15750,-240,-120,14850,21210,Y,1500,Y,1.3
31-01-2025 11:30,23528.7,114975,-225,0,30900,-12225,YES,7275,N,0.93,23513.15,23528.7,23530.55,23506.95,262.55,764625,300,75,35475,71325,Y,22650,N,-0.2,296.95,566700,-75,-300,35325,-19425,Y,49650,Y,-1.14,49600.1,16560,30,-90,10290,31500,N,-3180,Y,0.41
31-01-2025 11:35,23523.85,63600,-150,75,29100,-2850,N,13500,N,0.65,23528.7,23523.85,23537.55,23513.4,259.85,690450,-150,0,37125,-6450,YES,31650,N,-0.08,295,536850,150,225,36600,7650,YES,10950,N,-1.2,49603.7,8730,0,-60,8790,29070,N,1380,N,0.87
31-01-2025 11:40,23535,34650,225,225,28575,16875,N,-2775,Y,0.36,23523.85,23535,23535,23518.45,262.65,332325,225,225,33600,24300,Y,-16500,Y,-0.03,289.85,238500,300,-150,34500,1650,Y,12150,N,-0.56,49607.35,3990,-30,-60,8310,-2250,YES,1200,Y,0.42
31-01-2025 11:45,23555,52650,375,0,27675,8775,N,-23400,Y,0.89,23535,23555,23558,23531.45,271.15,677850,-225,-225,37200,10275,N,-67425,Y,0.12,276.5,537000,75,-225,37500,-8025,Y,1425,YES,-1.71,49650,13380,-30,120,10410,-120,N,-630,Y,1.93
31-01-2025 11:50,23565,73875,1425,900,28500,-34725,YES,-9900,N,1.57,23555,23565,23569.7,23550.6,274.75,712650,75,-225,36000,31950,Y,-9600,YES,0.29,267.35,574800,-525,300,38250,-11925,Y,15300,N,-2.13,49687.5,27990,90,30,15180,-5250,YES,-12360,Y,5.12
31-01-2025 11:55,23573,61725,-1125,-300,28650,4575,Y,-5250,N,1.37,23565,23573,23573,23562.5,278,627825,-375,0,38400,27675,N,-24825,Y,0.29,262.55,423375,-150,-225,41100,-525,N,14475,N,-1.59,49697.2,17130,-60,120,11580,30,N,2400,N,3.21
31-01-2025 12:00,23560.55,77325,300,300,29025,-8250,YES,133050,YES,1.68,23576,23560.55,23579.85,23555.25,270.4,734925,-300,75,41625,-22350,YES,46800,YES,0.27,270,525525,0,-225,41325,51750,YES,18000,N,-1.85,49711.2,21090,-60,30,10800,990,N,39570,YES,4.36
31-01-2025 12:05,23565.7,54975,-225,225,26400,11625,N,-375,Y,1.01,23560.55,23565.7,23571.95,23555,273.3,366750,-2625,450,41700,13575,Y,-675,Y,0.1,264.1,378075,-75,-75,44175,-7425,Y,12600,N,-1.21,49710.45,15270,90,30,11940,720,YES,-3930,Y,2.59
31-01-2025 12:10,23577,44400,600,300,30900,-10275,YES,-8700,Y,0.97,23570.45,23577,23579.85,23563.6,275.6,591450,-150,75,38775,20625,N,9975,N,0.25,258.3,557700,0,225,42900,6075,N,1425,YES,-1.98,49748.9,27000,-30,-30,10350,2130,N,-5400,Y,5.8
31-01-2025 12:15,23570.95,58425,-600,525,27300,5025,N,9600,N,1.26,23578.95,23570.95,23581.95,23568,273.95,558600,0,-75,38025,-2850,YES,5550,N,0.21,260.05,446250,-825,4725,46950,15375,N,8250,N,-1.51,49725.8,14520,30,0,10500,1620,YES,5160,N,3.07
31-01-2025 12:20,23575.95,31425,-300,-300,29850,-225,YES,-600,Y,0.58,23570.95,23575.95,23575.95,23560,274.6,554475,-450,-75,37725,-6600,YES,-8625,Y,0.12,255.3,500025,150,150,39375,-5175,Y,20325,N,-1.48,49742.8,13290,-210,30,10410,12390,N,3210,N,2.22
31-01-2025 12:25,23575.05,42900,-450,1575,27000,-3975,YES,20250,YES,0.92,23577,23575.05,23585.75,23572.25,271.25,389850,300,225,39225,-22725,YES,21900,YES,0.12,254.1,471075,-8250,-750,44700,8025,N,825,YES,-1.52,49720.85,10620,0,540,10170,1980,YES,2190,Y,1.95
31-01-2025 12:30,23601.5,108525,375,-450,33825,3375,N,-86700,Y,2.64,23575.05,23601.5,23605,23575,280.8,782925,225,-225,39075,34275,Y,-82875,Y,0.34,242,768000,-75,-450,39150,-52050,Y,10350,N,-2.66,49797.55,22680,30,90,12840,-15090,YES,-4530,Y,4.86
31-01-2025 12:35,23610.5,115200,0,-1650,40125,15450,N,1875,YES,3.08,23601.8,23610.5,23616.8,23596.55,285,1268175,225,825,42900,-1200,YES,23850,YES,0.76,230.35,1110225,225,1050,44025,57825,YES,29625,N,-4.15,49841,33570,0,-90,13020,-1200,N,-24510,Y,8.48
31-01-2025 12:40,23605,89850,225,-600,32250,3075,N,18450,N,2.37,23610.5,23605,23617.05,23605,281.9,841575,-1650,-225,49425,375,N,38100,N,0.47,235,986400,-300,-525,54075,69525,N,70425,Y,-3.42,49852.1,36360,30,-180,11970,-4800,YES,36510,YES,9.91
31-01-2025 12:45,23607.9,63975,-600,675,28425,7725,N,-5325,Y,1.48,23608.25,23607.9,23609.05,23595.1,283.3,703575,450,1425,41550,11925,N,1725,Y,0.3,233.2,873525,-750,-225,44325,10650,N,-18975,YES,-2.59,49887.5,24180,30,-120,11730,2100,N,-1710,Y,6.18
31-01-2025 12:50,23611,48600,-150,-1050,30525,10950,N,-150,N,1.16,23609,23611,23612.6,23602.55,283.75,607650,-150,-1425,40875,10200,N,6375,N,0.32,233,563325,-75,-150,49425,28575,N,10500,Y,-1.58,49914,43680,-60,-150,13140,-2760,YES,3360,N,12.57
31-01-2025 12:55,23619.7,54525,-75,0,27825,3450,N,-15225,Y,1.37,23611,23619.7,23620,23607.85,288.65,809025,-75,975,48750,47325,Y,-17775,Y,0.47,226.6,844125,525,450,48150,-42450,Y,32175,Y,-2.39,49956.85,45540,450,-30,13740,-1500,N,-4230,Y,12.9
31-01-2025 13:00,23610,133050,825,300,34050,-5325,YES,-37875,Y,3.3,23619.7,23610,23624.15,23606,284.7,1211025,75,225,40200,60900,N,45225,YES,0.73,234.85,1324350,300,-375,39525,57825,YES,-1050,YES,-3.44,49894.55,31710,-30,0,11580,1290,N,7950,N,8.89
31-01-2025 13:05,23619.1,61050,75,1650,29250,150,N,-14250,YES,1.33,23610,23619.1,23619.5,23605.1,291.85,706725,150,150,41775,-39750,YES,-12675,Y,0.38,227.7,879525,675,-75,48150,-33075,Y,40200,Y,-1.96,49932.7,17820,-120,-90,12540,2490,N,5130,N,4.09
31-01-2025 13:10,23627,88950,0,-675,30075,-6450,YES,-13500,N,2.17,23620,23627,23634.6,23617.85,295,959925,-75,-10725,45675,2700,Y,-70800,Y,0.64,223.4,1142250,-375,1050,45825,525,YES,35025,N,-2.66,49916.55,23370,180,30,12720,-2640,YES,-11040,Y,5.75
31-01-2025 13:15,23626.95,46875,-150,600,29325,1800,N,2175,N,1.14,23627.15,23626.95,23633.9,23621.35,294.8,831375,375,-150,39525,-450,YES,74400,YES,0.59,226.95,850950,-75,-1350,44250,84225,YES,-1350,YES,-1.8,49952,10980,-60,30,10680,12600,N,3330,N,2.71
31-01-2025 13:20,23626.8,48675,-75,-225,31725,900,YES,5025,N,1.12,23627.05,23626.8,23632.95,23617.45,299.1,668175,375,75,37875,1500,N,-48375,Y,0.46,229.4,993075,-450,-225,44250,300,Y,24525,Y,-1.84,49958.9,13650,870,0,10410,1350,YES,-2490,Y,3.23
31-01-2025 13:25,23636.9,70800,150,-150,30075,-5325,YES,-8700,Y,1.75,23630,23636.9,23642.6,23625,308.85,1329075,-150,375,40425,15450,N,-97725,Y,1.2,232,1050225,225,1500,45300,17175,N,9675,N,-1.72,49953,32940,-480,120,11880,-8250,YES,1230,N,8.23
31-01-2025 13:30,23631.6,71850,375,-75,31275,2175,N,8250,N,1.71,23636.9,23631.6,23641.85,23627,307.65,943950,0,-75,42975,-113625,YES,56025,YES,0.81,231.4,1031250,150,0,49050,12675,N,11550,N,-1.55,49920.15,33480,0,-270,11730,-930,N,3480,N,7.4
31-01-2025 13:35,23616.15,82500,-75,0,41475,-5700,YES,222900,YES,1.74,23635,23616.15,23635.2,23614.35,295.75,724575,-300,-1950,39450,-36300,Y,23550,N,0.5,236.95,1017000,-300,975,45150,5550,N,-81150,YES,-1.32,49877.95,27120,30,-270,12330,-3030,YES,7410,N,4.73
31-01-2025 13:40,23616,76425,150,1200,31725,1275,N,-11250,Y,1.41,23616.15,23616,23629.95,23605.1,294,1059450,150,75,39450,-30600,N,4950,N,0.57,235,1260900,225,975,40800,-56250,Y,15000,Y,-1.49,49855,31080,-30,30,9780,390,N,750,Y,4.71
31-01-2025 13:45,23613.75,51225,-150,675,28500,6525,N,-1800,N,0.88,23616,23613.75,23623.05,23608,290.25,777600,-300,300,43575,12975,Y,41250,YES,0.32,236.1,972900,-75,-675,42900,9675,YES,900,YES,-1.08,49865.9,11040,0,-30,9750,13560,N,6090,N,1.55
31-01-2025 13:50,23598,84825,150,150,30900,7200,N,-1800,N,1.23,23613.85,23598,23617.65,23588.95,285.6,971175,0,150,40275,-46875,YES,10650,N,0.25,241.9,1438950,1275,-900,40200,21750,N,-43725,YES,-1.22,49800.7,32220,0,0,13650,930,YES,-6180,Y,3.59
31-01-2025 13:55,23587.75,67725,-75,150,34200,-4050,YES,-2325,Y,0.78,23599.05,23587.75,23603,23585,278.7,859350,150,-825,41400,17175,Y,10500,N,0.11,245.85,1310850,0,-225,42750,7950,N,23850,Y,-0.85,49762.75,21330,-120,60,12750,-2460,YES,450,N,1.65
31-01-2025 14:00,23578.5,88200,600,-75,33150,2475,N,-1650,N,0.83,23587.7,23578.5,23593.65,23575.9,274.75,1100775,-75,0,39450,40650,Y,9450,N,0.06,251,1592775,-225,4950,40050,-30000,Y,22500,N,-0.81,49733.9,34770,0,-30,12870,-3900,YES,3000,N,1.88
31-01-2025 14:05,23554,195450,-300,1200,33900,-17925,YES,-2175,Y,0.75,23578.5,23554,23582.1,23548,260.45,1797600,75,-150,41775,-50325,YES,22575,N,-0.42,263.4,2374050,-75,-150,41025,-29850,N,-113025,YES,-0.31,49640,63420,90,570,12120,-11790,YES,-1620,Y,0.39
31-01-2025 14:10,23566,119325,525,-675,35325,-11100,N,-2100,N,0.38,23554,23566,23569.95,23540.5,265,1412625,-525,0,39825,-8925,Y,-25050,Y,-0.37,252.1,1667025,-600,900,42150,-65550,Y,-9450,Y,-0.2,49669.05,81120,30,-540,12720,-4290,N,-1140,N,-0.73
31-01-2025 14:15,23563.5,110700,0,375,40125,14550,Y,12750,N,0.38,23570,23563.5,23577.1,23543.85,262.65,1254075,-75,225,43275,12900,Y,10575,YES,-0.3,258.5,1305300,-600,-225,44025,6150,YES,59475,Y,-0.15,49657.75,41460,0,90,12990,21990,Y,1500,N,-1.13
31-01-2025 14:20,23575.3,71325,0,-375,32850,-375,YES,2025,Y,0.43,23563.15,23575.3,23582.1,23555,266.35,857550,0,300,39375,20175,N,24825,N,-0.11,250.95,913650,0,450,42000,10800,N,-600,YES,-0.28,49685.55,21270,90,-30,10830,11490,N,6540,N,0.26
31-01-2025 14:25,23569.6,35175,0,0,23100,26475,Y,3600,N,0.14,23572.3,23569.6,23573,23551.15,265,802725,150,0,40725,-13725,YES,-2775,Y,-0.17,253,812700,-75,225,39225,-19575,Y,28950,Y,-0.16,49673.65,13890,0,-30,9930,5460,N,1110,Y,-0.05
31-01-2025 14:30,23580,57975,0,-75,28650,-20550,YES,3300,N,0.32,23566.1,23580,23580,23555.05,270,834750,2100,525,44475,7125,Y,-13725,Y,-0.12,248.85,715275,-300,-375,43575,1575,YES,-750,YES,-0.18,49745,19500,0,0,11370,5460,N,-3720,Y,0.57
31-01-2025 14:35,23595,64125,-75,4425,33225,-8325,N,-24750,Y,0.52,23579,23595,23595,23572.05,274.85,1042425,900,-9450,35175,31725,Y,7725,YES,-0.04,237,966900,-375,150,41025,-32700,Y,225,N,-0.41,49780,17730,60,30,10530,-240,YES,-8310,Y,0.84
31-01-2025 14:40,23612,99600,0,-1500,33750,-2400,N,-6375,N,1.13,23595,23612,23620.1,23590,283,1528800,-75,75,41475,39675,N,4725,N,0.2,226.65,1225425,300,1800,42075,19575,YES,-32625,YES,-0.86,49810,31290,30,90,11070,1710,N,4770,N,2.04
31-01-2025 14:45,23615.35,58275,0,-150,31725,6450,N,3375,N,0.75,23616.95,23615.35,23620.05,23605,287.95,1375875,225,-225,42525,-47325,YES,45150,YES,0.29,225.75,890925,-150,750,45900,33000,N,41550,Y,-0.68,49779.4,17610,30,0,10410,-510,YES,2430,Y,1.24
31-01-2025 14:50,23623.7,64650,0,525,30075,-6375,YES,675,Y,0.9,23615.2,23623.7,23629,23615.1,287.8,1158075,150,900,40050,-25500,Y,22125,N,0.33,222.7,1129425,600,675,41925,307575,YES,7650,N,-0.96,49802.35,14340,120,210,10560,-1140,YES,3780,N,1.09
31-01-2025 14:55,23628,66975,-75,-525,27450,-4050,N,-15000,Y,0.93,23620,23628,23635,23614.5,290.25,1389150,300,-150,44850,-28350,YES,-18600,Y,0.33,216.55,1512900,-375,-525,43350,-71925,Y,27225,N,-1.3,49825.75,20370,-120,-90,9720,840,N,-60,Y,1.58
31-01-2025 15:00,23615.05,74475,-75,300,33375,-5175,YES,-1275,N,0.9,23628,23615.05,23633.05,23602.55,281.7,1290675,-3450,-75,41100,-41475,YES,50250,YES,0.19,218.5,1407375,75,75,41550,28950,YES,10950,N,-1.07,49842.25,22740,-60,-90,11520,1980,N,1050,N,1.86
31-01-2025 15:05,23621.7,110775,75,-225,39825,-1725,N,-67950,Y,1.09,23615,23621.7,23622.95,23593.45,283.6,1646550,150,225,40725,6975,Y,-67950,Y,0.01,214.65,1595925,300,1200,42000,-317400,Y,-26700,YES,-1.19,49849,22200,0,990,11370,-2820,YES,-570,Y,1.73
31-01-2025 15:10,23611,121650,1950,450,39450,11775,N,6975,YES,1.37,23622.75,23611,23624.3,23610,279,1223100,0,0,36750,-35550,YES,59025,YES,0.12,217.85,1127925,450,975,41775,193800,YES,-13575,N,-0.87,49844.05,21120,0,-450,12660,-1740,N,-270,N,1.95
31-01-2025 15:15,23618.15,141675,-1725,-150,37875,-121575,YES,-16950,Y,1.42,23611,23618.15,23619.8,23603,284.6,1337175,0,2025,44550,15900,Y,-75150,Y,0.11,214.8,1440075,0,75,45900,-230700,Y,-24600,YES,-1,49880.45,26730,0,870,10530,-12180,YES,-5580,Y,2.53
31-01-2025 15:20,23625.6,119025,-600,600,37125,-30225,Y,-324825,Y,1.38,23618.15,23625.6,23630,23616.95,286.85,1109850,225,-375,41250,-13800,YES,-18900,YES,0.2,211.15,1428600,-300,0,47250,-34500,YES,-43200,YES,-1.1,49889.15,28290,-90,1200,15630,-5640,N,-11070,Y,3.01
31-01-2025 15:25,23639,229725,-150,-150,43200,-96000,YES,-138300,YES,2.93,23625.85,23639,23644,23621.2,289,1262025,-450,0,41475,-121425,YES,-212475,Y,0.25,198.75,1632375,0,300,44250,-622125,Y,-143400,YES,-1.37,49882.05,36750,180,-930,17430,-23550,YES,-27330,Y,3.78
