last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
28-01-2025 09:15,9.1,154225,450,75,10,5.05,17300,21375,N,33600,N,-2,22943.15,22952.25,22958.85,22933.5,9.65,3299700,0,275,8.7,9,21300,366450,N,95775,N,2.4,-6.3,3194350,-1000,850,-5.35,-5.5,20550,361650,N,126025,N,-0.2,66.75,102525,-150,0,85.5,77,9345,7710,N,20715,N,59.16
28-01-2025 09:20,-12.1,141825,25,75,-9.85,-11.65,23250,23700,N,25700,N,-2.24,22955,22942.9,22958.95,22928.5,1.25,2921575,125,100,1.3,1.6,23225,-350375,YES,52275,N,3.26,13.3,3715200,-500,525,13.4,13.35,21850,-1925600,Y,185850,Y,5.03,-27.9,51240,-15,-435,-17.95,-21.6,9210,3975,N,26145,N,10.94
28-01-2025 09:25,-20.35,122025,75,-50,-20.5,-19.35,20450,12075,N,3575,N,-4.06,22943.5,22923.15,22944.95,22914.35,-9.35,2656975,100,-75,-11.05,-11.05,23750,-13700,Y,175725,YES,0.18,10.15,3698100,600,650,11.35,11.4,21875,89900,YES,-10425,YES,5.41,-45,39375,15,0,-38.25,-31.6,8850,24225,Y,-525,Y,-0.52
28-01-2025 09:30,-16.65,111400,275,-100,-19.25,-20.75,18475,11275,N,5975,N,-5.98,22922.95,22906.3,22926.6,22886.05,-5.7,2634800,0,175,-5.65,-5.7,19750,38350,Y,113325,N,-1.77,15.4,3796425,-300,-550,14.5,14.45,21650,-63950,Y,-44025,YES,5.54,-16.5,29850,30,90,-27.45,-29.75,10680,-5790,YES,2415,N,-1.33
28-01-2025 09:35,-15.45,94750,300,-75,-11.05,-13.4,14925,13600,N,16700,N,-4.02,22906.45,22891,22916.1,22891,-2.65,1986250,-25,25,-1.95,-1.75,21125,-28475,YES,87750,N,-0.89,8.15,2618750,-75,-375,7.7,7.6,19000,192125,YES,66600,Y,3.33,18.4,19260,15,30,5.4,17.05,9600,11655,N,510,Y,-1.94
28-01-2025 09:40,-8.3,61750,-75,-150,-8.3,-6.85,13225,-13925,YES,1400,Y,-2.8,22891,22882.7,22907,22882.7,-3.3,2130550,-75,-450,-3.45,-3.4,20850,1127075,Y,49000,N,-0.98,3.6,2768950,25,0,4.35,4.4,20525,-73725,Y,13825,N,3.36,-9.85,22425,60,330,5.2,-2,9195,-4575,YES,525,N,0.32
28-01-2025 09:45,34.35,106150,250,-25,30.1,31.2,15650,4775,N,27500,YES,-2.57,22881.05,22915.4,22920,22881.05,13.45,3157775,25,850,12.6,12.65,25600,57500,N,-46850,Y,-0.43,-15.45,2823200,-375,75,-14.9,-15,21350,-97900,Y,53450,Y,2.13,119.5,66285,45,-15,131.55,131.05,10230,-14595,YES,6615,N,13.95
28-01-2025 09:50,-33.95,116975,-175,-25,-30.05,-30.85,18625,-37625,YES,9575,N,-3.42,22915.4,22881.45,22915.45,22872.05,-13.25,3230325,-50,-400,-13.85,-13.9,26750,-93975,YES,99500,YES,-0.76,17.8,3677875,-100,-125,18.6,18.7,23425,16025,YES,-103350,YES,2.8,-10.1,30450,15,45,-15.95,-9.2,9300,-795,N,4110,N,4.45
28-01-2025 09:55,15.7,60550,-150,175,18.5,15.25,17500,3575,Y,-8675,Y,-2.24,22885.95,22901.65,22901.65,22871.1,9.35,1968100,-25,-150,9.2,9.2,23875,114900,Y,-43900,Y,-0.74,-12,3009225,-575,775,-11.65,-11.65,23375,-70500,Y,75475,Y,2.61,21.6,30555,0,-75,24.65,20.4,8565,10230,N,-25590,Y,4.29
28-01-2025 10:00,30.4,147075,75,0,27.65,28,16575,24900,Y,43400,YES,1.04,22901.6,22932,22948,22901.6,15.7,5061850,25,-100,14.45,14.4,26075,-62075,YES,-231950,Y,2.07,-13.5,3223250,175,-175,-12.35,-12.5,22675,98250,YES,76975,N,-0.06,57.45,74730,-45,120,65.9,57.45,8940,14430,N,17790,YES,21.98
