last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
27-01-2025 13:35,-28.75,99500,-75,0,-28.85,-28.15,16050,-45825,YES,-21600,Y,-1.79,22872.95,22844.2,22878.75,22825,-6.4,1011375,450,-300,-6.6,-6.6,33050,-56975,YES,-23000,Y,-0.58,22.1,200500,-400,100,22.6,22.65,25025,-6050,Y,-32700,YES,0.59,-72.9,12150,-15,15,-73,-71.05,6510,1860,N,2610,Y,0.4
27-01-2025 13:40,24.5,44975,25,-25,20.4,24.1,14450,12025,Y,-1900,N,-0.64,22844.8,22869.3,22871.1,22842.45,4,521925,375,-500,3.8,3.85,31050,28775,Y,-13425,N,-0.28,-22.05,106175,-325,50,-20.9,-21.05,20850,-2300,N,3150,Y,0.25,47,5355,-30,15,57.8,46.9,7230,13425,N,9555,N,0.2
27-01-2025 13:45,-20.55,58475,100,100,-21.25,-16.65,19700,-2550,YES,-1000,N,-0.73,22868.35,22847.8,22873.95,22845,-2.9,406825,1850,-350,-2.95,-2.95,29100,-2100,YES,35825,YES,-0.21,15.05,106025,0,25,15.4,15.15,26575,7975,N,-500,YES,0.24,-46.05,5085,-15,-30,-40.55,-39,4425,-2070,YES,9585,N,0.19
27-01-2025 13:50,-11.25,58625,150,-375,-9.4,-7.25,16800,39450,Y,5050,N,-0.88,22852.7,22841.45,22860,22840.05,-1.9,387425,975,1725,-2.1,-2.1,27225,20025,Y,-3275,Y,-0.22,3.95,103775,175,-25,5,4.9,23775,300,Y,-5450,YES,0.27,-31.75,38490,0,15,-42,-42.1,8370,-3585,YES,-2865,Y,-0.88
27-01-2025 13:55,31.5,65750,-225,-100,27.95,31.75,15625,44050,N,-8400,Y,-0.69,22840.65,22872.15,22886.65,22840.05,5.85,748925,225,-225,5.9,5.85,27625,4525,N,-32175,Y,-0.36,-20.55,234500,400,75,-20.6,-20.35,21625,-7575,Y,4350,N,0.39,58.7,22530,0,15,63.8,69.65,6870,-15885,YES,-60,N,0.99
27-01-2025 14:00,-21.95,51225,250,25,-18.45,-18.95,14525,4175,N,-2675,N,-0.56,22869,22847.05,22870.6,22847.05,-4.4,574100,-1025,-550,-4.4,-4.45,32950,8825,N,5600,YES,-0.29,10.6,329675,75,100,10.9,10.9,28950,7750,N,-3550,YES,0.65,-33.7,8805,45,45,-33.7,-27.25,5550,2700,N,5070,N,0.26
27-01-2025 14:05,-6.3,45075,275,0,-8.85,-9.15,17450,-8150,YES,45800,YES,-0.65,22847.05,22840.75,22862.15,22832.05,-1.75,614175,825,1100,-1.5,-1.5,27325,-25675,YES,23250,N,-0.34,7.5,136025,-25,0,6.15,6.25,23750,-10850,Y,3425,N,0.34,-16.35,8130,30,75,-2.85,-14.25,5985,34425,Y,-5115,Y,0.11
27-01-2025 14:10,0.65,48475,325,50,1.15,1.2,16375,-1375,N,19500,N,-0.8,22840.15,22840.8,22844.65,22827.2,0.7,768950,675,-450,0.6,0.65,30700,7575,Y,-13675,Y,-0.43,-0.95,169725,50,-75,0.4,0.3,24800,700,N,15375,N,0.5,-21.2,11025,-60,1365,-23.9,-21.3,7320,-3075,YES,8850,N,-0.16
27-01-2025 14:15,22.05,45000,-50,0,14.45,17.8,16475,2325,N,-4800,Y,-0.57,22841.1,22863.15,22865.05,22836.95,2.4,497650,475,300,3.15,3.2,29650,52000,Y,-26775,Y,-0.25,-13.3,127050,325,0,-16.75,-16.85,24750,-3250,Y,10000,N,0.28,73.75,13020,45,-1485,68.9,71,6945,-10035,YES,-6045,Y,0.27
27-01-2025 14:20,-8.95,59150,-50,-150,-5.35,-6.05,15500,16425,N,45425,YES,-0.66,22858.95,22850,22866.35,22840.05,-2.2,607150,-700,2175,-1.85,-1.8,33250,-7500,YES,11150,YES,-0.3,4.5,112100,100,325,4.1,4.15,22900,725,N,-13325,YES,0.22,-64.75,13665,0,15,-35.65,-47,6825,24870,Y,-13815,Y,0.28
27-01-2025 14:25,-15.55,35875,-150,25,-10,-9.1,15250,1300,YES,3450,N,-0.5,22850.9,22835.35,22855,22831,-1.5,464675,-75,0,-1.2,-1.2,32950,925,N,350,Y,-0.25,10.8,98775,50,-50,8.15,8.15,23500,7725,N,5750,N,0.24,-10.2,13545,15,30,-22.25,-21.05,11415,-5670,YES,-6105,N,-0.03
27-01-2025 14:30,-6.45,77175,0,0,-9.45,-9.1,15450,-1825,YES,2925,Y,-1.32,22835.35,22828.9,22844.05,22813,-1.15,839650,3925,1375,-1.4,-1.3,34675,8425,N,-21425,Y,-0.47,6.7,238175,-50,-125,7.85,7.55,26875,-1400,Y,15625,N,0.72,-24.6,15435,-45,75,-22.95,-21.95,6765,-13680,YES,11280,N,-0.43
27-01-2025 14:35,-3.8,61000,0,-75,0.95,0.25,16175,22875,Y,-3975,Y,-1.01,22827,22823.2,22835,22817,0.35,475625,725,200,0.35,0.4,27175,41125,Y,-25225,Y,-0.26,-1,150850,0,25,-1,-1.05,27775,-2350,Y,-2025,YES,0.46,3.95,10500,-105,30,1.8,-6,6210,405,N,18405,N,-0.29
