last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
17-01-2025 09:15,-52.55,347250,0,-625,-44.85,-46.75,18850,156125,N,94675,N,-44.1,-31.35,3798300,75,525,-29.6,-29.8,38775,500100,N,153675,N,-21.34,29.3,2317500,375,75,29.3,29.3,43200,44475,N,23475,N,16.16,-51.25,89595,0,105,-47.85,-47.25,9135,-4245,N,23970,N,-41.09
17-01-2025 09:20,15.15,218225,-5325,0,12.4,15.7,19500,3600,N,23550,N,-6.42,3.95,3047925,75,0,4.15,4.15,42975,166875,N,111900,N,-3.78,-16.5,1565475,-75,675,-17.45,-17.35,42075,17550,N,73800,Y,2.3,-76.05,80175,15,-105,-82,-78.25,9795,19980,Y,-12315,Y,-32.97
17-01-2025 09:25,26.85,94825,50,0,27.65,26.45,15050,17600,N,21550,N,1.56,10.15,2973900,75,600,10.4,10.55,38550,27525,N,24525,N,0.57,-18.6,1876050,1125,225,-19.2,-19.25,39375,35625,N,48150,N,-4.56,-1.85,49605,-30,15,-10.85,-2.15,9825,2310,YES,10770,YES,-13.83
17-01-2025 09:30,4.8,128275,-50,0,2.7,0.7,21450,6250,N,8575,N,2.56,-1.75,3040575,-300,450,-1.8,-1.8,38325,-17700,YES,100650,YES,0.28,-6.35,1959300,375,450,-6.1,-6,41475,62250,YES,81675,Y,-5.02,12.3,44205,-75,-15,9.6,0.15,8745,-12915,YES,18405,N,-9.9
17-01-2025 09:35,-30,87950,-200,525,-32.25,-34.05,20700,2325,YES,323725,YES,0.06,-9.8,2272800,0,-75,-10.1,-10.15,44175,-47550,YES,38625,N,-0.55,17.95,2199000,3375,225,17.95,18.1,39375,29025,N,-18525,YES,-1.62,-166.05,157980,75,-30,-166,-162,10560,-8820,N,6360,N,-61.52
17-01-2025 09:40,-6.95,125075,-425,0,-5.4,-5.05,23475,-9225,YES,-15650,Y,-2.54,-4.65,2108700,-375,1200,-4.75,-4.8,45375,14550,Y,60225,YES,-1.56,3.6,1816200,0,-75,4.5,4.6,46650,-22125,Y,3600,Y,0.92,-31.9,64800,45,0,-39.95,-39.9,11040,5430,N,-255,Y,-21.62
17-01-2025 09:45,17.15,61075,-50,-50,13,10.95,16675,77000,Y,-2750,N,-0.75,2,1901550,150,2025,1.6,1.75,42375,26250,N,42825,N,-0.94,-11.2,1428825,0,-750,-11.5,-11.7,41025,8700,YES,25350,Y,-0.1,32.25,40710,-60,0,31.85,22.6,9315,8955,N,-26085,Y,-12.58
17-01-2025 09:50,9.2,46825,-75,0,11.2,12.7,15850,44975,N,-6400,Y,0.02,4.3,1899000,1050,-150,4.05,4.15,49575,63975,Y,-2100,Y,-0.69,-9.4,1209600,0,-1425,-9.3,-9.3,42075,-11025,Y,52725,Y,-0.79,25.55,36270,0,15,25.65,24.6,8415,-2310,YES,2850,YES,-7.41
17-01-2025 09:55,19.5,51500,175,-25,16.75,14.3,14250,1275,YES,43475,YES,0.47,8.3,1992750,-450,-150,7.75,7.7,40350,41400,N,-38625,Y,-0.2,-13.15,1256325,225,-525,-12.45,-12.6,42150,-72750,Y,44325,N,-1.52,35.9,21120,120,-90,35,35.6,8610,22995,Y,-19905,Y,-3.1
17-01-2025 10:00,-4.25,58950,75,1500,-4.25,-7.6,16400,8450,N,16175,N,0.86,-0.4,1735425,-225,-225,-0.8,-0.75,45750,-30450,YES,52200,YES,0.11,3.85,1174125,450,-300,4.35,4.5,44025,68775,YES,20475,N,-1.44,-51,23820,15,75,-59.35,-52.1,9645,7020,N,48195,YES,-3.92
