last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
16-01-2025 09:15,4.5,261650,825,0,4,3.95,19675,31550,N,-53600,N,1.71,-3.35,14312850,-13050,7950,-3.25,-3.25,50550,4110600,N,777150,N,-0.44,-9.65,3335775,675,675,-10.35,-10.1,36225,5201250,N,167925,N,-3.05,71.75,89955,15,480,70.2,62.6,8505,9255,N,25620,N,50.59
16-01-2025 09:20,-9.95,166125,-500,200,-5.55,-6.35,18900,12975,N,5600,YES,0.27,-3.15,14756025,8550,9375,-3.3,-3.25,71100,700575,N,562950,N,-1.24,1.7,5323650,375,375,2.25,2.25,44925,452400,N,124725,N,-3.57,34,124650,45,-570,25.5,32.45,10380,4785,N,15825,N,45.05
16-01-2025 09:25,8,62800,-100,2025,12.05,10,17850,4650,N,2850,Y,0.17,3.2,10950300,-10800,12000,3.05,3.05,69300,629100,N,213900,N,-0.66,-12.35,4591500,975,-300,-12.05,-12.05,43350,311475,N,217575,Y,-2.34,4.3,46680,15,555,-5.7,-7,10980,11955,N,29490,N,7.32
16-01-2025 09:30,11.5,135700,-125,-50,12,12,18450,11250,N,196875,YES,2.65,0.9,12341100,10275,-3975,0.9,0.95,83325,592350,N,313050,YES,-0.09,-2.25,4961175,-375,-750,-2,-2.05,45975,119625,N,117900,N,-2.82,115.5,104475,60,-15,120.95,114.05,11415,3660,N,19440,N,30.69
16-01-2025 09:35,-17.1,78975,0,-450,-18.5,-19.55,22275,-525,YES,18750,N,0.32,-2.95,11057325,23925,-9675,-2.95,-2.95,87750,-410400,YES,555600,YES,-0.38,13.2,5442675,4500,0,13.25,13.2,47925,42375,N,-73800,YES,-0.1,-77.6,34380,15,-450,-71.3,-75.05,9585,7335,N,9015,N,6.11
16-01-2025 09:40,-9.75,79625,175,125,-10.7,-10.15,15850,8750,N,-6600,Y,-0.96,-2.1,10011600,-4425,5250,-1.95,-1.95,86100,-216975,Y,320775,N,-0.52,7.3,6315450,1425,-75,7.25,7.35,40275,-4650,Y,34050,Y,2.13,-55.45,31905,30,15,-58.1,-59.15,12360,6600,N,10620,N,1.41
16-01-2025 09:45,-10.6,87175,50,0,-9.9,-10.6,17000,-7150,YES,5725,N,-1.49,-1.55,8010300,4800,7875,-1.5,-1.5,91425,-137100,Y,405225,YES,-0.46,7.95,5039175,-75,150,8.25,8.3,40650,-461250,Y,-119925,YES,1.83,-1.45,29010,-45,255,0.15,-1,8910,45,YES,2760,Y,-0.63
16-01-2025 09:50,-5,71625,-275,150,-6.8,-3.7,16050,14975,Y,12575,N,-1.38,-1.25,6971250,45900,-35475,-1.35,-1.35,86475,-144300,YES,-1200,Y,-0.41,8.05,4716975,-300,375,8.25,8.25,45450,-58875,YES,-94575,Y,1.92,-32.25,13695,15,-225,-18.95,-21.75,7635,-405,YES,6540,N,-0.12
16-01-2025 09:55,6.5,57225,200,75,5.65,5,16050,17100,N,-6900,Y,-1.37,1.5,8401425,50850,-47850,1.65,1.65,80100,502800,Y,-249150,Y,-0.42,-2.05,5599125,-975,0,-1.7,-1.75,40800,-171000,Y,-87000,N,2.84,36.05,26265,-75,765,38,33.65,8955,19650,Y,-5205,Y,-2.09
16-01-2025 10:00,-12.1,47725,-25,2300,-10.6,-10.1,16200,-7425,YES,13225,YES,-0.65,-1.35,9678975,-20175,32400,-1.2,-1.2,100800,-160650,YES,-47175,YES,-0.36,8.7,4434600,-150,-150,8.9,8.9,42825,43650,YES,-39075,Y,1.41,-32.05,25200,45,-690,-29.65,-19.7,9045,-2580,YES,3330,N,0.87
