last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
30-01-2025 09:15,17.45,114475,25,-75,23,19.75,21950,20550,N,52575,N,-0.12,23136.4,23153.85,23171,23127.15,-7.9,3183725,-25,100,-4.2,-4.4,18775,9256825,N,94525,N,-2.66,-19.85,5853550,150,625,-20.75,-20.8,25900,7456300,N,199075,N,-7.74,17.8,48360,0,-30,18.25,15.25,9555,-9135,N,13920,N,17.08
30-01-2025 09:20,9.6,82225,225,-1750,9.45,11.55,24900,6275,N,1150,Y,-1.75,23156.15,23165.75,23169,23130,3.05,3294575,-125,175,5,5,19950,155000,N,82625,N,-3,-5.75,4081625,0,350,-5.25,-5.25,23650,1269450,N,174825,N,-0.67,22.65,21855,0,-30,36.3,22.7,8220,6180,N,945,Y,1.68
30-01-2025 09:25,-6,88300,0,-175,-8,-9.45,19625,-14225,YES,67550,YES,5.68,23162,23156,23183,23151.7,-9.25,2903000,1275,400,-7.95,-8.05,18975,649175,Y,118850,YES,3.59,-1.75,3048750,50,-25,-2.2,-2.2,19600,1211800,N,126575,N,-2.34,-33.4,10710,195,105,-34.4,-37.35,7695,-1920,YES,3885,N,0.25
30-01-2025 09:30,22.85,246100,50,0,25.25,24.3,20075,-8050,N,5700,N,11.73,23152.4,23175.25,23205,23152.4,9.95,3359800,800,925,10.5,10.3,20750,-279050,YES,-36500,Y,4.2,-14.5,3878075,50,725,-15.15,-15.1,19675,155850,N,122325,N,-4.06,-4.1,30195,-195,120,-18.15,-6.75,9570,-1695,N,5865,N,2.33
30-01-2025 09:35,15.75,84250,-125,0,19.8,14.65,16825,9350,N,15050,N,3.37,23181,23196.75,23200,23176.8,5.15,1565925,-75,25,4.15,4.1,21075,44550,Y,75775,YES,0.88,-13.05,3061625,1250,200,-12.95,-12.95,21750,-60275,Y,131000,N,-3.47,66.55,20760,0,-15,71.5,66.55,7620,8205,N,600,Y,-0.5
30-01-2025 09:40,0.95,85225,300,-75,-2.3,0.35,17475,4275,N,10100,N,2.34,23196.15,23197.1,23205,23164.05,-4.4,2485025,-300,100,-3.95,-3.85,22850,85050,Y,54375,N,-0.25,-2.4,3312700,-875,175,-2.3,-2.3,24925,-28425,YES,8575,N,-3.29,-2.7,34290,15,45,-14.7,-7.45,10845,4365,N,-3360,Y,1.99
30-01-2025 09:45,0.9,133075,725,200,2.75,2.5,20825,-6175,YES,25475,N,5.71,23197.1,23198,23224,23193.95,-1,2433850,-275,-350,-1.4,-1.45,18075,-128425,YES,-74950,Y,1.88,-0.25,3132875,-150,-950,0,-0.05,24850,72100,YES,-36625,YES,-3,-11.4,16350,-90,-105,-12.55,-21.45,10680,-4515,YES,1920,N,1.73
30-01-2025 09:50,22.8,88150,-400,150,20.7,22.05,16800,8900,N,675,Y,3.45,23195.2,23218,23227.95,23195.2,7.9,1541400,-150,100,9.2,8.95,21300,266600,Y,47650,YES,0.86,-13.7,3287475,450,1125,-14.2,-14.15,26725,-40000,Y,93375,Y,-3.26,55.7,18810,-45,-105,50.65,38,9750,8235,N,-795,Y,1.4
30-01-2025 09:55,6.45,53925,-725,-75,5.3,7.95,14325,35000,Y,7100,N,2.07,23218,23224.45,23229.8,23211.4,4.45,1488500,25,100,5.85,5.8,19775,13850,N,-86225,Y,1.15,-1.25,2362600,275,-825,-0.85,-0.85,27300,71475,YES,450,YES,-1.85,11.15,15930,-135,0,5.65,8.15,7110,-990,YES,9600,N,3.53
30-01-2025 10:00,3.75,94325,-25,25,9.7,11.5,20075,12550,N,-19200,Y,3.78,23224.45,23228.2,23233.65,23213.45,4.05,1520400,-75,0,4.35,4.1,18100,7925,N,30800,YES,0.87,-5.45,2722375,-575,125,-5.7,-5.8,32050,-44700,Y,59825,Y,-2.54,59.85,23325,-75,-15,56.75,58.05,8025,-2595,YES,-5355,Y,8.41
