last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
13-01-2025 09:15,5.65,1292550,214200,45600,5.55,5.6,11775,-3525,N,6975,N,0.65,5.65,1292550,150,-450,5.55,5.6,15450,318975,N,-35625,N,0.48,-11.85,342825,-75,225,-11.2,-11.35,11400,-15150,N,-6300,N,0.1,0.4,38550,15,-30,-7.7,-6.25,3465,-2040,N,-3030,N,10.42
13-01-2025 09:20,-4.2,3141675,107100,68050,-3.6,-3.7,18800,53925,Y,24350,N,2.67,-4.2,3141675,-600,150,-3.6,-3.7,44850,137850,N,161625,YES,0.59,-3.2,560775,-75,300,-5.8,-5.5,38025,-2672175,Y,9675,N,-1.35,53.65,75870,-30,-45,53.45,44.25,8415,9555,N,21480,YES,21.15
13-01-2025 09:25,3.25,2990250,100175,150575,3.6,3.5,17050,-5850,YES,127100,YES,2.92,3.25,2990250,0,-1875,3.6,3.5,40125,33975,N,23550,N,0.03,-17.65,681600,150,675,-17.95,-17.45,44700,-9375,YES,21675,N,-3.24,86.45,84240,45,-15,83.2,98.25,10020,6390,N,-7365,Y,24.15
13-01-2025 09:30,-4.45,3414300,47075,68450,-4.3,-4.35,15200,31000,Y,228950,YES,2.31,-4.45,3414300,0,-1350,-4.3,-4.35,45150,14400,N,127800,YES,-0.22,13.25,724050,-75,-150,10.75,10.45,52050,3000,N,10275,N,-2.64,-53.4,48105,30,-30,-53.4,-62.2,11655,8775,N,6000,N,8.89
13-01-2025 09:35,-4.15,2001600,85150,48325,-4.15,-4.15,17800,-6850,YES,3875,N,-0.1,-4.15,2001600,-450,525,-4.15,-4.15,40875,8775,N,126600,N,-0.52,11.05,401025,300,75,11.75,11.65,47925,5850,N,-15525,YES,-0.11,-144.6,38100,-120,-75,-126.7,-128,8745,-1530,YES,11100,N,-0.36
13-01-2025 09:40,3.4,2556675,54050,70200,3.5,3.6,17450,1125,N,-9425,Y,-0.15,3.4,2556675,75,3075,3.5,3.6,52050,43425,Y,-46950,Y,-0.57,-22.6,416400,0,-300,-20.3,-20.4,43500,-15300,Y,7800,Y,-0.29,24.65,48480,0,90,40.3,38.55,8580,-675,N,780,Y,-6.32
13-01-2025 09:45,-7.6,2232225,67000,107775,-7.4,-7.4,16050,-24325,YES,18150,YES,-1.32,-7.6,2232225,1950,2100,-7.4,-7.4,51075,-14700,YES,103875,YES,-0.77,32.75,535050,-225,-150,29.65,29.7,48525,4350,N,-26025,YES,1.05,-193.45,61365,75,90,-181.1,-179.5,8805,-4140,YES,8130,N,-16.57
13-01-2025 09:50,0.25,1770150,50325,68350,0.35,0.4,18100,5200,N,-289225,N,-1.4,0.25,1770150,2025,2400,0.35,0.4,55350,9900,Y,58575,N,-0.64,-3.15,309150,225,0,-4.35,-3.8,42525,3750,N,11400,Y,0.67,2.15,33660,-60,-45,4.15,16.4,9285,8640,N,-5145,Y,-9.23
13-01-2025 09:55,2.75,1270875,42925,66800,2.7,2.7,16275,15325,N,155700,YES,0,2.75,1270875,-75,-900,2.7,2.7,49650,81900,Y,-3900,Y,-0.31,-17.45,159525,150,-150,-18.3,-18.2,32775,-6675,Y,17625,N,-0.09,84.8,26745,120,240,75.55,69.95,8805,10425,N,4740,N,-5.43
13-01-2025 10:00,37.65,151625,1100,-175,33,36.5,16875,11550,N,107475,N,1.6,12.75,4383825,-2550,-375,12.45,12.45,49950,26625,N,-243075,Y,0.19,-17,451200,0,75,-17.85,-17.95,39600,-11700,Y,8700,N,-1.28,304.6,96810,90,120,283.6,301.8,8745,150,YES,-2280,Y,16.45
13-01-2025 10:05,-14.8,63025,-75,-25,-14.05,-14.8,18925,-4500,YES,17775,N,0.83,-5.7,2150850,0,-75,-6,-6,47325,13125,N,127950,YES,0.25,7.3,196800,75,-375,9.75,9.75,36600,22425,YES,9375,N,-0.56,-55.95,30975,180,-120,-65.1,-75.65,8700,2055,N,1650,N,5.43
13-01-2025 10:10,22.6,47950,-50,-25,15.25,12,15675,11725,N,21625,N,0.73,6.95,1361700,-300,1575,3.8,3.9,47325,101325,Y,10950,N,0.14,-20.35,177450,0,75,-14.6,-14.75,41700,675,Y,13275,N,-0.69,121.15,40395,180,-30,105.35,105.95,9315,-4275,YES,-2085,Y,8.31
13-01-2025 10:15,-14.75,108650,-250,-725,-12.6,-11.1,18450,-3125,YES,10650,N,2.97,-2.8,4333125,375,-525,-2.75,-2.75,45000,-73725,YES,58350,YES,1.24,4.9,516450,-1125,0,4.15,4.35,40200,38025,YES,6000,N,-3.07,-58.25,54330,-105,-825,-69.2,-63.4,10605,675,N,10530,N,14.89
13-01-2025 10:20,24.05,47475,1000,1650,24.85,21.1,16000,-16950,YES,13900,N,1.11,7.6,2223000,375,150,8.05,8.05,48450,64650,Y,-1500,Y,0.45,-17.8,262125,-300,150,-18.45,-18.3,41025,8625,N,22275,N,-1.33,56,16125,-45,-15,64,65,7050,6330,N,-705,Y,3.65
13-01-2025 10:25,33.25,99075,0,0,33.35,37.55,15500,16375,Y,-14850,Y,3.31,12.1,3404475,-1350,-900,12.95,12.95,52800,63600,N,-138825,Y,1.23,-23.4,519225,-75,150,-24.2,-24.2,44550,-39375,Y,20850,N,-3.65,65.6,18555,15,-45,77.55,73.9,8055,16470,N,-1860,Y,4.99
13-01-2025 10:30,17.35,152075,-1275,0,17.75,17.45,22925,9225,N,-27425,Y,5.92,6.65,4263600,-2925,750,6.4,6.4,44175,69900,N,88050,YES,2.04,-11.4,484050,75,0,-11.85,-11.8,41325,9225,YES,10650,N,-3.89,33.15,29355,90,90,27.25,29.55,9345,10950,N,5100,N,9.04
13-01-2025 10:35,-24.85,88600,-575,-125,-25.5,-24.95,19525,18050,N,22950,YES,3.18,-11.1,3116475,825,1125,-11.2,-11.15,47850,-111900,YES,107175,N,1.29,15.25,445125,-150,-75,15.5,15.55,39075,36750,YES,15375,N,-3.33,-118.95,25590,60,-195,-114.6,-125.95,9060,7200,N,9915,N,6.81
