last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,High_9,Low_9,Close_9,Volume_9
24-01-2025 11:20,0.1,36325,-525,0,-1.3,0,12775,29450,Y,5975,N,0.8,-2.35,1343750,100,375,-2.45,-2.4,28525,29300,Y,58100,N,0.38,-0.55,1139375,25,900,-0.05,0,24250,36800,N,50150,N,-1.7,33,18555,-45,15,29,29.35,7875,18045,N,2250,Y,3.28,23266.5,23275.35,23254,23271.2,0
24-01-2025 11:25,6,31900,-25,-125,2.95,5.95,14225,2825,YES,1625,Y,0.74,3.45,1253825,150,-325,3.15,3.15,24725,25275,N,-27150,Y,0.36,-2.4,868725,-200,-275,-2.45,-2.5,21550,2625,Y,23750,N,-1.29,33.45,11535,0,-915,29.15,29.75,6630,-10995,YES,11595,N,2.66,23272,23279.15,23261.4,23278.55,0
24-01-2025 11:30,-5,37625,-75,-125,-0.95,-1.25,13975,-23675,YES,29200,YES,0.92,-0.5,1546575,300,175,0.6,0.75,25525,42625,N,112650,YES,0.54,2.65,998650,-525,50,1.25,1.15,24475,48625,YES,31250,N,-1.42,-77.15,15180,60,15,-60.1,-67.4,6480,-2100,N,17055,N,3.22,23278.05,23284.35,23269.35,23277.5,0
24-01-2025 11:35,-1.55,37025,50,0,4.5,-1.75,13925,4525,Y,12700,N,0.92,0.2,1329925,125,75,0.05,-0.15,24875,9350,N,-11550,Y,0.49,-0.6,887800,75,350,-0.65,-0.6,26575,18600,N,23625,N,-1.23,-19.2,12255,75,-30,-8.95,-10.85,6525,2415,N,-11640,Y,1.7,23276.55,23282.45,23269.95,23272.85,0
24-01-2025 11:40,57.75,310050,-75,0,56.4,55.45,23850,12350,N,-80825,Y,10.52,32.7,4545375,275,100,33.6,33.8,21350,59425,Y,-336325,Y,3.25,-23.9,2712425,-250,250,-24.4,-24.55,27425,-105750,Y,60000,Y,-4.51,167.25,70920,15,-45,170,167.4,7350,-7155,YES,-19995,Y,20.95,23271.8,23323.3,23269.75,23321.75,0
24-01-2025 11:45,10.05,153500,375,-1225,8,10.95,30125,4125,N,-47850,YES,5.37,0.05,2796450,-900,-50,0.8,0.7,23200,-4700,YES,71400,YES,2.15,-3.3,1840375,25,175,-4.1,-4.05,26175,26025,YES,51925,N,-3.28,-10,18165,-15,-45,-6.7,-10.3,8355,2985,N,7935,YES,4.59,23321.95,23336.95,23320.5,23333.85,0
24-01-2025 11:50,-6.6,68275,-350,-25,-3.75,-6.1,23725,21625,N,12775,YES,2.24,-4.65,1452900,1050,175,-3.65,-3.65,21250,1500,N,99525,YES,1.04,1.85,1011500,-50,425,1.45,1.65,28375,105400,YES,59225,N,-1.68,-53.05,11565,0,30,-42.55,-51.85,8280,16095,N,1830,Y,2.61,23333.15,23342.5,23328.6,23335.2,0
24-01-2025 11:55,-7.1,52725,-750,0,-12.5,-10.95,18700,38250,N,6100,N,1.62,-6.25,1709975,-75,400,-6.15,-6.15,19950,-121975,YES,13100,N,1.1,2.15,1520425,-450,-600,1.85,1.8,26550,57700,N,-3875,YES,-2.37,-0.05,14220,-30,-15,-3.85,-12.3,5670,-345,YES,7710,N,2.53,23334.35,23347.3,23323.45,23323.75,0
24-01-2025 12:00,-8.5,53625,0,0,-8.5,-10.15,15625,-4775,YES,22075,N,1.4,-4.35,1569750,-50,550,-5.9,-5.85,25150,11300,Y,30050,N,0.74,3.05,2087050,625,275,3.85,3.9,31600,-21750,Y,16475,Y,-2.7,-13.65,17490,-15,0,-21.45,-14.5,10155,10410,N,2700,Y,2.94,23323.35,23331.3,23305.8,23313.45,0
24-01-2025 12:05,-12.1,46050,-300,3550,-10.4,-12.15,15875,6200,N,6825,N,0.98,-8.15,1461500,-50,625,-8.4,-8.3,23825,-4025,YES,39850,N,0.48,7.2,2227075,-300,325,7.15,7.35,27450,-25075,Y,-22300,YES,-2.24,3.2,13005,-15,0,3.55,2.75,6240,180,YES,-1155,Y,1.77,23312.8,23313.4,23291.4,23295.4,0
24-01-2025 12:10,2.6,36625,-150,-3625,3.2,2.35,15300,975,YES,-14650,Y,0.75,3,1199325,-25,150,2.6,2.75,29375,49725,Y,27700,N,0.36,-2.95,1273850,-100,-1075,-3.1,-3.25,24175,-2050,YES,51175,Y,-1.19,46.8,9840,0,45,54.5,48.35,5535,2460,N,-17685,Y,1.89,23295.15,23305.6,23289.7,23300.8,0
24-01-2025 12:15,6.95,32600,725,150,5.85,7.5,14125,2250,N,-375,N,0.73,3.55,1706175,675,300,3.25,3.3,28975,4875,N,7950,N,0.6,-2.3,1409525,-150,-175,-2.2,-2.25,23450,24000,YES,23125,N,-1.37,29,12210,0,60,27.75,28.8,5685,13110,N,16590,YES,2.63,23300.35,23318.65,23297.7,23313.4,0
24-01-2025 12:20,1.7,20400,-800,100,0.85,1.7,13525,-3000,YES,7775,N,0.44,-0.3,793050,675,4175,-0.05,0,22400,1350,YES,12525,N,0.27,-1.7,749250,5975,-1100,-1.3,-1.35,24725,17150,N,7425,N,-0.68,-13.3,6390,-135,0,-13.65,-13.2,5535,2055,YES,-7350,Y,1.31,23313.35,23316.25,23306.55,23314.15,0
24-01-2025 12:25,-16.15,29250,-175,-175,-13.25,-14.1,11850,-10125,YES,7425,N,0.53,-8.7,1738450,-300,100,-9.9,-9.9,23450,-67325,YES,-7000,Y,0.42,6.65,1679125,1025,350,6.65,6.75,26425,9925,N,-61375,YES,-1.31,-42.3,12255,-30,0,-48.65,-44.55,6480,-2415,YES,-150,N,2.55,23313.15,23319.4,23288.75,23295.5,0
24-01-2025 12:30,-21.1,43025,50,175,-20.25,-18,13825,-9875,N,34175,YES,0.63,-11.45,1422475,425,175,-10.3,-10.1,25375,-44275,Y,33050,YES,0.18,10.35,2054750,-25,375,9.45,9.4,26775,44025,YES,-58175,N,-1.27,-55.9,11310,-15,30,-66.65,-59.95,6150,1215,N,-9675,Y,1.33,23294.15,23296.9,23273.25,23273.25,0
24-01-2025 12:35,-38.65,169750,-25,-150,-44.75,-45.45,22075,-15650,YES,5650,N,0.64,-22,2678450,-250,-200,-22,-22.25,27300,-78975,YES,27075,N,-0.31,20.95,3748425,-200,-250,21.15,21,23250,-78325,Y,-175750,YES,-0.7,-87.95,48105,0,0,-79.7,-76.4,8130,-5700,YES,-8235,N,2.01,23272.45,23274.1,23230.9,23234.85,0
24-01-2025 12:40,-28.1,85450,500,1725,-29.05,-28.35,17475,-27425,YES,108650,YES,-0.16,-8.25,1795050,-225,-525,-8.25,-8.3,23700,1675,Y,13625,N,-0.49,19.55,2404250,75,-25,18.45,18.5,22675,-29475,YES,-103525,Y,0.24,-48.65,17640,15,-45,-31.05,-32.85,7515,9075,N,1680,N,0.26,23234.7,23237.9,23211.8,23213.55,0
24-01-2025 12:45,9,121700,-275,-1475,10,7.3,20825,19675,Y,3225,N,-0.72,3.05,1752800,300,-175,2.75,2.75,25000,106425,Y,50150,YES,-0.54,-7.8,1651675,475,250,-7.3,-7.25,22225,-36300,Y,19125,Y,0.44,30.45,20445,-30,-15,33.2,30.15,10095,-1440,YES,6540,N,-0.09,23213.5,23224.15,23195.8,23218.95,0
24-01-2025 12:50,-8.8,50600,-50,-350,-8.3,-10.95,12600,10425,N,1125,Y,-0.25,-5.15,1348400,125,800,-5.5,-5.45,26150,-32450,YES,43550,N,-0.42,5.3,1302600,0,-175,5.6,5.6,27625,-9700,YES,-23075,YES,0.3,-47.05,14700,30,15,-44.35,-41.55,7095,-2280,YES,375,Y,-0.28,23218.65,23229.6,23200.5,23216.45,0
24-01-2025 12:55,-0.45,35025,50,25,-0.1,-0.45,14250,975,YES,14075,N,-0.12,-2.1,983050,125,-375,-0.25,-0.25,25975,-16900,N,38650,N,-0.29,2.3,763375,50,550,2.45,2.55,23250,-38050,Y,-20000,N,0.14,-23.35,13410,-30,-15,-14.25,-14.4,6885,27450,Y,-2655,Y,-0.3,23216.05,23236.5,23212.75,23219.65,0
24-01-2025 13:00,-40.1,104375,0,25,-36.4,-36.2,12000,-20525,YES,9750,N,-1.14,-13.25,1733450,175,275,-13.5,-13.5,24000,-56850,YES,69450,YES,-0.7,20.8,1512725,-25,-250,21.5,21.35,23325,21175,YES,-83325,YES,0.64,-44.35,33645,0,0,-47.7,-47.25,9495,-30015,YES,14775,N,-2.05,23218.3,23218.55,23180.8,23183.35,0
24-01-2025 13:05,5.85,103750,0,-25,7.5,5.7,17750,16975,Y,19775,N,-1.58,0.35,1667425,550,-225,0.4,0.35,25100,59150,Y,-1000,Y,-0.86,-0.5,1401575,50,-225,-0.9,-1.15,26450,-13075,Y,27900,Y,0.95,7.95,35070,0,-15,9.15,12.5,9075,8145,Y,12195,N,-3.37,23183.45,23183.7,23164.85,23179.55,0
24-01-2025 13:10,32.35,93050,575,-50,34.6,33.7,20700,6150,N,8975,N,-0.67,9.6,1777175,-200,-500,10,10,27825,79050,N,10025,N,-0.63,-21.85,1180800,-275,-100,-22.9,-23.05,23600,-38650,Y,-8300,YES,0.36,21.65,14145,0,0,33.25,24.65,7635,12600,N,-2220,Y,-0.45,23179.7,23228.1,23175.4,23216.5,0
24-01-2025 13:15,-27.8,41900,-575,100,-30.8,-30.5,13175,-3300,YES,5225,N,-0.39,-9.1,1222300,-75,-250,-8.9,-8.9,27450,-9125,YES,3425,N,-0.46,20.7,1015500,-150,-400,21.05,21.05,28100,4725,YES,-8100,N,0.39,-62.55,14250,30,-135,-67.2,-61.4,5715,-9660,YES,3855,N,-1.03,23214.7,23214.7,23175.7,23183,0
24-01-2025 13:20,-10.5,32825,100,-25,-8.95,-8.95,12300,25225,Y,17700,N,-0.42,-2,748625,325,100,-2.4,-2.4,23400,24500,Y,12775,N,-0.33,2.9,688400,150,25,3.4,3.55,24050,-12550,Y,-12000,YES,0.37,-11.55,49485,0,0,-24.25,-20.45,7410,8760,N,-4080,Y,-4.54,23182.45,23189.2,23170.8,23175.5,0
24-01-2025 13:25,9.3,33750,-100,-25,13.5,10,13525,3200,N,46100,YES,-0.36,4.7,705800,250,-25,4.8,4.85,24425,42050,N,26050,N,-0.29,-10.4,447700,-150,-200,-10.85,-10.85,26575,6150,N,13375,Y,0.2,30.4,13425,0,-15,30.4,23.65,6840,-2790,YES,2970,N,-1.12,23175.05,23195.4,23175.05,23193.9,0
24-01-2025 13:30,-19.25,66700,50,50,-18.55,-13.5,12925,21925,N,3300,N,-0.94,-6,1558800,-50,-125,-6.35,-6.4,26375,-106475,YES,63100,YES,-0.71,7.85,778025,-400,-100,7.65,7.55,22875,-17675,Y,-8025,YES,0.43,-20.3,22095,0,15,-24.1,-20.35,6450,810,N,-960,Y,-2.37,23194.85,23198.05,23154.5,23165.2,0
24-01-2025 13:35,-4.15,64850,175,500,0,-2.05,17500,16725,N,2150,Y,-0.99,-0.15,1115275,175,500,-0.3,-0.1,23850,-31050,Y,26675,N,-0.52,2.5,714825,-25,-1750,2.5,2.55,23600,7300,YES,-10975,YES,0.45,13.65,10575,0,-15,18.8,13.6,6195,1155,N,45,N,-0.93,23165,23166.85,23141.9,23158.05,0
24-01-2025 13:40,2,78575,-225,-525,2,0.95,12250,17050,N,-2775,Y,-1.11,-0.3,668725,-375,1150,0.7,0.9,24825,37850,Y,6025,N,-0.3,0.75,393450,-125,0,-1.25,-1.1,22025,-12125,Y,-5725,N,0.22,-9.6,6180,105,30,-5.85,-10.15,4740,1365,N,1770,N,-0.51,23157.7,23164.35,23141.7,23155.9,0
24-01-2025 13:45,-0.85,53300,-150,-75,1.95,-0.8,15025,9375,N,350,N,-0.68,2.45,691325,-100,175,2.95,2.85,25725,-925,YES,-32950,Y,-0.3,-3.1,257025,-200,75,-3.55,-3.55,25850,6750,N,9450,N,0.14,10.05,6180,-45,0,0.1,9.65,5580,8190,N,-2655,Y,-0.52,23157.05,23163.8,23147,23163.25,0
24-01-2025 13:50,14.3,94725,0,50,16.95,17,12375,-2300,YES,3025,N,-0.86,3.45,1294975,-300,-100,3.65,3.7,24400,40950,Y,46150,YES,-0.46,-10.6,618250,-150,200,-10.05,-10.15,26200,-14100,Y,7475,N,0.23,39.95,13395,0,-30,47.15,48.5,6495,-8970,YES,795,N,-0.59,23163.1,23190.5,23161.8,23186.25,0
24-01-2025 13:55,-19,24650,-50,25,-16,-15.85,10125,-11075,YES,5525,N,-0.26,-7.65,939000,-25,175,-6.9,-7.1,25400,-55200,YES,37475,N,-0.37,12.9,366750,300,-300,11.7,11.55,22775,14275,YES,-16750,YES,0.16,-69.65,11100,0,15,-76.45,-68.1,6270,5565,N,-2745,Y,-0.83,23185.8,23190.15,23171.7,23175.25,0
24-01-2025 14:00,34.1,39975,-150,25,33.7,32.05,11925,33850,Y,-31275,Y,-0.43,13.25,1117350,300,75,12.6,12.6,25925,35650,Y,-161100,Y,-0.43,-23.85,520275,-100,-75,-24.4,-24.45,26350,-36225,Y,-2425,N,0.23,58.35,5280,75,-45,53.35,60.2,4710,31830,Y,-14370,Y,-0.48,23172.8,23201.5,23160.3,23201.5,0
24-01-2025 14:05,-35.75,51850,50,-2650,-37.5,-35.75,13725,-26775,YES,7450,YES,-0.33,-17.45,2157825,125,-25,-16.7,-16.75,23925,-40450,YES,110175,YES,-0.71,28.65,890900,175,475,26.25,26.4,25775,33975,YES,-3925,YES,0.23,-54.9,18795,15,0,-59.15,-66.05,6945,-3645,YES,15645,YES,-1.16,23201.95,23213.75,23166.75,23167.85,0
24-01-2025 14:10,-29,100150,-400,-50,-27.4,-26.45,11725,-30550,YES,15600,N,-1.51,-8.55,1571700,3025,1375,-7.8,-7.8,23450,24800,Y,-63725,Y,-0.75,16.1,959700,400,-350,15.05,15.25,27850,2825,Y,-26900,YES,0.64,-92.95,50970,0,-15,-89.75,-81.5,6735,13800,N,-17070,Y,-7.24,23166.65,23169.6,23140.35,23142.25,0
24-01-2025 14:15,-7.2,117700,-125,125,-2.9,-7.5,15400,-15350,N,88250,YES,-2.32,-1.6,1701575,1050,325,-1.75,-1.65,27750,-10875,YES,25025,YES,-0.92,3.95,835525,-25,-175,3.55,3.55,20200,-11825,Y,-5775,Y,0.76,-39.15,80145,75,60,-41,-48.1,8220,9630,N,7500,YES,-13.88,23141.85,23143.3,23120.8,23138.35,0
24-01-2025 14:20,-9.25,81400,1300,0,-12,-9.2,14575,18400,Y,41075,N,-1.39,-2.95,953725,-325,-925,-3.25,-3.3,25650,-5025,N,42275,N,-0.47,6.5,378550,-175,-200,7.65,7.65,21525,275,N,6125,N,0.3,-43.85,28020,0,105,-41.6,-41.95,6675,10080,N,10470,N,-4.8,23138.05,23153.45,23128.7,23129.8,0
24-01-2025 14:25,12,39450,-1275,200,12,12.65,16100,13275,N,2575,Y,-0.67,4.25,737800,250,-250,4.65,4.75,28600,54725,Y,51450,N,-0.38,-9.25,287100,-300,150,-9.65,-9.75,21450,9200,N,25300,N,0.23,48.65,23595,-1635,15,45.85,46.05,6615,9825,N,-36300,Y,-4.09,23130.4,23144.35,23125.35,23138.85,0
24-01-2025 14:30,9.6,51475,0,-75,8.7,11.05,15850,-12925,YES,47575,YES,-0.72,1.75,1022400,-625,-500,1.85,1.75,29050,-46400,YES,900,Y,-0.46,-11,394400,125,100,-10.75,-10.85,22725,-15950,Y,-10225,YES,0.25,31.65,24765,45,0,29.2,32.05,6810,-8175,YES,-1830,YES,-3.27,23139.6,23168.6,23136.25,23153.25,0
24-01-2025 14:35,-40.6,62675,175,175,-42.55,-42.25,13750,-22425,YES,13000,N,-1.04,-12.9,1565050,700,325,-12.85,-12.8,26650,-5875,Y,7100,N,-0.81,31.85,561425,350,0,30.5,30.6,23475,9900,YES,-26125,YES,0.44,-105.55,14940,0,30,-104.85,-102.25,6405,22755,Y,-9450,Y,-2.34,23152.9,23153.25,23104.5,23105.1,0
24-01-2025 14:40,-21.65,321575,-250,125,-25.1,-23.3,20875,-35125,YES,-4500,Y,-7.83,-4.85,2166750,-775,625,-4.8,-4.8,27075,-24925,YES,-7875,Y,-1.27,18.5,855350,50,-200,16.4,16.75,21350,-9250,Y,-23950,N,1.04,-12.35,40230,15,15,-25,-16.2,8535,-4590,YES,-28890,Y,-7.72,23105.3,23112.65,23065.15,23081.35,0
24-01-2025 14:45,-29.25,85575,100,0,-29.65,-28.05,17150,-1650,Y,54725,YES,-2.05,-10.1,1354750,125,900,-9.45,-9.5,27125,-9475,N,-35525,Y,-0.82,18.45,509975,600,-500,18.4,18,23925,7925,N,-5025,N,0.65,-15.95,18270,15,0,-3.5,-10,7050,2430,N,-47355,Y,-3.37,23081.1,23085.75,23053.85,23058.5,0
