last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,High_9,Low_9,Close_9,Volume_9
23-01-2025 10:55,6.7,33175,1100,-50,4.6,6.5,13900,-2675,N,3050,N,0.55,0.75,11412075,2925,-75,0.5,0.5,77775,213750,Y,17175,N,-0.23,-3.45,16177725,-1125,-4200,-2.85,-2.9,82350,15375,N,384450,Y,-0.92,43.2,15555,15,0,53.1,54.15,7260,4035,N,4425,N,-1.14,23207.15,23215.4,23203.85,23211.9,0
23-01-2025 11:00,-7,67075,-325,-25,-8.25,-7.65,17225,-4600,YES,33525,YES,0.86,-1,7523400,1050,-2925,-1.1,-1.15,72900,390225,Y,89250,YES,-0.17,1.9,12250050,-115200,2700,2.05,2.05,81075,364275,YES,203775,N,-0.62,-22.15,6750,0,-15,-22.9,-33.15,5295,630,YES,27540,YES,-0.32,23216.7,23221.3,23205.35,23208.85,0
23-01-2025 11:05,20.5,29625,0,100,23.3,23.1,11900,10700,N,-7125,Y,0.49,12.2,15585300,-2625,1875,12.05,12.1,64725,311100,N,-754200,Y,0.02,-7.85,25658625,-375,2325,-7.7,-7.75,85125,-1319550,Y,256425,Y,-1.44,76.15,12690,60,60,78.15,92.55,5250,4065,N,-3570,Y,0.21,23208.5,23232.55,23205.55,23228.5,0
23-01-2025 11:10,-8.5,15925,-100,3350,-7.95,-7.5,12900,-100,YES,14825,YES,0.33,-4.55,9184200,-2250,-150,-4.2,-4.25,65850,-288375,YES,646350,YES,0.11,1,12033675,-5475,5550,0.9,0.9,100275,1057500,YES,397125,Y,-0.7,-75.7,8940,0,-15,-64.9,-68.55,7710,4095,N,3840,N,0.06,23229.35,23231.8,23222.35,23223.75,0
23-01-2025 11:15,0.95,33000,50,-2825,-2.6,0,18825,4325,N,-1325,Y,0.45,-1.1,11402625,-375,300,-1.2,-1.2,66450,316575,Y,-30300,Y,-0.07,-0.9,15506400,9225,-3675,-0.85,-0.8,90075,-155100,Y,319425,N,-0.79,41.75,10755,105,75,38.15,37.2,7230,-5520,YES,-1140,Y,-0.55,23223.15,23224.95,23213.5,23223.3,0
23-01-2025 11:20,-2,13800,0,-300,-0.45,-2.2,11825,-2100,YES,1225,N,0.21,-3.25,6905775,375,-150,-3.3,-3.3,77250,148125,N,180075,YES,-0.04,0.95,10207425,4875,-8325,0.65,0.65,99375,742050,YES,348675,Y,-0.5,-43,13155,-105,-30,-37.6,-37.25,5880,-1365,N,4260,N,-0.29,23223.35,23226.85,23214.55,23219.7,0
23-01-2025 11:25,1.2,12225,-50,850,2.9,0.75,14050,1850,N,-1650,Y,0.18,2.4,4397550,2100,3300,2.5,2.55,73125,221400,Y,-72225,Y,-0.03,-2.05,12094200,-675,3525,-2.05,-2.05,99450,-381075,Y,314850,N,-0.58,14.05,9570,15,-105,12.55,8.95,6165,4545,N,7410,N,-0.49,23218.55,23225.9,23215.2,23225.2,0
23-01-2025 11:30,0.25,24450,-25,-1000,3.15,4.2,15175,-5500,YES,-4875,Y,0.45,1.85,8729025,-900,-825,1.35,1.3,64650,-103050,YES,88350,YES,0.02,-1.3,16409400,120225,-975,-1.3,-1.35,96900,168450,YES,331950,N,-0.82,-47.35,6615,-15,60,-38.4,-43.45,6195,2055,YES,1005,Y,-0.42,23225.65,23232.65,23225.55,23232.4,0
23-01-2025 11:35,2.4,15025,0,200,-0.1,1.45,9000,850,N,2275,N,0.28,-4.25,7376400,-1275,2925,-4.25,-4.2,54900,-24150,Y,116625,YES,0,0.55,10441500,-81525,-47925,0.5,0.5,116400,918900,YES,-310575,YES,-0.49,-26.6,16635,-375,-60,-17.8,-18.65,7215,-1770,YES,1725,N,-1.82,23231.9,23238.6,23230.45,23232.45,0
23-01-2025 11:40,-16.65,43100,-25,225,-15.55,-14.25,13225,-6450,YES,-1775,Y,0.45,-7.3,14017650,-10500,-525,-6.95,-7,51075,-370050,YES,161025,YES,-0.29,2.1,19573725,-13275,2250,1.95,1.95,104550,216900,N,155025,Y,-0.78,-58.35,27225,0,75,-55.75,-59.25,8370,-6810,YES,2025,N,-4.46,23231.15,23236.75,23216.4,23221.9,0
23-01-2025 11:45,-14.35,36925,225,-175,-12.9,-13.95,16150,-8500,YES,-4675,Y,0.26,-6.6,11041125,900,1725,-6.9,-6.85,63000,-504675,YES,114375,N,-0.33,2.1,19980825,2850,-5250,2,2.05,85950,-106950,Y,-300225,YES,-0.66,-31.65,25440,120,-75,-32.5,-38.3,7080,-4365,N,-9390,Y,-5.21,23221.55,23227.55,23201.5,23202.75,0
23-01-2025 11:50,2.55,87375,-425,575,8.4,6,19375,46825,Y,-3250,N,0.35,3.7,11998350,-20925,3225,3.9,3.95,73725,978450,Y,105675,N,-0.43,-1.3,21765750,3000,-7125,-1.3,-1.35,83625,426450,YES,893475,Y,-0.58,40.1,20070,0,-30,33.5,34.2,8175,6555,N,-2730,N,-4.47,23201.85,23212.75,23201.05,23205.7,0
23-01-2025 11:55,12,19025,0,600,11.15,12,12600,9500,N,350,N,0.16,8,13794825,3975,-1350,8.2,8.3,81300,142725,N,-399525,Y,-0.23,-3.15,21261000,1200,16125,-3.2,-3.2,111975,-4575,Y,590700,N,-0.64,30.95,8565,-15,15,35,28.5,7095,3030,N,2790,N,-1.13,23205.25,23223.65,23204.8,23217.6,0
23-01-2025 12:00,-1.2,16625,-75,-1000,-1.25,-2,9275,-3175,YES,2425,N,0.16,-2.3,8167500,-5100,-1425,-2.15,-2.2,88125,-76800,YES,120675,YES,-0.11,0.2,11280300,1275,-7275,0.25,0.25,106200,423450,YES,301050,N,-0.34,-49.15,7485,-15,45,-37.1,-38.8,7065,-4590,YES,-3510,Y,-1.3,23217.5,23222.2,23212.25,23214.2,0
23-01-2025 12:05,6,26625,-25,-825,5.35,6,8775,3725,N,3500,N,0.24,4.55,7944975,-4425,2625,4.1,4.1,78525,83025,Y,-252450,Y,-0.06,-1.25,12008175,3750,14850,-1.15,-1.15,116925,-390675,Y,742275,Y,-0.36,1.2,7305,585,-225,9.95,1.45,6105,10455,N,2880,N,-1.27,23214.4,23224.85,23214.4,23219.8,0
23-01-2025 12:10,8.5,22250,-25,-450,9.45,8,14650,1350,YES,625,Y,0.25,5.75,11445600,-600,-1575,5.6,5.6,88575,218925,Y,-366900,Y,0.02,-0.55,16269525,-41475,13800,-0.6,-0.6,103950,-174225,YES,-299700,YES,-0.49,14.8,12915,-2580,0,11.55,20.3,6570,-765,YES,3510,N,-1.96,23219.05,23233.5,23217.8,23232.75,0
23-01-2025 12:15,17.3,46575,-75,250,16.55,18.05,13250,-4075,YES,-11575,Y,0.66,19.9,20825175,1725,-1275,21.25,21.35,90150,-203550,YES,-1497075,Y,0.49,-1.75,23402850,23925,-27000,-1.75,-1.75,108525,-1215525,Y,87075,Y,-0.67,83.2,14220,0,60,77,82.95,6705,-1020,YES,-2895,Y,-1.42,23232.1,23254.25,23220.1,23252.95,0
23-01-2025 12:20,4.2,61550,0,200,4.95,5.2,15925,2625,N,-18050,Y,1.3,0.95,17631300,2325,-300,0.85,0.95,70050,-266100,YES,156450,YES,0.9,-0.5,24085575,9600,9450,-0.5,-0.5,120900,386325,YES,-379275,YES,-0.7,3.45,25245,105,60,-4.9,-1,6675,15810,N,14040,N,-0.95,23252.1,23260.35,23244.15,23250.15,0
23-01-2025 12:25,-1.1,31350,300,775,0.95,2.75,13250,-500,YES,4450,YES,0.65,-0.8,8213100,1500,-3000,-0.65,-0.7,73950,67125,Y,84450,N,0.32,0.05,12999150,39825,-900,0.05,0.05,126675,427275,YES,-46275,Y,-0.36,-3.9,4770,-105,-30,0.45,-4.15,5235,2565,YES,12720,N,-0.18,23251,23254.3,23240,23252.05,0
23-01-2025 12:30,19.95,149250,-2275,-900,14,19.45,18950,1850,N,-62500,Y,3.7,2.9,10013850,150,-600,2.85,2.9,54675,-223350,YES,107475,YES,0.5,-1.55,21914025,-26025,62400,-1.5,-1.5,129225,-279000,Y,-327825,YES,-0.61,66.45,17535,-105,120,71.45,66.45,6450,855,YES,-870,Y,0.66,23251.5,23270.8,23249.8,23264.55,0
23-01-2025 12:35,-2.4,34825,50,-75,-5.55,-8.1,12650,-11250,YES,7375,YES,0.8,-6.9,5913225,-2100,-300,-6.8,-6.9,47475,-269025,YES,161175,YES,0.24,0,10625700,81675,-45375,0,0,109425,375150,YES,105300,Y,-0.29,-38.45,9390,0,0,-48.8,-42.2,5985,-2775,YES,2295,N,0.17,23263.95,23267.25,23258.05,23258.05,0
23-01-2025 12:40,-11.75,40775,-75,2150,-9.6,-11.5,12800,92325,Y,4100,N,0.78,-5.2,6966375,2250,525,-5.25,-5.25,70800,-104625,Y,102975,N,0.18,-0.55,12228600,-52275,-5325,-0.55,-0.55,112875,-626850,Y,476325,Y,-0.32,-36,12345,-135,45,-21.35,-21.95,6135,-240,N,-1410,Y,-0.1,23258.2,23262.9,23250.45,23254.4,0
23-01-2025 12:45,-6.45,37525,-25,-1700,-5.4,-2.45,13450,3275,N,-875,Y,0.61,-3.9,7548000,2400,-300,-4.35,-4.35,78000,174375,Y,34275,N,0.11,0.3,13653450,54975,-51225,0.3,0.3,124125,473100,YES,71700,N,-0.35,6.65,10620,90,-90,-9.3,-8.4,5865,-60,N,-1740,Y,-0.31,23253.4,23257.4,23244.95,23249.15,0
23-01-2025 12:50,-13.2,31525,-200,-25,-13.2,-16.4,12825,-2275,YES,2400,N,0.39,-9.25,12682950,-3225,-3375,-9.45,-9.6,70350,-113175,YES,25950,N,-0.01,1.15,24761475,-900,-23700,1.1,1.1,119700,581025,YES,-435750,YES,-0.54,-91.6,19245,-105,-15,-76.2,-82.6,6615,-5220,YES,5775,N,-1.45,23249.75,23251.65,23232.15,23233.55,0
23-01-2025 12:55,14.7,41300,-300,550,11.45,13.7,16650,8625,N,1900,Y,0.54,6.7,8161050,-1500,750,6.6,6.6,56925,253950,Y,-73650,Y,0.02,-1.15,16053975,-225,900,-1.15,-1.15,127575,31875,N,727500,Y,-0.35,65.6,6420,0,15,64.9,65.9,6780,1350,N,-1755,Y,-0.54,23233.7,23248.35,23232.1,23245.6,0
23-01-2025 13:00,0.6,18200,25,0,-1.05,1.15,10625,-2800,YES,-775,Y,0.25,1.05,6860250,2475,-975,1.25,1.25,54375,368325,Y,143025,YES,0.03,-0.35,11606850,-34650,28875,-0.3,-0.3,146775,-608625,Y,283650,N,-0.24,-4.2,3300,0,-45,-8.95,-1,5115,1935,N,915,N,-0.2,23244.75,23251.1,23238.7,23247.15,0
23-01-2025 13:05,-2.05,13875,25,125,0.15,-2.6,8150,900,N,1375,N,0.19,-2.65,5217225,225,-2400,-2.75,-2.85,55425,-20700,YES,164400,YES,0.03,0.4,8341575,53175,-22950,0.35,0.35,117750,682275,YES,139500,N,-0.17,15,2640,-135,210,24.65,18,4740,675,YES,1065,N,-0.1,23246.95,23251.1,23242.05,23244.95,0
23-01-2025 13:10,2.85,11100,0,100,2.95,3.65,9150,1125,N,950,Y,0.16,-0.9,4003200,-450,-2250,-1.05,-1.1,59025,-30525,YES,78450,N,0,-0.15,9087450,20100,-13425,-0.1,-0.1,123900,128400,N,280500,Y,-0.18,42.8,6855,0,-210,41.9,39.25,5835,630,YES,-2175,Y,0,23247.35,23247.45,23239.2,23244.55,0
23-01-2025 13:15,-3.1,17300,-125,-50,-6,-4.75,10150,-375,YES,5175,N,0.24,-1.55,3857175,-2475,2100,-1.45,-1.45,64500,-28875,N,43125,N,0,0.35,8998950,31350,-20250,0.35,0.35,110250,600600,YES,-185550,YES,-0.18,-37.05,4305,-90,-60,-30.5,-25,4935,-810,YES,2160,N,-0.02,23245.3,23248.65,23239.25,23239.7,0
23-01-2025 13:20,4.6,19925,500,25,7,4.2,10025,125,N,-4700,Y,0.29,1.05,4970475,-1575,-2925,0.75,0.7,66750,141150,Y,-49650,Y,0.01,-0.85,14244675,36750,-20025,-0.8,-0.8,131250,-230250,Y,114900,Y,-0.28,43.65,6255,-45,0,39.25,26.3,7410,2535,N,-975,Y,0.11,23239.55,23249.3,23238.95,23245.7,0
23-01-2025 13:25,-7.1,10100,-325,300,-6.75,-6.8,11425,475,N,5150,N,0.13,-4.05,6927750,2325,825,-4,-4,78975,-90150,YES,213900,YES,-0.04,0.2,14630775,55275,-71025,0.15,0.15,126825,-270300,Y,-29475,YES,-0.27,-10.25,5550,-30,0,-13,-10.25,7110,-465,YES,-1575,Y,0.02,23245.6,23248.45,23236.3,23242.3,0
23-01-2025 13:30,-0.25,15700,0,1100,-3.85,-1,9900,-675,YES,-175,Y,0.18,-2.4,8744025,375,-2700,-2.45,-2.45,89175,-180300,YES,2100,Y,-0.09,0.75,20798025,-12375,-2025,0.8,0.8,152925,621375,YES,-85425,YES,-0.35,-37.6,6210,0,-15,-46.7,-45.75,6615,-1200,YES,1050,N,-0.2,23241.85,23245.8,23229.9,23233.6,0
23-01-2025 13:35,11,11525,0,0,10.75,10,12675,550,N,-2850,Y,0.15,7.6,8445150,-225,3300,7.3,7.35,71475,85200,Y,-336750,Y,-0.02,-1.85,24535125,33900,43950,-1.85,-1.85,129750,-510150,Y,621225,Y,-0.42,41.5,4425,-30,15,49,40.05,7635,180,N,7275,N,-0.07,23233.6,23249.35,23232.2,23248.75,0
23-01-2025 13:40,10.3,22025,0,50,9,9.8,14725,4500,N,3400,N,0.36,1.6,8178375,-225,-975,0.9,0.9,69000,123600,Y,115050,YES,0.02,-0.45,17668725,96375,63375,-0.4,-0.4,121575,-228750,YES,226725,N,-0.31,62.25,19155,450,15,63,62.3,6210,1155,N,-3585,Y,1.16,23248.65,23254.05,23244.9,23252.05,0
23-01-2025 13:45,0.2,17300,-100,25,0,-1.65,11925,-1225,YES,12200,N,0.3,-4.9,6874200,-375,3225,-5,-4.95,66300,-270525,YES,330975,YES,-0.01,0.2,13867650,-1275,-5250,0.2,0.2,124575,755550,YES,-606225,YES,-0.23,-4.1,27915,-120,45,-12.3,-12.05,8910,4875,N,6360,N,1.8,23251.95,23255.55,23246.65,23253.5,0
23-01-2025 13:50,-4,14375,100,100,-3.45,-1.05,13050,-400,N,1625,Y,0.24,-5.4,7609350,600,-225,-5.6,-5.5,66750,-585300,YES,155100,N,-0.05,0.45,17240700,-45225,-59250,0.45,0.45,130500,534225,N,-612825,YES,-0.28,-29.3,5175,15,-75,-34.15,-29.3,5640,-120,YES,2205,Y,0.25,23252.9,23256.65,23248.65,23250.75,0
23-01-2025 13:55,-0.6,31325,-125,-1775,-2,-2.5,16950,-250,N,-5450,Y,0.44,-1.1,14944725,-2550,3600,-1.45,-1.5,76125,415275,Y,-165525,Y,-0.26,-0.25,37035600,10200,-4950,-0.2,-0.2,143325,-340050,Y,709800,Y,-0.52,12.6,5640,0,-15,19.1,11.95,7005,-5490,YES,2145,Y,0.12,23252.4,23253,23237.95,23250.9,0
23-01-2025 14:00,-17.15,97800,125,-175,-16,-13.2,15600,-1950,YES,950,N,0.94,-4.4,10308150,-2025,1050,-4.25,-4.3,68550,731250,Y,157350,YES,-0.19,1.25,31857675,62550,-31425,1.15,1.15,135075,1168500,YES,-296925,YES,-0.41,-116,25575,-15,0,-115,-114.35,8850,3180,N,-2760,Y,-1.49,23248.85,23254.55,23231.4,23233.5,0
23-01-2025 14:05,4.95,44700,-50,-25,0,0.05,12450,6225,N,-6975,Y,0.45,-3.35,16402875,-1500,-2250,-3.6,-3.7,64800,-627525,YES,137100,N,-0.39,-0.3,45033825,-47625,-25950,-0.25,-0.25,133725,-847875,Y,-83925,Y,-0.5,15,11550,15,105,8.6,12.4,8655,6120,N,14025,N,-0.83,23234.3,23241.6,23225.55,23232.2,0
23-01-2025 14:10,5.15,11775,1050,-25,5.65,1.8,11550,-275,YES,1300,N,0.12,0.3,13147200,-375,0,0.6,0.55,78900,186150,Y,116550,N,-0.27,-0.45,34461750,-16650,102600,-0.45,-0.45,159675,1133550,YES,753075,Y,-0.38,-2.25,9075,-75,2490,17.85,15,9195,-2565,YES,-1230,Y,-0.55,23232.7,23248.1,23226,23239.95,0
23-01-2025 14:15,-9.1,20950,-1075,50,-8.95,-3.95,13975,-4700,YES,3400,N,0.21,-2.65,10760700,-1725,-1125,-2.65,-2.7,79725,-230925,YES,307800,YES,-0.24,0.4,24616350,10725,-38700,0.35,0.35,139125,320325,N,-141825,YES,-0.27,-11.75,4350,75,-75,-3.25,-11.75,6360,1455,N,-4860,Y,-0.23,23241.9,23246.7,23235.45,23240.2,0
23-01-2025 14:20,-7.1,51825,-25,75,-6.2,-9.45,20150,9075,N,2700,Y,0.35,-5,27859500,4500,-3600,-5.2,-5.2,87150,-13425,Y,-117075,Y,-0.88,0.45,54338400,-21900,51000,0.5,0.5,152625,624600,YES,-188625,YES,-0.5,-35.05,20250,-45,-120,-37.75,-40.05,6855,6840,N,5670,N,-1.9,23241.65,23244.9,23223.4,23226.5,0
23-01-2025 14:25,0.55,36825,-100,-125,1.5,1.3,15500,6850,N,-11425,Y,0.18,2.5,22190925,2400,-3225,2.7,2.75,74175,1246200,Y,-218025,Y,-0.64,-0.75,46601625,-71025,40875,-0.7,-0.7,155625,-829500,Y,1009350,Y,-0.39,0.85,7725,105,-105,5.35,7.25,7560,2070,YES,-7095,Y,-0.59,23227.25,23233.9,23215.4,23224.75,0
23-01-2025 14:30,14.05,24075,-125,200,12.15,12.05,11525,23400,N,-3000,N,0.18,8.25,21489450,1650,-525,8.25,8.35,82725,-159375,YES,-414075,Y,-0.39,-1.5,52780050,35025,143550,-1.45,-1.45,143250,-1450950,Y,563700,N,-0.49,42.95,9645,-105,-30,29,26.65,7755,7470,N,-7365,Y,-0.59,23224.95,23235.95,23222.7,23234.95,0
