last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
20-01-2025 09:15,-34.95,137275,-200,-175,-30.9,-31.3,18325,24275,N,30700,N,-16.7,-3.65,2748900,300,-75,-3,-3.2,34500,414225,N,241200,N,-4.82,24.55,2486175,0,375,24.4,24.35,32025,105150,N,36675,N,11.02,14,49665,0,-585,33.05,14,9195,25545,N,30810,N,-35.2
20-01-2025 09:20,-12.2,100025,50,175,-12.9,-16.3,20075,35500,N,7275,N,-9.05,-4.65,2631750,150,-150,-3.35,-3.5,39150,-1408350,YES,142950,N,-2.35,17.35,1788525,-300,-75,14.6,14.65,38250,-412200,Y,6525,N,8.27,46,45225,-60,60,40.75,45.95,9345,11940,N,28770,N,10.08
20-01-2025 09:25,0.9,99200,-200,150,5.2,4.05,16075,-18350,YES,47725,YES,-8.32,3.25,2273625,75,225,3.5,3.55,36000,148725,Y,122850,N,-1.28,0.05,1899450,75,-225,-1.35,-1.35,43950,-27150,YES,54900,Y,8.15,61.4,58815,-15,-825,62.55,65,9525,1080,YES,-6105,Y,19.85
20-01-2025 09:30,-24.5,81900,-225,-175,-26,-25.7,19900,1200,N,61600,N,-4.57,-8.35,3306450,900,-225,-7.75,-7.65,45450,-82800,YES,141075,N,-1.09,22.55,1847175,0,75,20,20,41625,12375,YES,-7050,YES,5.33,-69,38880,0,90,-50.95,-58.15,7320,765,YES,7785,N,10.56
20-01-2025 09:35,2,52925,450,0,-0.6,1.95,14650,25850,Y,11475,N,-3.98,1.25,1556550,975,900,1.15,1.15,40950,51300,Y,85875,N,-0.8,-1.95,1220550,-375,375,-1.55,-1.7,39300,-4425,Y,6300,N,3.88,22.8,13950,-180,-105,18,28.95,7950,23490,Y,-6825,Y,1.26
20-01-2025 09:40,31,77150,-400,25,30.7,35.55,19550,2100,YES,55025,YES,-2.85,9.35,2605725,-375,150,9.45,9.55,41625,-10500,YES,-51600,Y,-0.55,-25.8,1220625,-150,150,-25.3,-25.45,37725,-29925,Y,54075,Y,1.81,94.25,42765,105,75,83.05,93.55,8835,21000,N,-17790,Y,13.5
20-01-2025 09:45,0.4,56925,75,900,-2.15,-5.1,21925,2375,N,34650,N,-0.25,-4.2,2198475,-1275,-675,-3.45,-3.7,43275,54375,Y,115875,YES,0.15,2.75,877800,0,-75,1.95,1.9,38250,39525,YES,15900,N,0.25,7.7,37710,-90,15,6.15,-4,14295,4545,N,16395,YES,13.85
20-01-2025 09:50,-6,47975,-175,-850,-11.2,-11,21500,1975,YES,1425,Y,-1.35,-6.05,1945125,150,-225,-6.25,-6.25,40575,3300,N,87000,N,-0.57,5.85,1008150,675,675,5.9,5.95,36225,6225,N,-9675,YES,1,6.05,23310,150,15,-6.3,2.95,8070,2940,YES,1200,Y,4.81
20-01-2025 09:55,19.45,64200,-25,50,24.7,22.6,20775,36800,Y,12775,N,0.56,6.85,2982675,75,-1275,6.45,6.35,39450,-1725,YES,-14325,Y,0.18,-18.5,1137600,150,225,-17.45,-17.25,37200,-8550,Y,56025,Y,-0.61,28.75,12270,30,60,20.35,25,7110,-2610,YES,795,Y,3.65
20-01-2025 10:00,3.1,37550,25,0,1.05,2.6,20625,18575,N,-10325,Y,0.09,-4.5,2402700,-600,225,-4.8,-4.75,43875,675,N,127950,YES,-0.38,-5.4,974400,0,75,-4.65,-4.55,37350,-9000,Y,-9375,YES,-0.52,34.05,22770,0,-240,35.8,27.95,6915,3105,N,-9045,Y,6.41
