last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9
29-01-2025 09:15:00,-56.299999999995634,34785.0,-45.0,30.0,-42.05000000000291,-43.19999999999709,9645.0,-2565.0,N,30450.0,N,12.44999999999709,49010.85,48954.55,49014.8,48932.85
29-01-2025 09:20:00,-28.700000000004366,31050.0,0.0,45.0,-19.900000000001455,-18.349999999998545,7245.0,18630.0,Y,15765.0,N,-5.459999999999127,48954.55,48925.85,48975.95,48924.25
29-01-2025 09:25:00,-49.599999999998545,32760.0,420.0,45.0,-36.450000000004366,-44.75,7905.0,675.0,YES,18840.0,N,-15.75,48939.7,48890.1,48939.7,48876.65
29-01-2025 09:30:00,66.20000000000437,35145.0,-240.0,-150.0,52.700000000004366,60.60000000000582,7755.0,18045.0,N,-5430.0,Y,-9.200000000004366,48890.1,48956.3,48958.25,48866.4
29-01-2025 09:35:00,-12.10000000000582,23670.0,15.0,-45.0,1.3499999999985448,-11.80000000000291,12540.0,5400.0,N,9180.0,N,1.8300000000017462,48956.3,48944.2,48962.4,48914.6
29-01-2025 09:40:00,-5.19999999999709,9885.0,-15.0,0.0,-5.69999999999709,-0.1500000000014552,7575.0,-7740.0,YES,2025.0,Y,0.5600000000049477,48946.0,48940.8,48963.75,48915.0
29-01-2025 09:45:00,-28.849999999998545,19095.0,0.0,45.0,-31.19999999999709,-38.55000000000291,6240.0,5535.0,N,1905.0,Y,-1.2800000000061118,48940.0,48911.15,48960.4,48871.0
29-01-2025 09:50:00,8.69999999999709,7335.0,0.0,60.0,-0.6500000000014552,0.9000000000014552,5310.0,1920.0,YES,2040.0,N,-0.9599999999991269,48911.15,48919.85,48927.0,48886.15
29-01-2025 09:55:00,11.450000000004366,13320.0,0.0,-60.0,21.650000000001455,26.099999999998545,8205.0,16110.0,N,-7755.0,Y,-2.0100000000020373,48919.85,48931.3,48933.95,48877.0
29-01-2025 10:00:00,15.0,23805.0,105.0,15.0,9.150000000001455,16.94999999999709,9000.0,-360.0,YES,-2670.0,N,2.319999999999709,48931.3,48946.3,48981.8,48904.1
29-01-2025 10:05:00,38.64999999999418,17640.0,-15.0,-30.0,48.89999999999418,38.64999999999418,7860.0,3645.0,N,3600.0,N,1.6600000000034925,48946.3,48984.95,48985.0,48930.0
29-01-2025 10:10:00,22.35000000000582,43935.0,-15.0,75.0,27.099999999998545,27.55000000000291,11850.0,4215.0,N,7350.0,N,10.560000000004948,48984.95,49007.3,49029.0,48960.05
29-01-2025 10:15:00,-10.150000000001455,15180.0,0.0,45.0,-7.349999999998545,-9.099999999998545,7575.0,4365.0,N,-7200.0,Y,2.8700000000026193,49003.65,48993.5,49024.9,48985.8
