last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
15-01-2025 09:15,-9,158300,125,-1100,-13.75,-12.1,22025,36825,N,70300,N,-16.81,-9.05,6731250,-4650,-1500,-9.45,-9.45,34200,820425,N,566925,N,-8.28,2.65,3117825,525,-150,3.45,3.4,32700,374475,N,161325,N,2.76,-86.2,42060,-15,-75,-83.4,-82.55,7620,15795,N,23310,N,-82.34
15-01-2025 09:20,-10.9,84425,50,0,-2.65,-0.4,19750,32000,N,37175,N,-3.25,-2.7,4912275,3075,225,-2.65,-2.65,41175,138225,N,321975,N,-2.7,3.15,3280875,1200,0,3.8,3.85,38250,-1446750,Y,71925,N,3.93,-65.15,44580,-105,120,-75.35,-82.45,8760,3585,N,-10065,Y,-36.53
15-01-2025 09:25,-18.45,52725,150,0,-20.95,-20.35,17725,2100,YES,54525,N,-2.56,-7.15,5558850,675,-975,-7.25,-7.3,52725,-74700,YES,217500,N,-2.72,10.5,4267050,1275,-4425,11.15,11.25,35775,93900,YES,-12075,YES,4.04,-6.9,26355,15,-120,-15.7,-17.75,7590,8700,N,13935,YES,-17.32
15-01-2025 09:30,-27.65,73700,50,-775,-26.25,-21.35,18950,2100,N,20425,N,-6.83,-3.6,6319350,6375,675,-3.5,-3.45,56400,49425,Y,106800,N,-2.97,21.05,5216550,-450,-3750,21,21.05,42300,-55650,Y,3300,N,7.97,-61.3,29385,-105,105,-62.95,-61.35,8790,315,YES,10395,N,-20.17
15-01-2025 09:35,-4,79175,125,650,-4.8,-9.8,17550,-5725,YES,11400,N,-7.42,-1.5,4750050,-3825,-1350,-1.2,-1.25,51375,252150,Y,218400,YES,-1.82,5.45,3951000,225,-150,4.05,4,41400,-87750,Y,975,YES,5.43,-29,30870,120,-90,-25.35,-23.95,8955,3990,N,2310,Y,-24.98
15-01-2025 09:40,24,67900,2475,-175,24.45,23.25,16150,20575,Y,-4675,Y,-3.38,4.25,4611975,2550,-4650,3.9,3.9,51825,241950,N,123825,N,-1.02,-16.15,2589675,450,525,-16.45,-16.35,39975,-13800,YES,74925,Y,1.68,76.2,18750,-1635,-135,79.2,80.2,9270,8970,N,1530,Y,-6.02
15-01-2025 09:45,-16.1,79625,0,-125,-15.2,-14.55,14225,-20900,YES,3225,N,-1.63,-3.2,6818475,-1875,6900,-2.8,-2.75,57150,-51750,YES,81150,N,-0.93,10.05,3663750,75,-1125,9.3,9.3,37800,6825,YES,22950,N,0.87,-29.25,20550,-60,45,-32.2,-38,9210,-11160,YES,2025,N,-1.78
15-01-2025 09:50,24.55,49200,-100,-850,27,24.55,13625,11325,Y,30800,YES,-0.61,7.65,5289975,3675,-3000,6.8,6.8,56025,182550,Y,-157800,Y,-0.29,-23.45,2503725,-225,675,-21.65,-21.7,40725,-43125,Y,164850,Y,0.26,105.75,18735,-45,-60,103.95,101.7,7830,2415,N,-2460,Y,2.12
15-01-2025 09:55,0.3,42575,50,200,0,1.85,11475,-3175,YES,1750,Y,-0.18,-2.35,4710675,-1275,-1875,-2.25,-2.3,60075,34575,N,210525,YES,-0.19,-2.2,2044575,450,0,-2,-1.9,41100,39225,YES,57225,N,-0.35,-46.95,8640,30,-270,-39.35,-38.2,7215,6090,N,3570,N,0.88
15-01-2025 10:00,10.6,57100,-200,-25,10.6,10.1,15375,-1275,N,5575,N,0.23,0.85,6725925,-1050,5025,0.75,0.8,64050,-421950,YES,1050,Y,-0.34,-5.9,3243225,-825,300,-6.15,-6.25,40650,-35775,Y,-7950,YES,-0.83,26.1,8385,-30,-30,20.55,11.95,6945,15660,N,-8805,Y,0.37
15-01-2025 10:05,-14.3,28900,200,125,-14,-14.2,11400,3925,N,11425,N,0.27,-4.6,3357375,-5625,3900,-4.75,-4.75,58800,87300,Y,239775,YES,-0.19,4.85,1587525,450,2400,5.1,5.05,41400,128700,YES,62625,Y,-0.55,17.4,6015,45,15,24.6,21.8,5100,2010,YES,-30,N,0.9
15-01-2025 10:10,3.6,37450,1475,-25,5.8,3.6,11000,100,YES,3950,N,-0.27,-1.85,5256600,-2175,0,-1.3,-1.3,55350,81450,N,113475,N,-0.57,-2.8,3105975,300,0,-0.75,-0.8,37575,25650,N,17700,N,-0.31,47.65,10920,45,-15,37.3,40.25,5925,3330,N,-7845,Y,2.25
15-01-2025 10:15,1.4,27300,-775,750,0.15,1.45,12050,3950,N,500,Y,0.16,0.65,3629700,-2775,-4725,0.55,0.5,64275,94650,N,84600,N,-0.32,0.85,1427700,-75,-900,0.95,0.85,41325,74400,YES,42600,Y,-0.37,-31.15,14295,-60,15,-27.8,-17.2,6210,-1470,YES,22095,YES,4.36
15-01-2025 10:20,19.7,57525,-275,-650,19.35,19.05,14350,5475,N,-6600,Y,1.12,4.35,5508825,-675,525,4.05,4.05,55800,48000,N,-152250,Y,-0.19,-12.6,2694075,225,750,-12.45,-12.45,40275,-62625,Y,68700,Y,-1.23,19.25,13845,75,-15,26.6,21.1,7095,1065,N,-12075,Y,4.05
15-01-2025 10:25,-8.15,41525,-750,275,-8.45,-8.7,12550,2100,YES,-275,N,0.79,-0.75,4952250,0,-4275,-0.8,-0.85,67350,-71400,YES,61350,YES,-0.14,3.3,1745325,-750,375,3.5,3.5,41175,46275,YES,39750,N,-0.78,-49.25,7155,-30,15,-43.6,-38.35,5880,4980,N,-7920,N,1.64
15-01-2025 10:30,6.55,20750,75,475,2.15,1.15,11075,-750,YES,6800,N,0.25,-0.15,4037025,1800,4875,-0.55,-0.5,56775,18825,Y,37500,N,-0.15,-4.8,2137500,75,-450,-4.4,-4.35,40800,-116775,Y,40125,N,-0.92,47.65,9825,-15,-75,46.75,46.5,6375,3555,N,-3870,N,1.27
15-01-2025 10:35,13.4,52675,125,-375,14.4,13.05,15325,625,N,-2250,Y,1.56,3.55,6682950,825,3750,3.65,3.7,65400,277575,Y,-153750,Y,0.06,-6.7,2970075,150,1425,-6.8,-6.8,44400,112800,YES,82050,Y,-1.66,52.75,22125,45,-15,50,50.8,7695,-23985,YES,-675,N,7.95
15-01-2025 10:40,16.4,60425,-275,525,12.35,15.9,22600,4650,N,-5325,Y,1.95,8.95,9657150,1575,-1575,8.15,8.15,61800,-21900,YES,-516825,Y,0.47,-9.95,4134450,1575,750,-9.7,-9.55,44625,-122325,Y,76650,N,-2.45,13.75,8520,0,-60,18.85,16.6,6060,3060,Y,-2445,Y,3.16
15-01-2025 10:45,17.35,168625,150,-50,19.65,17.35,22200,6900,N,4550,N,7.59,12.5,17854050,1500,600,11.9,12,52200,23250,Y,-187950,YES,2.82,-6,6537675,-6675,225,-5.5,-5.5,41775,274050,YES,139500,Y,-4.26,42.8,27495,75,-45,41.35,45.5,9255,-1065,YES,-2070,N,12.15
15-01-2025 10:50,-1.15,72775,-75,-150,-3.85,-1.15,17350,-4575,YES,17900,N,2.83,-2.55,7446525,-1275,-600,-2.6,-2.6,52575,125025,Y,183000,YES,1,2.55,4083150,975,-975,2.55,2.6,42750,146925,N,30675,N,-2.21,-15,16080,180,-45,-4.95,-10.05,8730,5235,N,5430,N,7.03
15-01-2025 10:55,-8.3,53575,50,-150,-4.15,-7.85,14025,2975,N,8350,N,1.51,-4.6,6766950,-2175,1425,-4.6,-4.6,53175,-25125,YES,217725,YES,0.55,2.65,4601925,225,-1500,3,3,46050,29325,N,58125,Y,-1.91,-0.8,13185,-30,150,11.85,5.85,7905,495,YES,1920,Y,4.85
15-01-2025 11:00,-33.05,99725,-75,-200,-34.1,-33.7,18250,5700,N,8725,N,1.41,-16.35,12593400,-900,-1725,-16.25,-16.35,53625,-593925,YES,75150,N,0.24,18.55,9204975,-450,-1125,18.95,19,46650,-7875,Y,-276900,YES,-1.97,-108.25,36420,15,15,-108.25,-102.2,7650,10545,N,16650,N,11.44
