last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
03-01-2025 13:55,24126.1,105650,75,125,14700,-78750,YES,13950,YES,-0.93,24165,24126.1,24170.45,24120,-9.9,1916700,675,-450,-9.65,-9.65,47100,-154950,YES,4950,N,-0.54,29.05,806775,0,225,28.35,28.35,35550,9450,N,-73350,YES,0.26,-131.6,94800,-30,45,-122.05,-126.75,10140,-28065,YES,5700,N,-19.03
03-01-2025 14:00,24115.6,68300,350,0,15350,68775,Y,275,Y,-0.77,24126.1,24115.6,24141.8,24112,-2.05,1539225,-75,-1950,-2.6,-2.65,43275,75,Y,4425,N,-0.48,9.9,723075,-75,300,9.1,9.15,40725,-7500,Y,-1350,Y,0.46,-8.15,51075,570,-15,-2.3,-8.35,10515,18690,Y,-270,Y,-11.31
03-01-2025 14:05,24115,56975,-300,-50,20750,-12625,YES,-30975,Y,-0.7,24118.75,24115,24135.45,24104,-0.75,1531125,-525,-1875,-0.95,-0.95,47250,-15300,YES,21675,N,-0.48,-2.75,519450,-225,75,-2.25,-2.35,40125,-25575,Y,3375,N,0.34,-11.95,47715,-210,15,-37.85,-24.1,8115,-7725,YES,-3555,Y,-11
03-01-2025 14:10,24115,173950,-450,500,20925,-11325,N,20775,YES,-2.46,24115,24115,24125,24101,-0.5,1485675,375,-225,-0.95,-0.95,44250,38175,Y,29250,N,-0.47,-1.3,444675,0,-75,0.25,0.2,37800,4275,YES,16125,N,0.31,0.85,31200,0,30,29.7,21.3,8355,6135,N,-7950,Y,-6.75
03-01-2025 14:15,24108.5,116150,-125,9650,20525,4000,N,13775,N,-1.52,24115,24108.5,24117,24102,-0.2,991575,600,-75,-0.45,-0.45,39300,99525,Y,-20400,Y,-0.32,2.2,329025,0,-375,2.35,2.3,36600,-7125,Y,11325,N,0.24,3.35,15600,0,-30,8.35,-0.2,7635,11085,N,-6405,N,-3.09
03-01-2025 14:20,24119,203725,150,-350,18300,14350,N,7375,N,-2.08,24110,24119,24126,24108.3,0.3,1302975,1875,600,0.25,0.3,40425,39375,N,35700,YES,-0.4,-0.7,384825,0,-75,-1.15,-1.25,49500,3075,N,3675,N,0.25,12.1,18225,-225,-840,2.6,7.35,9105,2505,YES,7035,N,-3.19
03-01-2025 14:25,24125.15,26875,75,200,15175,2250,YES,10150,N,-0.25,24119,24125.15,24130,24110,3.2,1056675,0,-75,2.45,2.5,44025,17025,N,-25650,Y,-0.32,-8.7,291600,-150,825,-8.35,-8.35,34350,-8925,Y,0,YES,0.17,-4,10455,0,45,6.35,0.15,6555,-165,YES,390,Y,-1.88
03-01-2025 14:30,24122,28950,-100,450,13500,3900,N,9300,N,-0.27,24127,24122,24136.05,24109.1,-2.7,1344750,-750,-975,-2.75,-2.85,50775,-1425,YES,22500,YES,-0.38,4.7,340650,-75,225,5.2,5.15,38700,3450,N,1650,N,0.18,3.5,9780,60,-15,3.6,7.1,6015,-1395,YES,1410,N,-1.7
03-01-2025 14:35,24134.4,31325,-25,75,15500,-4950,YES,-2425,Y,-0.22,24122,24134.4,24139.9,24116,5.5,1038450,-450,-1875,5.05,4.95,45075,15675,N,-61800,Y,-0.28,-15.55,245700,-75,450,-14.55,-14.65,39000,-5850,Y,5175,N,0.1,61.4,18255,-15,2235,55.5,50.3,8280,-5295,YES,330,Y,-2.56
03-01-2025 14:40,24118.5,25375,925,-500,13800,875,N,14825,N,-0.21,24137.95,24118.5,24138.85,24115,-6.35,1238100,-225,75,-6.5,-6.55,41325,-32700,YES,82950,YES,-0.34,15.15,265275,-75,-150,14.6,14.6,35250,4800,N,-13050,YES,0.12,-44.6,8535,-60,45,-40.25,-43.9,6540,1995,N,2430,N,-1.11
03-01-2025 14:45,24126.95,22525,0,0,15275,5800,N,4100,N,-0.15,24118.5,24126.95,24138,24117.6,3.4,947100,600,-75,3.55,3.55,45000,-20925,N,-32325,Y,-0.25,-4.15,207750,75,-225,-4.5,-4.25,36600,9225,N,2475,N,0.09,37.3,6360,60,-30,24.8,37.3,6465,3600,N,180,Y,-0.79
03-01-2025 14:50,24127.5,34275,100,325,16075,1175,YES,-4700,Y,-0.28,24130,24127.5,24131.1,24116.15,0.8,858225,-300,-1125,0.75,0.75,41025,27975,Y,-24000,N,-0.22,-0.6,166350,75,-225,-0.45,-0.55,33975,-1500,Y,-2625,YES,0.08,16.3,6330,-30,135,26,21.8,8160,2880,YES,-2040,Y,-0.8
