last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9
27-01-2025 09:15:00,-84.25,67110.0,3105.0,-60.0,-67.55000000000291,-80.64999999999418,9375.0,34095.0,N,23445.0,N,-47.80999999999767,48034.25,47950.0,48034.25,47920.0
27-01-2025 09:20:00,71.0,28080.0,-105.0,75.0,64.40000000000146,60.05000000000291,8565.0,-5565.0,YES,-6585.0,Y,3.430000000000291,47950.0,48021.0,48021.0,47950.0
27-01-2025 09:25:00,-27.19999999999709,43095.0,45.0,30.0,-29.299999999995634,-29.0,8250.0,1395.0,N,1140.0,N,13.639999999999418,48027.5,48000.3,48067.65,47981.55
27-01-2025 09:30:00,19.94999999999709,40335.0,945.0,-15.0,18.25,19.099999999998545,10185.0,4695.0,N,-6090.0,Y,-4.419999999998254,48000.3,48020.25,48044.2,47940.0
27-01-2025 09:35:00,67.75,30960.0,-30.0,120.0,82.25,72.05000000000291,8250.0,2085.0,YES,6015.0,N,10.19999999999709,48021.05,48088.8,48108.15,48004.8
27-01-2025 09:40:00,40.849999999998545,48855.0,15.0,0.0,50.549999999995634,57.099999999998545,9420.0,9420.0,N,-3405.0,Y,17.510000000002037,48099.55,48140.4,48185.0,47980.0
27-01-2025 09:45:00,36.55000000000291,35565.0,30.0,345.0,33.75,21.849999999998545,7875.0,20430.0,N,11400.0,N,17.470000000001164,48140.35,48176.9,48219.55,48095.1
27-01-2025 09:50:00,-56.900000000001455,30300.0,60.0,30.0,-43.849999999998545,-50.599999999998545,8160.0,-12795.0,YES,21510.0,N,13.409999999996217,48176.9,48120.0,48229.45,48120.0
27-01-2025 09:55:00,-21.349999999998545,15165.0,-45.0,-45.0,-18.950000000004366,-20.0,7305.0,1170.0,N,8595.0,N,2.6699999999982538,48122.65,48101.3,48156.2,48080.0
27-01-2025 10:00:00,75.5,18525.0,15.0,-30.0,66.19999999999709,67.55000000000291,6585.0,1980.0,N,15315.0,N,5.639999999999418,48103.75,48179.25,48219.8,48102.0
27-01-2025 10:05:00,-4.25,35490.0,0.0,255.0,-3.2999999999956344,-5.0,7695.0,-3945.0,YES,16335.0,N,13.719999999993888,48179.25,48175.0,48266.35,48155.8
27-01-2025 10:10:00,-36.0,19425.0,-30.0,-150.0,-48.05000000000291,-45.0,6840.0,6870.0,N,22335.0,N,3.790000000000873,48175.0,48139.0,48190.0,48121.0
27-01-2025 10:15:00,-177.0,58350.0,105.0,15.0,-187.04999999999563,-187.85000000000582,9600.0,5715.0,N,-900.0,Y,-4.609999999993306,48138.8,47961.8,48151.95,47940.0
27-01-2025 10:20:00,57.0,20820.0,30.0,-60.0,56.299999999995634,53.650000000001455,7050.0,11985.0,N,-8625.0,Y,-2.9800000000032014,47963.0,48020.0,48034.95,47958.65
27-01-2025 10:25:00,-90.44999999999709,34065.0,-15.0,-60.0,-81.34999999999854,-86.65000000000146,9345.0,2010.0,YES,1455.0,N,-6.259999999994761,48020.0,47929.55,48020.0,47924.75
27-01-2025 10:30:00,53.799999999995634,8520.0,90.0,0.0,40.5,42.30000000000291,2790.0,10140.0,N,255.0,Y,-1.7300000000032014,47929.65,47983.45,47990.0,47923.35
27-01-2025 10:35:00,-20.150000000001455,8175.0,-75.0,-30.0,-22.799999999995634,-25.69999999999709,4155.0,-25065.0,YES,16020.0,N,-0.7599999999947613,48030.0,48009.85,48034.7,47964.25
