last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
07-01-2025 09:15,-6.75,264325,-800,-600,-6.8,-6.45,17025,46625,N,46625,N,5.78,-5.8,3428775,-75,150,-6.5,-6.55,27075,120675,N,155400,N,2.93,-3.6,1514250,-525,-75,-1.45,-1.5,30225,221400,N,55500,N,-10.88,73.7,59910,240,0,65.35,71.25,7050,-7950,N,23625,N,51.37
07-01-2025 09:20,26.8,221825,-1100,-150,24.9,24,16900,51875,N,312825,YES,0.94,8.7,4309650,-225,75,7.55,7.55,37950,156075,Y,34650,N,-1.33,-15.75,2536575,150,525,-13.15,-13,37800,-1247925,Y,54675,N,-0.11,-15.4,44925,-15,30,-6.9,-9.45,10365,6810,N,-3915,Y,8.73
07-01-2025 09:25,4.15,163975,225,1125,-7.4,-4.85,23125,17500,N,62500,N,2.09,-8.35,3849000,-75,-450,-9,-9.05,39900,12675,N,200850,YES,-0.26,-2,2452725,450,375,-1.25,-1.1,40425,58575,YES,74175,N,-2.63,148.25,80370,-45,-75,131.9,134.85,9165,12225,N,-11955,Y,35.4
07-01-2025 09:30,6,173500,100,-175,6.95,4.5,17600,-17325,YES,167775,YES,5.07,0.15,4781925,300,0,-0.7,-0.65,38625,103200,Y,166200,N,1.02,-2.75,2588175,0,225,-1.95,-2.05,39675,119925,YES,51075,N,-6.36,0.7,71235,45,615,-4.2,-9.95,9795,5610,N,7980,N,34.04
07-01-2025 09:35,-5.8,68825,-325,-175,-6.95,-8.8,14300,16825,Y,30425,N,1.24,-2.15,4002450,-150,450,-2.65,-2.5,39825,-3450,YES,163425,N,0.08,-0.25,2269725,300,0,-0.3,-0.25,41400,2325,Y,35175,N,-3.13,-25,21615,90,-330,-29.7,-30.55,9315,3660,N,6795,N,4.77
07-01-2025 09:40,7.05,73250,-100,-50,8.1,9.05,13950,-3475,YES,-12425,Y,1.78,-1.95,3184800,150,300,-1.95,-1.9,38850,375,N,157350,N,0.04,-5.1,2397450,0,450,-4.9,-4.75,39075,49350,YES,53475,N,-3.8,-16.95,13395,-210,0,-16.95,-14.8,7485,-5055,YES,9195,N,3.4
07-01-2025 09:45,-91.75,231550,-1775,50,-92.95,-94.9,17250,-62525,YES,15050,YES,-4.23,-36.4,7114950,0,975,-36.3,-36.3,39975,-203100,YES,-92700,Y,-4.84,58.35,6910800,75,225,58.4,58.65,36825,7575,N,-173625,YES,4.11,-218.05,56985,-60,0,-212,-220,8760,-19860,YES,9135,N,-10.22
07-01-2025 09:50,5.85,133475,-25,175,9.15,12.65,16050,87600,Y,6050,N,-4.72,3.25,3647625,0,-375,3.2,3.15,42450,89550,Y,-975,YES,-3.21,-6.8,3153975,-375,-75,-5.5,-5.5,41175,-43875,Y,41325,Y,4.41,34.55,31020,-90,-30,18.35,21.55,8085,11970,Y,-1005,Y,-8.64
07-01-2025 09:55,-6.65,71900,450,25,-5.15,-4.75,15025,10325,N,17150,N,-2.26,-5.8,2451975,-825,450,-5.35,-5.45,38175,3000,N,42825,YES,-1.91,3.9,1728900,-900,0,2.1,2.05,38475,-28050,N,5700,N,1.68,-45,21750,0,-15,-41.9,-43.2,8490,18870,N,5805,N,-6.95
07-01-2025 10:00,-29.35,77900,-50,50,-28.9,-31.6,14750,59475,Y,-74650,Y,-2.93,-13.75,3241725,600,-225,-13.2,-13.2,40800,-76875,YES,61500,N,-2.96,17.35,1800225,-225,-525,15.25,15.15,42375,23475,YES,-57600,YES,2.03,-55.7,22995,0,75,-50,-41.4,6840,7080,N,-1575,Y,-8.58
07-01-2025 10:05,-0.7,90125,0,0,-2.95,0.05,15200,15875,N,14975,YES,-3.52,0.45,2079825,-975,-225,0.5,0.45,43350,12225,Y,3825,N,-1.86,1.95,1293300,0,0,1.2,1.15,41625,-40125,Y,11250,Y,1.57,-50.65,15060,0,-15,-39.35,-35.9,8085,-15690,YES,20760,YES,-5.57
07-01-2025 10:10,116.05,137600,-25,25,111.2,111.65,16350,41975,Y,-120475,Y,-2.09,38.45,4293900,-225,-900,36.25,36.35,47400,155775,Y,-266475,Y,-2.06,-82.8,1967625,-225,0,-80.8,-80.95,41850,-93975,Y,53925,Y,0.19,251.65,45225,15,-45,254.65,248,7920,10095,Y,-25050,Y,-7.08
