last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
2025-09-26 10:05:00,-1.0499999999999972,1764825.0,181,392475,377550,-0.29999999999999716,-0.20000000000000284,14925,-68.54999999999563,33075,-91650.0,N,63000.0,N,122.85,121.8,124.6,119.9,114.79
2025-09-26 10:10:00,-0.14999999999999147,2582625.0,360,796500,872100,0.09999999999999432,0.20000000000000284,-75600,-139.0500000000029,71025,34275.0,YES,-82725.0,YES,121.85,121.7,126.8,120.7,115.1
2025-09-26 10:15:00,4.8500000000000085,3447075.0,360,772875,732075,5.150000000000006,5.150000000000006,40800,-140.85000000000582,69150,22950.0,N,-24750.0,Y,121.6,126.45,129.15,115.9,115.43
2025-09-26 10:20:00,-9.149999999999991,2351325.0,359,846900,842250,-9.049999999999997,-9.049999999999997,4650,-142.90000000002328,72450,-31350.0,Y,142275.0,Y,126.85,117.7,128.6,117.65,115.64
2025-09-26 10:25:00,-1.0499999999999972,3037875.0,358,761925,748875,-0.9000000000000057,-0.9500000000000028,13050,-121.0,76200,82800.0,YES,-30825.0,YES,117.7,116.65,117.7,109.4,115.55
2025-09-26 10:30:00,-0.8500000000000085,2723775.0,351,794025,988575,-0.5,-0.45000000000000284,-194550,-132.80000000001746,75600,-73875.0,Y,74550.0,Y,117.2,116.35,122.85,113.45,115.65
2025-09-26 10:35:00,-1.8999999999999915,1459275.0,359,748050,726825,-1.3499999999999943,-1.3500000000000085,21225,-123.59999999999127,76350,5175.0,YES,-26775.0,YES,117.05,115.15,119.9,112.65,115.66
2025-09-26 10:40:00,-3.0500000000000114,1082325.0,358,663750,996600,-2.8500000000000085,-2.950000000000003,-332850,-119.8500000000131,74100,53625.0,YES,8925.0,Y,115.4,112.35,116.4,110.3,115.63
2025-09-26 10:45:00,-1.7999999999999972,2226150.0,350,835275,886200,-2.299999999999997,-2.299999999999997,-50925,-123.60000000000582,75675,-93000.0,Y,36525.0,Y,112.55,110.75,117.5,108.6,115.57
2025-09-26 10:50:00,7.299999999999997,1310025.0,354,845850,792300,7.450000000000003,7.3999999999999915,53550,-117.65000000000146,72675,100125.0,YES,-150750.0,YES,110.95,118.25,118.25,109.7,115.54
2025-09-26 10:55:00,6.849999999999994,3035250.0,357,722775,942075,6.799999999999997,6.849999999999994,-219300,-135.59999999999127,70275,-26475.0,Y,-145800.0,N,118.5,125.35,127.1,118.0,115.75
2025-09-26 11:00:00,5.6000000000000085,3329250.0,318,622050,781800,5.500000000000014,5.400000000000006,-159750,-137.34999999999127,66375,-63000.0,Y,-103125.0,Y,125.3,130.9,132.8,125.3,116.2
2025-09-26 11:05:00,-10.400000000000006,3221250.0,232,585300,578250,-10.400000000000006,-10.449999999999989,7050,-133.00000000001455,68025,-146100.0,Y,-24975.0,Y,130.75,120.35,135.9,120.25,116.59
2025-09-26 11:10:00,12.0,1732200.0,316,578175,737250,10.899999999999991,10.900000000000006,-159075,-118.30000000000291,66225,73350.0,YES,-51900.0,YES,121.0,133.0,133.0,121.0,116.74
