last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
15-05-2025 09:15,-15.4,127500,129,137025,93600,-21.2,-22.3,43425,-1024.8,25875,73800,N,3000,N,24706.85,24716,24700.6,24718.9,24679,15-05-2025 09:15,-2.95,11094750,140,445425,440550,-1.95,-2,4875,-44.05,40950,3503925,N,352725,N,41.95,39,42.55,36.25,42.69,15-05-2025 09:15,12.9,7645800,128,106050,94875,15.3,15.3,11175,-112.55,31200,2390700,N,79050,N,120.05,132.95,146,110.75,119.13,15-05-2025 09:15,24694.45,24706.75,24605.2,24622.7
15-05-2025 09:20,1.2,177825,242,382875,142125,1.4,-3.5,240750,-1608.8,43200,57450,N,-5850,Y,24696.22,24697.6,24698.8,24701.1,24663.3,15-05-2025 09:20,-1.6,16457850,211,647925,676875,-0.5,-0.5,-28950,-62.7,78075,410475,N,491850,YES,39.05,37.45,42.9,32.4,40.35,15-05-2025 09:20,3.5,7966275,223,155400,169350,1.5,1.75,-13950,-200.3,53100,-326175,Y,111975,Y,132.15,135.65,159.3,128.35,129.08,15-05-2025 09:20,24620,24625.2,24584.65,24621.7
15-05-2025 09:25,-11.7,115350,226,303150,105000,-6.5,-1.8,198150,-1740.7,47100,6825,N,2775,N,24695.86,24698.8,24687.1,24708,24680.5,15-05-2025 09:25,-6.3,15386100,215,1269900,1074675,-6.25,-6.3,195225,-60.5,79800,60150,N,648825,YES,37.3,31,41.9,28.8,38.65,15-05-2025 09:25,-1.95,5132775,218,186750,182550,-1.95,-2,4200,-185.1,50775,521250,YES,168375,Y,135.3,133.35,144.35,122.75,130.14,15-05-2025 09:25,24619.5,24628.55,24601.15,24611.85
15-05-2025 09:30,-15.4,210225,239,368475,90675,-8.4,-13.5,277800,-1705.8,48300,28950,Y,28125,YES,24694.18,24693,24677.6,24704,24675,15-05-2025 09:30,-6.7,15000600,293,1751250,1802700,-6.6,-6.6,-51450,-50.95,109725,201675,Y,457425,N,31,24.3,35.2,24.3,36.42,15-05-2025 09:30,9.8,4724775,296,186525,273225,10.2,10.15,-86700,-189.9,54675,184050,N,22050,N,133.95,143.75,144.95,122.6,130.97,15-05-2025 09:30,24611.3,24626.15,24596.3,24596.3
15-05-2025 09:35,-21.4,273825,257,548475,108450,-23,-23.3,440025,-1249.6,43500,54300,Y,7425,N,24685.5,24676.8,24655.4,24676.8,24650,15-05-2025 09:35,-2.45,13971000,345,2532600,2721225,-3.05,-3,-188625,-46.25,108900,134175,N,35925,N,23.35,20.9,26.5,20.75,34.29,15-05-2025 09:35,27.85,7816200,348,164250,204975,27.35,27.4,-40725,-221.95,56400,-222450,Y,-190950,YES,146.2,174.05,177.75,146.2,137.58,15-05-2025 09:35,24594.65,24594.65,24561.35,24564.05
15-05-2025 09:40,-15.4,216000,258,707100,63750,-14.4,-15.7,643350,-1731,45075,-92850,YES,67200,YES,24678.74,24655.4,24640,24664.8,24631,15-05-2025 09:40,-0.3,10461900,314,2918550,3135975,-0.2,-0.25,-217425,-42.75,112050,-715275,YES,101400,YES,21,20.7,23.05,19.35,32.8,15-05-2025 09:40,19.7,4418850,316,157350,163800,16.55,16.55,-6450,-226.95,56400,-358950,Y,-151050,Y,174.65,194.35,199.9,164.25,142.1,15-05-2025 09:40,24564.55,24574.85,24538.2,24546.9
15-05-2025 09:45,5.2,370725,291,535950,108900,4.9,5,427050,-1403.6,43500,-141825,YES,90375,YES,24665.94,24635.8,24641,24655,24600,15-05-2025 09:45,4.25,17417625,342,2479200,2983875,4.35,4.35,-504675,-47.4,109800,163125,Y,-167325,Y,20.7,24.95,27.55,18.5,31.23,15-05-2025 09:45,2.05,4276650,342,173175,168825,1.8,1.85,4350,-309.5,58575,-191700,YES,-1875,Y,196.1,198.15,251.7,188.2,148.9,15-05-2025 09:45,24545.3,24556.8,24494.45,24547.65
15-05-2025 09:50,7.2,127275,238,197850,108225,5.1,7.5,89625,-1369.6,39075,12000,Y,37125,N,24665.21,24641,24648.2,24680,24627.8,15-05-2025 09:50,4.6,17853525,348,1694550,1766475,4.65,4.7,-71925,-58.1,111750,86850,N,-612300,Y,24.6,29.2,39.5,23.5,31.29,15-05-2025 09:50,-4.15,2663475,353,161775,153900,-5.7,-6,7875,-267.4,59625,-71025,YES,81450,Y,198.85,194.7,214.85,171.95,151.06,15-05-2025 09:50,24545.9,24585.55,24530.25,24555.4
15-05-2025 09:55,6.7,56325,174,132975,115500,4.1,4,17475,-1381.9,36450,-52500,YES,-5475,Y,24664.72,24648.2,24654.9,24668.2,24630,15-05-2025 09:55,3.85,10122750,341,1203225,1203300,3.9,4,-75,-63.75,89775,431625,Y,45825,YES,29.45,33.3,37.95,28.1,31.44,15-05-2025 09:55,-1.25,1991025,341,144000,192900,-1.6,-1.5,-48900,-278.8,59250,10050,YES,-22575,YES,192.4,191.15,211.85,178.05,152.66,15-05-2025 09:55,24554.9,24575.65,24540.3,24560.75
15-05-2025 10:00,-16.4,60525,167,121950,136050,-16.4,-18,-14100,-1299.1,37200,13125,Y,9675,N,24664.13,24651.4,24635,24662.3,24631.4,15-05-2025 10:00,-9.65,9099675,337,1402275,1289550,-9.75,-9.75,112725,-60.25,99000,-171000,YES,250800,YES,33.1,23.45,36.3,22.45,31.28,15-05-2025 10:00,12.35,1728675,331,147750,213825,11.15,11.2,-66075,-266.4,57750,-264900,Y,28800,Y,191,203.35,211.2,183.4,154.02,15-05-2025 10:00,24560.7,24571.05,24537.35,24542.55
15-05-2025 10:05,-7.2,101925,170,134175,92025,-10.9,-8.7,42150,-1163.9,41475,15150,N,-27675,Y,24661.89,24634.6,24627.4,24648.8,24610,15-05-2025 10:05,-0.65,7529175,294,2910825,2847000,-0.85,-0.8,63825,-50.65,121650,-47475,Y,207600,N,23.45,22.8,26.1,20.9,30.88,15-05-2025 10:05,12.9,2319150,296,122925,146400,12.7,12.75,-23475,-292.1,53400,-261000,N,-30225,YES,205,217.9,232.2,192,156.68,15-05-2025 10:05,24542.45,24553.5,24511.5,24528.7
15-05-2025 10:10,28.8,78975,207,132450,90525,24.8,23.5,41925,-1207.9,37950,36600,Y,69825,YES,24661.19,24621.2,24650,24659,24618,15-05-2025 10:10,13.8,11783025,314,1687050,1653375,14.4,14.4,33675,-56.4,114075,302850,Y,-620100,Y,22.4,36.2,38.4,22.4,30.9,15-05-2025 10:10,-20.7,1537125,311,143100,149100,-19.25,-19.35,-6000,-272.05,54975,62550,YES,22425,Y,217.95,197.25,224.4,186.65,157.79,15-05-2025 10:10,24527.35,24568.5,24523.15,24561.7
