last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
23-07-2025 09:15,8.8,5,7,-45450,-483.6,25350,22425,N,-6375,N,0.09,25153,25161.8,23-07-2025 09:15,4.95,4.65,4.65,-241650,-46.3,32625,197625,N,151875,N,79.15,84.1,84.9,75.3,0.05,23-07-2025 09:15,-1.45,-1.3,-1.3,-61350,-30.75,35625,339075,N,290850,N,45.45,44,48.95,42.25,0.12
23-07-2025 09:20,-4.7,-7.4,-11,-59925,-1356.8,42150,23175,N,39300,YES,0.74,25155.7,25151,23-07-2025 09:20,-3.7,-3.55,-3.5,375750,-93.9,65325,228675,Y,434625,YES,82.95,79.25,92.1,75.2,2.19,23-07-2025 09:20,4.75,4.8,4.85,218550,-62.2,75675,571875,YES,139050,N,44.25,49,51.8,40.5,0.63
23-07-2025 09:25,-1,-6,-2.2,5700,-1328.9,39075,9300,N,50175,N,-1.41,25151,25150,23-07-2025 09:25,-2.75,-2.35,-2.3,96450,-86.45,62325,227325,N,361650,N,79.35,76.6,81.25,71.25,-1.15,23-07-2025 09:25,-0.05,-0.4,-0.45,936375,-62,81975,-95100,Y,305850,Y,48.8,48.75,53.25,45.4,1.02
23-07-2025 09:30,-5,-5.8,-5,-150,-1076,36975,8850,N,33975,N,-0.72,25150,25145,23-07-2025 09:30,-2.1,-2,-2,-79575,-87.45,63975,67500,N,286650,N,76.6,74.5,82.05,70.15,-1.02,23-07-2025 09:30,0.65,0.75,0.8,-160125,-63.2,76800,-84750,N,206475,N,48.55,49.2,54.45,44.2,0.49
23-07-2025 09:35,-2.5,-3.1,-5,3750,-965.2,30600,18975,N,19875,N,-0.89,25142.1,25139.6,23-07-2025 09:35,-1.75,-2.25,-2.25,-240075,-82.35,64875,141150,Y,199800,N,74.75,73,78.75,69.85,-0.74,23-07-2025 09:35,1.15,1.7,1.7,41250,-66.25,72225,194550,YES,309000,Y,49.2,50.35,53,46.15,0.36
23-07-2025 09:40,-6.5,-12,-9.4,44100,-767.7,30900,-22875,YES,39450,N,-1.63,25139.6,25133.1,23-07-2025 09:40,-6.1,-5.95,-5.95,467475,-75.7,70950,16650,N,260175,YES,72.55,66.45,74.75,66.15,-1.28,23-07-2025 09:40,6.6,6.4,6.5,-160650,-66.35,76575,334200,YES,-388350,YES,50.65,57.25,57.55,48.95,1.02
23-07-2025 09:45,-4.5,-2.7,-6.5,-19350,-1080.6,39375,-7350,N,8175,N,-2.9,25133.3,25128.8,23-07-2025 09:45,0.2,-0.25,-0.3,108750,-77.9,72150,52275,Y,151425,N,66.2,66.4,68.6,61.1,-1.85,23-07-2025 09:45,1.05,1.2,1.2,165150,-77.55,80175,-424275,Y,-283200,Y,57.4,58.45,66,55.35,1.91
23-07-2025 09:50,12.8,7.8,9.7,4725,-1054.8,40500,-6225,N,5625,N,-1.09,25126.3,25139.1,23-07-2025 09:50,3.1,3.05,3.05,-818325,-84.05,80250,-82125,YES,2550,Y,66.2,69.3,73.1,62.75,-1.12,23-07-2025 09:50,-5,-4.8,-4.8,-110550,-73.05,70875,-74025,YES,359775,Y,58.65,53.65,62,51.25,0.52
23-07-2025 09:55,12,11.7,10.9,-36450,-1091.6,31575,2775,N,2550,Y,-0.27,25133,25145,23-07-2025 09:55,6.05,5.6,5.55,238050,-83.15,70725,281475,Y,-157050,Y,68.55,74.6,75.95,66.8,-0.27,23-07-2025 09:55,-4.95,-5.05,-5.05,-48975,-67.35,69075,-10950,YES,293175,N,53.85,48.9,56.6,48.45,0.01
23-07-2025 10:00,-17,-17.1,-21,1500,-822.2,36375,5025,N,-5625,Y,-0.49,25143,25126,23-07-2025 10:00,-12.05,-11.5,-11.45,-666825,-76.85,76800,-361950,YES,365400,YES,74.5,62.45,77.15,62.3,-0.71,23-07-2025 10:00,9.9,9.5,9.55,-528525,-68.3,75225,151050,YES,-127425,YES,48.6,58.5,59,46.75,0.16
23-07-2025 10:05,-3.4,-3.4,-1,-16725,-1129.3,31500,17025,N,8775,N,-0.74,25126,25122.6,23-07-2025 10:05,-0.65,-0.7,-0.65,18075,-71.7,70500,201825,Y,252450,N,62.9,62.25,65.25,60.65,-0.72,23-07-2025 10:05,0.8,1.05,1.05,56925,-73.2,82650,-43875,Y,145500,Y,58.3,59.1,60.35,54.8,0.43
23-07-2025 10:10,12.4,13.8,12.2,4050,-1092.6,46725,6150,N,-300,Y,-0.36,25122.6,25135,23-07-2025 10:10,4.7,4.6,4.55,-274725,-78.65,81750,7650,N,-53850,Y,62.8,67.5,69.4,62.55,-0.33,23-07-2025 10:10,-5.65,-5.45,-5.45,-76425,-71.75,90150,262575,YES,210975,Y,59,53.35,59.25,50.35,0.08
23-07-2025 10:15,8.9,4.5,5.8,169050,-1572.7,29400,32775,Y,1275,N,-0.19,25131.6,25140.5,23-07-2025 10:15,0.55,0.7,0.7,-355125,-78.15,81150,39750,Y,43200,YES,68.2,68.75,69.35,64.25,-0.25,23-07-2025 10:15,-1.05,-1,-0.95,-138975,-70.6,99225,18900,N,224550,N,52.65,51.6,55.15,51,0.04
23-07-2025 10:20,2.9,2.5,2.2,186900,-1475.9,53325,-5400,YES,6225,N,-0.25,25140.6,25143.5,23-07-2025 10:20,1.15,1.25,1.25,-116325,-82.2,74250,94200,Y,-130350,Y,68.6,69.75,70.55,62.35,-0.3,23-07-2025 10:20,-1.9,-1.75,-1.7,44475,-72.3,102750,-439200,Y,-121575,YES,51.95,50.05,57.9,49.05,0.09
23-07-2025 10:25,0,1.3,-1.1,-21600,-1595.9,38400,19725,Y,12225,N,-0.06,25138.5,25138.5,23-07-2025 10:25,-1.1,-0.75,-0.8,-188625,-81.55,78675,-103875,YES,123000,YES,69.65,68.55,72.65,67.25,-0.1,23-07-2025 10:25,1.2,0.85,0.85,24375,-68.45,102225,429675,YES,228225,Y,50.4,51.6,52.7,48.35,-0.05
23-07-2025 10:30,-3,-3,-3.3,55800,-1334.9,27000,-300,YES,32175,N,-0.06,25138.5,25135.5,23-07-2025 10:30,-3.5,-3.3,-3.3,-193125,-83.05,82425,10575,Y,209025,YES,68.5,65,70.95,64.8,-0.13,23-07-2025 10:30,0.85,0.6,0.7,-34950,-72.65,96525,94950,N,73575,N,51.35,52.2,52.5,49.75,-0.02
