last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
09-05-2025 13:00,-17.9,26775,98,-15.1,-16.5,-6375,-891.9,31200,9600,N,7500,N,24109.16,24078.9,24061,24082,24055.1,09-05-2025 13:00,-8.65,1044300,210,-8.25,-8.45,-19425,-242.6,60000,-21450,YES,75075,YES,245.15,236.5,247.5,233.65,270.11,09-05-2025 13:00,7.5,1380750,212,6.800000000000011,6.900000000000006,47550,-246.5,55875,57225,YES,5100,N,236.65,244.15,247.55,234,243.95
09-05-2025 13:05,-21.1,66600,150,-17.8,-23.7,5550,-1139.3,36225,-9675,YES,-5925,Y,24108.64,24061,24039.9,24064.3,24035.7,09-05-2025 13:05,-12.2,1629300,320,-12.85,-12.75,22050,-245.6,60600,-38925,YES,25650,N,236,223.8,237.35,223.8,269.24,09-05-2025 13:05,13.349999999999994,2500050,318,12.849999999999994,13.000000000000028,1800,-271.45,60675,22125,N,-86325,YES,244.15,257.5,259.65,244.1,244.11
09-05-2025 13:10,12,31125,129,12,12,-4500,-1445.6,34725,23400,Y,32775,YES,24108.41,24038.5,24050.5,24065,24036.4,09-05-2025 13:10,4.45,1649625,296,3.05,2.85,-203625,-234,58125,17175,Y,32475,N,223.15,227.6,235.25,223.15,268.42,09-05-2025 13:10,-8.45,2286075,293,-7.95,-8.05,52125,-269.45,59550,-36750,Y,-5400,Y,257.4,248.95,258.55,239.1,244.19
09-05-2025 13:15,14.7,28950,131,20.1,17.2,32025,-1158.4,35325,-15450,YES,96300,YES,24108.24,24051.9,24066.6,24072,24047.1,09-05-2025 13:15,6.9,1029225,270,7.3,7.35,-137325,-246.35,63525,8325,N,-32025,Y,228.1,235,237.6,227.95,267.97,09-05-2025 13:15,-7.85,1266900,276,-8.75,-8.75,44250,-257.25,64800,-14625,YES,64350,Y,248,240.15,248.6,237.2,244.17
09-05-2025 13:20,-48.7,109125,191,-46.8,-48.7,251700,-1071.7,45750,-202275,YES,-2625,Y,24107.21,24066.6,24017.9,24066.6,24017.9,09-05-2025 13:20,-22.75,1982400,264,-21.75,-21.7,150900,-233.4,59175,-48075,YES,50025,YES,234.3,211.55,235.3,211.55,266.84,09-05-2025 13:20,28,3479100,279,26.099999999999994,26.099999999999994,-95550,-286.7,65325,30450,YES,-190575,YES,240.55,268.55,268.55,239.25,244.53
09-05-2025 13:25,-11.1,95475,216,-10.9,-11.1,36750,-1311.4,49500,30300,Y,11625,N,24106.15,24017.9,24006.8,24033.1,24004,09-05-2025 13:25,-1,1629900,348,-1.15,-1.1,25950,-236.6,63150,9525,Y,42150,N,212,211,220.8,209.6,265.85,09-05-2025 13:25,7.449999999999989,3226275,349,8.300000000000011,8.400000000000034,30675,-290.1,61200,-21300,Y,-118050,Y,268.8,276.25,281.7,257.6,245.08
09-05-2025 13:30,10.2,97950,181,11.9,13.1,-146700,-1358.9,35775,20850,N,4500,N,24105.21,24006.8,24017,24047.8,24004,09-05-2025 13:30,7.5,2099400,340,7.25,7.25,-4650,-243.3,65700,18000,N,-31950,Y,210.55,218.05,227.1,209.95,264.73,09-05-2025 13:30,-7.25,2748450,337,-8.25,-8.25,-56400,-305.15,61350,900,YES,87675,Y,276.55,269.3,278.1,252.4,245.45
09-05-2025 13:35,3,47475,135,3,2.2,3450,-796.3,33075,-28725,YES,7425,N,24104.71,24017,24020,24029,24011,09-05-2025 13:35,-1.8,916575,353,-1.6,-1.55,38250,-240.65,60600,53925,Y,47475,YES,218.8,217,221.9,212.9,264.23,09-05-2025 13:35,-2.4,1582350,356,-2.65,-2.8,-20325,-309.5,62625,-14775,Y,56700,N,267.8,265.4,272.2,262.05,245.68
09-05-2025 13:40,0,63000,149,0.8,0,14250,-994.4,32025,-12225,N,-2175,Y,24104.02,24020,24020,24028.9,24002.2,09-05-2025 13:40,0.2,1614375,354,-0.55,-0.55,-26925,-246.65,63375,-52125,YES,2100,Y,216.55,216.75,220,207.3,263.32,09-05-2025 13:40,0.6000000000000227,2259675,354,1.1000000000000227,1.150000000000034,58425,-304.9,63000,-9600,N,-7500,YES,265.4,266,277.25,260.3,246.03
09-05-2025 13:45,-7.1,64125,137,-5.1,-5.4,-105900,-961.8,33375,9525,Y,2550,N,24103.42,24020,24012.9,24035,24005,09-05-2025 13:45,-2.95,1801575,335,-2.55,-2.7,-133725,-241.75,60000,-8925,Y,-27450,Y,216.25,213.3,225.4,209.35,262.44,09-05-2025 13:45,-0.35,1925925,327,-1.25,-1.15,-121200,-287.15,63375,-4425,N,85800,Y,266.05,265.7,269.9,255,246.23
09-05-2025 13:50,39.1,80475,158,39.6,40.4,60000,-1103.3,41700,-4350,YES,-28125,Y,24102.76,24011.9,24051,24060,24011.9,09-05-2025 13:50,21.1,1826400,344,21,21,-37350,-247.3,64125,45825,Y,-108750,Y,213.25,234.35,235.8,212.1,261.69,09-05-2025 13:50,-17.95,1812450,344,-17.85,-17.85,13650,-286.45,63375,-95025,Y,60675,N,265.2,247.25,268.95,246.1,246.35
09-05-2025 13:55,-33.6,106125,147,-30.4,-30.4,18900,-1050,41325,10575,N,-14400,N,24101.95,24054.8,24021.2,24055.3,24020,09-05-2025 13:55,-21.4,1936575,357,-21.55,-21.5,135375,-255.95,60600,-41550,YES,77775,YES,234.3,212.9,235,212.75,260.87,09-05-2025 13:55,13.799999999999983,2074200,358,13.699999999999989,13.75,-123300,-291.05,62550,94050,YES,-37125,YES,247.6,261.4,265.65,246.4,246.5
09-05-2025 14:00,16.8,95175,160,18.8,15.7,120675,-1260.2,49950,-36975,YES,2925,N,24101.29,24021.2,24038,24060,24021.2,09-05-2025 14:00,7,1918425,338,7.75,7.85,-75,-256.6,58725,-1725,Y,-22050,Y,213.25,220.25,235.15,213.25,260.18,09-05-2025 14:00,-6.25,1867500,330,-6.4,-6.3,-32775,-254.7,57975,-11925,Y,4725,Y,261.9,255.65,261.9,243.6,246.55
09-05-2025 14:05,7,48450,132,4,6.6,37500,-923.2,32250,5850,Y,8625,N,24100.91,24038,24045,24045,24025,09-05-2025 14:05,4.3,1391250,334,3.9,3.9,71400,-240.65,58200,61500,Y,12150,YES,220.25,224.55,225.05,212.7,259.57,09-05-2025 14:05,-4.6,1353675,341,-5,-4.95,-71700,-279.9,64725,-41175,Y,45150,Y,255.5,250.9,259.9,249,246.63
09-05-2025 14:10,3,39375,116,4.1,3,-6750,-955.6,33000,32625,Y,-49875,Y,24100.67,24045,24048,24057,24032,09-05-2025 14:10,-1.35,1529475,302,-0.1,0.15,-86475,-248.45,60075,-26025,YES,9525,N,224.4,223.05,230.05,216.1,259.02,09-05-2025 14:10,-3.7,1336950,305,-4,-4.15,-79500,-257.75,63900,5250,YES,35250,N,250.55,246.85,254.95,243.35,246.64
09-05-2025 14:15,7.2,151125,162,6.5,7.2,3675,-1250.8,38325,13275,N,-9675,YES,24100.17,24048,24055.2,24086.6,24048,09-05-2025 14:15,3.95,3319200,281,3.75,3.85,-80700,-278.95,62250,-46200,YES,-92175,Y,223.6,227.55,246.5,222.65,258.27,09-05-2025 14:15,-4.95,2593800,279,-4.3,-4.15,138300,-267.2,63825,-35925,Y,-2850,YES,247,242.05,248.2,231.7,246.53
09-05-2025 14:20,-34.2,91500,190,-32.2,-33.7,83250,-1038.2,42900,-12525,YES,-3675,N,24099.62,24055.2,24021,24065,24021,09-05-2025 14:20,-16.85,2228475,327,-16.95,-17,-49875,-270.55,61725,1650,Y,60675,YES,227.4,210.55,232.7,208.65,257.46,09-05-2025 14:20,20.25,2792850,334,20.849999999999994,21.099999999999966,-88050,-282.4,70425,65325,YES,-102975,YES,242.3,262.55,263.55,239.4,246.63
09-05-2025 14:25,-11,72000,151,-11,-8.7,34575,-868.8,35100,-4125,N,117300,YES,24098.94,24021,24010,24029.9,24005.9,09-05-2025 14:25,-1.75,1603950,352,-1.7,-1.6,41475,-250.75,64950,74775,Y,81375,YES,210.25,208.5,213.75,203.6,256.71,09-05-2025 14:25,6.75,2694750,347,5.550000000000011,5.5,23700,-309.35,65925,-14250,Y,-70725,Y,263.5,270.25,272.4,258.45,246.94
09-05-2025 14:30,19.2,89625,152,18.8,15.6,-41550,-1140.5,40050,5775,N,10875,N,24098.24,24010,24029.2,24046,24010,09-05-2025 14:30,4.5,2276325,359,4,4.05,80325,-256.15,62400,31350,N,-2025,Y,208.2,212.7,219.85,206.15,255.81,09-05-2025 14:30,-18.75,2711625,359,-17.55,-17.85,-7350,-293,63675,-44775,Y,81750,Y,270.3,251.55,270.3,247.05,247.1
09-05-2025 14:35,7.4,61875,125,4.1,7.4,6225,-973.6,33975,-17250,YES,1575,Y,24097.79,24029.2,24036.6,24039.9,24022,09-05-2025 14:35,0.45,1277475,355,0.05,0.05,-46275,-245.6,69825,-27975,YES,21675,YES,212.1,212.55,215.25,205.85,255.29,09-05-2025 14:35,-0.25,1493550,358,-0.15,-0.2,12300,-291.45,67200,14250,YES,89925,N,252.25,252,259.2,247.15,247.16
09-05-2025 14:40,-1.6,41100,127,0.4,-1.5,54450,-802.9,30525,-94800,YES,13950,N,24097.52,24036.6,24035,24048.1,24025,09-05-2025 14:40,-0.05,1554900,357,-0.65,-0.35,31875,-254.75,63975,3075,Y,-31350,Y,213,212.95,220.5,208.1,254.73,09-05-2025 14:40,-2.95,1484175,358,-2.3,-2.2,52125,-274.6,63600,-8175,Y,79575,N,251.5,248.55,256,243.9,247.18
09-05-2025 14:45,17,69750,163,16,16.4,182400,-935.3,37050,-17325,Y,19575,N,24097.17,24035,24052,24057.9,24034.7,09-05-2025 14:45,8.1,1918050,358,8.1,8,-53775,-255.15,62325,1875,YES,-53850,Y,212.65,220.75,224.4,212.55,254.11,09-05-2025 14:45,-6.45,1763850,359,-6.95,-7.05,20850,-268.8,62475,-43875,Y,36975,N,248.35,241.9,248.6,238,247.14
09-05-2025 14:50,3,215250,229,5,3,-48525,-905.8,44025,-4200,N,-150,Y,24096.55,24053,24056,24086,24050.1,09-05-2025 14:50,3.05,3429975,356,4.15,4,-82800,-272.6,60825,-131850,YES,-70650,Y,221.65,224.7,243.75,220.55,253.46,09-05-2025 14:50,1.9000000000000057,2641650,358,1.5,1.5999999999999943,-103125,-265.35,66150,43200,YES,-13950,YES,240.7,242.6,243.9,230.2,247
09-05-2025 14:55,9.9,61800,186,10,13,-32475,-1213.7,35775,83925,Y,-12600,Y,24096.32,24055.1,24065,24070,24050,09-05-2025 14:55,10.15,1704525,352,10.65,10.65,-150,-263,56550,32250,Y,18450,YES,224,234.15,236.75,224,253.14,09-05-2025 14:55,-2.6,2286825,356,-2.85,-3.05,-79275,-271.4,60525,-59775,Y,21825,Y,242.8,240.2,249,237.8,246.96
09-05-2025 15:00,-22,147000,197,-21.2,-26.1,34650,-1210.7,40125,61275,N,-24750,Y,24095.51,24060.7,24038.7,24065,24030,09-05-2025 15:00,-21.3,2651625,358,-21.1,-20.8,22800,-247.75,63000,1575,YES,66000,YES,233.9,212.6,233.9,209.25,252.37,09-05-2025 15:00,11.300000000000011,3177375,359,10.25,10.449999999999989,9075,-298.45,60750,57825,YES,-74850,YES,240,251.3,257.3,240,247.01
09-05-2025 15:05,14.7,249675,187,7.6,11.1,26550,-720.6,40350,5250,N,-2625,YES,24094.51,24038.7,24053.4,24066.2,24038.7,09-05-2025 15:05,6.3,2207025,360,6.2,6.2,-23550,-255.1,60600,-25575,YES,-59325,Y,212.8,219.1,234,212.15,251.82,09-05-2025 15:05,-2.65,2403150,359,-2.8,-2.65,-111975,-260.55,67575,-62625,Y,-16500,Y,250.65,248,251.25,237.7,246.98
09-05-2025 15:10,2.8,138825,238,7,2.5,81675,-1033.1,41325,-11700,YES,-1200,N,24093.96,24053.4,24056.2,24063.6,24041.8,09-05-2025 15:10,3.9,1566225,361,4.65,4.5,40575,-253.4,60825,-58950,YES,-45000,N,219.3,223.2,230.75,216.85,251.47,09-05-2025 15:10,-0.2,1592775,361,0.05,-0.35,-428700,-253.5,63000,-23250,YES,127800,Y,247.85,247.65,252,243.1,246.99
09-05-2025 15:15,19.8,303150,303,19.8,19.2,478650,-743.4,48300,-104925,YES,-90825,Y,24093.12,24055,24074.8,24074.8,24055,09-05-2025 15:15,9.5,2221875,360,9.8,10.25,-69000,-265,64275,-7350,Y,-60225,Y,224,233.5,236,218.1,251.09,09-05-2025 15:15,-10.45,2358075,361,-11.2,-11.3,36675,-250.95,66900,-124950,Y,1125,YES,248.45,238,249.9,236.3,246.96
09-05-2025 15:20,1,304650,321,2.8,6.4,-280725,-730.4,60975,-73800,Y,-23850,YES,24092.36,24075,24076,24083,24053.1,09-05-2025 15:20,-1.1,1865250,276,-2.8,-2.4,-64650,-275.85,61275,-30750,YES,-47475,N,234.5,233.4,234.5,216.8,250.73,09-05-2025 15:20,-10.65,2554800,286,-11.8,-11.7,-28650,-280.25,64800,-114300,N,-236850,YES,237.55,226.9,243.6,222.15,246.82
09-05-2025 15:25,10.9,325425,323,7,10.4,-457050,-1538.7,52275,-139125,YES,-91200,Y,24092.28,24081.1,24092,24109.9,24072.6,09-05-2025 15:25,3.15,2814150,249,2.2,3.35,-23475,-385.65,74475,-1036200,YES,-158025,Y,233.3,236.45,249,224.95,250.45,09-05-2025 15:25,-12.1,3674175,249,-11.95,-10.5,116325,-321.05,74475,-100800,N,-242850,YES,227.5,215.4,229,201.8,246.32
