last_traded_time,ltp,bid,ask,bid_price,ask_price,vol_traded_today,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,ltp,bid,ask,bid_price,ask_price,vol_traded_today,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price_2,open_2,close_2,high,low,ltp,bid,ask,bid_price,ask_price,vol_traded_today,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price_3,open_3,close_3,high,low,ltp_4,bid_price_4,ask_price_4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price_4,open_4,close_4,high_4,low_4,final_signal,result,datetime,open,high,low,close,non_zero_vol,non_zero_vol,non_zero_vol
01-04-2025 10:25,-55.45,174150,76275,-58.95,-56.15,631650,-40275,Y,60525,YES,23569.56,23510.25,23454.8,23525.95,23451.05,-8.1,1115025,1218675,-8.15,-8.15,6916950,2657475,Y,179100,YES,56.98,30.7,22.6,32.2,22.25,49.4,129000,139350,49,48.7,1897500,-46725,Y,-14850,Y,167.54,236.65,286.05,287.9,227.75,-180.1,-161,-159.9,80520,-23940,N,9450,N,51691.21,51564.1,51384,51593.2,51384,BUY,reverse,01-04-2025 10:25,23372.95,23380.2,23296.9,23307.2,180,180,180
01-04-2025 10:30,-9,139875,76875,-10.55,-13.3,330825,-13950,Y,14850,N,23557.65,23452.1,23443.1,23470.1,23430,-1.55,1654200,1403625,-1.3,-1.3,5740575,135525,N,106575,N,54.28,22.9,21.35,24.7,19.95,13.55,113475,104625,12.7,12.3,883875,-56925,Y,-6075,N,171.3,285.6,299.15,307.45,272,-55.8,-53,-56.75,81660,-12270,N,-1620,N,51641.45,51390,51334.2,51432.9,51320.1,no signal,reverse,01-04-2025 10:30,23306.15,23323.4,23276.1,23289.35,179,180,180
01-04-2025 10:35,22.9,105225,82875,23.75,26.7,209550,17850,Y,-2550,Y,23551.69,23443.1,23466,23473.85,23440,2.95,2240400,1722975,3.1,3.05,2888625,53775,N,-29475,Y,53.13,21.25,24.2,25.15,20.75,-30.45,103650,97200,-28.65,-28.4,511425,-12675,YES,2100,N,173.25,299.9,269.45,300.3,263.45,77.6,71,75.85,36330,5970,N,1170,N,51624.46,51331,51408.6,51428.35,51318.45,BUY,exc_loss,01-04-2025 10:35,23288.4,23324.15,23285.85,23315.55,179,180,177
01-04-2025 10:40,6.25,187275,106275,3.35,1.6,136425,10500,N,15300,N,23548.59,23466.15,23472.4,23474.9,23450,0.85,2352750,2272425,0.7,0.75,2326125,66375,N,67425,YES,52.3,24.25,25.1,25.8,22.45,0.4,99975,90525,0.95,1.05,251400,-40875,Y,2175,N,174.07,270,270.4,287.55,264.1,39.8,46,36.3,23220,21930,N,-2880,N,51616.95,51410,51449.8,51450.05,51381,no signal,exc_loss,01-04-2025 10:40,23316.05,23324.65,23298.65,23319.95,160,180,176
01-04-2025 10:45,-14.3,135675,83700,-11.3,-12.15,103800,42450,Y,5550,N,23546.65,23472.4,23458.1,23489,23458.1,-1.45,2206875,2093775,-1.35,-1.4,2435400,-67275,YES,88125,YES,51.54,24.95,23.5,27.9,23.5,11.9,94800,96900,11.9,11.85,346050,-4575,YES,-10575,YES,175.11,271.4,283.3,285,253.3,-56.75,-54.75,-54.1,15660,-6180,N,9480,N,51612.74,51442,51385.25,51488,51385.25,SELL,win,01-04-2025 10:45,23320.65,23339.35,23307.4,23307.4,165,180,179
01-04-2025 10:50,-0.4,109725,77475,3.5,-0.4,136425,7275,N,825,Y,23543.52,23458.1,23457.7,23461,23445,0.2,2156175,2062725,-0.15,-0.1,1740675,63450,Y,-1050,Y,50.96,23.4,23.6,24.6,21.9,3.95,111750,87300,4.15,4.1,295950,-1800,N,13800,Y,176.18,282.65,286.6,296.6,279.5,-8.8,-8.75,-14.4,17970,10500,N,2640,N,51606.12,51385.25,51376.45,51395.25,51350,BUY,reverse,01-04-2025 10:50,23307.15,23311.9,23293.85,23305.3,156,180,171
01-04-2025 10:55,-54.15,232800,82350,-53.95,-53.75,364575,-50400,YES,15300,N,23532.86,23457.7,23403.55,23459.5,23390.05,-5.6,2458200,2273325,-5.6,-5.65,4908000,-327450,YES,154800,YES,49.26,23.6,18,24.05,17.35,56.55,90825,86475,56.45,56.6,690675,-13800,Y,-40950,YES,179.48,286.75,343.3,352.3,284.2,-185.85,-190,-187.8,89040,-25020,N,24630,N,51562.57,51376.45,51190.6,51376.45,51180.9,SELL,exc_loss,01-04-2025 10:55,23304.45,23309.2,23236.45,23243.15,171,180,180
01-04-2025 11:00,-19.4,120225,103275,-19.55,-17.25,220500,-25500,Y,16050,N,23526.27,23403.55,23384.15,23409.4,23384,-1.7,2461875,3234900,-1.65,-1.65,2148525,-675,Y,107325,N,48.52,17.85,16.15,18.6,16.15,11.2,92025,86925,10.15,10.2,254700,-8325,N,4875,Y,180.77,343.75,354.95,355.25,330.45,-53.5,-53.5,-56.9,62160,-1080,N,2250,N,51532.22,51185,51131.5,51208.95,51130,BUY,reverse,01-04-2025 11:00,23243.5,23255.7,23227.45,23228.45,174,179,178
01-04-2025 11:05,-2.15,344925,112425,-3.9,-3.5,153600,5025,Y,525,Y,23521.9,23384.15,23382,23396.1,23380,0.45,3935325,1677750,0.65,0.65,5008275,90375,Y,-136200,Y,46.89,16.1,16.55,17.65,15.85,3.9,91350,80925,3.05,3.35,193725,-4575,N,7125,N,181.81,356,359.9,361,344.25,-1.55,-0.05,1.2,31890,7890,N,-9210,N,51517.59,51131.5,51129.95,51187.95,51125,BUY,reverse,01-04-2025 11:05,23230.35,23240.75,23224.7,23226.4,169,180,171
01-04-2025 11:10,-3.1,174525,80025,-1.4,-3.1,146175,3900,N,15375,N,23517.83,23382,23378.9,23400.5,23370.1,-0.9,3794175,2939175,-0.8,-0.85,1657725,-69975,YES,91050,YES,46.39,16.65,15.75,18.05,15.75,-1.8,80175,94875,-2.2,-2.25,183000,-10500,Y,-11775,YES,182.79,360.8,359,370.85,341.8,50.3,51.15,48.05,37890,-6540,N,-13380,N,51502.85,51129.95,51180.25,51226.65,51120.5,SELL,reverse,01-04-2025 11:10,23227.2,23250.45,23221.15,23228.95,165,180,171
01-04-2025 11:15,13.9,93450,70875,14.35,12.45,85425,15450,N,3975,N,23515.77,23377.1,23391,23406.45,23376,0.6,2600250,3133500,0.95,0.9,1496325,42825,Y,64800,N,45.96,15.8,16.4,18.5,15.75,-14.15,69225,82200,-11.05,-11.25,117375,1500,N,5100,N,183.36,359,344.85,360,331.9,34.75,19.85,28.15,50610,-9360,N,-14010,N,51486.78,51180.25,51215,51248,51180,no signal,reverse,01-04-2025 11:15,23229,23258.5,23228.5,23244.65,156,180,157
01-04-2025 11:20,11.1,108900,65775,10.65,12.75,78000,1800,YES,2550,Y,23513.98,23390,23401.1,23412.4,23386,0.8,2624625,2871450,0.65,0.65,839325,40650,N,94050,YES,45.72,16.3,17.1,18.45,16.3,-7.9,75825,94050,-8.75,-8.75,97725,13275,N,15975,N,183.82,345.4,337.5,349.75,326.05,44.85,40.9,34,31560,12690,N,-10050,N,51477.8,51200.05,51244.9,51248.95,51175,no signal,reverse,01-04-2025 11:20,23243.35,23258.8,23235.35,23250.5,166,180,154
01-04-2025 11:25,-6,102825,62025,-3.6,-3.35,86325,12750,N,13875,N,23511.91,23403.45,23397.45,23405.1,23373.4,0.05,2658450,2858325,0.3,0.3,1102950,25725,N,-72750,Y,45.41,17.15,17.2,18.05,15.9,8.1,96525,105825,5.8,6.15,152250,-12000,Y,-5625,YES,184.59,337.5,345.6,364.35,336.45,-26.4,-22.4,-10.8,19890,-16980,N,4320,N,51472.44,51244.9,51218.5,51249.35,51175,no signal,win,01-04-2025 11:25,23249.85,23256.3,23224.25,23250.85,164,180,167
01-04-2025 11:30,-31.8,103425,121050,-30.25,-26.3,118425,-33750,YES,14625,N,23508.8,23397.25,23365.45,23397.25,23362.55,-1.55,3376050,2935950,-1.55,-1.6,1355850,8100,N,33900,YES,45.02,17.3,15.75,17.6,15.25,20.95,81375,96525,22.1,22.1,151575,-14100,Y,-17400,YES,185.4,345.6,366.55,372.1,341.8,-76.65,-70.85,-76.6,25830,8430,N,9450,N,51464.61,51235.4,51158.75,51235.4,51121.1,SELL,win,01-04-2025 11:30,23248.6,23249.4,23217.65,23220.5,151,177,161
01-04-2025 11:35,-9.45,142575,79725,-10.05,-12.9,144675,-60450,YES,17175,N,23504.85,23365.9,23356.45,23374.6,23346,-0.5,2902500,2319075,-0.5,-0.55,2010975,-115350,YES,57675,YES,44.46,15.75,15.25,16.3,14.4,17.65,77100,98175,16.55,17.2,192750,3375,N,-8250,N,186.51,365.9,383.55,390,363.35,-27.25,-26.65,-27.4,22470,-18540,N,1200,N,51457.19,51158.75,51131.5,51167.9,51092.05,SELL,open_win,01-04-2025 11:35,23220.7,23223.9,23197.85,23206.75,169,178,167
01-04-2025 11:40,-11.45,157350,58950,-8.95,-8.4,104550,-18150,Y,19950,N,23501.87,23356.45,23345,23364.35,23330,0,3426300,2900175,0.05,0.05,1376325,84525,Y,-90525,Y,44.08,15.2,15.2,16,14.75,14.85,55275,69075,14.65,14.55,142050,2850,Y,-9525,YES,187.39,383.55,398.4,411.1,373.35,-54.95,-50.7,-55.6,19650,-17610,N,2520,N,51450.26,51130.4,51075.45,51142.35,51050,BUY,reverse,01-04-2025 11:40,23207.3,23216.25,23183.55,23200.1,156,180,150
