last_traded_time,ltp,bid,ask,bid_price,ask_price,vol_traded_today,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,ltp,bid,ask,bid_price,ask_price,vol_traded_today,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price_2,open_2,close_2,high,low,ltp,bid,ask,bid_price,ask_price,vol_traded_today,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price_3,open_3,close_3,high,low,ltp_4,bid_price_4,ask_price_4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price_4,open_4,close_4,high_4,low_4,final_signal,result,datetime,open,high,low,close,non_zero_vol,non_zero_vol,non_zero_vol
04-04-2025 09:55,2.05,226425,82050,7.7,9,162375,6675,Y,7725,N,23142.53,23059.95,23062,23084,23056.35,1.55,362250,398850,0.85,0.9,2815500,92325,Y,109800,N,94.28,62,63.55,68.65,62,-7.6,84450,86325,-4.85,-4.7,907950,-6000,YES,32400,Y,228.55,280.7,273.1,280.7,261.25,31,30.8,31,22860,12510,N,2460,N,51786.31,51719,51750,51799.95,51707,BUY,reverse,04-04-2025 09:55,22985.25,23009.8,22983,22992.2,172,180,180
04-04-2025 10:00,-30.05,179850,84000,-28.75,-30.55,230775,-25050,YES,26325,N,23135.73,23068.2,23038.15,23077.7,23031,-9,553350,450900,-9.1,-9.1,3598650,-30675,YES,136950,YES,91.55,64.3,55.3,66.55,54.5,20.5,94500,77475,21.65,21.55,1235625,2700,N,-60000,YES,231.47,272.05,292.55,298.2,263.6,-62,-54.85,-69.75,32670,-8580,N,6780,N,51782.76,51750,51688,51773.1,51688,SELL,exc_loss,04-04-2025 10:00,22992.05,23006.2,22962.45,22966.05,177,180,180
04-04-2025 10:05,-3.75,121425,72825,0.05,-2.65,111750,30450,Y,14850,N,23132.74,23038.8,23035.05,23060,23035,-1.7,493800,589875,-1.65,-1.65,2241600,19350,Y,65775,N,89.95,55.5,53.8,60.8,53.8,2.3,75300,80850,2.55,2.6,583275,-10800,Y,3300,Y,232.76,292.5,294.8,296.6,273.6,8.95,2.4,-7.7,17280,10290,N,3900,N,51780.95,51681.05,51690,51749.8,51681.05,BUY,reverse,04-04-2025 10:05,22965.8,22987.15,22962.5,22967.35,174,180,180
04-04-2025 10:10,-19.85,127500,63300,-23.05,-20.15,136575,-15075,YES,10050,N,23128.44,23036,23016.15,23046.4,23011,-6.55,486825,506775,-6.25,-6.25,2914425,-55275,YES,143400,YES,87.79,53.85,47.3,56.6,47.3,14.1,87075,82875,13.85,13.9,838125,-1725,N,-35550,YES,234.96,294.25,308.35,310.45,286.15,-32.25,-25,-29,32640,-2310,N,-9960,N,51775.98,51690,51657.75,51693.8,51642.8,SELL,im_loss,04-04-2025 10:10,22967.05,22979.35,22940.95,22941.95,174,180,180
04-04-2025 10:15,35.95,299025,135525,31.1,33,174900,15375,Y,-5250,Y,23123.76,23011,23046.95,23054.65,23010,6.9,571800,623475,6.75,6.8,2812875,135975,Y,-44025,Y,85.9,47,53.9,56,46.7,-23.65,130125,86175,-23.85,-23.6,623250,-12375,Y,22275,Y,236.38,309.95,286.3,312.75,278.6,122.25,122.85,124.95,34830,4590,N,240,N,51774.1,51657.75,51780,51816.95,51649.15,BUY,reverse,04-04-2025 10:15,22941.7,22979.9,22936.15,22970.95,177,180,180
04-04-2025 10:20,-55.55,94275,78375,-49.8,-50,153750,-64350,YES,6675,N,23119.03,23047.55,22992,23047.55,22992,-8.75,737100,967575,-8.8,-8.8,2465325,-27150,YES,178725,YES,84.3,54,45.25,54,45.1,41,99825,87075,39.5,39.65,621000,-1125,N,-42675,YES,238.02,285.05,326.05,326.05,285.05,-113,-114,-110.15,14280,-2820,N,-1320,N,51773.26,51779,51666,51780.15,51666,SELL,not_triggered,04-04-2025 10:20,22970.25,22971.45,22922.55,22923.15,171,180,179
04-04-2025 10:25,11.35,134475,87675,13.2,11.4,102975,28800,Y,-450,Y,23115.93,22996.95,23008.3,23014,22995,2.1,910950,914325,2,1.95,1749225,68250,Y,25200,N,83.16,45.1,47.2,49.1,44.9,-9.75,117600,80850,-9.6,-9.6,319575,-16875,Y,35100,Y,238.96,325.1,315.35,325.45,308.35,20.45,15.35,19.35,26340,4380,N,-3390,N,51770.15,51670,51690.45,51705,51645,BUY,exc_loss,04-04-2025 10:25,22923.55,22939.85,22921.6,22933.45,170,181,174
04-04-2025 10:30,-7.2,270900,54150,-7,-5.4,99450,-12075,YES,27825,YES,23113.37,23005.2,22998,23029,22997.65,-1.85,765825,759600,-1.75,-1.65,1780275,-1015425,YES,19800,N,82.11,47.05,45.2,50.2,45.1,7.5,127950,83025,5.75,5.65,345825,-2175,N,-13575,YES,239.88,314.55,322.05,325.35,300,7.75,-6.2,-2.55,15030,-3450,N,15630,N,51769.01,51680.35,51688.1,51731,51671.65,SELL,reverse,04-04-2025 10:30,22933.6,22953.3,22924.35,22928.45,168,178,177
04-04-2025 10:35,28,106200,123825,27.6,25.7,99975,13800,Y,16650,N,23111.02,22998,23026,23035,22998,4.2,717450,949425,4.45,4.45,1560600,143850,Y,-42825,Y,81.26,45.35,49.55,51.05,45.35,-19.1,128325,86925,-19.65,-19.85,273600,-7800,Y,20550,Y,240.52,320,300.9,320,295.4,-3.1,8.15,0.85,7950,-9090,N,3870,N,51768.22,51688.1,51685,51714.9,51665.75,BUY,win,04-04-2025 10:35,22927.1,22965.95,22927.05,22961.6,177,181,174
04-04-2025 10:40,-8.8,164400,109425,-2.95,-5.05,93150,-25125,YES,20475,N,23109.23,23031.9,23023.1,23045,23021.05,-1.75,663150,718125,-1.4,-1.35,1858125,-22350,YES,79875,YES,80.35,49.95,48.2,52.6,47.8,2.4,128175,109875,1.2,1.35,358425,-4500,N,6525,N,241.23,299.55,301.95,306.3,286,-5,0,0.55,9840,6870,N,11040,N,51767.18,51685,51680,51698,51665,SELL,exc_loss,04-04-2025 10:40,22960.85,22976.65,22955.35,22960.8,178,180,176
04-04-2025 10:45,-6.8,147825,70950,-9.2,-7.55,69375,4425,Y,32175,N,23107.85,23025.25,23018.45,23038.05,23013.65,-0.25,771900,714150,-0.6,-0.65,1304625,82200,Y,19425,N,79.69,47.7,47.45,50.8,45.7,-2.85,132300,99750,-2.6,-2.4,214125,43950,YES,1050,YES,241.69,303.4,300.55,308.65,290.25,-8.3,-14.95,-8,15750,1500,N,660,N,51765.51,51680,51671.7,51697.2,51650.05,no signal,reverse,04-04-2025 10:45,22958.95,22974.4,22949.4,22951.2,173,180,169
04-04-2025 10:50,25.35,161175,73650,24.55,20.7,76650,-21825,YES,5850,N,23106.65,23018.65,23044,23050,23018.65,4.55,579300,656550,4.65,4.6,2139450,-10050,YES,-113175,Y,78.79,47.55,52.1,53.75,47.5,-20.3,101250,103575,-20.65,-20.65,388725,-13875,Y,25350,Y,242.28,300.65,280.35,300.65,274.65,48.15,51,49.7,12900,-4860,N,18930,N,51764.93,51672.9,51721.05,51755.65,51669,BUY,win,04-04-2025 10:50,22951.45,22981.15,22951.45,22974.05,168,179,173
04-04-2025 10:55,26.75,132225,101550,25.8,25,75825,23625,Y,-59025,Y,23105.74,23043.25,23070,23071.35,23034.4,5.55,589575,676800,5.1,5.05,1834425,62925,Y,-194700,Y,78.12,51.85,57.4,57.4,50.15,-19.4,138750,97350,-20.75,-20.6,350100,-23925,Y,17475,N,242.66,280.95,261.55,287.15,261.05,65.1,61.45,54.7,8730,120,N,-3390,N,51764.79,51720,51785.1,51785.1,51700,BUY,exc_loss,04-04-2025 10:55,22974.85,22999.15,22962.5,22999.15,142,180,174
04-04-2025 11:00,6.05,237975,175425,1.85,3.25,122400,-11625,YES,6150,YES,23104.87,23068.75,23074.8,23082.85,23062,0.1,521400,684600,-0.2,-0.2,3080100,-121125,YES,60225,YES,77.28,57.4,57.5,61.05,55.45,-2.65,155100,97125,-2.35,-2.35,468975,17250,YES,-8625,YES,242.91,261.4,258.75,267.7,251,12,14.9,13.95,21660,-300,N,4260,N,51765.57,51788,51800,51826.9,51744.4,SELL,im_loss,04-04-2025 11:00,22998.85,23012.15,22992.85,23004.15,170,181,180
04-04-2025 11:05,12.6,121050,168750,17.2,15.3,127350,14100,Y,-18600,Y,23104.04,23074.8,23087.4,23099,23043.15,6.15,523950,633000,6.2,6.25,3843750,16950,Y,-238350,Y,76.33,57.75,63.9,65.95,50.15,-16,95925,84600,-15.9,-15.85,686625,-19575,Y,-12525,YES,243.23,258.4,242.4,277.3,235.9,40,29.95,36.9,24660,810,N,4500,N,51767.09,51800,51840,51869.2,51761.05,BUY,reverse,04-04-2025 11:05,23003.2,23029.9,22982.3,23018.6,161,180,180
04-04-2025 11:10,1.05,115875,429975,-1.45,-1.5,94275,11850,N,76050,YES,23103.69,23088.95,23090,23099,23074.35,-1.2,438150,478575,-2.25,-2.25,2417550,91950,Y,162075,YES,75.89,63.2,62,67.4,58.2,-1.1,93675,77025,1.05,1.05,433725,22950,YES,26475,Y,243.23,244.1,243,251.05,235.75,-6.95,3,4.95,24270,6660,N,-4470,N,51768.76,51840,51833.05,51862.8,51790,SELL,win,04-04-2025 11:10,23020.05,23028.7,23004.5,23013.05,155,180,180
04-04-2025 11:15,-29.35,78825,83700,-32,-30.35,67800,38550,Y,10275,N,23103.25,23089,23059.65,23089.3,23052.05,-9.2,486000,431625,-9.2,-9.2,1831950,-88125,YES,34725,N,75.45,61.95,52.75,61.95,51.8,21.6,79350,84900,23.4,23.3,466725,675,Y,-28275,YES,243.41,242.65,264.25,267.5,242.65,-27.05,-33.5,-38.2,10260,-3030,N,12210,N,51769.34,51833.05,51806,51849.95,51791.05,no signal,exc_loss,04-04-2025 11:15,23013.75,23014.6,22984.45,22991.5,137,180,180
04-04-2025 11:20,-17.55,44400,80475,-13.9,-13.15,46425,-30750,YES,3600,N,23102.85,23059.65,23042.1,23075.5,23042.1,-2.7,596700,527250,-2.5,-2.5,1758600,-66675,Y,41550,N,74.99,52.45,49.75,57.45,49.75,10.75,97125,79200,9.95,9.95,367725,2625,N,-12900,N,243.63,264.2,274.95,275,253.45,-19.05,-18.8,-18.05,6240,-3150,N,840,N,51769.61,51801.25,51782.2,51830,51777,no signal,reverse,04-04-2025 11:20,22991.35,23008.5,22976.15,22976.35,111,180,177
04-04-2025 11:25,26.95,91125,75675,27.9,29,34725,7350,Y,7350,N,23102.52,23042.1,23069.05,23075,23042,6.45,538575,600075,6.4,6.4,1593675,127350,Y,-17400,Y,74.57,49.9,56.35,57.4,49.2,-21.85,91425,80475,-22.05,-22.15,303300,-18150,Y,31800,Y,243.83,274.65,252.8,276.65,249.6,33.95,17.95,28.25,5070,960,N,-690,N,51769.8,51782.2,51816.15,51818.95,51777.05,BUY,exc_loss,04-04-2025 11:25,22975.4,23007.95,22969.9,23004.8,117,181,178
04-04-2025 11:30,9.4,67350,83700,4.25,4.65,74250,-3375,YES,-1275,Y,23102.2,23070,23079.4,23094.8,23066.5,0.15,564525,520500,-0.35,-0.3,2038200,-33525,YES,2100,N,74.18,56.5,56.65,61.35,55.15,-0.95,126375,82425,-3,-3.05,345225,11100,YES,-2775,YES,243.86,252,251.05,257,238.25,46.95,46.95,49.35,21120,450,N,3240,N,51771.4,51816.15,51863.1,51888.9,51805.5,SELL,win,04-04-2025 11:30,23005,23026.2,22998.35,23012,130,179,174
04-04-2025 11:35,-49.4,119625,53625,-45.75,-49.05,62250,-40650,YES,7725,N,23101.53,23079.4,23030,23079.4,23030,-11.95,632250,595575,-11.65,-11.7,2924850,24075,Y,160125,YES,73.35,56.35,44.4,56.35,44.4,38.85,82500,127650,40.6,40.55,613425,5100,N,-41775,YES,244.4,251.5,290.35,292,250.8,-80.15,-70.05,-71.05,8490,10710,N,-8460,N,51771.91,51863.1,51782.95,51867,51781.25,SELL,exc_loss,04-04-2025 11:35,23012.3,23012.3,22961.75,22963.95,146,178,181
04-04-2025 11:40,5,148950,72000,5.75,8.4,72300,15225,Y,-4875,Y,23100.6,23030,23035,23044,23026.55,0.35,843600,764700,0.2,0.15,1605600,65775,Y,79650,N,72.84,44.35,44.7,46.5,43.75,-5.9,76350,102900,-5.45,-5.35,272625,2175,Y,18975,Y,244.75,289.6,283.7,292.1,278.4,-2.95,-7,-6.65,9690,-150,N,4200,N,51771.99,51782.95,51780,51801.3,51763,BUY,reverse,04-04-2025 11:40,22964.55,22978.05,22962.4,22970.1,146,181,177
04-04-2025 11:45,-3.4,105000,70500,-1.35,-3.85,41775,6975,N,-1500,N,23100.03,23036.25,23032.85,23042.8,23020,-0.9,1024125,822225,-1.05,-1.05,1600425,26250,N,46875,N,72.32,44.7,43.8,45.55,41.05,1.5,98175,94725,0,-0.1,285150,-9675,Y,-11625,YES,245.11,283.5,285,296.85,279.05,18,22,16.5,6300,990,N,1140,N,51772.09,51780,51798,51811,51766.1,no signal,exc_loss,04-04-2025 11:45,22971.2,22975.65,22958.8,22970.75,143,180,171
04-04-2025 11:50,-12.15,112800,108225,-9.45,-12,43950,2025,YES,-31500,Y,23099.36,23032.85,23020.7,23037,23013,-3.05,821475,833625,-2.95,-2.9,1775700,-143025,YES,-6225,Y,71.72,43.25,40.2,43.7,38.1,8.5,86400,90375,8.25,8.35,329625,-18300,Y,-19275,YES,245.59,285.5,294,302.6,283.8,-45.05,-56.15,-46.7,10530,-13950,N,6630,N,51771.87,51798,51752.95,51798,51730,no signal,reverse,04-04-2025 11:50,22971.25,22971.25,22951.7,22956.85,149,180,170
04-04-2025 11:55,17.35,86625,77400,17.4,15.25,50175,-2925,YES,6525,YES,23098.79,23024,23041.35,23048.9,23018,2.25,836400,908025,2.6,2.65,1597650,27750,Y,-28650,Y,71.23,40.4,42.65,44.2,39.6,-11.85,87600,81300,-12.1,-12.15,235275,-6975,N,14325,Y,245.86,294,282.15,298.75,274.05,27.05,28.9,37.45,3150,-3090,N,3930,N,51771.85,51752.95,51780,51799,51732.25,no signal,reverse,04-04-2025 11:55,22956.25,22979.1,22952.8,22971.35,124,180,172
04-04-2025 12:00,-15.25,75300,62700,-18,-17.2,31425,-450,N,14325,N,23098.37,23040,23024.75,23041.35,23020,-3.35,976350,989250,-3.6,-3.6,1145475,11175,N,97950,YES,70.86,42,38.65,42.65,38.6,13,107475,80250,12.15,12.2,162375,18600,YES,13275,N,246.07,281.3,294.3,294.3,280,-18.05,-31.05,-35.55,8490,-4530,N,2640,N,51771.92,51781,51762.95,51806,51750,no signal,exc_loss,04-04-2025 12:00,22971.5,22974.15,22956.7,22957.15,103,181,164
04-04-2025 12:05,14.45,146925,53400,10,10.4,42600,15975,N,0,Y,23097.79,23020,23034.45,23039,23012,2.2,1064250,964800,2.45,2.45,1273725,125775,Y,-10950,Y,70.45,38.45,40.65,41.25,37.2,-8.6,106725,87675,-9.75,-9.7,256125,6975,N,7275,N,246.4,294.6,286,300.55,280.2,8.85,12.15,6.9,7380,1110,N,5820,N,51771.77,51762.95,51771.8,51780,51725.6,BUY,exc_loss,04-04-2025 12:05,22956.9,22974.9,22944.75,22965.7,134,179,172
04-04-2025 12:10,-3.15,440025,56775,-0.35,-0.25,27450,-6450,YES,-4800,Y,23097.45,23034.45,23031.3,23039.15,23030,-0.1,1173300,1098375,-0.1,-0.05,739125,15000,N,92850,YES,70.22,40.6,40.5,41.7,39.8,-1.25,82725,75975,-1.3,-1.3,84675,-6450,Y,5100,N,246.5,286.5,285.25,288.95,282,17.2,16.85,17.25,6210,1320,N,720,N,51771.78,51771.8,51789,51795.85,51741.1,no signal,reverse,04-04-2025 12:10,22966.2,22972.25,22959.95,22965.3,112,181,151
04-04-2025 12:15,18.7,591300,74250,19.55,15.45,39375,-7350,YES,-9375,Y,23097.01,23031.3,23050,23051.1,23030,3,889200,1113975,3.05,3,1038675,-54300,YES,-94050,Y,69.93,40.6,43.6,44.05,39.3,-14.25,95625,78975,-13.9,-14.1,186825,-5025,N,7200,N,246.68,285.25,271,290.1,270.6,11,17.3,11,5460,1890,N,6150,N,51771.86,51789,51800,51800,51756.3,no signal,reverse,04-04-2025 12:15,22965.35,22983.45,22963.9,22982.5,139,180,161
04-04-2025 12:20,-1.3,122400,78900,-4,-1.4,34725,13725,Y,8850,N,23096.65,23050,23048.7,23052.5,23031,-1.6,1058475,1079400,-1.45,-1.45,1133625,-73875,YES,27000,YES,69.61,43.5,41.9,43.6,39.85,3.8,107850,80175,2.35,2.45,186750,-3300,N,-5550,YES,246.84,271.6,275.4,284,268.6,0,3.15,9.95,5250,6060,N,810,N,51771.93,51800,51800,51811.1,51762.4,SELL,im_loss,04-04-2025 12:20,22982.9,22989.85,22970.45,22987.35,132,181,157
04-04-2025 12:25,-13.8,113175,68850,-16,-16.35,37800,2250,YES,1200,Y,23096.28,23046,23032.2,23053,23030,-3.8,1033575,1055025,-3.6,-3.6,1113900,-50925,Y,112725,YES,69.29,41.95,38.15,43.7,38.15,13.25,90600,79350,12.6,12.55,175650,9000,N,-10800,YES,247,274.4,287.65,288.3,268,-21.15,-26.55,-24.4,3270,-1410,N,-210,N,51772,51801.45,51780.3,51813.4,51770.75,SELL,open_win,04-04-2025 12:25,22986.65,22991.6,22972.2,22972.2,143,180,166
04-04-2025 12:30,-9.95,66825,43350,-8,-5.55,24000,-2250,YES,10050,N,23095.97,23032.2,23022.25,23040,23022,-0.6,995175,989175,-0.75,-0.75,1237875,41400,Y,47325,N,68.91,38.05,37.45,40.05,37.35,2.3,84825,109275,3.95,3.8,197775,-1800,Y,-3450,N,247.23,288.35,290.65,292.75,280,-15.3,-6.4,-13,3600,510,N,9150,N,51772.03,51780.3,51765,51797.95,51763.1,no signal,exc_loss,04-04-2025 12:30,22972.8,22979.5,22959.3,22962.25,88,180,170
04-04-2025 12:35,-5.25,88425,78750,-2.15,-1.65,60000,9750,N,5625,N,23095.06,23022.25,23017,23027.15,23004.2,-0.1,1106850,972450,0,0,1725450,41625,N,-116550,Y,68.36,37.45,37.35,37.7,34.65,3.75,77850,93525,4.1,4.05,310575,39825,YES,-8025,YES,247.7,290.7,294.45,307.85,290.7,-15.05,-23.1,-22.95,13590,60,N,-720,N,51771.52,51765,51749.95,51772.9,51710,no signal,reverse,04-04-2025 12:35,22962.3,22962.3,22944.4,22957.1,124,180,175
04-04-2025 12:40,9,102450,48750,9.1,4.1,30450,5025,N,-750,Y,23094.66,23017,23026,23030,23015,-0.25,908400,836700,-0.3,-0.3,856950,-40350,YES,23325,YES,68.1,37.1,36.85,37.75,35.85,-4.45,55950,70800,-4.1,-4.15,116625,10575,N,12750,Y,247.85,295.2,290.75,300,287.75,35.05,35.05,39,4350,-1410,N,-1500,N,51771.48,51749.95,51785,51788.95,51742,no signal,reverse,04-04-2025 12:40,22957.1,22966.95,22954.8,22964.45,100,181,153
04-04-2025 12:45,-7.35,129675,103200,-11,-10.45,25875,-10575,YES,4275,N,23094.32,23026,23018.65,23026.5,23015,-1.35,866475,787725,-1.3,-1.3,697575,-20550,N,35025,N,67.89,36.75,35.4,36.9,35.15,7,69750,112800,7.1,6.95,162825,3225,N,-9825,YES,248.07,292,299,299.25,290.05,-11.85,-5,-1.9,7530,3780,N,690,N,51771.49,51781.85,51770,51800,51760.05,no signal,exc_loss,04-04-2025 12:45,22964.35,22964.55,22952.6,22953.4,95,181,149
04-04-2025 12:50,-1.45,102075,87750,-2.4,0.55,22200,-34950,YES,600,Y,23094,23016.45,23015,23022.4,23006,0.05,1376325,967500,0.05,0.05,1043775,-31050,YES,10575,N,67.57,35.35,35.4,36.55,33.85,-2.6,88425,110250,-2.25,-2,192000,-2175,Y,-14250,YES,248.36,300.2,297.6,306.2,292,-21.05,-13.25,-29.4,6120,1260,N,-510,N,51771.46,51770,51748.95,51793.85,51742,no signal,reverse,04-04-2025 12:50,22953.35,22955.4,22942.7,22950.95,106,181,149
04-04-2025 12:55,15.7,66075,74475,12.95,11.3,27750,6675,Y,-4050,Y,23093.64,23012.6,23028.3,23031.35,23007.35,1.15,931350,1059525,1.15,1.2,810450,148350,Y,-30375,Y,67.34,35.25,36.4,37.4,34.1,-8.75,75600,78300,-9.15,-9.15,160575,-26550,Y,15900,Y,248.57,298.2,289.45,304.95,285,26.25,27.5,25.4,8010,-9300,N,-5970,N,51771.39,51748.95,51775.2,51788,51741,BUY,reverse,04-04-2025 12:55,22951.6,22968.3,22944.3,22962.4,108,181,165
04-04-2025 13:00,-16.9,106500,49650,-13.3,-14.25,24600,-7500,YES,-375,N,23093.34,23028.3,23011.4,23035,23011.4,-2.9,1430925,993225,-3.05,-3.05,1052025,-31500,YES,63000,YES,67.03,36.3,33.4,37.35,32.95,11.2,70950,85725,11,10.8,218850,-6825,N,-12150,YES,248.83,289,300.2,301.9,282.3,-15.15,-20.65,-19.25,9360,-1860,N,870,N,51771.38,51775.2,51760.05,51790.3,51754,SELL,reverse,04-04-2025 13:00,22962.55,22973.4,22952.05,22953.2,106,182,167
04-04-2025 13:05,27.6,63000,61125,21.65,21.8,26700,-4500,N,-4350,Y,23093.05,23011.4,23039,23041.3,23011.4,4,1078275,969300,4.05,4.15,1049625,3150,Y,-136950,Y,66.73,33.45,37.45,38.35,33.4,-20.6,99150,75300,-20.4,-20.3,193575,-13800,Y,7500,N,249.02,300.2,279.6,300.2,276.85,40.3,45.8,51.95,7800,1980,N,-930,N,51771.58,51760.05,51800.35,51826.6,51754.55,BUY,reverse,04-04-2025 13:05,22954.15,22974.05,22951.95,22973.65,106,180,165
04-04-2025 13:10,-32.05,131325,52200,-31.8,-34.35,32625,-7275,YES,7050,N,23092.59,23039.05,23007,23039.05,23001,-5.05,1052625,1186875,-5.25,-5.3,1275375,-108975,YES,56550,YES,66.36,37.25,32.2,37.3,31.85,25.75,78225,94050,26.3,26.1,255675,10350,YES,-18450,YES,249.33,279.8,305.55,309.15,279.75,-68.2,-60,-60,12780,6420,N,-9540,N,51771.54,51813.2,51745,51813.2,51730.55,SELL,open_win,04-04-2025 13:10,22973.3,22973.3,22937.2,22938.05,109,181,175
04-04-2025 13:15,10.9,82050,124950,12.9,9.95,109800,-1125,N,25650,N,23090.92,23007,23017.9,23021.2,22998.5,1.35,1075725,1086075,1.3,1.25,1027125,84750,Y,6000,N,66.05,32.15,33.5,33.95,31.95,-11.1,70950,80850,-10.55,-10.6,202950,-4950,Y,14100,Y,249.62,306.7,295.6,307.2,293.1,9.25,10.15,9.2,42690,-120,N,-1980,N,51769.68,51749.8,51759.05,51771.2,51694,BUY,reverse,04-04-2025 13:15,22938.15,22955.7,22934.8,22954.3,138,180,167
04-04-2025 13:20,-4.9,63150,52350,-2.05,-1.5,35700,6000,N,8700,N,23090.47,23017.9,23013,23027.15,23008.15,-0.15,1259475,1302900,-0.15,-0.15,827250,47625,N,7425,N,65.81,33.45,33.3,34.6,32.3,2.2,74925,94500,2,2,143025,8400,N,-4050,YES,249.8,294.75,296.95,300.05,288.45,-17.45,-17.65,-3.65,7080,450,N,2610,N,51769.64,51759.05,51741.6,51789.85,51739.3,no signal,exc_loss,04-04-2025 13:20,22955.05,22966.75,22942.75,22957.8,101,181,150
04-04-2025 13:25,-3.95,89250,61950,1,-2.45,33300,-9450,YES,-8700,Y,23090.01,23017.25,23013.3,23017.25,23002.1,-0.65,1209225,1230225,-0.4,-0.4,751425,99000,Y,-8550,Y,65.59,33.25,32.6,33.5,31.6,0.55,61425,85050,0.45,0,135825,2775,Y,-1275,N,249.99,296.95,297.5,305.9,295.55,19.35,19.65,18.1,13380,2640,N,-2160,N,51769.33,51755.35,51774.7,51774.7,51720.15,BUY,reverse,04-04-2025 13:25,22959.25,22959.25,22939.05,22953.2,114,181,143
04-04-2025 13:30,-7.25,63150,56325,-7,-7.05,22725,11625,Y,1200,N,23089.68,23013.3,23006.05,23016.4,23002.05,-1.3,1383750,1299525,-1.35,-1.3,672900,-105225,YES,16200,YES,65.39,32.45,31.15,32.9,30.95,7.65,93900,80250,7.65,7.65,133800,-5550,Y,-15600,YES,250.18,297.5,305.15,308.45,295.4,-33.15,-17.4,-22.45,7350,3600,N,-660,N,51769.26,51774.7,51741.55,51778.3,51731.05,SELL,win,04-04-2025 13:30,22952.95,22957.7,22939.7,22943.35,104,181,159
04-04-2025 13:35,-10.85,91875,283950,-14,-11.45,128025,-33150,YES,15150,N,23087.57,23005.8,22994.95,23009.75,22982.6,-1.2,1248825,1388250,-1.15,-1.2,1458225,2335950,Y,33675,N,64.95,31.15,29.95,31.6,29.1,7.3,85200,90975,7.1,7.05,356025,525,N,8775,Y,250.79,305.85,313.15,322.5,302.05,-9.3,-9.25,-10.25,11010,-1890,N,10500,N,51768.91,51749.3,51740,51762.65,51715.45,no signal,win,04-04-2025 13:35,22944.25,22950.5,22919.25,22936.6,152,180,175
04-04-2025 13:40,-31.5,111150,185475,-29.95,-31.4,144450,-51300,YES,-2025,Y,23084.8,22990,22958.5,22996.5,22953.55,-3.1,1653600,1805250,-3.15,-3.2,1805625,-48450,YES,6000,N,64.38,29.85,26.75,30.35,26.35,29.9,64950,88650,29.35,29.6,506925,15900,N,-55575,YES,251.83,313.15,343.05,351.75,309.3,-96.45,-89.4,-92.75,28080,-9780,N,1740,N,51767.16,51742.4,51645.95,51757.3,51645.9,SELL,exc_loss,04-04-2025 13:40,22936.85,22938.6,22894.95,22903.05,160,181,178
04-04-2025 13:45,-2.45,141750,139800,-3.45,-4.7,192525,11550,Y,-11025,Y,23080.66,22957.45,22955,22962.65,22936.65,-0.5,1354425,2104050,-0.4,-0.45,5119350,32850,Y,-65475,Y,62.79,26.6,26.1,27,25.25,4.6,112125,82650,4.5,4.45,399750,-22575,Y,20850,Y,252.89,346.35,350.95,363,342,-11.2,-22.6,-13.4,47070,2820,N,1260,N,51761.17,51641.05,51629.85,51666.3,51575,BUY,reverse,04-04-2025 13:45,22902.15,22902.15,22874.4,22896.8,172,179,176
04-04-2025 13:50,3.05,85500,84300,8.5,5.65,68475,19575,N,-8850,N,23079.35,22954.95,22958,22965.95,22946.65,-1.35,1034925,2190150,-1.4,-1.35,4337250,-29100,YES,96750,YES,61.52,26.15,24.8,26.5,24.65,-5.1,89250,60675,-6.2,-6.15,158025,-7425,N,5625,N,253.27,350.1,345,354.85,338.85,26.2,14.3,26.15,23280,9960,N,4260,N,51759.05,51621.85,51648.05,51673.05,51610,no signal,reverse,04-04-2025 13:50,22896.6,22911.4,22893.15,22903.5,160,180,168
04-04-2025 13:55,-9.9,97050,84450,-6.8,-4.45,37650,27675,N,75,N,23078.64,22961.15,22951.25,22964.7,22951,-0.65,1951875,2274225,-0.7,-0.7,1165050,37350,Y,-42600,Y,61.19,24.8,24.15,25.25,23.8,3.2,99150,67800,3.75,3.75,162675,2925,N,-3375,YES,253.66,345,348.2,350.45,341.05,0.05,0.1,-10,9540,3510,N,-1020,N,51758.19,51631.95,51632,51668.65,51625,no signal,exc_loss,04-04-2025 13:55,22905.75,22908.5,22892.45,22893.6,136,180,147
04-04-2025 14:00,-4.7,187650,91650,-8.75,-10.9,60225,5925,N,-3900,Y,23077.42,22950.6,22945.9,22960,22935,-1.1,2048400,1859775,-1.15,-1.15,1479600,54150,N,-25875,N,60.75,24,22.9,24.6,22.1,8.8,78150,90000,8.8,8.65,215100,-2475,Y,-10350,YES,254.2,348.2,357,363.55,343.5,13,5.25,10.2,14460,-300,N,3960,N,51756.86,51632,51645,51667,51620,no signal,not_triggered,04-04-2025 14:00,22894.25,22903.4,22881.2,22885.7,141,181,143
