last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-03-07 13:10:00,-0.7999999999999972,-0.8999999999999915,-0.8499999999999943,23850,-87.25,40950,55500.0,Y,-11625.0,Y,-0.28000000000000114
2025-03-07 13:15:00,10.200000000000003,9.349999999999994,9.349999999999994,-16650,-88.60000000000582,39075,44775.0,N,-84000.0,Y,-0.20000000000001705
2025-03-07 13:20:00,1.0500000000000114,1.700000000000017,1.549999999999983,-63525,-89.30000000000291,40800,3975.0,N,600.0,YES,-0.13999999999998636
2025-03-07 13:25:00,3.5,2.8499999999999943,2.9000000000000057,-43500,-87.55000000000291,39000,40125.0,Y,-35175.0,Y,-0.12000000000000455
2025-03-07 13:30:00,-2.6999999999999886,-2.9000000000000057,-2.9000000000000057,26250,-90.75,40575,-12975.0,YES,69750.0,YES,-0.12000000000000455
2025-03-07 13:35:00,4.75,5.050000000000011,5.0,-112050,-102.95000000001164,38925,26625.0,Y,-51075.0,Y,-0.0800000000000125
2025-03-07 13:40:00,-0.75,-0.9499999999999886,-0.8499999999999943,-8325,-90.50000000001455,38925,-8775.0,YES,6000.0,YES,-0.09000000000000341
2025-03-07 13:45:00,-2.4499999999999886,-1.25,-1.3000000000000114,-50175,-93.59999999999854,41100,4350.0,N,32025.0,YES,-0.04999999999998295
2025-03-07 13:50:00,-12.899999999999991,-13.100000000000009,-13.100000000000009,-57450,-91.54999999999563,43350,-67200.0,YES,48600.0,N,-0.3800000000000239
2025-03-07 13:55:00,-2.450000000000003,-2.1000000000000085,-2.1000000000000085,6750,-89.89999999999418,46275,41100.0,Y,63975.0,N,-0.3499999999999943
2025-03-07 14:00:00,3.950000000000003,4.25,4.25,-119550,-87.04999999999563,39000,-23625.0,YES,11250.0,N,-0.2400000000000091
2025-03-07 14:05:00,0.9500000000000028,1.3499999999999943,1.3499999999999943,-47475,-87.44999999999709,43050,39600.0,Y,2250.0,Y,-0.1599999999999966
2025-03-07 14:10:00,4.300000000000011,4.0,4.0,-1200,-84.85000000000582,41325,-1650.0,YES,-84300.0,Y,-0.14999999999997726
2025-03-07 14:15:00,5.5,5.349999999999994,5.349999999999994,-10350,-88.64999999999418,40425,-21900.0,YES,40875.0,YES,-0.15000000000000568
2025-03-07 14:20:00,2.799999999999983,2.0999999999999943,2.049999999999983,-24300,-82.84999999999854,42450,-32850.0,YES,-159600.0,Y,-0.09000000000000341
2025-03-07 14:25:00,6.099999999999994,6.199999999999989,6.099999999999994,-29925,-98.80000000000291,44025,33825.0,Y,-125475.0,YES,-0.020000000000010232
2025-03-07 14:30:00,8.949999999999989,9.699999999999989,9.800000000000011,34425,-98.19999999999709,46350,61050.0,Y,-300825.0,Y,0.020000000000010232
2025-03-07 14:35:00,-6.699999999999989,-7.700000000000017,-7.75,-25350,-105.59999999999854,43050,-47400.0,YES,141900.0,YES,0.10999999999998522
2025-03-07 14:40:00,3.1500000000000057,3.1500000000000057,3.1000000000000227,83025,-105.14999999999418,45450,25350.0,Y,60525.0,N,0.05000000000001137
2025-03-07 14:45:00,4.050000000000011,4.200000000000017,4.299999999999983,25800,-109.70000000000437,43275,4500.0,N,-84750.0,Y,0.21000000000000796
2025-03-07 14:50:00,-7.0,-7.199999999999989,-7.099999999999994,13350,-109.69999999999709,46200,-90225.0,YES,43800.0,YES,0.060000000000002274
2025-03-07 14:55:00,7.549999999999983,7.699999999999989,7.700000000000017,-71475,-107.25,48450,36150.0,Y,-133350.0,Y,0.12999999999999545
2025-03-07 15:00:00,-18.700000000000017,-18.0,-18.25,-4200,-102.19999999999709,46200,-137400.0,YES,38175.0,YES,-0.009999999999990905
2025-03-07 15:05:00,1.450000000000017,1.25,1.25,-75825,-99.09999999999127,47100,3075.0,Y,-14700.0,Y,-0.05000000000001137
2025-03-07 15:10:00,-2.1500000000000057,-2.6500000000000057,-2.5999999999999943,-169200,-86.75000000000728,50100,-12900.0,YES,31200.0,YES,-0.04999999999998295
2025-03-07 15:15:00,-6.300000000000011,-6.450000000000003,-6.400000000000006,61725,-78.94999999999709,45000,-78675.0,YES,-66600.0,Y,-0.1599999999999966
2025-03-07 15:20:00,-1.25,-0.7999999999999972,-0.75,-155775,-83.20000000000437,46200,-85950.0,YES,-37725.0,YES,-0.07999999999998408
2025-03-07 15:25:00,-2.299999999999997,-3.1499999999999915,-2.049999999999997,-43875,-98.80000000000291,58875,-617475.0,YES,-299625.0,Y,-0.15000000000000568
