last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,timestamp,cur_open,prev_open,prev_close,pre_prev_close,nifty_cur_open,nifty_prev_open,nifty_prev_close,nifty_pre_prev_close,ce_symbol,ce_cur_open,ce_prev_open,ce_prev_close,ce_pre_prev_close,pe_symbol,pe_cur_open,pe_prev_open,pe_prev_close,pe_pre_prev_close
20-08-2025 09:15,-8,58725,91,62400,71850,-6.6,-8,-9450,-131.6,17325,7350,N,10425,N,24983.3,24985.7,24977.7,24986.2,24977.1,20-08-2025 09:15,-3.2,3721425,128,784350,420525,-2.95,-2.85,363825,-27.7,29850,175200,N,260475,N,50.45,47.25,51,46.9,49.86,20-08-2025 09:15,4.6,4298775,128,289575,292500,4.25,4.4,-2925,-47.95,27975,208650,N,15675,N,98.3,102.9,103.55,97.85,98.86,,,,,,,,,,,,,,,,,,,
20-08-2025 09:20,1,181800,254,97425,140775,2.9,2.7,-43350,-715.9,42525,49950,Y,6825,N,24979.5,24975,24976,24986.4,24965,20-08-2025 09:20,1.55,9721350,351,1891275,1656000,1.75,1.75,235275,-63.75,75075,485775,Y,427950,YES,46.45,48,51.6,44.85,49,20-08-2025 09:20,-0.75,10243950,347,1065600,580725,-0.5,-0.55,484875,-126.3,63375,225600,N,445050,Y,104.25,103.5,108.75,97.2,101.26,20-08-2025 09:20,24943.3,24942.9,24943.3,24943.7,24977.1,24974,24977.1,24977.7,NIFTY2582124900CE,98,97.25,98,97.25,NIFTY2582124900PE,53,52.55,53.15,52.55
20-08-2025 09:25,-8.1,89625,189,104400,135300,-7.1,-7.5,-30900,-382.8,40950,60225,N,-10500,Y,24978.25,24976,24967.9,24979,24965.8,20-08-2025 09:25,-6.2,7904550,359,2375775,1541550,-5.9,-5.9,834225,-62.3,82275,-327000,YES,381900,N,48.1,41.9,48.35,41.85,48.13,20-08-2025 09:25,1.7,5817075,359,888375,776550,1.15,1.2,111825,-126.95,68100,-144825,Y,77625,N,103.5,105.2,108,101,102.03,20-08-2025 09:25,24938.05,24943.4,24938.05,24943.3,24967.9,24976,24967.9,24977.1,NIFTY2582124900CE,89.9,97.95,89.75,98,NIFTY2582124900PE,53,53,52.8,53.15
20-08-2025 09:30,17.4,121875,222,122625,262950,17.2,17.8,-140325,-376.5,40275,20100,N,1125,N,24976.71,24967.9,24985.3,24985.8,24962.5,20-08-2025 09:30,7.05,11720100,330,2630100,1790775,6.8,6.85,839325,-63.55,85575,260625,Y,-131625,Y,41.7,48.75,49.1,39.6,46.93,20-08-2025 09:30,-10.6,9020550,331,872400,702675,-10.4,-10.45,169725,-127.8,66375,-227475,Y,266925,Y,105.65,95.05,109.35,94.5,102.27,20-08-2025 09:30,24956.3,24937.65,24956.3,24938.05,24985.3,24967.9,24985.8,24967.9,NIFTY2582125000CE,48.75,42.05,48.75,41.9,NIFTY2582125000PE,95.05,105.15,94.95,105.2
20-08-2025 09:35,-12.9,121125,174,99900,109950,-12.2,-11,-10050,-283.6,34875,2025,YES,21675,YES,24977.69,24985.8,24972.9,24990.6,24970.9,20-08-2025 09:35,-4.05,11415075,362,2432325,2470500,-4.1,-4.1,-38175,-71.65,96750,-116175,YES,531450,YES,48.7,44.65,50.85,42.45,47.01,20-08-2025 09:35,4.6,6752550,360,813300,782325,4.55,4.5,30975,-114.8,70500,250875,YES,-6900,YES,94.95,99.55,103.95,92.25,101.62,20-08-2025 09:35,24946.6,24954.85,24946.6,24956.3,24972.9,24985.3,24975,24985.8,NIFTY2582124900CE,95.05,101.95,94.95,101.5,NIFTY2582124900PE,49.8,47.15,49.65,47.4
20-08-2025 09:40,21.9,82500,172,110475,131025,20.1,21.1,-20550,-430,41550,15900,N,2700,Y,24978.3,24972.9,24994.8,24995.6,24972.9,20-08-2025 09:40,7.35,12089025,358,2624550,2583075,7.4,7.4,41475,-68.4,100275,471375,Y,-239550,Y,44.7,52.05,53.9,43.5,47.36,20-08-2025 09:40,-9.35,7568550,358,874875,778650,-9.3,-9.4,96225,-114.25,72825,-237975,Y,318000,Y,99.55,90.2,101.05,88.05,100.59,20-08-2025 09:40,24966.65,24946.2,24966.85,24946.6,24994.2,24972.9,24993.9,24975,NIFTY2582125000CE,52.75,44.65,52.05,44.75,NIFTY2582125000PE,89.4,99.55,90.2,99.6
20-08-2025 09:45,12,108750,167,107775,123075,17.5,17.1,-15300,-617.8,36825,525,YES,12750,N,24981.1,24994.8,25006.8,25012.5,24992.3,20-08-2025 09:45,8.1,19713825,362,1986600,2255400,8.35,8.4,-268800,-80.35,98400,427350,N,-144075,YES,52.6,60.7,61.5,51.65,49.46,20-08-2025 09:45,-9.5,8668800,360,990300,891600,-10,-9.85,98700,-102.15,79200,2737650,YES,187950,N,89.6,80.1,90.4,78.85,98.19,20-08-2025 09:45,24985.7,24966.65,24985.7,24966.85,25006.8,24994.2,25011.4,24993.9,NIFTY2582125000CE,61.05,52.75,61,52.05,NIFTY2582125000PE,80.1,89.4,79.4,90.2
20-08-2025 09:50,-6.8,130200,155,84975,98100,-7.7,-6.8,-13125,-724.4,35250,-2700,YES,6750,N,24984.26,25006.8,25000,25018.2,24992.3,20-08-2025 09:50,-5.5,16956075,356,2079750,2151075,-5.3,-5.3,-71325,-78.55,102900,-286650,YES,509025,YES,60.15,54.65,65,52.4,50.83,20-08-2025 09:50,4.7,9566175,358,886575,988425,4.6,4.6,-101850,-105.35,80100,408300,N,129450,N,80.5,85.2,87.7,77.6,96.26,20-08-2025 09:50,24972.15,24985.75,24972.15,24985.7,25000,25006.8,25000,25011.4,NIFTY2582125000CE,54.7,61.05,54.65,61,NIFTY2582125000PE,85.2,80.1,85.5,79.4
20-08-2025 09:55,10.8,81225,154,90150,104175,10.8,8.2,-14025,-954.1,40125,4200,N,4350,N,24984.84,24996.1,25006.9,25010.1,24977.7,20-08-2025 09:55,4.3,17196900,342,2553825,2289450,4.4,4.4,264375,-74,97950,-32475,Y,-13200,Y,54.75,59.05,59.3,45.05,51.04,20-08-2025 09:55,-5.15,10185000,337,856050,990750,-4.75,-4.75,-134700,-107.8,75600,-232575,Y,-24825,YES,85.3,80.15,95.55,80.15,95.27,20-08-2025 09:55,24976.95,24971.5,24976.95,24972.15,25009.8,25000,25009.8,25000,NIFTY2582125000CE,59.2,54.7,59.05,54.65,NIFTY2582125000PE,80.15,85.2,80.35,85.5
20-08-2025 10:00,8.1,120000,148,137850,87300,9.6,8.1,50550,-692.1,39225,5175,N,8025,N,24987.35,25006.9,25015,25019,25003.7,20-08-2025 10:00,5.8,15957975,325,1863300,1979475,6,6,-116175,-82.5,91125,205050,Y,-154050,Y,59,64.8,65.45,57,52.23,20-08-2025 10:00,-5.8,8331375,337,1372725,941400,-6.4,-6.45,431325,-95.35,78600,-116175,YES,335550,Y,80.2,74.4,83.45,73.8,93.72,20-08-2025 10:00,24989.95,24977.2,24989.95,24976.95,25014.1,25007.4,25015,25009.8,NIFTY2582125000CE,64.8,59.2,65.2,59.05,NIFTY2582125000PE,74.4,80.15,73.95,80.35
