last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
12-05-2025 09:15,35.7,32.1,31,-870900,-571.7,46575,13500,N,143625,N,50.72,24594.3,24631,12-05-2025 09:15,19.25,18.7,18.55,6225,-110.8,32850,-107550,N,138150,N,15.21,12-05-2025 09:15,-8.05,-7.05,-7.3,10425,-85.15,35625,592650,N,190650,N,-26.08
12-05-2025 09:20,20.2,20.7,18.1,-572925,-865.3,55800,21825,N,132150,N,21.49,24630.9,24650,12-05-2025 09:20,19.85,20.05,20.05,4200,-200.7,46125,-291225,YES,-2400,Y,12.91,12-05-2025 09:20,1.75,1.05,1.1,-2475,-116.6,52125,215175,N,257925,Y,-4.69
12-05-2025 09:25,16.8,18.7,18.8,59850,-926.7,57000,37725,N,30150,N,8.21,24649.9,24666.1,12-05-2025 09:25,2.1,2.15,2,-3600,-224.2,54525,31200,Y,52875,YES,3.54,12-05-2025 09:25,-16.25,-16.05,-16.2,-46725,-124.05,63000,-178875,Y,270225,N,-4.28
12-05-2025 09:30,30.5,34,30.2,-191175,-1217.9,48300,12450,N,-11325,Y,8.48,24669.5,24700,12-05-2025 09:30,29.25,29.75,29.8,-22500,-231.75,53925,13500,N,-165675,Y,5.17,12-05-2025 09:30,-5.9,-5.9,-5.95,-21225,-117.75,61875,-10500,YES,166800,N,-3.54
12-05-2025 09:35,-5,-4.9,-4.7,271650,-1135.6,58200,-7800,YES,64875,YES,7.5,24700,24695.1,12-05-2025 09:35,-5.4,-5.9,-6,37125,-271.3,61575,-100275,YES,76275,YES,3.8,12-05-2025 09:35,6.5,6.15,6.2,-37200,-122.15,63300,162375,YES,163650,N,-2.15
12-05-2025 09:40,-18.1,-18.2,-18,61200,-1194.8,53700,-38175,YES,72300,N,6.7,24695.1,24677,12-05-2025 09:40,-5.55,-5.7,-5.8,-10200,-247.8,56700,-25125,Y,7575,N,2.01,12-05-2025 09:40,8.1,7.9,7.95,-76425,-132.9,59175,11250,N,-39525,YES,-0.96
12-05-2025 09:45,19.1,17.8,18.5,675,-1308.3,38850,12900,Y,16425,N,1.81,24676.9,24696,12-05-2025 09:45,5.7,6.1,6.15,-11250,-240.4,54525,16575,Y,30525,YES,1.1,12-05-2025 09:45,-12.05,-11.65,-11.8,43050,-125.75,63375,-42525,Y,232050,Y,-0.94
12-05-2025 09:50,74.4,71.5,72.1,261375,-1477.3,54750,65850,Y,-144600,Y,8.68,24694.7,24769.1,12-05-2025 09:50,59.55,57.95,58.2,-63075,-285.05,58875,-55725,YES,-230250,Y,5.33,12-05-2025 09:50,-7.95,-7.85,-7.9,55350,-115.25,65325,-149250,Y,68025,N,-2.05
12-05-2025 09:55,48.1,48.1,48.3,40800,-1041.9,53025,-28950,YES,7500,YES,11.96,24768.2,24816.3,12-05-2025 09:55,50.05,50.1,50.1,15750,-345.65,61275,-92700,YES,-7650,YES,6.87,12-05-2025 09:55,-2.4,-1.95,-2.05,-111450,-103.55,60300,-51525,YES,92100,Y,-1.8
12-05-2025 10:00,-34.1,-34,-30.6,77100,-1667.9,52800,9225,Y,57675,YES,8.78,24816.3,24787.5,12-05-2025 10:00,-31.25,-31.1,-31.3,8100,-347.1,67275,-40425,Y,53025,YES,4.19,12-05-2025 10:00,-0.4,-0.15,-0.15,-92025,-109.1,67650,-2550,YES,45900,N,-1.51
