last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-07-22 09:15:00,-10.850000000000001,-10.450000000000003,-10.450000000000003,15225,-27.00000000000182,25125,-22275.0,N,343125.0,N,71.0,60.15,71.45,59.45,-1.8199999999999932
2025-07-22 09:20:00,1.1000000000000014,1.25,1.3000000000000043,183750,-62.0,65175,280350.0,Y,349500.0,N,59.0,60.1,63.1,55.9,-2.8900000000000006
2025-07-22 09:25:00,-6.850000000000001,-7.050000000000004,-7.049999999999997,126900,-61.90000000000509,61800,67575.0,N,349050.0,N,59.7,52.85,63.3,51.9,-2.210000000000001
2025-07-22 09:30:00,-1.4500000000000028,-1.5500000000000043,-1.4499999999999957,225600,-56.05000000000291,55725,-118275.0,YES,147750.0,N,52.35,50.9,57.65,49.4,-1.7600000000000051
2025-07-22 09:35:00,-2.25,-1.8999999999999986,-1.9500000000000028,-14775,-57.70000000000073,62250,75375.0,Y,197775.0,YES,51.1,48.85,53.7,46.8,-1.259999999999998
2025-07-22 09:40:00,1.1000000000000014,0.6000000000000014,0.6499999999999986,80475,-55.10000000000218,61650,32400.0,N,-22950.0,Y,48.9,50.0,50.15,44.5,-1.480000000000004
2025-07-22 09:45:00,2.6999999999999957,2.6000000000000014,2.6499999999999986,-33750,-61.29999999999927,64800,-30900.0,YES,57450.0,YES,50.35,53.05,58.8,48.55,-0.6000000000000014
2025-07-22 09:50:00,-3.25,-3.200000000000003,-3.200000000000003,13125,-60.54999999999927,60825,150.0,Y,258675.0,YES,53.15,49.9,55.9,49.3,-0.3200000000000003
2025-07-22 09:55:00,-4.75,-5.100000000000001,-5.100000000000001,-110550,-54.099999999998545,68025,53625.0,Y,67200.0,N,49.95,45.2,49.95,42.6,-0.9399999999999977
2025-07-22 10:00:00,0.0,0.05000000000000426,0.05000000000000426,-161025,-58.200000000004366,73875,29400.0,N,77850.0,N,45.15,45.15,47.3,42.5,-0.46000000000000085
2025-07-22 10:05:00,-1.8500000000000014,-1.75,-1.7999999999999972,-104325,-56.10000000000218,75900,6150.0,N,88950.0,N,45.4,43.55,47.3,42.65,-0.45999999999999375
2025-07-22 10:10:00,5.649999999999999,5.700000000000003,5.75,-74700,-56.650000000001455,69675,49350.0,Y,-92250.0,Y,43.65,49.3,49.5,43.35,-0.36000000000000654
