last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
16-05-2025 09:15,-43.2,202875,116,112125,117675,-45.4,-43,-5550,-700.2,33150,-34125,N,29175,N,25095.94,25115.2,25072,25115.2,25066.3,16-05-2025 09:15,-22.7,3678675,155,149400,123300,-21.05,-21.35,26100,-158.85,37275,25275,N,223275,N,236.1,213.4,242.5,211,226.77,16-05-2025 09:15,11.35,5037600,137,128325,115200,10.6,10.55,13125,-114.05,41175,174225,N,171525,N,172.75,184.1,187.85,168.4,178.28,16-05-2025 09:15,25064.65,25065.25,24994.5,25003.7
16-05-2025 09:20,-16.9,258825,185,169500,111000,-18.4,-16.8,58500,-1028.9,46200,61875,Y,25875,N,25087.56,25071.2,25054.3,25089.9,25050,16-05-2025 09:20,-8.5,4473675,204,215100,176550,-7.55,-7.5,38550,-175.65,65100,92175,Y,336675,YES,212,203.5,224.5,202.1,221.46,16-05-2025 09:20,5.3,7871400,204,223575,287025,4.6,4.65,-63450,-160.5,50475,136275,N,167925,N,185.45,190.75,198.75,176.1,182.16,16-05-2025 09:20,25003.5,25023.7,24984,25001.7
16-05-2025 09:25,45.1,159300,167,133200,94650,44.4,43.5,38550,-994.1,41325,36225,N,25200,N,25083.44,25052.7,25097.8,25098,25050,16-05-2025 09:25,14,5283675,206,200625,188100,15,15.2,12525,-169.8,51825,84525,N,44175,N,204.1,218.1,219.6,196,216.71,16-05-2025 09:25,-33.05,7499550,201,207900,264525,-31.1,-31.1,-56625,-144.4,52275,-381300,Y,202275,Y,192.55,159.5,194.3,158.65,182.2,16-05-2025 09:25,25000.4,25035.25,24993.55,25033.6
16-05-2025 09:30,-38.9,240300,153,92925,143475,-37.8,-37.4,-50550,-1232.8,55425,-77850,YES,29550,N,25089.06,25098.9,25060,25139,25060,16-05-2025 09:30,-18.2,8934750,212,156075,203850,-17.35,-17.3,-47775,-183.4,51300,-121275,YES,62775,N,218.7,200.5,246.35,198.8,221.39,16-05-2025 09:30,17.85,7650300,210,248625,232725,18,18.25,15900,-134.5,56325,274200,YES,-22575,YES,159.3,177.15,179.85,146.8,177.08,16-05-2025 09:30,25033.25,25070,25007.85,25009.3
16-05-2025 09:35,-0.9,137700,120,101550,109500,-0.6,1.5,-7950,-829.4,42900,55650,Y,21225,N,25086.71,25060,25059.1,25082.1,25050,16-05-2025 09:35,-4.5,4097700,220,211650,223425,-5.9,-5.95,-11775,-163.15,60450,256575,Y,238650,YES,204.15,199.65,211.7,193.3,218.77,16-05-2025 09:35,6.85,6607125,222,217500,233550,7.25,7.15,-16050,-157.45,56250,90150,N,156000,Y,173.75,180.6,187.1,168.25,177.14,16-05-2025 09:35,25007.7,25024.95,24997.9,25003.15
16-05-2025 09:40,5,166800,131,83850,126225,5.9,3.3,-42375,-808.2,40125,19725,N,31350,N,25083.8,25063,25068,25105.5,25030,16-05-2025 09:40,1.3,5963850,207,165900,178125,-0.85,-1.15,-12225,-168.7,46575,62625,N,104100,N,199.4,200.7,221.1,186.85,216.07,16-05-2025 09:40,-6.45,9245025,216,198375,258000,-4.45,-4.55,-59625,-157.45,46425,10725,N,-72225,YES,181.55,175.1,202.2,153.2,177.62,16-05-2025 09:40,25004.75,25038.8,24983.15,25017.1
16-05-2025 09:45,-2.2,65175,117,74550,74625,-2.3,-6.3,-75,-694.9,29550,2475,YES,77625,YES,25083.24,25068.5,25066.3,25089.3,25060,16-05-2025 09:45,-6.25,2820750,211,192825,185925,-6.15,-6.4,6900,-152.35,49425,-675,YES,171825,YES,200.25,194,211.65,193,214.86,16-05-2025 09:45,-0.55,3744075,213,212700,194400,-1.2,-1.15,18300,-135.85,54975,101100,YES,199575,Y,174.75,174.2,179.25,163.8,177.26,16-05-2025 09:45,25017.25,25030.7,25008,25013.5
16-05-2025 09:50,-42.3,168900,124,61275,126975,-41.3,-39.6,-65700,-630.2,36825,-35325,YES,38100,N,25078.93,25066.3,25024,25068,25018,16-05-2025 09:50,-14.7,4138500,217,210525,231075,-15.6,-15.55,-20550,-155.05,67950,-119550,YES,110100,N,194.6,179.9,198.45,175.3,211.97,16-05-2025 09:50,24,7409775,218,218775,235650,24.45,24.5,-16875,-154.8,53775,23325,N,-413325,YES,174.5,198.5,205.25,170.9,178.63,16-05-2025 09:50,25013.9,25015.4,24975.8,24979.15
16-05-2025 09:55,8.2,108075,166,153825,68625,9,9.1,85200,-891.7,37425,14925,Y,89700,YES,25076.75,25024,25032.2,25059,25019,16-05-2025 09:55,2.1,4178400,227,304800,330000,2.4,2.5,-25200,-145.35,52800,61950,Y,25800,N,180.45,182.55,195.7,175.95,209.78,16-05-2025 09:55,-6.55,5949525,225,217650,271275,-6.8,-6.55,-53625,-148.85,58950,80325,YES,231150,Y,198.35,191.8,204.9,175.7,179.41,16-05-2025 09:55,24977.8,25004.95,24977.8,24992.15
16-05-2025 10:00,33.9,100725,182,116100,79650,35.1,34.2,36450,-942.5,61350,17400,N,24600,N,25076.07,25036.1,25070,25085,25035,16-05-2025 10:00,20,5090850,224,328425,273900,20.3,20.35,54525,-190.8,60075,110475,Y,-155700,Y,184.5,204.5,212.9,182.95,208.81,16-05-2025 10:00,-16.05,4569600,227,260250,269400,-16.3,-16.4,-9150,-170.4,54300,-77250,Y,191700,N,189.7,173.65,191.7,168.3,179.3,16-05-2025 10:00,24991.55,25028.9,24989.25,25021.8
