last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
2025-04-07 09:15:00,102.44999999999999,925050.0,96,35250,35625,103.19999999999999,102.54999999999995,-375,-336.4499999999971,20850,-471375.0,N,13950.0,N,342.95,445.4,468.8,342.95,326.4
2025-04-07 09:20:00,-120.90000000000003,2175675.0,176,305550,70725,-118.89999999999998,-119.60000000000002,234825,-475.4000000000233,39975,-1710000.0,Y,33375.0,N,445.85,324.95,456.75,280.05,338.69
2025-04-07 09:25:00,-20.30000000000001,1563900.0,181,53850,73050,-21.400000000000034,-21.69999999999999,-19200,-256.20000000001164,36900,-33825.0,YES,2700.0,YES,324.5,304.2,336.7,286.3,332.1
2025-04-07 09:30:00,-28.400000000000034,2155800.0,177,58575,64275,-28.349999999999966,-28.55000000000001,-5700,-211.35000000000582,32925,-23100.0,N,25200.0,Y,303.6,275.2,304.1,232.9,316.6
2025-04-07 09:35:00,70.30000000000001,2124225.0,180,74325,87825,49.55000000000001,49.89999999999998,-13500,-280.74999999998545,38475,364800.0,YES,-15825.0,YES,273.0,343.3,343.3,265.7,313.74
2025-04-07 09:40:00,-21.049999999999955,1442475.0,180,79500,69525,-19.0,-19.0,9975,-318.80000000001746,41475,-30300.0,Y,19275.0,Y,343.4,322.35,349.95,312.05,316.15
2025-04-07 09:45:00,12.649999999999977,983925.0,180,64650,63000,10.149999999999977,10.400000000000034,1650,-289.3499999999767,34800,85575.0,YES,4500.0,N,323.55,336.2,364.15,315.4,317.86
2025-04-07 09:50:00,-10.099999999999966,785700.0,180,75975,74025,-11.299999999999955,-11.300000000000011,1950,-281.3999999999942,40275,155925.0,YES,9600.0,N,336.2,326.1,344.4,295.85,318.06
2025-04-07 09:55:00,35.5,729825.0,178,70500,64800,35.650000000000034,35.5,5700,-286.6499999999942,37200,51600.0,N,-11400.0,YES,326.1,361.6,363.35,320.0,319.2
2025-04-07 10:00:00,-12.75,403950.0,179,54000,66150,-13.949999999999989,-14.100000000000023,-12150,-256.1499999999942,31350,14475.0,N,7425.0,N,362.35,349.6,362.35,333.7,319.88
