last_traded_time,date,ltp_1,bid_price_1,ask_price_1,volume_1,bid_ask_diff_1,bid_ask_pr_diff_1,last_traded_qty_1,tot_buy_qty_1,tot_buy_sig_1,tot_sell_qty_1,tot_sell_sig_1,avg_trade_price_1,ch_1,chp_1,high_1,low_1,ltp_2,bid_price_2,ask_price_2,volume_2,bid_ask_diff_2,bid_ask_pr_diff_2,last_traded_qty_2,tot_buy_qty_2,tot_buy_sig_2,tot_sell_qty_2,tot_sell_sig_2,avg_trade_price_2,ch_2,chp_2,high_2,low_2,ltp_3,bid_price_3,ask_price_3,volume_3,bid_ask_diff_3,bid_ask_pr_diff_3,last_traded_qty_3,tot_buy_qty_3,tot_buy_sig_3,tot_sell_qty_3,tot_sell_sig_3,avg_trade_price_3,ch_3,chp_3,high_3,low_3,final_signal
30-06-2025 10:05,30-06-2025,-9.2,-5.8,-6.1,89175,-100200,-1489.3,42225,-4350,YES,9450,N,-1.03,-9.2,-0.0358,25723.1,25698,-3.55,-3.85,-3.9,5385150,-27300,-127.75,55575,-192600,YES,33300,YES,-0.84,-3.55,-2.0796,148.2,135.4,0.45,0.45,0.45,4941300,-25575,-121.2,52800,10200,YES,135525,Y,0.12,0.45,0.3993,132.3,119.5,SELL
30-06-2025 10:10,30-06-2025,8.8,7.9,5.6,57150,43425,-1189.6,33375,7800,N,-16275,Y,-0.24,8.8,0.0342,25725,25700,2.6,2.5,2.5,5137425,-49725,-112.15,44025,-27900,Y,6750,N,-0.53,2.6,1.5231,148.4,136.95,-4.2,-3.75,-3.75,3890325,-21675,-90.5,37875,75450,YES,-31500,YES,-0.12,-4.2,-3.7267,130.15,116.65,no signal
30-06-2025 10:15,30-06-2025,13.9,10,11.6,45600,-90750,-1311.7,42600,26025,N,4350,YES,-0.36,13.9,0.054,25723.9,25704.3,6.55,6.15,6.15,3020100,40275,-110.9,45225,179850,Y,98775,YES,-0.34,6.55,3.8371,147.55,138.35,-4,-4.1,-4.05,2673900,-22425,-99.55,46800,-29850,Y,37350,Y,-0.02,-4,-3.5493,127.05,119.75,BUY
30-06-2025 10:20,30-06-2025,-26.8,-24.8,-22,59100,121650,-1116.5,50475,-2850,YES,-19050,Y,-0.82,-26.8,-0.1041,25722.5,25693.3,-13.05,-13.55,-13.65,3974850,18075,-111.45,46650,-8025,YES,145275,YES,-0.69,-13.05,-7.645,147.1,132.4,11.95,12.4,12.5,4485450,-54000,-108.55,45375,119850,YES,-89625,YES,0.24,11.95,10.6034,134,120.2,SELL
30-06-2025 10:25,30-06-2025,-5.1,-5,-9.2,59700,133650,-1139.4,42375,6825,N,-67800,Y,-1.07,-5.1,-0.0198,25701.5,25687,-2.25,-2.75,-2.6,2438025,-35400,-122.25,51900,69600,Y,110775,N,-0.58,-2.25,-1.3181,135.4,129,5.8,5.6,5.6,4252650,41625,-124.95,46575,75525,N,9975,Y,0.48,5.8,5.1464,140.5,131.55,BUY
30-06-2025 10:30,30-06-2025,8.3,6.5,8.3,37500,46275,-1296.6,39825,11550,N,11250,YES,-0.7,8.3,0.0323,25700.9,25685,3.6,3,2.8,2105625,52875,-101.8,46875,108900,Y,59475,N,-0.48,3.6,2.109,135.35,129.4,-7.35,-6.7,-6.65,2878950,186525,-110.5,43650,-101925,Y,110700,Y,0.3,-7.35,-6.5218,138.85,129.65,BUY
30-06-2025 10:35,30-06-2025,-2.4,0.7,-0.1,22725,-151725,-1394.4,43200,16500,N,-6225,Y,-0.23,-2.4,-0.0094,25710,25696.6,-3,-2.95,-2.85,3213375,28875,-107.3,48675,-173925,YES,43950,N,-0.48,-3,-1.7574,139.8,131.55,0.9,0.85,0.75,2876100,-15225,-108.85,47325,110625,YES,-2325,YES,0.03,0.9,0.7985,131.55,123.2,no signal
30-06-2025 10:40,30-06-2025,-6.7,-11,-7.1,42750,150825,-1035.9,34500,-525,YES,2250,N,-0.8,-6.7,-0.026,25701.7,25685,-2,-1.65,-1.8,2626875,18750,-110.9,51750,79575,Y,87450,YES,-0.59,-2,-1.1716,134.65,126.25,4.8,4.75,4.7,3759750,525,-122.35,51000,14325,N,193650,Y,0.32,4.8,4.2591,138.3,129,no signal
30-06-2025 10:45,30-06-2025,-9.7,-4.8,-8.8,57525,97350,-656.7,40800,-5850,YES,-4950,Y,-1.1,-9.7,-0.0376,25694,25680.2,-4.8,-4.8,-4.6,2747775,271275,-116,56850,-330675,YES,82425,N,-0.65,-4.8,-2.812,132.25,123.65,3.1,3.2,3.3,3094500,-103350,-130.6,53925,-38850,Y,-158700,YES,0.33,3.1,2.7506,140.65,132.85,no signal
30-06-2025 10:50,30-06-2025,12.8,7.9,9.9,111900,47625,-1044.4,38925,5175,N,23475,YES,-2.35,12.8,0.0497,25693.9,25672,4.4,4.75,4.75,2980350,-180600,-111.05,55800,143775,Y,-50700,Y,-0.77,4.4,2.5776,129.15,121.05,-8.55,-9.65,-9.65,3411975,-89175,-128.2,51600,-93525,Y,33225,Y,0.35,-8.55,-7.5865,142.8,130.25,BUY
30-06-2025 10:55,30-06-2025,-5.9,-1.2,-1.6,42525,50550,-884.1,37800,-14400,YES,9525,N,-0.54,-5.9,-0.0229,25698,25686.5,-0.05,0.25,0.2,2276475,9750,-115.9,52725,-83100,YES,76500,YES,-0.41,-0.05,-0.0293,131.55,127,1.8,1.5,1.5,1564350,-58725,-115.3,51225,118575,YES,-56325,YES,0.09,1.8,1.5971,135.05,130.8,SELL
30-06-2025 11:00,30-06-2025,-4.9,-6.2,-4.9,30675,50850,-770.4,29400,2025,N,3600,N,-0.45,-4.9,-0.0191,25696.4,25681,-2.65,-2.5,-2.55,1693275,-54225,-110.1,55200,64500,Y,38625,N,-0.34,-2.65,-1.5524,130.9,124.2,2.7,2.25,2.2,1998000,149175,-124.2,58875,11850,N,67125,Y,0.13,2.7,2.3957,137.2,130.8,no signal
30-06-2025 11:05,30-06-2025,2.6,-1,2.6,30375,96075,-1159.9,38925,-9150,YES,5775,N,-0.51,2.6,0.0101,25690.4,25680,-1.4,-1.45,-1.45,1303950,-66600,-111.35,51300,129225,Y,42300,N,-0.3,-1.4,-0.8202,126.5,122.55,-0.65,-0.6,-0.6,1683000,56100,-120.9,57825,-33450,Y,61350,N,0.14,-0.65,-0.5767,138.8,134.1,no signal
30-06-2025 11:10,30-06-2025,-6,-6.7,-6.9,34125,21900,-997.2,33450,-5775,N,-525,Y,-0.53,-6,-0.0233,25697,25674.1,-2.15,-1.8,-1.75,3272550,162750,-115.1,56700,-278400,YES,-71475,Y,-0.63,-2.15,-1.2595,132.7,119.5,3.7,3.85,3.9,2766375,-66075,-120.6,52800,-58050,Y,-234225,YES,0.18,3.7,3.283,141.9,128.8,BUY
30-06-2025 11:15,30-06-2025,-2.8,-2.8,-5,50400,2175,-1188.9,34050,825,N,6750,N,-1.01,-2.8,-0.0109,25684.5,25670,-3.35,-3,-3,2499525,-218400,-103.6,53475,110100,Y,162675,YES,-0.62,-3.35,-1.9625,123.75,117.75,3.15,3.1,3,3508500,98400,-130.65,53925,39300,YES,-43350,Y,0.44,3.15,2.795,145.8,137.4,no signal
30-06-2025 11:20,30-06-2025,12,13.2,16.8,49725,12825,-776.5,39300,38100,Y,-4200,Y,-0.9,12,0.0466,25689.8,25666.6,6.8,6.9,6.9,2537400,-273375,-107.15,58725,260925,Y,-152625,Y,-0.56,6.8,3.9836,126.9,116.8,-11.1,-11.35,-11.35,2531400,-59325,-133.45,53850,-20625,Y,20325,Y,0.22,-11.1,-9.8491,145.2,131.7,BUY
30-06-2025 11:25,30-06-2025,-2.4,-2.6,-4.3,29625,-12675,-906.3,33300,5700,N,13500,N,-0.38,-2.4,-0.0093,25692,25679,-1.6,-1.5,-1.45,1675725,-41325,-109.6,51525,-195675,YES,82350,YES,-0.29,-1.6,-0.9373,127.75,122.2,2.05,2.1,2.1,1422075,8775,-120.4,56550,55350,YES,-9225,YES,0.06,2.05,1.819,135.95,131.3,SELL
30-06-2025 11:30,30-06-2025,6.6,3.4,3.6,31050,-68325,-995,33525,-5700,YES,675,Y,-0.35,6.6,0.0256,25694,25680.6,1.4,1.35,1.4,1511625,-128625,-113.6,54675,24225,Y,39000,N,-0.25,1.4,0.8202,128.85,123.05,-1,-1.35,-1.3,1458900,-18225,-117,52350,-106650,Y,61500,Y,0.05,-1,-0.8873,135.5,129.1,BUY
30-06-2025 11:35,30-06-2025,-1.1,2.3,1.5,36975,89850,-708.5,27675,-2550,N,-2700,Y,-0.37,-1.1,-0.0042,25695,25684,1.1,1.25,1.1,2061600,-34350,-117.5,57450,12375,N,10500,N,-0.3,1.1,0.6444,129.5,123.65,0.1,0.45,0.4,1418775,-112875,-119.05,57300,38025,YES,48750,N,0.05,0.1,0.0887,135.7,129.6,no signal
30-06-2025 11:40,30-06-2025,6.2,4.1,4.9,35625,45975,-1213.8,26325,-5175,YES,-2400,N,-0.35,6.2,0.024,25697.9,25685,1.85,1.75,1.9,1350900,-60675,-102.8,46425,4350,N,-63000,Y,-0.18,1.85,1.0838,130.25,125.3,-3.55,-3.75,-3.75,1287975,-15075,-103.9,48825,-114225,Y,132300,Y,0.03,-3.55,-3.1499,134.35,127.95,no signal
30-06-2025 11:45,30-06-2025,1,3.1,3.9,20925,34350,-1013.2,30300,-40875,YES,-5175,Y,-0.16,1,0.0039,25699,25688.1,0.45,1,0.9,1687125,-114825,-104.45,49800,97350,Y,50325,YES,-0.2,0.45,0.2636,131,126.45,1.4,0.85,0.8,1129725,5100,-102.85,53925,29250,YES,12150,N,0.01,1.4,1.2422,131.95,127.85,SELL
30-06-2025 11:50,30-06-2025,2,-0.8,2.2,35550,69450,-570.9,25275,1425,Y,4725,N,-0.25,2,0.0078,25700,25690,-0.8,-0.9,-0.8,2164425,-59025,-102.55,45900,-76125,YES,86925,YES,-0.24,-0.8,-0.4687,131.85,126.05,1.3,1.5,1.6,1267425,-80850,-103.15,49575,45675,N,-51075,YES,0.02,1.3,1.1535,133.25,128.05,SELL
30-06-2025 11:55,30-06-2025,-15.1,-10.3,-10.4,30150,33825,-918.3,26400,-1950,YES,150,Y,-0.3,-15.1,-0.0587,25697.5,25681.6,-5.1,-4.8,-4.8,1832100,-129525,-113.15,59100,450,Y,76800,N,-0.27,-5.1,-2.9877,128.85,122.55,4.15,3.75,3.75,1693500,17250,-118.6,52125,35025,N,-25425,Y,0.09,4.15,3.6823,136.8,131.7,BUY
30-06-2025 12:00,30-06-2025,6,4.8,0.7,35250,-26025,-1570.6,35100,-2175,YES,4200,N,-0.38,6,0.0233,25695,25680,2.3,2.45,2.65,2177250,-2475,-104.85,55050,-25125,YES,11475,N,-0.29,2.3,1.3474,129.5,122.1,-2.4,-2.2,-2.35,1684125,-262500,-119.85,48525,-39150,Y,4200,Y,0.06,-2.4,-2.1296,137.3,130.1,no signal
30-06-2025 12:05,30-06-2025,-4,-3.1,-1.2,32625,44475,-1558.4,33900,9450,N,3825,N,-0.37,-4,-0.0156,25689.9,25680,-1.4,-1.5,-1.55,1230525,-35775,-102.15,58350,69675,Y,15900,N,-0.18,-1.4,-0.8201,126,123,0.35,0.5,0.4,1253625,-47250,-120.95,50025,28725,YES,47325,Y,0.06,0.35,0.3105,136.95,133.15,no signal
30-06-2025 12:10,30-06-2025,13.6,13.2,11.8,53775,307875,-1657.8,36900,12450,N,-10050,Y,-0.43,13.6,0.0528,25700.9,25682,5.35,6.05,6,2498475,-120675,-108.65,54300,17700,N,-35025,Y,-0.26,5.35,3.1341,131.65,122.75,-6.2,-6.8,-6.9,2084250,-39975,-111.8,53625,-112575,Y,-25275,YES,0.02,-6.2,-5.5013,136.25,125.4,BUY
30-06-2025 12:15,30-06-2025,10.2,9.5,8.2,87900,90600,-1266.3,37350,16650,N,-150,N,-0.31,10.2,0.0397,25708.7,25692.6,5.55,5.7,5.75,4641975,-200775,-106.65,53025,59175,Y,-256200,Y,-0.24,5.55,3.2513,137.25,129.65,-2.9,-2.9,-2.75,2237100,102525,-102.45,50175,77550,YES,37875,Y,-0.03,-2.9,-2.5732,128.95,123.75,BUY
30-06-2025 12:20,30-06-2025,-3.9,-4.2,-1.5,47325,154050,-1157.5,35625,2175,YES,9450,N,-0.18,-3.9,-0.0151,25706,25696.6,-2.85,-3,-2.85,2420325,104775,-108.1,46275,-38100,YES,124275,YES,-0.12,-2.85,-1.6696,136.85,131.25,1.2,1,1.2,1334850,119775,-92.4,44475,34500,N,12075,N,-0.02,1.2,1.0648,128.45,125.45,SELL
30-06-2025 12:25,30-06-2025,-13.7,-13.5,-15.4,49200,174075,-1204.5,35250,-17025,YES,-75,Y,-0.29,-13.7,-0.0532,25703.6,25683.8,-8.35,-8.75,-8.85,2664450,-45825,-107.75,45075,-120225,YES,18075,N,-0.23,-8.35,-4.8917,134.6,124.5,4.6,4.45,4.5,2858025,70050,-103.55,50400,21750,N,-5925,YES,0.01,4.6,4.0816,131.8,124.4,no signal
30-06-2025 12:30,30-06-2025,-11,-11.5,-12.4,64050,107400,-806.3,32850,75,N,4575,N,-0.74,-11,-0.0428,25689,25670.3,-6.7,-6.65,-6.65,3322050,53175,-86.85,44925,-90225,Y,67125,YES,-0.49,-6.7,-3.925,126.25,116.45,6.1,6,6.05,3834450,-51225,-108,45900,-36450,Y,-190125,YES,0.19,6.1,5.4126,139.5,130.6,no signal
30-06-2025 12:35,30-06-2025,-8.7,-11.4,-8.6,96525,34500,-833,34050,4200,N,2475,Y,-1.44,-8.7,-0.0337,25678.9,25660.5,-4.4,-4.35,-4.2,3257850,4125,-89.65,45375,91725,Y,-5550,Y,-0.61,-4.4,-2.5776,117.7,111.35,6.4,6.5,6.55,4096500,-25575,-112.6,42075,9300,YES,-214275,YES,0.36,6.4,5.6788,146.35,137.85,BUY
30-06-2025 12:40,30-06-2025,-10.4,-7.6,-10.7,107775,248625,-734.5,35325,-11775,YES,1200,Y,-1.75,-10.4,-0.0404,25669.9,25654,-2.65,-2.8,-2.7,2045700,174000,-87.75,54225,53475,N,88350,YES,-0.39,-2.65,-1.5525,114.75,110.3,5.3,5.55,5.5,3839700,-4650,-118.25,44700,10950,N,-169350,Y,0.46,5.3,4.7028,151.2,142.4,no signal
30-06-2025 12:45,30-06-2025,10.8,11.1,12,122700,462900,-740.1,37500,-17925,YES,5925,N,-1.89,10.8,0.0419,25675,25650.6,4.45,4.45,4.55,3283800,-72375,-99.8,52950,-66075,YES,77025,N,-0.59,4.45,2.6069,116.75,108.25,-8.05,-8.25,-8.35,3419925,40650,-125.75,48525,-132150,Y,53175,Y,0.34,-8.05,-7.1429,152.95,137.4,no signal
30-06-2025 12:50,30-06-2025,-12.4,-11.7,-11.6,37125,-3750,-428.2,31425,-4425,N,4500,N,-0.49,-12.4,-0.0482,25670,25653.1,-4.1,-4.15,-4.2,1891200,-30750,-107.45,63300,-21000,Y,36150,N,-0.32,-4.1,-2.4019,116.25,110.1,6.9,7,7.15,2038125,-9375,-128.15,52950,79350,YES,-17700,YES,0.18,6.9,6.1224,149.5,138.6,no signal
30-06-2025 12:55,30-06-2025,-20.1,-18,-18.2,143100,-17250,-379.9,33525,-26025,YES,0,Y,-2.55,-20.1,-0.078,25655,25632.9,-11.25,-11.15,-11.25,3648225,-42975,-99.2,55500,-317325,YES,74400,YES,-0.79,-11.25,-6.5905,111.75,99.45,11.7,11.65,11.7,4639050,-65250,-148.5,49050,48000,N,-271125,YES,0.66,11.7,10.3816,161.4,147.9,SELL
30-06-2025 13:00,30-06-2025,-7,-9,-8.2,330600,416100,-795.9,46800,-30000,YES,131025,YES,-7.35,-7,-0.0272,25635,25605,-0.5,-0.05,-0.05,4710000,78150,-86.3,54675,189450,Y,2475,Y,-1.22,-0.5,-0.2929,100.45,93,9.35,9.3,9.45,6670275,-54375,-151.85,42375,-135675,Y,-201675,Y,1.58,9.35,8.2964,185.7,159.75,BUY
30-06-2025 13:05,30-06-2025,-9.9,-10,-10,122175,331125,-725,37800,6600,Y,-2850,Y,-2.3,-9.9,-0.0385,25630.6,25610.1,-2.55,-3.05,-3.05,2682750,75900,-85.4,54525,-15900,YES,77850,YES,-0.66,-2.55,-1.4938,101.35,94.4,3.45,5.15,5.3,2627325,12975,-146.3,45900,3525,YES,-7125,Y,0.61,3.45,3.0612,179.25,165.45,no signal
30-06-2025 13:10,30-06-2025,-5.7,-6,-6,82275,139800,-488.9,41400,-50025,YES,25500,YES,-1.58,-5.7,-0.0222,25628,25610,-2.15,-2.4,-2.35,1713000,113550,-88.8,55575,-36300,YES,28200,N,-0.42,-2.15,-1.2595,99.35,94,4.55,5.45,5.35,1806900,-65325,-153.9,48150,-375,Y,-89475,YES,0.42,4.55,4.0373,181.6,168.4,SELL
30-06-2025 13:15,30-06-2025,0.8,-0.7,0.7,219375,419325,-833.1,50025,-36450,N,12975,N,-4.85,0.8,0.0031,25620,25590,-2.4,-2.2,-2.2,4265325,-80775,-95.9,66825,176250,Y,35550,N,-1.18,-2.4,-1.406,95.65,87.9,0.6,-0.1,-0.05,3707550,-21375,-179.65,55725,-105825,Y,-20025,Y,1.08,0.6,0.5324,194.8,174.25,BUY
30-06-2025 13:20,30-06-2025,0.7,0.7,0.6,50175,7125,-630.9,35325,39525,Y,3150,N,-0.94,0.7,0.0027,25618.3,25601.6,2,2.2,2.15,1981650,163800,-89.95,56325,134850,N,40050,N,-0.49,2,1.1717,95.4,91.2,-0.25,-0.45,-0.45,1413900,-90075,-167.85,51450,-2850,YES,54375,Y,0.36,-0.25,-0.2218,185.55,175.55,no signal
30-06-2025 13:25,30-06-2025,-0.6,-1.9,-1.9,63900,34200,-473.5,37350,6525,N,-38850,Y,-1.01,-0.6,-0.0023,25625,25608.2,-1.8,-1.55,-1.65,2701875,-138675,-92.15,58500,-5925,YES,80175,YES,-0.6,-1.8,-1.0544,98.5,92.35,-0.8,-0.55,-0.45,1349400,-87750,-148.45,43050,-4725,Y,3900,N,0.29,-0.8,-0.7099,180,169.9,no signal
30-06-2025 13:30,30-06-2025,0.4,-1,-0.4,44475,-117600,-526.2,37275,11700,N,4575,YES,-0.77,0.4,0.0016,25620,25607.2,0.5,0.95,0.85,1209150,83850,-88.25,58500,83325,Y,-55725,Y,-0.27,0.5,0.2929,96.3,93.2,3,2.9,2.75,983100,2700,-158,49500,-3450,N,-10050,YES,0.23,3,2.662,181.6,174.2,no signal
30-06-2025 13:35,30-06-2025,-8.6,-8.1,-8.7,46875,-13050,-495.1,36600,3675,N,-375,Y,-0.83,-8.6,-0.0334,25615.1,25600.1,-1.3,-1.25,-1.2,1587225,50550,-92.6,68175,-33150,YES,8025,YES,-0.38,-1.3,-0.7616,95.5,90.5,6.95,6.85,6.9,1295175,-34275,-167.8,53025,42075,YES,-58725,YES,0.33,6.95,6.1668,187.75,175.35,SELL
30-06-2025 13:40,30-06-2025,-1,0.7,0.8,36525,73425,-552.4,33000,-70275,YES,-450,Y,-0.64,-1,-0.0039,25614,25600,-0.6,-0.3,-0.3,1338000,-56250,-86.7,71850,64950,Y,79875,YES,-0.31,-0.6,-0.3515,94.45,90.75,-0.65,-1.7,-1.95,989400,-14850,-177.2,50100,-4350,Y,23925,Y,0.25,-0.65,-0.5768,187.95,178.65,BUY
30-06-2025 13:45,30-06-2025,-16.8,-15.9,-13.9,73875,205500,-651,38775,-9375,Y,-6750,Y,-1.48,-16.8,-0.0653,25604.6,25583.2,-6.8,-6.8,-6.8,2621775,-162825,-87.7,59250,-247650,YES,23175,N,-0.66,-6.8,-3.9836,92.8,84.5,8.7,8.7,8.65,1825500,-89625,-172.85,55425,2550,N,-56250,YES,0.51,8.7,7.7196,196,184,no signal
30-06-2025 13:50,30-06-2025,1.5,0.8,1.4,168825,576375,-856.8,42525,-3150,N,6375,N,-3.64,1.5,0.0059,25595.5,25575,-1,-1,-1,3351900,-80775,-85.5,65775,102600,Y,-2850,Y,-0.92,-1,-0.5858,85.9,78.85,-1.95,-1.95,-1.95,2561100,-9975,-186.8,52200,-75525,Y,-58650,YES,0.8,-1.95,-1.7302,202,188.25,BUY
30-06-2025 13:55,30-06-2025,14.7,15.8,14.5,71775,198150,-571.7,33900,-150,N,7050,N,-1.28,14.7,0.0571,25604.6,25580.6,4.65,4.4,4.35,2867475,-58050,-85.95,67800,-27975,YES,-49800,Y,-0.72,4.65,2.7241,89.2,81.55,-9.35,-8.9,-8.95,1465725,-36975,-179.5,48675,-6450,YES,40275,Y,0.4,-9.35,-8.2963,198.7,181.35,no signal
30-06-2025 14:00,30-06-2025,-20.7,-19.1,-20.6,69450,-600900,-474.1,42225,-1950,YES,19950,N,-1.3,-20.7,-0.0804,25604.2,25577.6,-5.3,-5.4,-5.35,2147175,-38475,-91.55,65475,24300,Y,81000,YES,-0.53,-5.3,-3.1048,89.3,81.45,14,13.45,13.45,1363125,-32700,-181.8,51225,30600,YES,28050,N,0.39,14,12.4223,199.25,182.2,SELL
30-06-2025 14:05,30-06-2025,13.7,14.3,13.7,61575,-130575,-502.4,38625,15000,N,-11250,Y,-1.17,13.7,0.0532,25597.2,25576.2,4.8,4.75,4.7,1568925,-50175,-88.05,66750,40800,N,-66300,Y,-0.38,4.8,2.8119,88.65,81.65,-8.75,-8.85,-8.85,1139700,-13800,-182.35,50100,-50625,Y,-27450,YES,0.33,-8.75,-7.764,200.55,186.15,BUY
30-06-2025 14:10,30-06-2025,-2,-1.3,-1.9,78900,37275,-414.5,30600,525,YES,34200,YES,-1.25,-2,-0.0078,25602,25588.7,-0.75,-0.9,-0.9,1966350,103800,-91.15,65475,-6225,YES,34200,YES,-0.43,-0.75,-0.4394,90.1,85.5,1.5,1.75,1.75,866100,-97425,-171.3,51750,2925,YES,15825,Y,0.22,1.5,1.331,192.6,182.95,SELL
30-06-2025 14:15,30-06-2025,-1.2,-3.4,-0.7,121800,65625,-529.9,36750,4350,N,6900,N,-1.97,-1.2,-0.0047,25596,25586,-1.5,-1.2,-1.15,1294350,-57975,-79.1,66375,3975,N,6450,N,-0.3,-1.5,-0.8787,88,83.65,0.75,0.65,0.65,811125,40650,-170.5,53100,-38475,Y,38250,Y,0.21,0.75,0.6655,194.6,186.65,no signal
30-06-2025 14:20,30-06-2025,8.8,9.7,7.2,30600,38475,-547.3,27525,-2550,YES,2400,Y,-0.43,8.8,0.0342,25605.9,25588.5,2.9,3.15,3.1,1791600,85875,-77.35,61575,42225,Y,6600,N,-0.38,2.9,1.6989,90.55,84.75,-4.95,-4.9,-5,817125,6300,-158.35,52500,-4425,YES,20850,N,0.19,-4.95,-4.3921,192.9,180.7,no signal
