last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price
2025-04-02 09:15:00,3.25,6837000.0,132,2.8999999999999986,2.9000000000000057,-12975,-44.35000000000218,32925,529275.0,N,312900.0,N,59.35,62.6,69.8,59.2,63.66
2025-04-02 09:20:00,-4.899999999999999,6589950.0,179,-5.349999999999994,-5.400000000000006,-13500,-49.39999999999782,44025,110250.0,N,235500.0,N,62.8,57.9,63.65,54.1,61.73
2025-04-02 09:25:00,20.5,11491200.0,180,19.650000000000006,19.800000000000004,54300,-63.94999999999709,46125,121125.0,N,-232350.0,Y,58.75,79.25,80.8,58.3,66.12
2025-04-02 09:30:00,16.30000000000001,16542375.0,180,15.75,15.799999999999997,-31800,-75.10000000000582,55500,356400.0,Y,72225.0,YES,79.35,95.65,96.2,77.1,74.32
2025-04-02 09:35:00,-4.650000000000006,13959675.0,181,-4.950000000000003,-4.900000000000006,64125,-78.89999999999418,49875,-154425.0,YES,239775.0,YES,95.0,90.35,100.45,81.0,78.25
2025-04-02 09:40:00,-20.549999999999997,11135550.0,181,-21.099999999999994,-21.0,-98325,-80.70000000000437,52200,-530400.0,YES,226425.0,N,90.0,69.45,95.2,68.85,79.25
2025-04-02 09:45:00,-13.800000000000004,11803200.0,180,-13.300000000000004,-13.299999999999997,-8775,-56.75,48675,334125.0,Y,223575.0,N,70.65,56.85,70.65,51.2,76.41
2025-04-02 09:50:00,-2.549999999999997,7499550.0,180,-2.3000000000000043,-2.3000000000000043,-52275,-51.75000000000364,52950,83550.0,N,30825.0,N,57.15,54.6,59.75,47.65,74.43
2025-04-02 09:55:00,17.35,12918150.0,180,18.5,18.499999999999993,-98550,-63.0,43875,3375.0,N,-57750.0,Y,54.35,71.7,78.9,53.8,73.72
2025-04-02 10:00:00,-8.649999999999999,8394375.0,180,-9.299999999999997,-9.399999999999999,56700,-61.25,50700,78900.0,Y,281625.0,YES,71.05,62.4,71.25,58.75,72.99
2025-04-02 10:05:00,-0.7999999999999972,5655450.0,180,-0.7000000000000028,-0.6499999999999986,69750,-56.849999999998545,48675,20850.0,N,91200.0,N,63.0,62.2,66.7,54.5,72.38
2025-04-02 10:10:00,-3.8500000000000014,6135675.0,180,-3.75,-3.8000000000000043,-53400,-58.89999999999782,46500,-5625.0,YES,133500.0,YES,62.45,58.6,69.8,58.6,71.98
2025-04-02 10:15:00,6.549999999999997,7737750.0,180,6.350000000000001,6.299999999999997,-37050,-61.00000000000364,63300,79950.0,Y,-116625.0,Y,60.45,67.0,71.25,53.95,71.42
2025-04-02 10:20:00,-4.349999999999994,6596925.0,180,-5.099999999999994,-5.149999999999999,42150,-59.60000000000218,50550,123075.0,Y,167625.0,YES,66.05,61.7,71.25,56.05,71.04
2025-04-02 10:25:00,10.700000000000003,7774800.0,181,10.850000000000001,10.950000000000003,-27000,-63.19999999999709,54825,136050.0,N,-255750.0,Y,62.0,72.7,75.2,61.6,70.99
2025-04-02 10:30:00,0.15000000000000568,6905625.0,180,-0.5,-0.45000000000000284,-74625,-65.15000000000873,54150,-5475.0,YES,68100.0,YES,72.25,72.4,72.5,62.25,70.85
2025-04-02 10:35:00,-0.7999999999999972,6054975.0,181,-1.4500000000000028,-1.3499999999999943,2175,-61.70000000000073,50475,60900.0,Y,102675.0,YES,72.5,71.7,72.95,62.35,70.73
2025-04-02 10:40:00,0.6000000000000085,10186050.0,181,-0.5,-0.5,46950,-66.75000000000364,53700,-87600.0,YES,-98550.0,Y,71.3,71.9,82.8,68.5,71.0
2025-04-02 10:45:00,6.099999999999994,6335325.0,180,5.949999999999989,6.0,42525,-65.5,46725,107925.0,Y,-23775.0,YES,72.0,78.1,80.45,71.7,71.19
2025-04-02 10:50:00,6.799999999999997,11421975.0,180,6.599999999999994,6.6000000000000085,73050,-68.19999999999709,48225,-118425.0,YES,-258000.0,Y,78.55,85.35,92.0,76.7,72.09
2025-04-02 10:55:00,-0.6500000000000057,9566100.0,181,-1.0,-1.0,-16050,-72.65000000000873,55425,-42000.0,Y,78150.0,YES,85.65,85.0,89.85,76.6,72.61
2025-04-02 11:00:00,-5.299999999999997,12399600.0,179,-4.099999999999994,-4.049999999999997,7275,-74.69999999999709,52875,-52950.0,YES,95175.0,N,85.8,80.5,97.55,78.55,73.6
2025-04-02 11:05:00,-0.3999999999999915,6085875.0,181,-0.6000000000000085,-0.5499999999999972,48000,-70.64999999999418,58950,92175.0,Y,160650.0,YES,81.35,80.95,84.9,75.7,73.76
2025-04-02 11:10:00,-1.5499999999999972,6729450.0,179,-1.25,-1.2999999999999972,-16725,-68.19999999999709,54000,0.0,YES,136650.0,N,81.05,79.5,86.35,78.45,74.03
2025-04-02 11:15:00,-10.200000000000003,9123600.0,180,-11.0,-10.950000000000003,57450,-65.14999999999782,59250,-252825.0,YES,75150.0,N,79.45,69.25,82.85,62.65,73.92
2025-04-02 11:20:00,0.14999999999999147,6704400.0,181,0.15000000000000568,0.25,-114000,-64.34999999999854,63600,60300.0,Y,86850.0,N,69.4,69.55,77.2,67.6,73.89
2025-04-02 11:25:00,-7.0,5800125.0,181,-7.299999999999997,-7.350000000000001,48600,-58.95000000000073,60600,-40350.0,YES,188775.0,YES,70.55,63.55,73.2,62.7,73.72
2025-04-02 11:30:00,6.149999999999999,5364300.0,180,6.149999999999999,6.1000000000000085,112425,-60.5,52875,109050.0,Y,-125400.0,Y,63.65,69.8,72.25,61.8,73.57
2025-04-02 11:35:00,2.6000000000000085,8034150.0,180,2.700000000000003,2.700000000000003,-116850,-71.40000000000146,49800,-90300.0,YES,-184575.0,Y,69.85,72.45,80.8,68.9,73.64
2025-04-02 11:40:00,-15.850000000000009,10871400.0,181,-15.950000000000003,-15.999999999999993,416550,-57.75,52875,-68775.0,Y,176025.0,YES,72.65,56.8,72.9,51.65,73.08
2025-04-02 11:45:00,5.350000000000001,7202850.0,180,5.450000000000003,5.5,-168225,-53.30000000000291,53175,181875.0,Y,52275.0,N,56.25,61.6,63.0,54.5,72.71
2025-04-02 11:50:00,-2.8500000000000014,5545800.0,182,-3.0,-3.0,76800,-54.39999999999782,64425,-18600.0,YES,195525.0,YES,62.0,59.15,62.95,55.8,72.45
2025-04-02 11:55:00,-1.3999999999999986,4264200.0,179,-1.25,-1.2000000000000028,-87225,-53.19999999999709,60825,-6825.0,N,38925.0,N,59.25,57.85,62.8,57.65,72.26
2025-04-02 12:00:00,6.0,5590050.0,180,6.200000000000003,6.25,-144975,-57.00000000000364,66300,69675.0,Y,-374475.0,Y,57.8,63.8,65.0,55.85,72.03
2025-04-02 12:05:00,1.3999999999999915,6414675.0,180,0.3999999999999915,0.3499999999999943,-50100,-61.75000000000364,62475,19800.0,N,210075.0,YES,64.15,65.55,67.8,61.1,71.88
2025-04-02 12:10:00,1.7999999999999972,6130875.0,180,1.4000000000000057,1.3500000000000085,-25950,-54.950000000004366,58500,79875.0,Y,-47700.0,Y,65.95,67.75,71.1,62.25,71.8
2025-04-02 12:15:00,2.5999999999999943,5194500.0,181,2.6500000000000057,2.6499999999999915,27750,-58.95000000000073,63300,28725.0,N,83100.0,YES,67.75,70.35,72.9,67.65,71.78
2025-04-02 12:20:00,-1.0499999999999972,4566375.0,180,-0.5500000000000114,-0.5499999999999972,-38475,-60.49999999999636,71775,-129975.0,YES,57675.0,N,70.35,69.3,71.15,65.75,71.73
2025-04-02 12:25:00,-5.399999999999999,8824200.0,181,-5.800000000000004,-5.75,-111225,-57.69999999999709,68700,-118275.0,N,2025.0,Y,68.75,63.35,76.85,62.65,71.66
2025-04-02 12:30:00,4.700000000000003,6389100.0,179,5.299999999999997,5.25,48225,-58.849999999998545,53025,87675.0,Y,22800.0,YES,63.0,67.7,74.1,62.7,71.63
2025-04-02 12:35:00,-4.450000000000003,6072750.0,180,-5.75,-5.750000000000007,31425,-57.45000000000073,58050,252675.0,Y,118275.0,YES,67.75,63.3,69.3,59.1,71.46
2025-04-02 12:40:00,2.8500000000000014,3791775.0,119,2.6499999999999986,2.75,-30675,-39.549999999995634,36600,-98925.0,YES,33450.0,N,63.15,66.0,67.75,62.4,71.39
2025-04-02 12:45:00,-6.200000000000003,1791600.0,57,-5.25,-5.199999999999989,15450,-19.549999999999272,17700,-154200.0,YES,112500.0,YES,70.4,64.2,70.7,64.2,71.3
2025-04-02 12:50:00,-9.349999999999994,7365750.0,181,-8.899999999999999,-8.900000000000006,41325,-57.85000000000218,62700,-61200.0,Y,230850.0,YES,64.3,54.95,64.6,54.85,71.04
2025-04-02 12:55:00,0.6000000000000014,5830800.0,181,0.9500000000000028,0.8500000000000014,155100,-50.80000000000291,65850,238425.0,Y,-16275.0,Y,55.5,56.1,57.3,52.1,70.78
2025-04-02 13:00:00,1.9500000000000028,5590800.0,181,1.8500000000000014,1.7999999999999972,-29925,-51.35000000000582,69750,74475.0,N,2025.0,N,56.0,57.95,58.15,53.85,70.55
2025-04-02 13:05:00,2.5,6296325.0,179,2.299999999999997,2.299999999999997,32775,-49.599999999998545,57225,7950.0,N,-48150.0,Y,58.1,60.6,61.0,56.65,70.35
2025-04-02 13:10:00,2.6500000000000057,5270775.0,181,2.6499999999999986,2.6499999999999986,-55425,-49.599999999998545,62025,-44850.0,YES,-175125.0,Y,60.55,63.2,63.35,58.9,70.22
2025-04-02 13:15:00,3.9499999999999957,6896400.0,180,3.8500000000000014,3.75,-72075,-57.64999999999782,56925,-59925.0,YES,-30600.0,YES,63.1,67.05,69.8,62.55,70.15
2025-04-02 13:20:00,-4.650000000000006,6382350.0,181,-4.300000000000004,-4.299999999999997,-165300,-58.04999999999927,56625,-126975.0,YES,73875.0,YES,66.9,62.25,70.25,62.25,70.09
2025-04-02 13:25:00,7.25,6401550.0,181,6.850000000000001,6.799999999999997,-41100,-60.650000000001455,70050,202650.0,Y,-161025.0,Y,62.3,69.55,71.95,62.15,70.06
2025-04-02 13:30:00,0.5,5755125.0,181,0.29999999999999716,0.25,-88125,-62.55000000000291,59550,57075.0,N,60075.0,YES,68.7,69.2,72.4,64.25,70.03
2025-04-02 13:35:00,-11.950000000000003,8358225.0,181,-12.700000000000003,-12.700000000000003,-71850,-60.849999999998545,68250,-301875.0,YES,247950.0,YES,69.0,57.05,71.95,56.3,69.91
2025-04-02 13:40:00,-2.8500000000000014,8268000.0,180,-3.3500000000000014,-3.3500000000000014,40800,-52.60000000000218,77625,378225.0,Y,92475.0,N,56.75,53.9,58.0,50.35,69.6
2025-04-02 13:45:00,-1.8999999999999986,6008775.0,181,-1.75,-1.8500000000000014,120075,-46.49999999999636,68550,-148800.0,YES,268725.0,YES,53.6,51.7,56.2,50.3,69.37
2025-04-02 13:50:00,-0.6000000000000014,7099950.0,179,-0.8000000000000043,-0.7999999999999972,-169425,-47.099999999998545,71400,-20925.0,Y,65625.0,N,52.4,51.8,55.9,49.1,69.09
2025-04-02 13:55:00,4.700000000000003,7180050.0,180,5.400000000000006,5.399999999999999,-125700,-56.099999999998545,76200,133050.0,Y,-287700.0,Y,51.9,56.6,58.5,51.65,68.87
2025-04-02 14:00:00,-0.7999999999999972,5000625.0,180,-0.6500000000000057,-0.6499999999999986,-17325,-52.400000000001455,61800,-22875.0,YES,131250.0,YES,56.5,55.7,58.8,55.7,68.74
2025-04-02 14:05:00,1.1499999999999986,5829375.0,180,0.8500000000000014,0.8500000000000014,-197925,-47.950000000004366,74025,-4875.0,N,-61500.0,Y,55.95,57.1,58.5,53.0,68.57
2025-04-02 14:10:00,-3.700000000000003,5008050.0,180,-3.5,-3.5,55050,-47.65000000000509,75000,32625.0,Y,183975.0,YES,56.75,53.05,57.85,51.85,68.41
2025-04-02 14:15:00,7.75,5614425.0,180,7.950000000000003,7.950000000000003,67500,-51.14999999999782,74850,72000.0,Y,-509100.0,Y,53.1,60.85,61.25,52.75,68.27
2025-04-02 14:20:00,0.20000000000000284,4604400.0,181,-0.04999999999999716,-0.04999999999999716,133800,-52.200000000004366,61350,37950.0,N,169200.0,YES,60.65,60.85,60.9,57.8,68.18
2025-04-02 14:25:00,0.4000000000000057,6570375.0,180,1.6499999999999986,1.6999999999999957,21225,-57.70000000000073,66900,77325.0,Y,-79650.0,Y,60.8,61.2,63.9,60.15,68.1
2025-04-02 14:30:00,0.0,6421950.0,180,-0.14999999999999858,-0.20000000000000284,26775,-54.85000000000582,65775,-206475.0,YES,-4800.0,YES,61.35,61.35,62.6,56.25,67.99
2025-04-02 14:35:00,-4.350000000000001,7485900.0,180,-3.6000000000000014,-3.549999999999997,12300,-54.75,62925,115200.0,Y,66450.0,YES,61.1,56.75,64.25,56.75,67.89
2025-04-02 14:40:00,5.699999999999996,7699500.0,180,5.850000000000001,5.849999999999994,-267675,-52.25000000000364,60525,351900.0,Y,-224700.0,Y,57.1,62.8,66.35,57.1,67.81
2025-04-02 14:45:00,-0.09999999999999432,4665450.0,180,0.0,0.0,-76125,-52.10000000000582,59700,45000.0,N,-33150.0,YES,62.55,62.45,64.35,60.1,67.76
2025-04-02 14:50:00,-2.1000000000000014,4803375.0,181,-2.25,-2.200000000000003,-222600,-52.450000000004366,60600,-401475.0,YES,-375.0,YES,62.6,60.5,64.55,58.75,67.7
2025-04-02 14:55:00,6.000000000000007,6944550.0,181,5.850000000000001,5.799999999999997,11325,-55.64999999999782,64425,103125.0,Y,-298200.0,Y,60.65,66.65,67.8,60.1,67.66
2025-04-02 15:00:00,20.64999999999999,18790125.0,180,20.25,20.349999999999994,-9600,-66.55000000000291,59250,86775.0,N,-863325.0,Y,66.95,87.6,92.6,64.2,68.07
2025-04-02 15:05:00,-4.5,7292325.0,180,-4.5,-4.5,-26025,-68.99999999999636,49725,-510975.0,YES,282225.0,YES,87.65,83.15,88.95,80.3,68.29
2025-04-02 15:10:00,-1.7000000000000028,4799175.0,180,-1.75,-1.75,-64800,-66.5,51750,250275.0,Y,-107250.0,Y,82.7,81.0,84.25,79.8,68.42
2025-04-02 15:15:00,-4.900000000000006,6947475.0,180,-4.700000000000003,-4.650000000000006,-91125,-66.0,54375,-149175.0,YES,-87450.0,N,81.95,77.05,84.0,74.0,68.54
2025-04-02 15:20:00,1.7000000000000028,4023900.0,180,1.5499999999999972,1.6500000000000057,-234675,-59.94999999999709,48975,-153675.0,YES,-106575.0,Y,76.95,78.65,79.9,76.6,68.62
2025-04-02 15:25:00,1.2000000000000028,5660100.0,182,-0.15000000000000568,1.2000000000000028,-262950,-92.5,54300,-1480500.0,YES,-598875.0,Y,78.8,80.0,84.15,78.1,68.75
