last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
29-04-2025 09:15,25.1,26.2,24,-114150,-1129.9,35700,58125,N,176025,N,17.77,24524.9,24550,29-04-2025 09:15,16.05,14.6,14.65,37350,-98.75,25275,160950,N,33225,N,5.92,29-04-2025 09:15,-5.5,-5.3,-5.4,-42975,-27.3,30150,24900,N,164100,N,-2.46
29-04-2025 09:20,17,18.9,17,-3056700,-993.9,42000,43425,N,-31350,Y,13.39,24550,24567,29-04-2025 09:20,12.65,12.9,13,23850,-142,38550,-1014225,YES,112425,YES,7.1,29-04-2025 09:20,-4.35,-4.25,-4.25,136500,-36.85,55950,-1486950,Y,202800,Y,-2.63
29-04-2025 09:25,-33.6,-36.1,-32.6,21000,-672,36375,-5850,YES,9900,YES,2.37,24567.4,24533.7,29-04-2025 09:25,-24.4,-24.55,-24.55,-37725,-141.4,42075,-148500,Y,133425,YES,1.16,29-04-2025 09:25,10.1,10.05,10.05,-7950,-37.5,54000,148050,YES,-139650,YES,-1.19
29-04-2025 09:30,20.1,25,23.7,-40950,-1131.9,36225,19800,Y,14175,N,-1.02,24533.9,24554,29-04-2025 09:30,12.4,12.35,12.35,-47175,-142.65,35850,73500,Y,56325,N,-0.31,29-04-2025 09:30,-5.35,-6.65,-6.65,19200,-40.15,45375,106425,N,89550,Y,0.21
29-04-2025 09:35,-67.7,-63.5,-60.4,14400,-1314.9,35700,-41250,YES,-58125,Y,-4.21,24553.3,24485.6,29-04-2025 09:35,-42.85,-41.15,-41.35,-29850,-131.9,35550,-157800,YES,116700,YES,-3.56,29-04-2025 09:35,20.55,19.15,19.2,-6900,-47.2,46500,-750,Y,-192525,YES,1.66
29-04-2025 09:40,-41.2,-42.4,-46.6,104625,-1511.6,40800,7275,Y,24600,YES,-19.28,24485.8,24444.6,29-04-2025 09:40,-22.45,-22.9,-22.9,-39150,-108.65,39675,2849550,Y,174075,YES,-10.6,29-04-2025 09:40,28.25,28.6,28.65,25125,-75.45,40650,23025,YES,-9375,Y,10.1
29-04-2025 09:45,-3.5,-5.8,-5.4,37500,-1348.1,43500,82050,Y,18525,N,-8.22,24447.6,24444.1,29-04-2025 09:45,2.65,2.5,2.6,225,-104.5,41625,61800,N,113775,N,-7.1,29-04-2025 09:45,3.75,4,3.9,-16875,-79.35,40875,29250,N,134850,Y,5.82
29-04-2025 09:50,12.2,4.8,9.3,20775,-1470.2,36525,15225,N,-5850,Y,-7.11,24444.6,24456.8,29-04-2025 09:50,-1.8,-2.05,-2.1,-4350,-92.9,40125,33750,N,176175,YES,-6.55,29-04-2025 09:50,-8.75,-8.6,-8.7,-1725,-81.35,42450,33750,N,197775,Y,4.36
29-04-2025 09:55,52.1,52.1,50,-29325,-1149.1,36675,66675,Y,97500,YES,-0.81,24452.9,24505,29-04-2025 09:55,31.15,31.35,31.4,-13275,-109.7,37050,10650,N,-238050,Y,-1.5,29-04-2025 09:55,-28.8,-28.95,-29,-12750,-55.1,40800,-93525,Y,130575,N,-0.35
29-04-2025 10:00,-10,-13.3,-10.8,1425,-1299.8,32400,18225,N,28200,N,-0.24,24503.9,24494.2,29-04-2025 10:00,-10.15,-10.75,-10.65,-86550,-116.4,37500,-55950,YES,117375,YES,-0.57,29-04-2025 10:00,5.7,5.4,5.45,19425,-51.6,45675,156675,YES,70650,N,-0.57
29-04-2025 10:05,-27.8,-30.1,-27.8,-29625,-1059.6,33600,17400,N,18075,N,-1.46,24490,24462.2,29-04-2025 10:05,-17.2,-17.05,-17.1,56025,-101.3,36000,9825,Y,129525,N,-1.5,29-04-2025 10:05,10.95,11.25,11.25,-30225,-63.6,46200,27000,N,-79875,YES,0.19
29-04-2025 10:10,4,3.1,7,13800,-1191,28800,51375,Y,-10200,Y,-0.54,24461,24465,29-04-2025 10:10,-0.65,-0.1,0,-1500,-99.65,43350,72900,Y,54525,N,-1.17,29-04-2025 10:10,-5.9,-6.35,-6.4,-3225,-64.45,56850,-66300,Y,164250,Y,-0.03
29-04-2025 10:15,-34.9,-34.6,-39,9825,-1308.8,29700,-30300,YES,18000,YES,-1.64,24464,24429,29-04-2025 10:15,-20.4,-18.65,-18.8,-27450,-82.85,39975,-151875,YES,196200,YES,-2.2,29-04-2025 10:15,14.15,12.6,12.7,-61275,-62.3,45150,217425,YES,-80925,YES,0.32
29-04-2025 10:20,25,25,26,18975,-965.2,27600,9825,Y,31275,N,-2.02,24428,24456.9,29-04-2025 10:20,14.3,13.65,13.75,1800,-80.9,41325,214425,Y,21525,N,-1.8,29-04-2025 10:20,-13.55,-13.1,-13.05,750,-66.55,49950,-163500,Y,369225,Y,0.32
29-04-2025 10:25,-25.7,-20.3,-25,0,-1214.5,34575,7875,N,-1125,Y,-1.58,24456.9,24431.2,29-04-2025 10:25,-14.3,-14.1,-14.1,-33450,-80.5,42000,-67125,YES,120375,YES,-2.05,29-04-2025 10:25,11.4,11.65,11.7,46575,-65,54450,174675,YES,-251550,YES,0.49
29-04-2025 10:30,0.8,-3,-5.8,33750,-1270.8,33450,25425,N,10500,N,-1.71,24426.2,24427,29-04-2025 10:30,-0.25,-1.8,-1.75,-14775,-78.55,42750,156000,Y,112425,N,-1.9,29-04-2025 10:30,-1.5,0.05,0.05,-14550,-68.75,45225,-51450,Y,170250,Y,0.53
29-04-2025 10:35,13.6,14.1,15,46950,-708.6,24600,5025,N,46500,YES,-1.14,24427,24440.6,29-04-2025 10:35,2.8,2.6,2.6,-97125,-74.5,45300,23325,N,-10125,Y,-1.62,29-04-2025 10:35,-4.9,-5.1,-5.1,-59325,-65.65,51225,-67500,Y,64200,N,0.23
29-04-2025 10:40,-7.1,-11.9,-7.5,29625,-1398.5,28425,-4875,YES,2625,Y,-1.61,24442,24429.5,29-04-2025 10:40,-6.1,-6.5,-6.5,34875,-70.05,45750,-35475,YES,197400,YES,-1.61,29-04-2025 10:40,3.55,3.8,3.85,12300,-63.5,53850,257325,YES,14550,N,0.27
29-04-2025 10:45,30.7,28.9,26.1,65850,-844.4,27525,5625,N,66450,YES,-0.71,24431.3,24462.9,29-04-2025 10:45,13.45,13.45,13.5,22350,-80.95,45750,97650,Y,-216375,Y,-1.52,29-04-2025 10:45,-13.45,-13.1,-13.2,11175,-59.7,51975,-288525,Y,345000,Y,-0.04
29-04-2025 10:50,-21.8,-18.5,-18,40725,-489.1,26550,1650,YES,21450,N,-0.66,24462,24441,29-04-2025 10:50,-10.15,-10.25,-10.3,-7125,-72.4,39150,-42750,YES,60525,YES,-1.21,29-04-2025 10:50,5.3,5.45,5.5,61425,-52.15,44100,104475,YES,-174525,YES,-0.05
29-04-2025 10:55,5.6,4.9,2.6,53700,-1019.8,29475,-1050,YES,-11550,Y,-0.48,24441,24446.3,29-04-2025 10:55,-2,-2.1,-2,38475,-68.55,43350,-32925,N,99975,YES,-0.99,29-04-2025 10:55,-0.35,-0.4,-0.45,62550,-50.9,49125,87000,N,43950,Y,-0.07
29-04-2025 11:00,8.9,10.8,11.6,-43050,-681.4,26475,6075,N,-16050,Y,-0.59,24448.1,24457,29-04-2025 11:00,8.95,8.85,8.85,-43500,-73.5,40500,65625,Y,-66675,Y,-0.75,29-04-2025 11:00,-7.7,-7.25,-7.25,-70200,-50,57225,-175275,Y,136650,Y,-0.13
29-04-2025 11:05,16.3,17.9,19.1,-47775,-1040.4,31950,2850,YES,58350,YES,-0.28,24459.6,24479,29-04-2025 11:05,12.65,12.25,12.45,-34950,-95.35,41625,58500,N,-89175,Y,-0.8,29-04-2025 11:05,-6.85,-6.85,-6.85,134925,-52.8,60900,26250,YES,-25050,YES,-0.38
29-04-2025 11:10,-22.6,-20.9,-22.6,-40650,-472.1,27150,-9975,YES,15525,N,-1.16,24479.6,24457,29-04-2025 11:10,-13.35,-13.3,-13.3,-10875,-88.6,42075,-179100,YES,70275,YES,-0.6,29-04-2025 11:10,2.65,2.55,2.55,-68175,-49,56250,-8025,Y,33150,Y,-0.28
29-04-2025 11:15,-7,-10,-10.2,-42225,-679.8,27300,21825,Y,50775,YES,-1.94,24457,24450,29-04-2025 11:15,-3.3,-4.2,-4.25,-3975,-74.75,42075,81825,Y,14550,N,-0.69,29-04-2025 11:15,3.05,3.05,3.05,76650,-50.7,62625,-3750,N,101625,Y,-0.19
29-04-2025 11:20,4,0.5,4.2,-30375,-883.6,24975,-12600,YES,-6600,Y,-0.26,24450,24456.1,29-04-2025 11:20,0.35,-0.25,-0.2,-15450,-81.4,44325,-21225,YES,14700,N,-0.56,29-04-2025 11:20,0.65,0.7,0.75,10650,-49.7,63075,56175,YES,36075,N,-0.18
29-04-2025 11:25,-1.8,-1.6,-5.9,-97275,-606.6,26550,-4350,N,-1650,N,-0.31,24451.8,24450,29-04-2025 11:25,0,0.2,0.2,-31575,-76.55,47550,20025,Y,57225,YES,-0.33,29-04-2025 11:25,0.3,0.35,0.35,86250,-49.6,58125,215850,YES,51300,N,-0.13
