last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price
2025-05-09 09:15:00,10.450000000000045,1511325.0,184,9.799999999999955,10.050000000000011,-5700,-167.8000000000029,22725,-406950.0,N,1800.0,N,319.15,329.6,365.3,319.15,332.56
2025-05-09 09:20:00,-7.0,1576425.0,355,-8.349999999999966,-8.699999999999989,-150,-360.4000000000233,48525,-155100.0,Y,32775.0,YES,330.8,323.8,364.3,306.75,332.65
2025-05-09 09:25:00,-11.949999999999989,1691850.0,344,-11.349999999999966,-11.199999999999989,-7200,-363.19999999998254,44550,-76350.0,Y,20475.0,N,325.0,313.05,363.1,301.75,333.26
2025-05-09 09:30:00,-26.80000000000001,1285800.0,359,-25.25,-25.44999999999999,1575,-321.25,47775,30900.0,Y,81675.0,YES,314.7,287.9,319.45,280.55,327.77
2025-05-09 09:35:00,13.450000000000045,1370850.0,359,13.100000000000023,13.049999999999955,-64875,-313.29999999998836,53100,51075.0,Y,-9075.0,Y,287.15,300.6,303.1,284.15,322.8
2025-05-09 09:40:00,12.649999999999977,1501275.0,359,12.350000000000023,12.449999999999989,-5250,-322.0,46725,90450.0,Y,-32250.0,Y,300.85,313.5,332.55,298.85,321.96
2025-05-09 09:45:00,-26.69999999999999,1004475.0,355,-26.69999999999999,-26.600000000000023,-8250,-319.6499999999942,48075,-20475.0,YES,44250.0,YES,313.55,286.85,331.8,286.85,320.71
2025-05-09 09:50:00,-16.19999999999999,1495950.0,351,-16.0,-16.400000000000034,-4425,-279.25,55125,502275.0,Y,43200.0,N,287.2,271.0,288.15,268.95,316.04
2025-05-09 09:55:00,-21.399999999999977,1660725.0,355,-21.599999999999994,-21.75,-15750,-266.0000000000291,55800,-15150.0,YES,64350.0,YES,270.4,249.0,280.0,248.25,310.11
2025-05-09 10:00:00,-14.5,2677425.0,359,-14.200000000000017,-14.25,-17175,-241.85000000000582,52950,-397275.0,YES,51375.0,N,250.0,235.5,257.1,231.95,299.94
2025-05-09 10:05:00,2.4000000000000057,2875725.0,349,2.9000000000000057,2.75,25050,-241.49999999998545,56925,61500.0,Y,123150.0,YES,236.4,238.8,246.0,225.6,291.08
2025-05-09 10:10:00,49.04999999999998,4567575.0,347,49.74999999999997,49.89999999999998,-34575,-253.39999999996508,48225,-18525.0,YES,-243825.0,Y,238.65,287.7,292.55,233.85,285.51
2025-05-09 10:15:00,-2.3000000000000114,3161925.0,360,-2.7999999999999545,-2.5500000000000114,115275,-318.19999999998254,50775,-58800.0,YES,15450.0,YES,290.3,288.0,310.8,283.0,286.83
2025-05-09 10:20:00,8.0,1579650.0,355,8.400000000000034,8.25,6150,-320.75,54900,-300.0,Y,15000.0,N,286.9,294.9,304.4,276.15,287.02
2025-05-09 10:25:00,-10.200000000000045,1071375.0,327,-9.75,-9.75,-6900,-285.80000000001746,58875,11175.0,N,-7575.0,Y,293.35,283.15,294.25,270.0,286.82
2025-05-09 10:30:00,-7.0,870825.0,335,-6.899999999999977,-6.7999999999999545,17175,-273.75,51750,-1275.0,YES,25950.0,YES,280.2,273.2,291.25,272.3,286.72
2025-05-09 10:35:00,-9.899999999999977,1322325.0,351,-9.100000000000023,-9.399999999999977,-43050,-275.04999999998836,52800,-18075.0,YES,4275.0,N,273.9,264.0,297.9,261.25,286.41
2025-05-09 10:40:00,-12.099999999999966,1465800.0,357,-10.900000000000006,-11.050000000000011,-13200,-253.95000000001164,58650,62250.0,Y,49200.0,YES,263.65,251.55,270.8,250.3,285.32
