last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-07-23 09:15:00,4.949999999999989,4.6499999999999915,4.650000000000006,-241650,-46.29999999999927,32625,197625.0,N,151875.0,N,79.15,84.1,84.9,75.3,0.05000000000001137
2025-07-23 09:20:00,-3.700000000000003,-3.549999999999997,-3.5,375750,-93.89999999999418,65325,228675.0,Y,434625.0,YES,82.95,79.25,92.1,75.2,2.1899999999999977
2025-07-23 09:25:00,-2.75,-2.3500000000000085,-2.299999999999997,96450,-86.44999999999709,62325,227325.0,N,361650.0,N,79.35,76.6,81.25,71.25,-1.1500000000000057
2025-07-23 09:30:00,-2.0999999999999943,-2.0,-2.0,-79575,-87.45000000000437,63975,67500.0,N,286650.0,N,76.6,74.5,82.05,70.15,-1.0200000000000102
2025-07-23 09:35:00,-1.75,-2.25,-2.25,-240075,-82.34999999999854,64875,141150.0,Y,199800.0,N,74.75,73.0,78.75,69.85,-0.7399999999999949
2025-07-23 09:40:00,-6.099999999999994,-5.950000000000003,-5.950000000000003,467475,-75.69999999998981,70950,16650.0,N,260175.0,YES,72.55,66.45,74.75,66.15,-1.2800000000000011
2025-07-23 09:45:00,0.20000000000000284,-0.25,-0.29999999999999716,108750,-77.90000000000146,72150,52275.0,Y,151425.0,N,66.2,66.4,68.6,61.1,-1.8500000000000085
2025-07-23 09:50:00,3.0999999999999943,3.049999999999997,3.0500000000000114,-818325,-84.05000000000291,80250,-82125.0,YES,2550.0,Y,66.2,69.3,73.1,62.75,-1.1200000000000045
2025-07-23 09:55:00,6.049999999999997,5.599999999999994,5.550000000000011,238050,-83.15000000000873,70725,281475.0,Y,-157050.0,Y,68.55,74.6,75.95,66.8,-0.269999999999996
2025-07-23 10:00:00,-12.049999999999997,-11.5,-11.449999999999996,-666825,-76.84999999999854,76800,-361950.0,YES,365400.0,YES,74.5,62.45,77.15,62.3,-0.710000000000008
2025-07-23 10:05:00,-0.6499999999999986,-0.6999999999999957,-0.6499999999999986,18075,-71.69999999999709,70500,201825.0,Y,252450.0,N,62.9,62.25,65.25,60.65,-0.7199999999999989
2025-07-23 10:10:00,4.700000000000003,4.600000000000001,4.549999999999997,-274725,-78.65000000000146,81750,7650.0,N,-53850.0,Y,62.8,67.5,69.4,62.55,-0.3299999999999983
2025-07-23 10:15:00,0.5499999999999972,0.7000000000000028,0.7000000000000028,-355125,-78.15000000000146,81150,39750.0,Y,43200.0,YES,68.2,68.75,69.35,64.25,-0.25
