last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
12-06-2025 12:15,-1,28950,105,100950,62475,-0.3,0.6,38475,-950.5,31725,34200,N,4875,N,25161.68,25116,25115,25118.1,25107,12-06-2025 12:15,1.35,5430150,290,18457350,16744275,1.3,1.3,1713075,-29.9,187875,1557825,Y,-215850,Y,6.65,8,8.15,6.45,22.97,12-06-2025 12:15,2.5,534000,265,239325,230700,2.75,2.8,8625,-215.95,60000,1339050,YES,12750,N,179.4,181.9,188.05,178.65,118.43
12-06-2025 12:20,5,41625,111,145575,89175,5.2,7.1,56400,-573.3,31200,-35100,YES,1875,Y,25161.19,25115,25120,25128.2,25111.4,12-06-2025 12:20,0.4,6305775,220,13945275,13741200,0.35,0.35,204075,-29.35,189750,252600,N,5175,YES,8,8.4,8.55,7,22.77,12-06-2025 12:20,-4.8,668025,206,217050,203325,-3.85,-3.95,13725,-199.8,58875,-7425,Y,11550,N,181.85,177.05,185,171.4,118.7
12-06-2025 12:25,-11.3,24900,95,44025,76200,-9.9,-11.2,-32175,-848.4,28575,47475,Y,-10500,Y,25160.88,25121.3,25110,25123.1,25110,12-06-2025 12:25,-1.5,4895175,222,13701450,14125725,-1.6,-1.6,-424275,-28.65,173025,-438300,YES,340800,YES,8.55,7.05,8.55,6.8,22.61,12-06-2025 12:25,7.85,710100,206,212625,175200,8.6,8.65,37425,-198.15,62700,14850,YES,-47625,YES,176.55,184.4,187.45,176.1,119
12-06-2025 12:30,28,39750,116,67425,159825,25,25,-92400,-1007.7,31500,17400,N,-10500,N,25160.48,25110,25138,25138,25110,12-06-2025 12:30,2.45,6382575,226,17083725,14411700,1.6,1.6,2672025,-29.2,166125,167700,Y,-234750,Y,7.05,9.5,9.5,6.8,22.41,12-06-2025 12:30,-30.4,954600,217,246375,207075,-23.15,-23.25,39300,-197.1,66375,-59100,Y,42375,Y,184.7,154.3,185.25,154.3,119.33
12-06-2025 12:35,-16,38625,114,131925,68100,-16.6,-18.7,63825,-905.5,32475,33300,N,11550,YES,25160.11,25136,25120,25138,25115.1,12-06-2025 12:35,-1.1,6788775,233,14441250,13440300,-1.05,-1.05,1000950,-29.6,182100,281250,Y,159525,YES,9.15,8.05,9.15,7.2,22.2,12-06-2025 12:35,17.95,1083375,222,227625,221400,18,18,6225,-213.55,57975,67500,YES,-30300,YES,157.55,175.5,184.4,157.55,119.73
12-06-2025 12:40,13.7,20400,93,78000,44700,8.9,13.5,33300,-733.4,30000,-14175,YES,9900,N,25159.94,25119.3,25133,25135,25119.3,12-06-2025 12:40,0.5,6939075,261,12218775,10856250,0.55,0.55,1362525,-31.25,182325,-537225,YES,66600,N,8.05,8.55,9.45,7.95,22.01,12-06-2025 12:40,-10.5,703800,229,201750,182175,-11.35,-11.4,19575,-198.2,59400,51150,N,9375,Y,175.8,165.3,176.25,160.1,119.93
12-06-2025 12:45,19,69900,169,307275,121800,17.4,18.6,185475,-1277.6,36600,5775,N,-28575,Y,25159.63,25133,25152,25155,25120.1,12-06-2025 12:45,4.95,12460275,348,8099475,7574175,4.85,4.9,525300,-36.35,181575,460575,Y,-955950,Y,8.5,13.45,14.3,8.1,21.73,12-06-2025 12:45,-22.1,1211625,344,211575,200550,-20.35,-20.45,11025,-208,61125,-83400,Y,39000,Y,165.6,143.5,174.55,142.7,120.23
12-06-2025 12:50,-16.4,39450,150,203850,121050,-16.2,-10.5,82800,-1222.9,40200,6000,N,22650,YES,25159.49,25152,25135.6,25154,25135.4,12-06-2025 12:50,-5.35,14023125,340,10901175,10186125,-5.35,-5.35,715050,-33.8,180150,-394350,YES,542100,YES,13.25,7.9,13.4,7.3,21.42,12-06-2025 12:50,12.65,1308375,338,211275,206175,13.05,13.05,5100,-188.5,54900,117375,YES,-19050,YES,144.5,157.15,158.65,142.8,120.49
12-06-2025 12:55,-16.9,39075,121,96375,95550,-15.5,-20,825,-1332.8,36300,525,YES,-2925,Y,25159.22,25135.6,25118.7,25142,25112,12-06-2025 12:55,-2.2,10922400,361,16790625,16333575,-2.2,-2.2,457050,-29.45,167175,-252750,Y,272175,N,8,5.8,8.05,5.65,21.12,12-06-2025 12:55,19.85,1564575,356,189075,218550,19.35,19.2,-29475,-207.9,67050,-52725,Y,-74775,YES,157,176.85,183.75,156.3,120.98
12-06-2025 13:00,-8.6,35625,138,99525,100200,-7.6,-8.2,-675,-1207.7,37125,450,YES,7425,N,25158.8,25120.6,25112,25124.3,25105.6,12-06-2025 13:00,-0.25,8922300,361,19346250,18758400,-0.3,-0.3,587850,-29.25,188850,165825,Y,-159300,Y,5.75,5.5,6.35,5.3,20.86,12-06-2025 13:00,7.65,1289850,359,163725,191325,7.4,7.35,-27600,-231.85,56175,-13800,YES,21750,Y,175.75,183.4,193.2,174.95,121.49
12-06-2025 13:05,4,31500,125,69300,126825,0,4,-57525,-1109.2,34050,6900,N,9225,N,25158.45,25114,25118,25119,25112,12-06-2025 13:05,0,5375400,335,19264650,21661950,-0.05,-0.05,-2397300,-29.1,175725,-185850,YES,303000,YES,5.55,5.55,6.6,5.5,20.72,12-06-2025 13:05,-3.9,623250,319,176175,188550,-3.9,-3.8,-12375,-215.5,58500,-10050,N,9975,N,183.7,179.8,185.1,175.45,121.73
12-06-2025 13:10,7.1,37050,148,100575,121950,8.2,8.2,-21375,-1483.9,45000,7200,N,-4875,Y,25158.02,25113.9,25121,25122.9,25105,12-06-2025 13:10,-0.8,9304200,326,28872450,28256925,-0.75,-0.8,615525,-29.45,168525,247200,Y,46200,N,5.55,4.75,5.7,4.3,20.45,12-06-2025 13:10,-8.05,912675,322,208650,206625,-8.25,-8.4,2025,-236,60675,-20550,Y,300,YES,179.55,171.5,188.95,170.1,122.06
12-06-2025 13:15,2,17100,107,62925,158250,1.2,1.2,-95325,-1165.4,29175,3900,N,6900,N,25157.86,25121,25123,25125,25114,12-06-2025 13:15,-0.3,11730075,290,36864825,32881800,-0.2,-0.2,3983025,-28.75,169650,168300,N,-170175,Y,4.75,4.45,5,3.5,20.12,12-06-2025 13:15,-1.4,791475,271,196950,189900,-2.85,-2.85,7050,-209.2,64200,-82275,Y,-525,YES,171.2,169.8,176.65,166.45,122.3
12-06-2025 13:20,-12.7,21900,87,94425,240900,-11.6,-12,-146475,-1030.5,35100,-2175,YES,2550,Y,25157.63,25123,25110.3,25124,25109.5,12-06-2025 13:20,0.05,8439150,302,36423225,32206725,0,0,4216500,-29.15,189825,4950,N,28125,YES,4.4,4.45,5,4.05,19.89,12-06-2025 13:20,7.25,897450,283,206700,211125,6.7,6.75,-4425,-230.25,63525,-19425,YES,-10650,YES,169.85,177.1,182.2,167.6,122.59
12-06-2025 13:25,-51.7,355950,204,215250,99375,-49.6,-49.1,115875,-1411.7,46275,-94875,YES,13575,N,25150.62,25109.7,25058,25116.3,25056.6,12-06-2025 13:25,-1.15,18378750,306,39076425,33612375,-1.2,-1.2,5464050,-29.05,187725,-501450,YES,-209625,Y,4.4,3.25,5.3,3.1,19.39,12-06-2025 13:25,64.2,2016300,293,177525,191325,61.35,61.75,-13800,-279.8,61275,-81600,Y,-152025,YES,177,241.2,241.4,174.2,123.75
12-06-2025 13:30,-24.5,341625,248,249225,132900,-26.7,-25.1,116325,-1121.1,52575,38850,Y,-2850,Y,25142.1,25054,25029.5,25062.6,25015,12-06-2025 13:30,-0.65,17975625,274,40279650,39996825,-0.7,-0.7,282825,-28.4,193425,-870300,YES,51975,YES,3.3,2.65,3.75,2.55,18.91,12-06-2025 13:30,28.05,1605750,278,183975,179100,27.2,27.25,4875,-322.45,65850,-47400,YES,4425,Y,245.7,273.75,285.3,232.8,125.07
12-06-2025 13:35,-16.6,265950,296,273900,140925,-16.6,-17.3,132975,-1149.2,55200,31050,N,24525,YES,25135.46,25026.6,25010,25037.7,25001.1,12-06-2025 13:35,-0.25,12911250,334,44851800,47467275,-0.2,-0.2,-2615475,-28.4,180075,-13275,Y,-265050,Y,2.65,2.4,2.85,2.2,18.54,12-06-2025 13:35,17.25,945600,339,181425,170550,17.65,17.7,10875,-354.15,64050,-625350,Y,-3225,YES,274.9,292.15,298.65,261,125.97
