last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
11-11-2024 09:30:00,-34.5,4416250.0,438,255250.0,263750.0,-35.099999999999994,-35.05000000000001,-8500.0,-332.3500000000058,55675.0,44425.0,N,175225.0,N,174.75,140.25,177.35,136.4,161.32
11-11-2024 09:35:00,-41.499999999999986,5902125.0,542,345050.0,351875.0,-42.95000000000002,-43.150000000000006,-6825.0,-378.3500000000058,69525.0,31950.0,N,176900.0,N,164.45,122.95,167.4,120.6,153.45
11-11-2024 09:40:00,-30.549999999999983,5224325.0,541,370850.0,372250.0,-29.150000000000006,-29.25,-1400.0,-340.4000000000233,69325.0,-150525.0,Y,118975.0,N,154.7,124.15,158.2,114.5,148.71
11-11-2024 09:45:00,-24.85000000000001,6085350.0,540,418225.0,374900.0,-26.700000000000017,-26.799999999999983,43325.0,-322.5,70075.0,-9875.0,YES,102700.0,N,140.05,115.2,141.0,111.0,144.24
11-11-2024 09:50:00,-17.39999999999999,5696475.0,540,398250.0,403975.0,-17.200000000000003,-17.10000000000001,-5725.0,-310.05000000001746,69700.0,12775.0,YES,91475.0,N,123.3,105.9,137.95,103.8,140.66
11-11-2024 09:55:00,-13.850000000000009,5196400.0,540,439750.0,414175.0,-13.650000000000006,-13.700000000000003,25575.0,-299.6499999999942,69675.0,-19675.0,Y,61175.0,N,124.2,110.35,137.95,103.8,138.69
11-11-2024 10:00:00,-6.799999999999997,4020950.0,540,422400.0,478725.0,-7.099999999999994,-7.1499999999999915,-56325.0,-285.30000000001746,70150.0,17350.0,YES,50175.0,N,115.3,108.5,122.8,101.1,136.27
11-11-2024 10:05:00,13.200000000000003,3526025.0,540,464925.0,484425.0,13.700000000000003,13.75,-19500.0,-286.25000000001455,74675.0,64325.0,YES,1275.0,YES,105.6,118.8,122.55,101.1,134.87
11-11-2024 10:10:00,3.3499999999999943,3755000.0,542,460550.0,499375.0,3.0,3.0,-38825.0,-292.3500000000058,77850.0,26675.0,N,74225.0,Y,109.65,113.0,122.55,101.1,133.54
11-11-2024 10:15:00,14.100000000000009,3874150.0,542,477650.0,476200.0,13.950000000000003,13.950000000000003,1450.0,-290.79999999998836,75500.0,54175.0,YES,44925.0,N,108.1,122.2,126.7,107.05,132.64
11-11-2024 10:20:00,4.450000000000003,4353875.0,542,476750.0,477100.0,5.299999999999997,5.150000000000006,-350.0,-296.19999999998254,73025.0,31800.0,N,69800.0,Y,120.2,124.65,126.8,107.9,131.84
11-11-2024 10:25:00,-9.700000000000003,4772575.0,541,447650.0,513075.0,-9.450000000000003,-9.5,-65425.0,-299.55000000004657,71725.0,-9475.0,Y,36200.0,N,112.9,103.2,126.8,102.45,130.51
11-11-2024 10:30:00,-46.2,6118700.0,540,435975.0,548325.0,-45.2,-45.349999999999994,-112350.0,-287.5,75900.0,-133700.0,Y,51525.0,N,121.7,75.5,126.8,75.5,126.0
