last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-06-23 09:15:00,12.550000000000011,12.5,12.550000000000011,24975,-109.94999999998981,31200,110550.0,N,139800.0,N,8.030000000000001
2025-06-23 09:20:00,8.150000000000006,7.599999999999994,7.75,-51900,-191.40000000000873,60000,37425.0,N,-71400.0,YES,5.230000000000018
2025-06-23 09:25:00,13.75,13.650000000000006,13.75,-19725,-233.0,62550,-51000.0,Y,-227325.0,YES,7.260000000000019
2025-06-23 09:30:00,35.349999999999994,35.45000000000002,35.650000000000006,-6825,-246.70000000001164,65850,1097175.0,YES,-336075.0,YES,6.969999999999999
2025-06-23 09:35:00,-25.19999999999999,-24.349999999999994,-24.200000000000017,-32700,-248.65000000000873,57675,-1138200.0,Y,133800.0,Y,2.2700000000000102
2025-06-23 09:40:00,18.099999999999994,19.5,19.5,-18975,-242.85000000000582,61875,50850.0,YES,34200.0,N,2.109999999999985
2025-06-23 09:45:00,8.400000000000006,7.0,7.050000000000011,-23025,-273.6000000000058,59325,-300.0,Y,-99075.0,YES,4.22999999999999
2025-06-23 09:50:00,-7.100000000000023,-6.299999999999983,-6.349999999999994,5625,-251.70000000001164,66600,-29250.0,Y,45600.0,Y,1.170000000000016
2025-06-23 09:55:00,6.900000000000006,7.099999999999994,7.150000000000006,27225,-258.6000000000058,63225,-1350.0,YES,7425.0,N,1.4399999999999977
2025-06-23 10:00:00,19.150000000000006,20.049999999999983,20.0,-9750,-259.80000000001746,63675,1080450.0,YES,-149025.0,YES,2.049999999999983
2025-06-23 10:05:00,-21.0,-21.150000000000006,-21.19999999999999,-60000,-265.0000000000291,63225,-17625.0,Y,62625.0,Y,0.9699999999999989
2025-06-23 10:10:00,-2.0999999999999943,-1.0999999999999943,-1.3499999999999943,59925,-251.35000000000582,61725,-44400.0,Y,23025.0,N,0.6099999999999852
2025-06-23 10:15:00,-3.8499999999999943,-3.8499999999999943,-3.8499999999999943,-57900,-244.25000000001455,56850,-16950.0,YES,53100.0,Y,0.4300000000000068
2025-06-23 10:20:00,-12.599999999999994,-11.900000000000006,-11.900000000000006,4800,-232.4499999999971,58500,-33450.0,Y,-1350.0,YES,0.4099999999999966
2025-06-23 10:25:00,-5.100000000000023,-4.849999999999994,-4.900000000000006,27450,-204.29999999998836,52500,16875.0,YES,44025.0,Y,0.2600000000000193
2025-06-23 10:30:00,-5.349999999999994,-5.650000000000006,-5.699999999999989,15600,-225.60000000000582,65325,10425.0,N,61575.0,N,0.060000000000002274
2025-06-23 10:35:00,-3.5,-4.299999999999983,-4.149999999999977,37575,-225.5,67050,-44475.0,Y,33900.0,N,0.07999999999998408
2025-06-23 10:40:00,-10.5,-9.350000000000023,-9.399999999999977,-3300,-192.64999999999418,61350,39975.0,YES,47025.0,N,-0.19999999999998863
2025-06-23 10:45:00,-2.5,-3.4000000000000057,-3.4499999999999886,132450,-203.79999999998836,66975,15000.0,N,62850.0,N,-0.4399999999999977
2025-06-23 10:50:00,6.599999999999994,6.75,6.799999999999983,24900,-205.40000000002328,68100,28425.0,N,12600.0,N,-0.3100000000000023
2025-06-23 10:55:00,-0.5,-1.4000000000000057,-1.3000000000000114,975,-202.59999999999127,59850,-14625.0,Y,2700.0,YES,-0.15000000000000568
2025-06-23 11:00:00,2.75,2.8499999999999943,2.9000000000000057,-78975,-193.54999999998836,68175,3150.0,N,18750.0,N,-0.14000000000001478
2025-06-23 11:05:00,-2.9000000000000057,-2.5,-2.5500000000000114,-13125,-211.50000000001455,64050,-29550.0,Y,4200.0,N,-0.12999999999999545
2025-06-23 11:10:00,-6.0,-5.5,-5.400000000000006,13125,-197.25,60600,-1350.0,YES,15375.0,N,-0.12000000000000455
2025-06-23 11:15:00,-3.1500000000000057,-2.450000000000017,-2.450000000000017,16800,-190.20000000001164,66075,11550.0,N,19050.0,N,-0.3199999999999932
2025-06-23 11:20:00,-7.800000000000011,-7.699999999999989,-7.800000000000011,-78000,-182.5,59325,-96675.0,Y,26700.0,N,-0.4099999999999966
2025-06-23 11:25:00,2.0,1.700000000000017,1.6499999999999773,-16500,-175.35000000000582,63825,74700.0,YES,30900.0,N,-0.4300000000000068
