last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2024-11-12 09:25:00,-7.5,-6.799999999999997,-6.750000000000007,27250,-40.19999999999709,16875,-56250.0,N,58300.0,N,68.45,60.95,68.45,60.9,-0.8799999999999955
2024-11-12 09:30:00,5.249999999999993,5.75,5.850000000000001,1875,-65.0999999999949,29225,38325.0,Y,-17575.0,Y,60.6,65.85,67.5,58.15,-1.2999999999999972
2024-11-12 09:35:00,-9.299999999999997,-9.150000000000006,-9.099999999999994,35000,-58.70000000000073,28625,-13575.0,YES,40450.0,YES,65.8,56.5,66.8,53.55,-2.0
2024-11-12 09:40:00,-0.6500000000000057,-0.19999999999999574,-0.15000000000000568,-86275,-61.299999999995634,31325,40925.0,Y,34375.0,N,56.95,56.3,62.3,54.9,-0.7900000000000063
2024-11-12 09:45:00,-3.3999999999999986,-3.1000000000000014,-3.0500000000000043,5025,-57.49999999999636,31775,62275.0,Y,66950.0,YES,56.65,53.25,57.35,48.55,-1.3400000000000034
2024-11-12 09:50:00,-2.5,-2.4499999999999957,-2.3999999999999986,57100,-57.45000000000073,28200,17375.0,N,30650.0,N,53.7,51.2,57.5,50.8,-0.7500000000000071
2024-11-12 09:55:00,31.10000000000001,30.5,30.749999999999993,6750,-62.25,23725,36875.0,N,-338250.0,Y,51.05,82.15,84.8,50.15,1.0
2024-11-12 10:00:00,-24.950000000000003,-24.950000000000003,-25.10000000000001,2475,-73.85000000000582,24025,-62225.0,YES,348500.0,YES,81.65,56.7,84.1,50.1,0.10000000000000853
2024-11-12 10:05:00,2.299999999999997,2.450000000000003,2.3999999999999986,26000,-63.299999999995634,22575,46200.0,Y,-44025.0,Y,56.25,58.55,59.5,54.05,-0.4000000000000057
2024-11-12 10:10:00,-4.5,-4.450000000000003,-4.5,-7475,-59.099999999998545,25275,35275.0,N,50500.0,YES,57.9,53.4,66.4,51.85,-0.44999999999998863
2024-11-12 10:15:00,4.200000000000003,4.450000000000003,4.449999999999996,105375,-58.89999999999782,30675,-5075.0,YES,46675.0,N,53.3,57.5,63.45,52.0,-0.30000000000000426
2024-11-12 10:20:00,-4.75,-4.550000000000004,-4.600000000000001,40925,-59.39999999999782,26400,15375.0,Y,62475.0,N,57.9,53.15,60.35,52.8,-0.28000000000000114
2024-11-12 10:25:00,6.599999999999994,6.149999999999999,6.200000000000003,71500,-65.29999999999927,31450,35525.0,Y,-43975.0,Y,53.45,60.05,64.65,52.15,-0.14999999999999858
2024-11-12 10:30:00,-5.5,-5.200000000000003,-5.199999999999996,6275,-59.89999999999782,28525,-44350.0,YES,112925.0,YES,59.9,54.4,65.35,54.2,-0.21999999999999886
2024-11-12 10:35:00,-10.850000000000001,-11.200000000000003,-11.25,-15975,-54.099999999998545,27575,-27000.0,N,53425.0,N,54.5,43.65,55.05,42.9,-1.1500000000000057
2024-11-12 10:40:00,4.25,4.550000000000004,4.649999999999999,-108025,-49.05000000000291,26725,102350.0,Y,-36400.0,Y,43.55,47.8,49.65,41.85,-0.6899999999999977
2024-11-12 10:45:00,2.3999999999999986,2.549999999999997,2.5,30575,-50.69999999999709,26875,89950.0,N,27975.0,YES,46.9,49.3,50.5,43.45,-0.45000000000000284
