last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-08-04 09:40:00,16.249999999999986,13.700000000000003,13.749999999999986,-28725,-34.30000000000291,14475,42150.0,N,-166800.0,N,117.7,133.95,133.95,116.95,1.759999999999991
2025-08-04 09:45:00,-13.100000000000009,-9.349999999999994,-9.399999999999991,-111075,-147.25,64800,-418050.0,Y,102450.0,Y,133.55,120.45,157.5,120.45,8.14
2025-08-04 09:50:00,5.700000000000003,5.900000000000006,5.900000000000006,39150,-134.6999999999971,51450,270075.0,YES,103875.0,N,120.05,125.75,134.35,95.35,-0.6400000000000006
2025-08-04 09:55:00,2.9000000000000057,2.8499999999999943,2.8000000000000114,100725,-133.45000000000437,54825,71850.0,N,111075.0,N,126.0,128.9,132.8,122.0,0.4300000000000068
2025-08-04 10:00:00,-9.100000000000009,-8.949999999999989,-8.949999999999989,52200,-138.04999999998836,60975,-94500.0,Y,77400.0,N,128.65,119.55,133.9,117.9,0.3499999999999943
2025-08-04 10:05:00,-0.9500000000000028,-1.4500000000000028,-1.3499999999999943,-8100,-114.94999999999709,57000,31950.0,YES,101025.0,Y,119.95,119.0,122.35,112.75,-0.22999999999998977
2025-08-04 10:10:00,2.25,2.5,2.3500000000000085,25725,-119.00000000000728,55125,87975.0,YES,47250.0,N,118.9,121.15,123.45,115.45,-0.10000000000000853
2025-08-04 10:15:00,-5.200000000000003,-5.150000000000006,-5.0,-76125,-117.29999999999563,59250,-42450.0,Y,52125.0,N,120.45,115.25,120.8,108.9,-0.3199999999999932
2025-08-04 10:20:00,-5.900000000000006,-6.349999999999994,-6.349999999999994,41325,-102.69999999999709,55350,106200.0,YES,13650.0,N,115.25,109.35,117.0,106.25,-0.37000000000000455
2025-08-04 10:25:00,14.049999999999997,14.199999999999989,14.25,-114750,-108.95000000000437,54300,-110325.0,Y,-141225.0,YES,109.4,123.45,128.3,108.85,-0.0799999999999983
2025-08-04 10:30:00,-11.25,-11.299999999999997,-11.299999999999997,-154800,-103.79999999999563,57675,93900.0,YES,98475.0,Y,123.65,112.4,123.95,110.0,-0.23000000000000398
2025-08-04 10:35:00,-5.200000000000003,-5.0,-4.950000000000003,-34200,-106.80000000000291,61125,166800.0,YES,105375.0,N,113.3,108.1,115.0,107.3,-0.2599999999999909
2025-08-04 10:40:00,2.75,3.049999999999997,3.1500000000000057,-68700,-106.89999999999418,66750,1112625.0,YES,21075.0,N,108.35,111.1,111.45,106.2,-0.3200000000000074
2025-08-04 10:45:00,14.199999999999989,14.0,14.0,110700,-114.75,60450,-1125.0,Y,-255750.0,YES,111.4,125.6,125.6,110.6,-0.14000000000000057
2025-08-04 10:50:00,-9.799999999999997,-10.25,-10.25,-68775,-134.1999999999971,64200,-799725.0,Y,66600.0,Y,125.35,115.55,130.65,113.2,0.14000000000000057
2025-08-04 10:55:00,1.3999999999999915,1.4500000000000028,1.4500000000000028,93675,-110.19999999999709,55725,-536550.0,YES,65475.0,N,115.4,116.8,120.1,111.8,-0.09999999999999432
2025-08-04 11:00:00,-14.549999999999997,-14.5,-14.5,26325,-115.49999999999272,69900,-240075.0,YES,72375.0,N,116.7,102.15,118.65,99.95,-0.480000000000004
2025-08-04 11:05:00,4.25,4.049999999999997,4.099999999999994,-86100,-113.85000000000582,68925,136275.0,YES,87000.0,N,102.2,106.45,108.4,98.25,-0.6099999999999994
2025-08-04 11:10:00,-5.450000000000003,-6.050000000000011,-6.1000000000000085,-32475,-111.40000000000146,72300,63225.0,N,62025.0,N,106.4,100.95,106.9,100.0,-0.25
2025-08-04 11:15:00,-0.8499999999999943,-0.8999999999999915,-0.8499999999999943,147225,-97.44999999999709,65850,5925.0,N,55875.0,N,101.3,100.45,102.35,97.7,-0.4200000000000017
2025-08-04 11:20:00,-2.9000000000000057,-2.450000000000003,-2.4000000000000057,205050,-100.59999999999854,64725,-99075.0,Y,33975.0,N,100.5,97.6,101.45,91.6,-0.480000000000004
2025-08-04 11:25:00,1.5,1.5,1.3499999999999943,118575,-104.05000000000291,65700,57675.0,YES,43125.0,N,97.5,99.0,100.25,92.05,-0.4299999999999926
2025-08-04 11:30:00,-4.5,-5.200000000000003,-5.099999999999994,-12450,-94.79999999999563,65100,-83175.0,Y,39600.0,N,99.0,94.5,99.1,89.3,-0.6000000000000085
2025-08-04 11:35:00,5.549999999999997,5.6499999999999915,5.699999999999989,-127725,-106.45000000000437,62925,-6000.0,YES,-114525.0,YES,94.7,100.25,106.55,93.65,-0.5899999999999892
