last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
2025-04-25 10:25:00,40.44999999999999,1900425.0,152,43.25000000000003,43.650000000000034,4575,-179.1999999999971,32400,-13275.0,N,-93750.0,N,228.2,268.65,272.2,225.95,164.48
2025-04-25 10:30:00,-1.3999999999999773,1404075.0,180,-1.6000000000000227,-1.75,-15750,-216.35000000000582,35475,-22425.0,Y,16500.0,Y,265.65,264.25,285.05,245.5,167.29
2025-04-25 10:35:00,-15.999999999999972,557700.0,180,-15.200000000000017,-15.200000000000017,5700,-206.60000000000582,35400,5775.0,YES,20775.0,N,264.4,248.4,266.8,241.25,168.2
2025-04-25 10:40:00,2.6999999999999886,876000.0,180,2.3500000000000227,2.4000000000000057,6075,-203.5500000000029,45225,-8775.0,Y,-1650.0,YES,247.65,250.35,256.25,230.0,169.43
2025-04-25 10:45:00,-8.800000000000011,528450.0,176,-8.0,-8.150000000000006,-14925,-187.60000000000582,33750,9975.0,N,9825.0,N,252.55,243.75,259.0,233.8,170.19
2025-04-25 10:50:00,17.80000000000001,673350.0,179,16.899999999999977,16.94999999999999,-11925,-215.60000000000582,38925,4050.0,N,-7875.0,YES,244.2,262.0,265.6,243.75,171.25
2025-04-25 10:55:00,0.2999999999999545,786750.0,180,0.05000000000001137,0.0999999999999659,-12600,-216.54999999998836,36750,-11925.0,Y,6825.0,N,259.6,259.9,274.95,250.65,172.59
2025-04-25 11:00:00,23.099999999999966,694650.0,180,23.44999999999999,23.700000000000045,-17475,-201.75,36750,20775.0,YES,-49500.0,YES,258.3,281.4,283.85,257.25,173.83
2025-04-25 11:05:00,-19.799999999999955,465975.0,180,-18.899999999999977,-18.900000000000034,-7800,-215.60000000000582,36675,-900.0,Y,23400.0,Y,282.4,262.6,282.4,252.5,174.61
2025-04-25 11:10:00,-0.44999999999998863,422925.0,178,0.2999999999999545,0.19999999999998863,4650,-214.4499999999971,43125,4200.0,N,-10125.0,YES,261.8,261.35,276.3,257.45,175.3
2025-04-25 11:15:00,17.94999999999999,631800.0,180,19.350000000000023,19.5,-16575,-229.44999999998254,38250,-27825.0,Y,-24000.0,YES,261.55,279.5,291.0,259.5,176.44
2025-04-25 11:20:00,-5.800000000000011,631950.0,180,-5.75,-5.699999999999989,-38475,-228.0500000000029,39675,-19500.0,N,11325.0,Y,281.3,275.5,291.2,272.05,177.59
2025-04-25 11:25:00,-5.150000000000034,305325.0,178,-7.050000000000011,-7.0,-1875,-219.59999999999127,39525,3675.0,YES,14550.0,N,276.1,270.95,284.3,267.5,178.11
2025-04-25 11:30:00,16.0,335250.0,177,18.450000000000045,18.44999999999999,19575,-195.75,46875,1050.0,Y,-27525.0,YES,267.85,283.85,288.5,266.3,178.69
2025-04-25 11:35:00,-15.5,312150.0,178,-13.899999999999977,-13.949999999999989,9750,-202.79999999998836,47250,-18675.0,Y,17850.0,Y,284.15,268.65,287.85,268.0,179.22
2025-04-25 11:40:00,12.600000000000023,295050.0,173,12.650000000000034,12.699999999999989,-18825,-199.90000000000873,41175,12075.0,YES,-12150.0,YES,268.65,281.25,284.9,266.6,179.69
2025-04-25 11:45:00,30.849999999999966,724725.0,180,30.55000000000001,30.600000000000023,-11025,-232.15000000000873,38850,23325.0,N,-62175.0,YES,281.3,312.15,313.3,277.6,181.13
2025-04-25 11:50:00,-7.449999999999989,479775.0,178,-6.350000000000023,-6.649999999999977,-10650,-245.04999999998836,36000,-33150.0,Y,17625.0,Y,315.2,307.75,326.45,304.5,182.23
2025-04-25 11:55:00,-1.1999999999999886,227550.0,174,-2.1999999999999886,-2.1499999999999773,26400,-240.70000000001164,36825,-3900.0,YES,4725.0,N,307.0,305.8,313.8,298.5,182.7
2025-04-25 12:00:00,-8.649999999999977,290775.0,170,-9.199999999999989,-9.149999999999977,-12525,-226.0,41100,-19950.0,Y,-825.0,YES,306.5,297.85,320.4,297.0,183.3
2025-04-25 12:05:00,-9.5,280725.0,173,-9.799999999999955,-9.75,-30900,-224.10000000000582,43875,-3375.0,N,3225.0,N,297.15,287.65,301.55,286.55,183.8
2025-04-25 12:10:00,-24.19999999999999,413325.0,179,-24.350000000000023,-24.349999999999966,-4200,-213.59999999999127,44400,-1725.0,N,-225.0,YES,286.95,262.75,290.15,256.4,184.38
2025-04-25 12:15:00,-5.800000000000011,583050.0,181,-5.050000000000011,-5.099999999999966,-33450,-212.55000000001746,46950,6600.0,N,-750.0,YES,262.05,256.25,275.0,244.2,185.11
2025-04-25 12:20:00,6.5,283125.0,178,7.25,7.349999999999966,-7800,-199.4499999999971,35775,7200.0,N,5625.0,N,256.8,263.3,270.6,253.5,185.46
2025-04-25 12:25:00,-4.300000000000011,282450.0,175,-5.449999999999989,-5.5,-14475,-207.89999999999418,35625,-1725.0,Y,1200.0,YES,264.0,259.7,272.05,252.25,185.81
2025-04-25 12:30:00,2.9499999999999886,250200.0,175,2.8500000000000227,2.7999999999999545,5025,-197.20000000001164,38775,10725.0,N,4575.0,N,258.85,261.8,267.3,253.0,186.1
