last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
07-05-2025 09:15,1,501450,158,241275,102300,4.3,4,138975,-1349.1,49200,35850,N,95700,N,24415.83,24438.1,24439.1,24464.1,24421.1,07-05-2025 09:15,10.15,8311350,225,146400,132975,10.15,9.9,13425,-129,42825,396975,N,200775,N,121.1,131.25,142.2,117.2,121.14,07-05-2025 09:15,-0.75,10173525,223,221850,257025,-0.1,-0.2,-35175,-80.3,43575,1064475,N,192075,N,79.3,78.55,83,70.1,82.66,07-05-2025 09:15,24233.3,24387.4,24220,24365.9
07-05-2025 09:20,-3.5,371775,187,171225,192825,-0.9,-5.5,-21600,-1862.8,61650,170625,Y,240000,YES,24423.16,24435.2,24431.7,24455,24422.7,07-05-2025 09:20,-5.5,4663650,322,294300,228750,-5.8,-5.8,65550,-164.2,55650,168450,N,149850,N,129.75,124.25,141,120.65,123.59,07-05-2025 09:20,-3.05,9383175,324,1013175,430725,-2.85,-2.8,582450,-102.3,58725,207825,N,500100,Y,78.65,75.6,84.75,73.35,81.18,07-05-2025 09:20,24366.25,24381.35,24349.2,24359.95
07-05-2025 09:25,72.2,434700,230,178800,302025,72.1,69.7,-123225,-1824.5,65400,37725,N,-121650,Y,24438.5,24431.7,24503.9,24510,24431.7,07-05-2025 09:25,40.3,8794125,356,238125,310125,40.05,40,-72000,-191.15,56100,-43875,YES,-207675,Y,124.55,164.85,171.8,124.5,133.07,07-05-2025 09:25,-16.75,10770525,354,1121625,519525,-16.7,-16.75,602100,-87.2,67650,-251175,Y,401925,N,75.7,58.95,75.7,56.35,75.96,07-05-2025 09:25,24360.45,24436.6,24360.05,24427.2
07-05-2025 09:30,29.8,352200,268,218700,266850,26.1,30,-48150,-1737.8,58950,-62175,YES,-39600,YES,24452.47,24505.6,24535.4,24535.5,24491.9,07-05-2025 09:30,25.7,4850775,354,253350,255825,26.35,26.6,-2475,-226.15,58875,-63525,YES,-63375,YES,167.3,193,196.25,163.45,140.14,07-05-2025 09:30,-2.85,6782175,358,776475,724800,-3.35,-3.45,51675,-81.25,68325,-7725,YES,179025,N,58.5,55.65,62.4,53.5,73.01,07-05-2025 09:30,24428.5,24448.6,24413.1,24447.4
07-05-2025 09:35,-42.8,244125,261,219225,203250,-37.9,-35.9,15975,-1684.1,56175,70275,Y,-65550,Y,24459.88,24535.1,24492.3,24538,24482,07-05-2025 09:35,-29.95,3153525,346,238725,264900,-29.35,-29.25,-26175,-223.35,55425,-160050,YES,85500,YES,193.5,163.55,196.3,156.15,143.92,07-05-2025 09:35,8.9,6244425,346,899625,1003725,8.85,8.8,-104100,-80.1,74250,95250,YES,-207675,YES,55.15,64.05,67.85,54.2,71.41,07-05-2025 09:35,24446.45,24449.6,24396,24403.65
07-05-2025 09:40,-2.3,124200,226,187725,146250,-0.6,-5.3,41475,-1534.6,49200,61500,N,33900,YES,24461.63,24492.3,24490,24507,24480,07-05-2025 09:40,-4.35,2394975,345,249450,230100,-3.75,-3.95,19350,-203.5,64500,61425,Y,80625,N,164.65,160.3,175.9,154.05,145.33,07-05-2025 09:40,-1.8,7115700,344,741150,731625,-1.8,-1.85,9525,-86.45,75900,105075,N,269475,Y,63.4,61.6,68.25,58.55,70.38,07-05-2025 09:40,24403.35,24419,24391.3,24402.85
07-05-2025 09:45,-39.2,298875,200,268350,144750,-41.1,-44.7,123600,-1443.1,48300,8175,N,-39450,Y,24460.43,24486.1,24446.9,24494.9,24426.4,07-05-2025 09:45,-33.65,4941225,357,218550,252975,-34.5,-34.55,-34425,-163.7,53775,53625,N,7125,N,160.65,127,164.8,113.1,143.48,07-05-2025 09:45,4.25,13293300,358,538650,698775,4.75,4.7,-160125,-94,66300,-83250,Y,-198975,YES,61.65,65.9,76.3,59.65,70.43,07-05-2025 09:45,24402.1,24404.55,24335.2,24356.25
07-05-2025 09:50,-22.1,257175,214,1006125,117375,-26.3,-23.6,888750,-1419.5,50100,11775,N,3525,YES,24457.76,24447.2,24425.1,24451,24413.7,07-05-2025 09:50,-19.6,4517925,355,309150,337575,-20.3,-20.2,-28425,-134.9,55875,109500,Y,210150,YES,126.4,106.8,127.6,104.1,140.51,07-05-2025 09:50,7.75,11564175,358,660300,663300,8.2,8.15,-3000,-97.1,66525,606375,YES,37050,Y,66.5,74.25,78.4,65.7,70.85,07-05-2025 09:50,24357.2,24362.7,24320.05,24326.05
07-05-2025 09:55,26.4,117975,222,158550,134100,23.4,28.4,24450,-1815.2,46050,12525,N,38325,YES,24457.45,24425.1,24451.5,24468.1,24422.5,07-05-2025 09:55,10,6154875,357,287325,333375,10.95,10.95,-46050,-135.15,57450,68700,N,28725,N,106.7,116.7,131.95,106.7,138.12,07-05-2025 09:55,-12.35,10715325,355,715725,782475,-12.95,-12.95,-66750,-84.55,67950,-463125,Y,316050,Y,74.25,61.9,74.25,56.15,70.1,07-05-2025 09:55,24327.3,24377.15,24326.6,24359.15
07-05-2025 10:00,-3.1,70050,200,205200,131175,-5.4,-8.8,74025,-1600.6,48450,-54600,YES,21600,N,24457.04,24443.3,24440.2,24461,24427,07-05-2025 10:00,-3.65,4239075,356,364725,357000,-2.7,-2.6,7725,-135.7,58650,180525,Y,63675,YES,116.2,112.55,127.3,104.15,136.29,07-05-2025 10:00,0.2,8109300,358,679950,728325,-0.4,-0.4,-48375,-83.5,66375,195150,YES,264075,N,62.2,62.4,68.3,57.95,69.56,07-05-2025 10:00,24358.65,24369.15,24336.5,24355.8
