last_traded_time,,ltp,bid_price,ask_price,bid_ask_pr_diff_1,bid_size1,ask_size1,volume_1,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_1,low_1,open_1,close_1,ltp,bid_price,ask_price,bid_ask_pr_diff_2,bid_size2,ask_size2,volume_2,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_2,low_2,open_2,close_2,ltp,bid_price,ask_price,bid_ask_pr_diff_3,bid_size3,ask_size3,volume_3,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_3,low_3,open_3,close_3,ltp,bid_price,ask_price,bid_ask_pr_diff_4,bid_size4,ask_size4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_4,low_4,open_4,close_4,open,high,low,close,final_signal,result
07-03-2025 14:45,FALSE,8.95,8.7,8.05,0.65,81150,190950,69225,-3375,YES,-2550,Y,22704.7,22683.05,22683.05,22692,4.05,4.2,4.3,0.1,301800,276000,3973650,4500,N,-84750,Y,153.55,143,144.75,148.8,-3.45,-3.7,-3.55,0.15,254550,325125,2592675,41175,N,21375,N,131.85,122.65,130.7,127.25,14.95,5.3,5.45,0.15,18420,33540,13590,780,N,-510,N,48748,48709.3,48720.05,48735,22589.75,22606.6,22589.05,22598.2,no signal,reverse
07-03-2025 14:50,FALSE,-7,-7.9,-8.75,0.85,141525,49425,40275,2400,N,23700,YES,22694.55,22677.55,22692,22685,-7,-7.2,-7.1,0.1,302700,289350,2231925,-90225,YES,43800,YES,149.8,139.2,149.25,142.25,3.3,3.45,3.45,1.42E-14,310950,327225,1887225,-26850,Y,25275,N,132.75,126.55,127,130.3,0,9.2,0,9.2,27960,25380,14970,-630,N,-1050,N,48745,48720,48735,48735,22598.7,22601.05,22581.25,22585.7,no signal,reverse
07-03-2025 14:55,FALSE,11.05,12.75,14.3,1.55,111825,106050,52725,-69600,YES,49125,YES,22702,22685,22685,22696.05,7.55,7.7,7.7,2.84E-14,273750,345225,2780775,36150,Y,-133350,Y,153.45,142.25,142.4,149.95,-6.15,-6.15,-6.2,0.05,247425,295875,2278725,-58200,Y,25875,N,130.3,121,130.3,124.15,23.35,25.35,31.75,6.4,29730,33000,23640,-6390,N,930,N,48771.95,48735,48735,48758.35,22586.35,22605.95,22585.95,22601.1,BUY,reverse
07-03-2025 15:00,FALSE,-31.05,-30.85,-29.7,1.15,114750,93450,114600,-5100,Y,-10500,Y,22701.9,22662.6,22696.05,22665,-18.7,-18,-18.25,0.25,280650,284850,3954975,-137400,YES,38175,YES,152.6,131.25,150.8,132.1,14.35,13.95,13.95,1.42E-14,206700,261975,4083225,559650,YES,-172725,YES,137.95,122.1,123.6,137.95,-39,-40.35,-37.5,2.85,23340,31200,22920,-14370,N,9930,N,48775,48718,48758.65,48719.65,22601.65,22607.65,22566.1,22566.45,SELL,win
07-03-2025 15:05,FALSE,-4,-2.9,-3.95,1.05,164550,83700,84150,-9075,YES,-14100,Y,22673,22656.5,22666,22662,1.45,1.25,1.25,0,250200,326025,2239275,3075,Y,-14700,Y,137.45,128.35,131.45,132.9,-1.05,-1.6,-1.55,0.05,227100,308175,2413950,-49125,Y,27000,Y,141.7,132.25,139.1,138.05,-8.4,-11.45,-5.5,5.95,27090,32700,15300,-4410,N,-1170,N,48741.95,48689.65,48713.6,48705.2,22565.65,22573.25,22557.95,22563.65,BUY,reverse
07-03-2025 15:10,FALSE,-9.9,-9.85,-12.1,2.25,177225,102075,80175,-8475,N,1875,N,22668.05,22652.45,22662.5,22652.6,-2.15,-2.65,-2.6,0.05,300300,469500,2035500,-12900,YES,31200,YES,137.25,129.3,134,131.85,7.5,7.15,7,0.15,268200,502350,2111100,-7950,YES,-124200,YES,146,134.1,138.15,145.65,0.2,-8.7,-5.4,3.3,15540,71910,16380,-13620,N,570,N,48717.4,48686.45,48699.6,48699.8,22564.2,22569.6,22556.65,22556.85,SELL,exc_loss
07-03-2025 15:15,FALSE,-8.65,-9.8,-9.35,0.45,161775,134175,144975,-13575,YES,33600,YES,22652.9,22635.5,22652.65,22644,-6.3,-6.45,-6.4,0.05,326775,265050,2681475,-78675,YES,-66600,Y,132.4,121.3,132.4,126.1,5.3,5.35,5.3,0.05,231750,223725,2647425,-65925,Y,-64650,Y,155.4,144.9,145.1,150.4,-39.8,-30.9,-32.2,1.3,38340,63270,22320,-6180,N,-1920,N,48700,48650,48699.8,48660,22557.55,22557.7,22535.95,22543.5,no signal,reverse
07-03-2025 15:20,FALSE,-4,-3.2,-3.55,0.35,223725,139050,137550,-35250,YES,5325,N,22645,22637.55,22644,22640,-1.25,-0.8,-0.75,0.05,234900,390675,1377000,-85950,YES,-37725,YES,126.7,124,126.25,125,-0.5,-0.7,-0.55,0.15,298050,256800,1281450,-33900,YES,-75075,YES,153.8,149.25,150.8,150.3,-13.55,-5.95,-5.9,0.05,252900,64560,18810,-2340,N,-3210,N,48679.15,48646.15,48666.8,48653.25,22544.05,22545.4,22535.35,22540.95,SELL,reverse
07-03-2025 15:25,FALSE,-1,0,7.2,7.2,179925,208500,193125,-142125,YES,-92175,Y,22648,22634.25,22640,22639,-2.3,-3.15,-2.05,1.1,313800,357675,2178975,-617475,YES,-299625,Y,125.7,121,125.7,123.4,-6.6,-6.85,-6.1,0.75,242625,417450,1511400,-612000,Y,-159375,YES,152.5,144.45,151.1,144.5,-28.25,-30.25,-35.9,5.65,75780,34950,37920,-25470,N,-16710,N,48660.85,48625,48653.25,48625,22540.5,22543.4,22530.35,22536.95,no signal,not_triggered
10-03-2025 09:15,FALSE,14.85,11.05,11.4,0.35,62475,104475,239625,93075,N,63375,N,22633.95,22582.1,22615,22629.85,13.8,14.15,13.95,0.2,159075,117150,8140875,1314825,N,186075,N,119.7,97.5,103.6,117.4,-12.75,-12.8,-12.95,0.15,158700,102225,4536375,696150,N,151050,N,177.4,150,164.05,151.3,29.65,12.7,9.8,2.9,48150,37200,52020,23370,N,12930,N,48634.05,48511.35,48560.35,48590,22521.85,22580.4,22498.65,22578.95,no signal,win
10-03-2025 09:20,FALSE,17.25,14.55,10.15,4.4,96375,98325,174150,45975,N,29100,N,22639.95,22604,22622.65,22639.9,6.55,6,5.95,0.05,146400,172875,6993150,-3230850,YES,253125,YES,126,108.9,116.75,123.3,-9.3,-8.45,-8.45,0,118275,116100,3729900,-1875075,Y,295950,Y,162.75,143,152.45,143.15,14.9,-4.9,3.7,8.6,34650,26490,36660,1170,N,4230,N,48614.25,48555,48590,48604.9,22578.35,22599.25,22561.3,22596.45,no signal,win
10-03-2025 09:25,FALSE,-13.55,-10.75,-11.35,0.6,84900,75375,66750,15225,N,24450,N,22645,22622.5,22639.9,22626.35,-11,-11.2,-11.2,0,115275,182550,6187500,-79200,Y,287175,YES,124.9,110.75,123.3,112.3,3.15,3.7,3.5,0.2,131550,165075,4256475,134025,YES,124500,N,149.65,137.35,143.45,146.6,45.15,35,45.15,10.15,44040,82860,32730,11160,N,18090,N,48666.3,48594,48603.8,48648.95,22597.3,22603.25,22575.35,22583.75,no signal,reverse
10-03-2025 09:30,FALSE,20.6,16.05,16.65,0.6,136425,79275,49800,10800,N,40800,N,22648,22626.35,22626.35,22646.95,7.25,7.5,7.55,0.05,237975,188325,5046000,153150,Y,57900,N,121.85,112.75,113.25,120.5,-11.2,-11.05,-11.1,0.05,147900,132975,3703800,-39375,Y,115950,N,145.85,133.25,145.85,134.65,-82.7,-77.65,-82.7,5.05,28950,72180,28320,-120,N,8190,N,48678,48565,48648.95,48566.25,22582.85,22600.75,22582.15,22597.3,no signal,win
10-03-2025 09:35,FALSE,23.05,23,25.05,2.05,108525,140250,114000,12150,N,18675,N,22674.85,22644.45,22646.95,22670,13.35,13.8,13.7,0.1,140700,141300,9044175,74100,N,-145275,Y,137.25,120.7,120.7,134.05,-9.05,-9.45,-9.25,0.2,170400,157050,4517100,81600,YES,152700,Y,134.15,122.85,133.7,124.65,5.5,-1.25,4.7,5.95,35340,31080,17940,3450,N,7830,N,48600,48540.35,48566.25,48571.75,22596.5,22626,22596.5,22623.1,no signal,win
10-03-2025 09:40,FALSE,42.05,41.3,37.75,3.55,128250,204075,146025,6300,N,-10050,Y,22709.8,22660.6,22667.75,22709.8,18.55,17.15,17.35,0.2,238125,167775,8637075,-37575,YES,-179025,Y,152.75,128.45,133.95,152.5,-17.8,-16.5,-16.4,0.1,200400,210300,5454900,-83100,Y,109575,N,128.3,106.6,124.4,106.6,122.25,123.85,119.7,4.15,59490,38730,37020,960,N,1380,N,48695,48554.05,48571.75,48694,22622.65,22654.85,22616.25,22653.85,no signal,exc_loss
10-03-2025 09:45,FALSE,-11.45,-9.75,-10,0.25,131175,149625,106500,7425,N,73350,YES,22711.1,22687.8,22710,22698.55,-6,-6.3,-6.25,0.05,156600,164175,5081025,-21075,N,152700,YES,156.4,142.75,153.05,147.05,5.8,6.05,5.85,0.2,189825,199275,3598425,124650,YES,163050,Y,114,104.8,106.4,112.2,-40.2,-43.15,-44.65,1.5,82590,27780,20970,-16350,N,16500,N,48702.95,48648,48690.05,48649.85,22654.15,22661.8,22643.35,22652.45,no signal,im_loss
10-03-2025 09:50,FALSE,14.5,14.5,15.25,0.75,70500,161700,87600,11850,N,20100,N,22718.95,22685,22695.5,22710,9.75,8.9,8.9,0,139875,236250,5139975,-86325,YES,-97800,Y,161.05,140.25,146.25,156,-8,-7.05,-7.2,0.15,181875,196800,4174575,-7275,Y,131775,N,116.5,101.4,112.9,104.9,8.8,10.15,9.65,0.5,41370,31110,14610,5310,N,1530,N,48671.95,48620,48650.35,48659.15,22651.95,22671.25,22638.65,22667.55,no signal,exc_loss
10-03-2025 09:55,FALSE,-0.9,-3,-4.4,1.4,103350,207525,135000,28275,N,5400,N,22725,22700.7,22710.9,22710,-3.75,-3.9,-3.8,0.1,180750,123450,5070000,-140925,YES,13875,YES,166.5,149,156.75,153,-0.25,-0.05,0.05,0.1,216525,166125,3600825,27750,YES,20925,N,107.15,97.85,104.75,104.5,2.85,1.15,-0.2,1.35,49680,20610,13260,11730,N,1680,N,48688.2,48627.75,48660,48662.85,22668.45,22676.75,22654.35,22658.7,SELL,win
10-03-2025 10:00,FALSE,-21.95,-24.95,-21.05,3.9,246525,83400,102900,6825,N,23850,N,22712.95,22678.9,22709.95,22688,-15.25,-15.35,-15.4,0.05,186300,163200,3532875,3450,Y,61800,YES,155.6,135.05,154.3,139.05,10.8,11.05,10.95,0.1,183375,260850,4471725,120900,YES,12000,N,118.55,102.25,103.65,114.45,-76.45,-71.35,-70.9,0.45,37140,30060,22230,-4320,N,5160,N,48668,48580,48662.85,48586.4,22658.55,22662.75,22629.15,22637.85,no signal,exc_loss
10-03-2025 10:05,FALSE,15.45,9.15,10.1,0.95,92550,208875,61500,8550,N,6000,N,22704.9,22671.2,22683.5,22698.95,5.3,5.15,5.1,0.05,139950,151350,4215450,70125,Y,12825,N,147.15,131.15,138.7,144,-3.75,-3.65,-3.7,0.05,138675,153225,5266350,-101700,Y,-46725,YES,122.15,107.15,114.6,110.85,26.55,22.95,25.9,2.95,19320,34080,11520,4860,N,10020,N,48634.95,48574.35,48586.4,48612.95,22637.7,22648.15,22624.8,22645.5,no signal,reverse
10-03-2025 10:10,FALSE,-11.45,-10.95,-11,0.05,78150,63750,36225,19125,N,22125,N,22698.95,22676.75,22694.15,22682.7,-4.1,-4.05,-4.1,0.05,138825,157725,2319075,32475,N,139200,YES,144.65,134,143.5,139.4,5,5.2,5.35,0.15,141225,185775,2883600,62925,YES,57900,Y,121.2,110.6,111.5,116.5,-39.85,-43,-35,8,13410,46560,7950,-1080,N,780,N,48615,48564,48612.95,48573.1,22645.25,22645.45,22625.45,22631.75,no signal,im_loss
10-03-2025 10:15,FALSE,5.65,1.15,2.95,1.8,74700,90150,57300,6300,N,-2925,Y,22704.9,22670.65,22680,22685.65,-1,-0.8,-0.8,2.84E-14,135825,183975,4106775,-45900,YES,1650,Y,149.1,128.15,139.5,138.5,-4.1,-4,-3.85,0.15,142650,186225,4529025,-44325,Y,-137550,YES,125.3,102.9,116.05,111.95,-8.35,-13.65,-15.25,1.6,28470,38700,18570,-150,N,-11340,N,48597.95,48526.5,48573.1,48564.75,22631.3,22643.6,22615.05,22629.35,no signal,reverse
10-03-2025 10:20,FALSE,-0.15,-0.65,-2.65,2,98550,54975,29850,100650,Y,-75,N,22700,22682.05,22685.65,22685.5,1.45,1.15,1.2,0.05,188550,203700,2304675,71850,Y,85275,YES,146.7,134.4,137.8,139.25,-0.85,-0.75,-0.75,0,178125,142650,2060775,75600,YES,82050,Y,115,107,112.35,111.5,35.25,35.15,35.25,0.1,20610,24840,12450,4770,N,4440,N,48615.65,48561.95,48564.75,48600,22629.4,22641.05,22627.6,22631.2,no signal,win
10-03-2025 10:25,FALSE,-12.3,-15.25,-16.95,1.7,86850,63075,53625,-10500,YES,-450,Y,22694.1,22664.95,22685.3,22673,-12.4,-11.75,-11.8,0.05,135300,156000,2998350,176175,Y,159600,YES,140.85,124.4,139.5,127.1,11,10.6,10.6,1.42E-14,160950,205050,3788925,83625,N,-36300,YES,124.7,109.9,111.35,122.35,-20,-14.05,-12.7,1.35,22560,14490,8790,-6990,N,12780,N,48605,48571.6,48600,48580,22630.1,22632.4,22604.05,22607.95,SELL,reverse
10-03-2025 10:30,FALSE,5,3,5,2,67950,125325,23025,15525,Y,-3975,Y,22685,22666,22670,22675,2.3,2.6,2.6,0,152400,143025,2574000,66450,N,48375,N,135.95,125.6,127,129.3,-2.45,-3,-2.8,0.2,167025,203850,3077775,3075,N,23550,Y,124,111.8,121.95,119.5,20.2,23,14.65,8.35,23070,34470,5340,210,N,660,N,48615.35,48560,48580,48600.2,22608.45,22623.45,22603.8,22613.9,BUY,win
10-03-2025 10:35,FALSE,23.3,23.1,23.3,0.2,72075,71475,23400,9900,N,-4050,Y,22698.3,22672.05,22675,22698.3,12.35,11.95,11.9,0.05,224400,192975,2999250,99450,Y,-46275,Y,142.5,129.25,129.65,142,-10.5,-10.15,-10.15,1.42E-14,151350,212325,2247900,825,Y,87675,Y,119.3,108.1,119.3,108.8,39.8,39.85,37.25,2.6,17730,19500,4500,4020,N,-1620,N,48640,48600,48600,48639.8,22614.2,22630.1,22611.55,22629.05,BUY,exc_loss
10-03-2025 10:40,FALSE,14.25,17.4,14.4,3,84450,102375,41700,7425,N,21975,YES,22715,22691.9,22698.25,22712.5,8.6,7.85,7.9,0.05,151725,189150,3538875,-25875,YES,-169875,Y,151.75,140.5,141.75,150.35,-7.7,-7.45,-7.4,0.05,164325,161775,2813025,-181350,Y,59475,N,108.95,100.2,108.85,101.15,8.1,8.45,6.1,2.35,19320,22560,4920,300,N,-4800,N,48650.1,48610.8,48642,48650.1,22628.55,22644.65,22626.95,22643.3,no signal,exc_loss
10-03-2025 10:45,FALSE,-3.5,-3.5,-2.65,0.85,115800,97275,44850,-4575,YES,-4500,Y,22722,22708,22712.5,22709,-1.5,-1.3,-1.3,0,143100,181800,3378900,-86400,YES,111300,YES,154.7,145.7,150.2,148.7,-0.8,-1,-1.05,0.05,139200,173625,3050025,82575,YES,92550,Y,101.95,96.2,101,100.2,-10,-12.3,-10.65,1.65,35730,22590,8640,-12570,N,810,N,48669.7,48640,48655,48645,22643,22650.5,22639.6,22642.7,SELL,win
10-03-2025 10:50,FALSE,-1.45,-1.45,0,1.45,113325,63900,23550,825,N,3900,N,22719.1,22705,22709,22707.55,-1.35,-0.85,-1,0.15,156600,197325,2220900,-31725,Y,-2625,Y,153.1,143.65,148.15,146.8,1.05,0.7,0.55,0.15,170175,199650,2142075,46500,N,42225,N,103.25,97.3,100.2,101.25,-17.85,-11.8,-17.45,5.65,15420,14130,3060,-150,N,2460,N,48666,48627.05,48649.9,48632.05,22642.7,22649.65,22638.4,22641.9,no signal,win
10-03-2025 10:55,FALSE,-5,-5,-1.45,3.55,57750,86925,19500,1875,N,3675,N,22713.5,22700.1,22707.55,22702.55,-3.1,-3.2,-3.2,0,130350,130725,1605300,40875,Y,60225,YES,151,142,147.2,144.1,1.6,1.8,1.9,0.1,196725,221475,1933275,11025,N,14925,N,104,98.55,101.15,102.75,-17,-12,-6.5,5.5,9840,15870,3600,2400,N,570,N,48650,48615.05,48632.05,48615.05,22642.55,22646.8,22636,22638.35,no signal,win
10-03-2025 11:00,FALSE,-17.55,-19.45,-19.4,0.05,74100,71700,35175,900,YES,-5550,Y,22707.45,22682.1,22702.55,22685,-12,-11.6,-11.65,0.05,130650,135900,2408400,-37875,YES,5250,N,145.75,130.85,143.75,131.75,7.6,7.3,7.45,0.15,174375,306750,3413400,50250,YES,-117525,YES,111.1,101.55,102.85,110.45,-40.05,-39.5,-33.7,5.8,31980,13170,7920,-2640,N,1230,N,48624.45,48568.35,48615.05,48575,22638.2,22639.5,22622,22623.75,SELL,win
10-03-2025 11:05,FALSE,-3.5,-4,-3,1,51750,55125,20625,600,YES,1950,N,22701.4,22679.1,22685,22681.5,-1.4,-1.1,-1.1,0,165975,137550,2041050,25950,Y,39900,YES,139.9,129.2,132,130.6,2.2,2.2,2.3,0.1,196425,234825,3030375,44025,N,14325,Y,113.25,103.35,110.4,112.6,14.8,5,-0.35,5.35,15330,13770,2040,1170,N,1650,N,48608.95,48570,48575,48589.8,22623.75,22632.55,22616.05,22618.35,no signal,exc_loss
10-03-2025 11:10,FALSE,0.9,0.95,0,0.95,48000,83700,16725,4275,N,-3600,Y,22692.6,22677,22681.5,22682.4,3.5,3.1,3.15,0.05,191775,168900,2084175,79275,Y,59250,N,136.25,127.4,129.95,133.45,-1.95,-2.25,-2.25,0,185625,207225,2818125,-28125,Y,36525,Y,115.6,106.75,112.95,111,-6.75,3.05,7.65,4.6,24600,14790,4320,-5910,N,5550,N,48618.15,48580.85,48589.8,48583.05,22618.25,22623.1,22609.85,22616.9,BUY,reverse
10-03-2025 11:15,FALSE,7.75,2.1,3.8,1.7,54225,45225,25800,7125,N,4125,N,22692.45,22675.9,22682.4,22690.15,0.15,0.95,0.9,0.05,174600,272625,1805025,14175,N,30300,N,136.9,129.6,133.2,133.35,-1.35,-1.6,-1.6,0,217575,213375,1942800,-15225,N,-33225,YES,114.05,107.15,110.9,109.55,-1.05,-3.55,-10.3,6.75,75960,11670,4080,1440,N,-1710,N,48601.05,48580,48583.05,48582,22617.15,22625.95,22616.55,22624.95,no signal,reverse
10-03-2025 11:20,FALSE,-16.55,-12.4,-12.85,0.45,82275,54150,20325,-4800,YES,8925,N,22696.4,22671.2,22688.55,22672,-8.6,-8.25,-8.35,0.1,280050,163200,3040050,-236100,YES,104700,YES,137.8,123.05,133.8,125.2,7.15,6.85,6.9,0.05,164100,193200,2892600,65475,YES,-104700,YES,119.25,105.3,109.25,116.4,-11.75,-20.8,-23.75,2.95,16560,20700,3630,-3090,N,2760,N,48599,48555.95,48587,48575.25,22624.95,22634.4,22610.1,22613.5,SELL,exc_loss
10-03-2025 11:25,FALSE,4.45,3.25,0.2,3.05,51825,46350,27300,2025,N,-4275,Y,22680,22665.25,22672,22676.45,-0.5,-0.35,-0.45,0.1,201000,223200,2586975,42150,Y,49575,N,128.85,119.25,125.45,124.95,-1.25,-1.35,-1.4,0.05,167175,147675,3128625,75,Y,-17700,Y,122,111.15,116.45,115.2,3.6,2.85,8.9,6.05,18420,13500,2880,6000,N,-1800,N,48592.35,48557.05,48575.25,48578.85,22612.95,22622.35,22606.55,22616.8,BUY,win
10-03-2025 11:30,TRUE,16.35,16.5,17.1,0.6,59100,43125,12975,15075,N,-47250,Y,22692.8,22672.1,22676.45,22692.8,11.7,11.45,11.5,0.05,214425,391800,2137050,85950,Y,-144225,Y,136.8,125.1,125.1,136.8,-10.75,-11.3,-11.15,0.15,178650,219150,1986900,-86025,Y,108075,Y,114.7,103.4,114.7,103.95,46.15,36.7,35.25,1.45,17940,15960,3150,3960,N,-7950,N,48625,48578.85,48578.85,48625,22617.3,22629.45,22616.5,22629.45,BUY,exc_loss
10-03-2025 11:35,FALSE,13.95,13.45,13,0.45,48675,63300,27825,-2700,YES,-29850,N,22708,22693.55,22693.55,22707.5,5.05,5.25,5.3,0.05,161850,156150,3224625,61200,N,-61800,YES,143.8,136.5,137.55,142.6,-3.9,-4.1,-4.15,0.05,169275,214500,2528250,-52200,YES,43725,N,104.7,98.95,103.65,99.75,14.2,15.05,5,10.05,10170,15930,2370,-5400,N,5730,N,48645,48611.75,48630.8,48645,22629.35,22640.3,22629.35,22639.5,SELL,win
10-03-2025 11:40,FALSE,-7.55,-10.4,-7,3.4,42375,117225,22425,-2625,N,3075,YES,22712,22695.05,22707.5,22699.95,-4.15,-4.1,-4.1,0,270975,181800,2753175,-14025,YES,19650,YES,146.85,135.3,142.3,138.15,3.4,3.2,3.15,0.05,218100,270750,2347200,86775,YES,26850,N,104.75,96.8,99.5,102.9,-8.35,-3.45,-1,2.45,20550,13410,4290,-6030,N,6300,N,48653.95,48625.05,48645,48636.65,22639.25,22645.35,22634.7,22637.2,SELL,win
10-03-2025 11:45,FALSE,-8.95,-5.05,-8.95,3.9,55650,46200,11550,36000,Y,3225,N,22702,22691,22699.95,22691,-5.9,-5.3,-5.4,0.1,152100,164925,1613625,10275,Y,81075,YES,140.65,132.35,138.25,132.35,4.75,4.5,4.45,0.05,212400,348525,1914525,53100,N,-10275,YES,107.5,102,102.75,107.5,-26.05,-25.9,-18.4,7.5,16740,23280,2790,0,N,-3000,N,48644,48608.05,48636.65,48610.6,22636.95,22638.35,22626.1,22626.1,no signal,win
10-03-2025 11:50,FALSE,-8,-7.5,-7.05,0.45,78975,45450,18450,2250,YES,5550,N,22692.55,22681.1,22691,22683,-4.45,-3.25,-3.3,0.05,163575,198075,1533450,-6300,YES,64875,N,134.25,127.45,132,127.55,4.05,2.75,2.8,0.05,203325,243300,2276700,-53550,Y,43950,Y,112,105.95,107.45,111.5,4.75,5.2,-4.4,9.6,15450,13590,1170,-1260,N,-180,N,48627.55,48610,48610.6,48615.35,22625.65,22627.75,22616.7,22617.4,no signal,win
10-03-2025 11:55,FALSE,-8.4,-7.15,-2.8,4.35,44775,49125,19875,1875,YES,-5625,Y,22691,22672,22683,22674.6,-1.85,-1.65,-1.65,0,182625,176625,2052450,15675,Y,72375,N,131.8,123.45,127.85,126,2.15,2.1,2.2,0.1,197475,195300,2720475,-26625,YES,-51075,YES,116.1,107.15,111.35,113.5,-31.95,-31.55,-21.9,9.65,12660,12360,3090,3660,N,-570,N,48623,48580.05,48615.35,48583.4,22617.45,22624,22609.45,22611.75,SELL,win
10-03-2025 12:00,FALSE,-17,-16.7,-18.5,1.8,80775,75675,75375,-14925,YES,5100,N,22679.8,22654.1,22674.6,22657.6,-9.7,-9.85,-9.85,1.42E-14,204975,159375,3430725,-133125,YES,94500,YES,126.95,113,126.5,116.8,10.45,10.15,10.05,0.1,155475,174225,5007525,125475,YES,-337125,YES,127.25,112.65,112.85,123.3,-13.95,-13.35,-20.45,7.1,31230,18900,5910,-1710,N,1920,N,48599,48560.35,48583.4,48569.45,22611.7,22614.5,22591.1,22594.85,SELL,exc_loss
10-03-2025 12:05,FALSE,-3.8,-0.35,1.85,2.2,74475,248400,38175,5625,Y,0,Y,22669.35,22656.05,22660,22656.2,0.1,-0.6,-0.65,0.05,210225,273375,2425200,85425,Y,88125,N,121.75,116.4,117.15,117.25,2.55,3.05,3.15,0.1,175800,221400,3779625,-26550,Y,-44325,Y,126.35,118.1,122.55,125.1,12.8,12.85,9.8,3.05,12180,28680,2940,-1080,N,-510,N,48606.5,48569,48569.45,48582.25,22595.1,22600.55,22590.95,22590.95,BUY,reverse
10-03-2025 12:10,FALSE,-0.05,-0.35,-4.4,4.05,63450,56025,37875,-1350,YES,5550,N,22664.95,22651,22656.45,22656.4,-0.6,-0.3,-0.4,0.1,200175,186900,1899225,-12075,YES,3300,N,120.55,114.65,117.45,116.85,0.25,-0.35,-0.4,0.05,197025,212325,3325950,-41400,Y,37200,Y,128.95,120.45,124.7,124.95,-17.05,-16.15,-14,2.15,15660,16320,2730,-1950,N,870,N,48600,48562.35,48582.25,48565.2,22591.4,22596.55,22582.35,22587.5,no signal,exc_loss
10-03-2025 12:15,FALSE,-10,-11.1,-9.95,1.15,73725,86775,90675,-17475,YES,-17100,Y,22658,22634.1,22655,22645,-7.25,-7.7,-7.55,0.15,199350,197175,3903450,-72150,YES,21450,N,118,102.45,116.7,109.45,3.25,3.95,4.05,0.1,190800,173250,5462850,-18150,YES,-128625,YES,136.1,123.1,124.9,128.15,-5.2,-4.75,-15,10.25,13890,31740,12750,-1080,N,-3090,N,48584.85,48532,48565.2,48560,22587.45,22588.7,22563.35,22576,SELL,reverse
10-03-2025 12:20,FALSE,14.35,9.35,11.35,2,61575,68325,30600,5400,Y,-4350,N,22661.05,22645,22645,22659.35,5.1,5.25,5.35,0.1,168450,235350,2965725,125625,Y,44550,YES,115.45,108.6,109.4,114.5,-5.3,-5.35,-5.45,0.1,182400,160725,2993550,-10575,N,110775,Y,128.7,120.45,128,122.7,35.85,43.25,35.05,8.2,11910,15780,3600,2040,N,10950,N,48608,48556.7,48572.15,48608,22576.25,22589.7,22575,22588.3,no signal,exc_loss
10-03-2025 12:25,FALSE,-6.35,-2.25,-1.85,0.4,67650,47700,21000,6075,N,6000,N,22665.1,22653,22659.35,22653,-0.9,-0.55,-0.55,0,349500,284850,2904000,-90825,YES,143550,YES,119.35,113.9,114.8,113.9,0.95,0.95,0.9,0.05,250500,273075,2497050,19275,YES,0,YES,123.95,115.3,122.6,123.55,1,5.05,5,0.05,16710,20580,3270,-1890,N,-2070,N,48623.95,48602.9,48608,48609,22588.35,22597.6,22587.25,22589.25,SELL,im_loss
10-03-2025 12:30,FALSE,13,13.05,11,2.05,61350,53850,18600,11625,N,-27675,Y,22668,22650.05,22653,22666,6.3,6.05,6.1,0.05,213075,245925,2972025,92400,Y,-117825,Y,120.4,110.6,113.75,120.05,-9.55,-9,-9,0,288225,204225,3104925,-85650,Y,83625,Y,127.2,114.3,123.85,114.3,36.1,34.9,36.1,1.2,10950,31470,8220,-3240,N,-930,N,48650,48602.6,48613,48649.1,22588.4,22599.5,22580.65,22598.8,BUY,reverse
10-03-2025 12:35,FALSE,-4.9,-4.9,-5.3,0.4,113325,31575,22650,-3825,YES,4725,YES,22672.35,22661,22666,22661.1,-4.4,-4.4,-4.5,0.1,256725,230400,2345175,-75150,YES,137175,YES,120.75,115.2,120.05,115.65,4.6,4.65,4.5,0.15,229275,232350,1711500,91875,YES,-38850,YES,119.4,114.15,114.3,118.9,-16.6,-21.35,-20.35,1,18330,46980,5250,630,N,1530,N,48650,48616.35,48645.4,48628.8,22598.65,22600.85,22593.85,22595.5,SELL,win
10-03-2025 12:40,FALSE,-10.2,-6.9,-8.25,1.35,53850,58050,19650,-4125,YES,3975,N,22666.5,22646.6,22663.2,22653,-4.3,-4.45,-4.5,0.05,152250,194925,2428575,8775,Y,54750,N,118.65,108.1,115.8,111.5,4.85,4.95,4.9,0.05,220725,258300,2648775,8625,N,28275,Y,126.05,116.5,118.55,123.4,-23.7,-14.3,-20.95,6.65,19920,14790,3510,1710,N,-450,N,48635,48601.2,48628.8,48605.1,22595,22599.75,22580.85,22587.95,no signal,exc_loss
10-03-2025 12:45,FALSE,-1.95,-2.95,-3.9,0.95,44775,48750,25875,-10800,YES,-6675,Y,22657.15,22640.05,22653,22651.05,-1.1,-1.3,-1.35,0.05,217125,321525,1921500,35400,Y,37500,N,112.8,105.1,111.4,110.3,-0.35,-0.1,-0.2,0.1,286500,218550,2344950,-40425,Y,-27525,YES,129.7,121.6,123.5,123.15,14.4,9.3,9.5,0.2,12270,16980,3960,4140,N,660,N,48619.5,48590.55,48605.1,48619.5,22588.25,22591.45,22577.75,22590,BUY,exc_loss
