last_traded_time,,ltp,bid_price,ask_price,bid_ask_pr_diff_1,bid_size1,ask_size1,volume_1,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_1,low_1,open_1,close_1,ltp,bid_price,ask_price,bid_ask_pr_diff_2,bid_size2,ask_size2,volume_2,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_2,low_2,open_2,close_2,ltp,bid_price,ask_price,bid_ask_pr_diff_3,bid_size3,ask_size3,volume_3,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_3,low_3,open_3,close_3,ltp,bid_price,ask_price,bid_ask_pr_diff_4,bid_size4,ask_size4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_4,low_4,open_4,close_4,open,high,low,close,final_signal,result
03-03-2025 10:40,FALSE,-37.5,-40,-39.05,0.95,154425,68025,51375,74550,Y,-31950,Y,22230,22181,22230,22192.5,-9.85,-9.6,-9.7,0.1,610800,621000,2146650,-49350,YES,150075,YES,58.75,47.7,58.2,48.35,29.4,29.45,29.6,0.15,119100,160650,475725,19575,YES,-11325,YES,263.1,228.5,229.1,258.5,-68.05,-66.3,-68.45,2.15,21870,25590,14010,21480,N,2070,N,48304,48208.95,48301.75,48233.7,22075.8,22076.15,22038.4,22046,SELL,reverse
03-03-2025 10:45,FALSE,31.25,33.15,36.45,3.3,122775,59925,46200,23625,N,-68775,Y,22230.15,22188.2,22192.5,22223.75,10.45,10.45,10.5,0.05,687225,611625,1897050,50400,Y,-105600,Y,60.2,48.2,48.2,58.65,-30.25,-29.5,-29.55,0.05,134475,134475,389250,-6750,Y,22425,Y,259.2,225.6,258.5,228.25,81.3,78.3,77.7,0.6,36060,21600,11490,10200,N,9480,N,48320.15,48220,48233.7,48315,22044.4,22080.55,22042.55,22074.8,BUY,reverse
03-03-2025 10:50,FALSE,-20.75,-22.65,-20.25,2.4,201375,75375,44100,-22275,YES,12225,YES,22232.25,22200,22223.75,22203,-8.5,-7.7,-7.75,0.05,487800,498825,1796775,11175,N,31650,YES,60.5,50.7,59.2,50.7,19.15,18.25,18.25,0,141300,136800,312975,4875,N,-8550,YES,248,225,228.85,248,-25,-21.5,-20.95,0.55,17910,17010,7140,-2130,N,1980,N,48331,48277,48315,48290,22076.4,22078.65,22049.65,22052.75,SELL,win
03-03-2025 10:55,FALSE,-8.3,-11.6,-8.4,3.2,125775,72300,42600,-16275,N,4350,N,22203,22181,22203,22194.7,-2.65,-2.6,-2.6,0,626025,683550,1738575,15675,N,128925,YES,51.25,46.45,50.9,48.25,7.4,8.15,8.2,0.05,134100,142575,398850,2325,Y,-10500,YES,263.6,245.25,247.5,254.9,-48.8,-44.15,-50.9,6.75,18510,18150,8010,7830,N,-810,N,48298.8,48233.5,48298.8,48250,22052.65,22053.7,22035.1,22045.1,no signal,win
03-03-2025 11:00,FALSE,-31.7,-25.8,-30.05,4.25,214125,69300,80025,-22575,YES,72525,YES,22198.95,22162.35,22194.05,22162.35,-4.85,-4.95,-4.9,0.05,817275,1009350,1955850,-87225,YES,63825,N,49.2,42.4,48.2,43.35,21.5,21.6,21.25,0.35,115875,107850,430350,-4125,Y,-22650,YES,278.25,249.7,253.9,275.4,-69,-69.05,-63.95,5.1,39660,19170,13920,-33420,N,39270,N,48260,48181,48250,48181,22043.8,22049.85,22015.3,22017.75,SELL,open_loss
03-03-2025 11:05,FALSE,11.7,11.6,10.25,1.35,170100,69900,66975,-21525,N,-3525,Y,22187.7,22155.4,22163.45,22175.15,0.3,0.35,0.35,7.11E-15,654750,1019700,2981400,41175,Y,34350,N,45.65,41.7,43.2,43.5,-6.85,-6.6,-6.6,5.68E-14,97500,97875,322200,-4425,Y,-2100,Y,282,258.2,275.4,268.55,13.7,9,6.7,2.3,35700,17670,9990,-4260,N,4740,N,48253.15,48170,48181,48194.7,22016.85,22036.6,22010.7,22031.45,BUY,reverse
03-03-2025 11:10,FALSE,4,2.95,0.05,2.9,171225,199875,86100,-9300,N,75300,YES,22179.35,22147.95,22171,22175,-0.85,-0.6,-0.65,0.05,636675,1077750,3412125,-41625,YES,20625,N,44.4,39.35,43.3,42.45,2.2,1.2,1.05,0.15,109650,91650,422700,-1200,N,-10875,YES,293.85,265.3,269.6,271.8,30.25,20.25,23.65,3.4,54300,17220,14010,2040,N,17760,N,48224.95,48150,48194.7,48224.95,22030.05,22034.15,22005.7,22031.6,SELL,reverse
03-03-2025 11:15,FALSE,-18.6,-15.55,-14.4,1.15,127725,74175,38775,83025,Y,-124350,Y,22175,22150,22172,22153.4,-3.55,-3.5,-3.55,0.05,678450,1314675,2478300,-21150,Y,62925,YES,43.2,38.25,42.7,39.15,12.05,12.45,12.4,0.05,97500,84675,204225,7125,N,-6300,N,290.1,268,270.55,282.6,-42.55,-45.45,-50.35,4.9,25200,18930,6870,-3960,N,5040,N,48224.95,48155.85,48210.35,48167.8,22030.55,22032.7,22008,22011.95,BUY,exc_loss
03-03-2025 11:20,FALSE,17.5,17.3,12.35,4.95,205125,62925,53700,34200,N,1500,YES,22171.5,22148,22154,22171.5,2.8,2.75,2.75,0,705000,2076825,2538150,57075,Y,-41775,Y,42,37.75,39.1,41.9,-13.9,-13.8,-13.85,0.05,91275,64875,258375,-14775,Y,6525,N,289.5,268.2,282.1,268.2,23.35,18.85,7.9,10.95,37560,22530,10770,5880,N,11220,N,48194.15,48130,48170.55,48193.9,22013.05,22027.6,22004.7,22027.45,BUY,exc_loss
03-03-2025 11:25,FALSE,4.05,4.65,6.15,1.5,498375,161100,64350,-2250,YES,-1725,Y,22182.5,22168,22172,22176.05,0.55,0.9,0.9,0,1067325,1199175,1594875,-1650,YES,49725,YES,44,41,42.25,42.8,-4.3,-5.25,-4.85,0.4,104700,79050,195075,14100,YES,14025,N,272.2,258.35,267.95,263.65,-3.95,-2.75,-2.1,0.65,18780,16230,7050,5940,N,17190,N,48210.1,48180,48193.9,48189.95,22027.55,22036.45,22022.5,22031.45,SELL,im_loss
03-03-2025 11:30,FALSE,8.7,4.5,4.6,0.1,94800,81150,41775,-5850,YES,18675,YES,22190.65,22170,22176,22184.7,0.7,0.65,0.65,0,1055475,1128000,1302750,17850,N,-53475,Y,45.65,41.6,42.65,43.35,-4,-4,-4.3,0.3,89925,73800,150225,1275,Y,1950,YES,268.75,252,264.55,260.55,55.3,50.05,35.05,15,30840,35160,9750,-5160,N,15510,N,48255,48176.7,48189.95,48245.25,22031.5,22044.25,22024,22038.15,no signal,reverse
03-03-2025 11:35,FALSE,-17.75,-24.3,-22.15,2.15,119550,54000,43425,-16575,YES,-48975,Y,22184.05,22150.05,22181,22163.25,-5.75,-5.7,-5.75,0.05,1016175,1216950,1687350,-57300,YES,81375,YES,43.9,36.1,43.65,37.9,19.25,18.85,18.95,0.1,95025,83625,255300,-225,Y,-10650,YES,284.6,258,259,278.25,-48.4,-45,-40.25,4.75,25200,21750,6330,-11190,N,12870,N,48240.1,48171.6,48235,48186.6,22037.9,22038.35,22010.5,22019.55,SELL,open_loss
03-03-2025 11:40,FALSE,-3.5,-3.25,-3.45,0.2,60450,52275,32850,-975,N,-12900,YES,22169.5,22152.05,22163.25,22159.75,0.2,0.1,0.15,0.05,1354275,1328325,1212975,17775,Y,110550,YES,39.95,37.5,37.9,38.1,-1.7,-0.8,-0.85,0.05,90675,90000,170400,4650,N,6000,N,280.4,270.2,278.25,276.55,-4.45,13,0.15,12.85,28950,26100,4800,31020,N,1140,N,48223.9,48184.5,48199.85,48195.4,22020.3,22028.55,22013.75,22016.85,no signal,reverse
03-03-2025 11:45,FALSE,21,22.15,17.05,5.1,85650,77175,80025,9225,N,-5550,N,22179.05,22152.45,22154,22175,4.2,3.85,3.85,0,1477425,1390800,1068675,22200,N,-126900,Y,42.35,37.55,38.1,42.3,-15.9,-14.65,-14.8,0.15,107400,107025,229650,-12375,Y,9450,N,278.3,259.3,277.2,261.3,45.6,38.05,41,2.95,26070,28620,4140,4050,N,10050,N,48250,48195.05,48195.4,48241,22017.05,22040.3,22016.85,22032,no signal,reverse
03-03-2025 11:50,FALSE,-20.8,-20,-19.3,0.7,60750,58425,16200,-8100,YES,2100,N,22177,22155.2,22176,22155.2,-4.45,-4.35,-4.4,0.05,1290900,1403925,983550,-1500,YES,45300,YES,42.1,37.15,41.95,37.5,15.75,15.35,15.5,0.15,99225,90675,126375,9375,YES,-7200,YES,279.7,261.3,261.3,277.05,-35.85,-31.3,-35.85,4.55,26700,17640,3120,-10050,N,2670,N,48250,48200.05,48241,48205.15,22033.2,22035.35,22014.5,22015.25,SELL,exc_loss
03-03-2025 11:55,FALSE,3.75,-0.15,1.45,1.6,101400,49425,18825,11925,Y,-12375,Y,22164.95,22154.1,22155.2,22158.95,0.75,0.6,0.6,0,1476225,1434525,1012650,39900,Y,55050,N,39.2,36.95,37.6,38.35,1.7,1.2,1.2,5.68E-14,121950,111600,204525,1950,Y,-21150,YES,282.75,272,277.7,279.4,-15.15,-19.05,-15.15,3.9,61800,19470,4260,300,N,-2340,N,48206.95,48170,48205.15,48190,22016.1,22025.85,22011.35,22012.8,BUY,im_loss
03-03-2025 12:00,FALSE,4.9,8.6,4.85,3.75,90450,82050,57075,-18075,YES,58800,YES,22166.7,22140.05,22158.95,22163.85,-0.35,-0.4,-0.35,0.05,1123425,1385775,2062800,-66225,YES,-8700,Y,38.85,34.85,38.2,37.85,-3.4,-3.25,-3.5,0.25,91800,93375,239925,4950,N,-11550,N,289.85,271.25,278,274.6,27.55,25.4,25.9,0.5,39810,16800,4440,3480,N,3720,N,48218.75,48162.9,48190,48217.55,22013.1,22026.7,22006.7,22025.05,SELL,reverse
03-03-2025 12:05,FALSE,10.65,8.8,10.65,1.85,64875,94200,47925,-4125,N,3150,N,22180.8,22155.85,22163.85,22174.5,2.7,2.55,2.6,0.05,1226625,1303125,1251825,14175,Y,-78825,Y,41.45,36.85,37.7,40.4,-11.15,-10.45,-10.45,5.68E-14,96525,123075,226125,-4050,Y,6975,N,280.2,260,274.6,263.45,57.45,61.3,56.45,4.85,31500,14550,8460,6150,N,-30,N,48282.45,48201.05,48217.55,48275,22025.2,22042.6,22018.3,22033.5,BUY,win
03-03-2025 12:10,FALSE,29.4,31.3,29,2.3,82425,74025,73425,18975,Y,-21450,Y,22204.55,22165,22174.5,22203.9,7,7.65,7.7,0.05,1000650,1070550,1908450,50775,Y,-171075,Y,48.45,38.55,40.3,47.3,-20.2,-21.25,-21.4,0.15,102450,92925,209925,-16200,Y,10950,N,269.35,240.35,263.45,243.25,75.2,76.85,76.9,0.05,24990,33630,19980,2520,N,-12330,N,48350.4,48261.35,48275,48350.2,22034.2,22055.85,22024.45,22054.75,BUY,win
03-03-2025 12:15,FALSE,2.35,1.6,2.35,0.75,182775,88650,78675,-4200,YES,1950,YES,22218,22181,22203.65,22206,-0.3,-0.25,-0.25,0,745350,1062150,2992800,-34350,YES,-11625,YES,50.65,41.5,46.7,46.4,-3.05,-4.25,-3.95,0.3,104175,97875,318300,-11025,N,9750,N,257.4,230.45,243.5,240.45,3.1,-0.55,3.15,3.7,38190,21900,16710,3090,N,4860,N,48389.7,48301,48355.95,48359.05,22054.55,22072.3,22037.1,22060.65,SELL,reverse
03-03-2025 12:20,TRUE,14,13.9,12.3,1.6,78600,148275,70875,24675,Y,1950,N,22228.8,22195,22200,22214,3,2.95,2.95,0,831075,936675,2623275,35925,Y,-38175,Y,54.4,44.85,46.6,49.6,-10.65,-10.4,-10.35,0.05,87750,90300,381900,5025,N,18000,N,245.9,219.5,240,229.35,29.8,38.65,33.5,5.15,33720,38820,25440,300,N,5190,N,48422,48325,48359.05,48388.85,22060.15,22086.5,22057,22076.75,BUY,open_loss
03-03-2025 12:25,FALSE,-5.3,-6.3,-7,0.7,60450,52875,80325,-22275,YES,90150,YES,22224.85,22204.1,22216.3,22211,-2.6,-2.35,-2.4,0.05,670725,741600,1764375,-3000,YES,115200,YES,53.05,47.25,50.1,47.5,5.75,6.3,6.35,0.05,129600,113625,388200,30750,YES,1275,YES,237,222.9,229.25,235,-33.1,-32.3,-24.25,8.05,40800,36930,15150,-3510,N,11250,N,48423.95,48350.05,48395.1,48362,22077.7,22083.35,22064,22071.7,SELL,reverse
03-03-2025 12:30,FALSE,36.95,36.5,34.1,2.4,80325,107775,93525,8250,Y,-64125,Y,22247,22208.6,22210.05,22247,10.9,9.95,9.95,0,734700,727200,2762325,64725,Y,-193425,Y,58.7,47.5,47.8,58.7,-29.75,-27.45,-27.45,0,119400,100875,439050,-28125,Y,4425,N,235.05,205.25,235,205.25,115,115,106.35,8.65,58950,22500,31440,-4290,N,-18150,N,48477,48354.75,48362,48477,22071.5,22103.9,22070.85,22103.7,BUY,not_triggered
03-03-2025 12:35,FALSE,-18.7,-18.2,-17.6,0.6,85050,87900,75300,1275,YES,79425,YES,22249.9,22222,22248.9,22230.2,-6.2,-6.1,-6.1,0,723900,787125,2597850,-44700,YES,101850,YES,59.8,51,58.9,52.7,16.65,15.8,15.8,0,146100,132375,478950,17925,YES,8925,N,225.55,202.5,204.2,220.85,-62,-70.35,-65,5.35,32790,40290,25770,19560,N,9780,N,48492,48390.05,48477,48415,22104,22110.95,22080.3,22092.35,SELL,reverse
03-03-2025 12:40,FALSE,3.8,-1,1.05,2.05,28125,20775,40200,-9525,YES,-8625,Y,22239,22229,22230.25,22234.05,1.25,1.2,1.2,0,183000,190725,405975,13725,Y,-22125,Y,56.5,52.15,52.6,53.85,-1.95,-1.9,-1.9,0,42225,42750,114675,-3375,Y,5100,N,221,211.6,220,218.05,8.3,3.4,9,5.6,5520,25230,6330,4230,N,-4470,N,48430,48401.55,48415,48423.3,22093.1,22110.15,22088.15,22105.45,BUY,reverse
03-03-2025 13:30,FALSE,1.65,4.2,3.75,0.45,43275,56775,22575,1725,N,-300,N,22240,22227.15,22228.55,22230.2,1.5,1.4,1.4,7.11E-15,339900,347175,923475,81675,Y,-24525,Y,50.75,47.55,47.55,49.05,-3.7,-4.75,-4.8,0.05,43200,46050,253050,-7575,Y,19275,N,225,215,223.35,219.65,35.4,32.25,32.15,0.1,6840,6240,3450,6960,N,8910,N,48374.55,48325.05,48325.05,48360.45,22120.3,22126.3,22092.45,22109.45,BUY,win
03-03-2025 13:35,FALSE,20.4,19.75,18,1.75,95175,188100,52725,12000,N,3150,N,22253.2,22228.45,22230.6,22251,4,3.7,3.65,0.05,798525,1021275,1786875,-48975,YES,94125,YES,55.25,49.45,49.45,53.45,-14.65,-12.45,-12.45,2.84E-14,118050,126450,421575,29250,YES,25125,N,219,201.65,219,204.35,17.9,20.45,26.45,6,24090,18270,5190,-2160,N,6570,N,48422,48360.05,48370.45,48388.35,22108.3,22124.5,22107.5,22118.5,SELL,reverse
03-03-2025 13:40,FALSE,6,4.05,5,0.95,50625,83250,22050,80925,Y,34050,YES,22258,22241.05,22251,22257,2.7,2.25,2.25,0,708450,770025,1330050,12525,Y,-38775,Y,55.7,51.2,53,55.7,-8.6,-7.15,-7.25,0.1,124125,116925,279525,-30750,Y,19125,N,211.45,197.65,206.25,197.65,12.8,11.35,13.45,2.1,11340,12180,2640,-3210,N,-3120,N,48409.25,48372.9,48396.45,48409.25,22117.6,22125.55,22107.75,22119.1,BUY,win
03-03-2025 13:45,FALSE,11.5,13.5,12.2,1.3,78525,119850,33900,16050,N,22125,N,22270,22252.3,22258,22269.5,1.85,1.5,1.5,0,701700,712275,1713825,-16275,YES,30900,YES,59.45,53.45,55.8,57.65,-3.9,-3.55,-3.6,0.05,168825,138225,392325,11400,YES,11700,N,203,190.65,197.6,193.7,30.75,30.05,22.9,7.15,15030,14400,5280,4320,N,-4860,N,48444,48392.5,48409.25,48440,22121.3,22134.9,22117.6,22131.2,SELL,win
03-03-2025 13:50,FALSE,-1.3,-4.25,-1.2,3.05,94425,90825,42150,-4500,YES,-2475,Y,22286.75,22265,22271,22269.7,-0.3,-0.35,-0.35,0,581400,681825,2036100,-47700,YES,37950,N,64.3,57.6,58.2,57.9,1.9,2.4,2.2,0.2,159675,165000,504450,-3150,Y,-2550,YES,195.65,181.4,192.6,194.5,-9.9,-9.95,-14.7,4.75,80310,14040,14340,2550,N,-24780,N,48482.65,48430.1,48440,48430.1,22130.45,22149.75,22128.85,22134.35,SELL,win
03-03-2025 13:55,FALSE,-30.25,-32.65,-29.9,2.75,80700,198225,52725,-9825,YES,-73200,Y,22269.7,22233,22269.7,22239.45,-9.35,-9.35,-9.35,0,689925,747750,2211225,-32925,N,67725,YES,58.35,48.1,58.35,49,23.5,21.65,21.55,0.1,122775,128175,560925,27000,YES,-27375,YES,218,193.3,193.5,217,-104.95,-99.95,-97.6,2.35,32280,20100,18990,-28050,N,-18690,N,48435.3,48325,48430.1,48325.15,22134.35,22135.7,22098.6,22100.2,SELL,exc_loss
03-03-2025 14:00,FALSE,7.85,8.55,8.8,0.25,81300,230175,46350,-14550,YES,-12225,YES,22247.9,22225.1,22234.2,22242.05,1.25,1.25,1.35,0.1,1000125,946125,1663650,72750,Y,-31650,Y,50.85,46.65,49.05,50.3,-7.7,-8.75,-8.8,0.05,129150,230775,698775,-25350,Y,-18525,N,223.75,206.8,216.35,208.65,44.85,28.3,24.45,3.85,27000,25560,8400,6930,N,-2670,N,48370,48315.05,48325.15,48370,22099.7,22117.45,22094.2,22117.4,BUY,reverse
03-03-2025 14:05,FALSE,-19.65,-20.05,-22.25,2.2,85725,106500,80925,-11625,N,0,N,22247.45,22210,22242.05,22222.4,-6.5,-5.95,-6,0.05,1058775,889125,2401125,-69825,YES,75225,YES,50.9,42.35,50.75,44.25,18,16.05,16.1,0.05,123825,124275,675525,-2475,YES,-19050,YES,233.5,205.7,206.8,224.8,-44.85,-48.8,-48.1,0.7,14190,16110,16770,1140,N,7710,N,48378.95,48288.35,48368,48323.15,22116.55,22119.2,22071.9,22081.2,SELL,reverse
03-03-2025 14:10,FALSE,37.6,41.45,35.5,5.95,99525,80400,44700,-3975,N,44400,YES,22260.55,22222,22222.35,22259.95,10.5,10.95,10.95,7.11E-15,695325,835725,3477600,65100,Y,-159600,Y,55.8,44,44,54.5,-29,-29.4,-29.45,0.05,130950,201000,604800,-1650,N,46575,Y,225.05,194.2,225.05,196.05,72,71.15,71.35,0.2,39600,19470,10800,4050,N,8820,N,48400,48310,48310,48382,22081.2,22128.5,22081.2,22120.85,BUY,open_loss
03-03-2025 14:15,FALSE,-14.95,-19,-15,4,72600,73725,29475,10650,N,-20325,Y,22260.95,22235.1,22259.95,22245,-6.15,-6,-5.95,0.05,766725,1167675,2069625,55875,N,68700,YES,55.2,47.15,54.6,48.45,12.75,12.35,12.4,0.05,127275,134400,380775,21075,YES,-20250,YES,212.65,195,196.25,209,-15.05,-15.05,-13.75,1.3,27300,12060,5310,5670,N,-5160,N,48399,48358,48381.15,48366.1,22124.45,22125.95,22092.3,22104,SELL,reverse
03-03-2025 14:20,FALSE,13.5,17.15,13.1,4.05,49125,157575,32700,2175,YES,-40950,Y,22265,22244.1,22245,22258.5,4.55,4.45,4.45,0,805200,932175,1800525,-26325,YES,-27150,Y,55.7,48.6,48.75,53.3,-11.45,-10.9,-10.9,0,98700,110625,329775,6900,N,5700,Y,208.95,191.45,207.9,196.45,54.55,45.15,46.2,1.05,30450,18540,6630,7890,N,-9180,N,48422.7,48366.1,48366.1,48420.65,22106.9,22139.6,22106.9,22131.8,BUY,open_loss
03-03-2025 14:25,FALSE,16.7,15.35,18,2.65,97800,98025,47100,-1800,YES,10125,YES,22283,22256,22258.5,22275.2,6.5,7.25,7.3,0.05,822975,797325,2619675,31125,Y,-46725,Y,62.55,52,53.5,60,-9.1,-9.35,-9.4,0.05,163350,144300,407700,14850,N,21825,N,201.2,182.1,196.85,187.75,39.55,48.8,48.6,0.2,23160,21270,11520,3540,N,6150,N,48471,48394.3,48420.65,48460.2,22131.8,22153.55,22126.3,22146.95,no signal,not_triggered
03-03-2025 14:30,FALSE,-9.4,-9.2,-9.25,0.05,34875,67125,14025,16725,N,-29100,Y,22277.3,22263,22277.3,22267.9,-4.2,-4,-4,0,347175,433500,1095600,-65175,YES,56550,YES,60.35,54.85,59.85,55.65,7.4,7,7.1,0.1,79950,76575,247350,207075,YES,4950,N,196.2,187.15,187.8,195.2,-45.15,-47.75,-46.2,1.55,18870,9480,5970,8370,N,23250,N,48466.65,48402.5,48460.2,48415.05,22146.7,22150.8,22126.2,22132.3,SELL,not_triggered
03-03-2025 15:25,FALSE,0,0,0,0,825,1275,0,0,YES,0,YES,22267,22267,22267,22267,0,0,0,0,7575,75,0,0,Y,0,Y,54,54,54,54,0,0,0,0,300,150,0,0,Y,0,YES,192.45,192.45,192.45,192.45,0,0,0,0,30,30,0,0,N,0,N,48410,48410,48410,48410,22125,22146.55,22120.8,22143.15,no signal,neutral
05-03-2025 09:15,FALSE,4.45,2.55,-1.8,4.35,87450,104400,207375,41250,N,94125,N,22236.8,22207.5,22222.7,22227.15,-1.1,-2,-2.1,0.1,428925,442500,8841975,898275,N,561525,N,54.5,44.9,51,49.9,-14.2,-12.75,-12.7,0.05,184050,142350,2792325,378900,N,176025,N,142.2,124.05,138.25,124.05,-72.1,-77.95,-89.05,11.1,22890,28290,42720,17670,N,29880,N,48604.45,48493.6,48582.1,48510,22073.05,22149.85,22067.8,22133.55,no signal,win
