last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close,volume
14-01-2025 09:25,-4.15,508775,520,454475,252800,-9.75,-6.25,201675,-2553.95,57525,206625,N,40625,N,23266.44,23265.95,23261.8,23287,23254.1,14-01-2025 09:30,-4.2,15553725,525,993600,745500,-2.85,-2.9,248100,-304.3,120075,762000,N,628200,N,129.85,125.65,140.8,122.85,130.99,14-01-2025 09:30,4.4,15229125,523,1033800,871425,4.4,4.35,162375,-248.15,124425,1059900,N,435750,N,101.65,106.05,109.8,91.05,100.76,14-01-2025 09:25,23165.9,23227.2,23160.35,23193.1,0
14-01-2025 09:30,-41.6,370925,538,447800,235675,-39.65,-38.65,212125,-2668.85,63675,168650,N,259675,YES,23263.55,23268.85,23227.25,23287,23227.25,14-01-2025 09:35,-19.35,15300075,540,1343925,718275,-18.65,-18.65,625650,-305.7,126225,339975,N,481950,N,130.35,111,140.8,110.9,128.64,14-01-2025 09:35,21.15,17376825,540,884775,928050,19.7,19.75,-43275,-261.2,130425,941550,N,138225,N,98.75,119.9,119.9,91.05,103.59,14-01-2025 09:30,23211.35,23227.2,23168.6,23169.15,0
14-01-2025 09:35,-43.45,343950,535,330525,261750,-48.2,-46.75,68775,-2593.45,60700,177225,N,232775,N,23259.7,23274,23230.55,23283.5,23225,14-01-2025 09:40,-22.1,14033250,539,1267575,728850,-22.75,-22.75,538725,-280,121125,2841450,Y,514800,YES,131.85,109.75,137.15,109.25,126.12,14-01-2025 09:40,24.2,19005225,539,804450,802050,24.85,24.9,2400,-278.7,120825,2494125,YES,117375,N,97.95,122.15,124.4,93.7,106.71,14-01-2025 09:35,23211.15,23221.6,23163.85,23170.45,0
14-01-2025 09:40,-27.3,360725,533,264425,277425,-26.2,-27.5,-13000,-2564.75,58575,45825,N,212450,N,23254.64,23260.4,23233.1,23262.95,23208.05,14-01-2025 09:45,-17.65,14731125,540,1427100,821400,-16.95,-16.95,605700,-263.85,120225,279975,N,386025,N,125,107.35,127.65,100.7,122.56,14-01-2025 09:45,13.25,18669225,540,687525,611025,12.1,12.1,76500,-297.05,115575,176025,N,100875,N,107,120.25,131,104.25,110.27,14-01-2025 09:40,23192.5,23204.85,23150.05,23173.45,0
14-01-2025 09:45,27.4,339500,532,270925,269375,26.9,30.4,1550,-2743.35,53550,48425,N,14800,N,23254,23228,23255.4,23265.1,23208.05,14-01-2025 09:50,4.7,16357950,540,1142325,955500,4.25,4.3,186825,-258.6,122025,270300,N,225075,N,111.1,115.8,119.8,100.7,121.02,14-01-2025 09:50,-18.9,17723625,540,616650,630300,-18.45,-18.4,-13650,-291.75,113925,-252825,Y,375900,Y,119.65,100.75,131,97.6,110.14,14-01-2025 09:45,23168.95,23206.7,23150.05,23198.35,0
14-01-2025 09:50,0.45,306625,524,301450,213025,5,6.15,88425,-3345.9,55850,12875,N,42825,YES,23254.07,23230.55,23231,23265.1,23208.05,14-01-2025 09:55,-7.9,16682325,541,1131150,1006575,-6.1,-6.2,124575,-266.05,123600,-2925,YES,275775,YES,109.55,101.65,119.8,100.7,120.05,14-01-2025 09:55,-5.6,16190850,541,709275,746100,-8,-8.15,-36825,-284.5,117525,-18375,YES,149550,N,121.95,116.35,131,97.6,109.73,14-01-2025 09:50,23172.7,23206.7,23150.05,23175.8,0
14-01-2025 09:55,19.55,251100,518,266250,193475,15.6,18.45,72775,-3811.75,53100,15125,N,23450,N,23252.47,23230.1,23249.65,23265.1,23212.15,14-01-2025 10:00,2,17032500,538,967125,992175,2.55,2.6,-25050,-260.9,122475,45375,Y,188700,N,107.15,109.15,119.8,94.2,117.82,14-01-2025 10:00,-14.35,15808875,538,714825,774900,-14.6,-14.65,-60075,-267.6,114750,-88575,Y,179250,Y,120.4,106.05,126.2,97.6,110.61,14-01-2025 09:55,23172.85,23206.7,23149.65,23179.9,0
14-01-2025 10:00,-28.75,200925,505,237550,171575,-34,-32.75,65975,-4137,51025,19175,N,30525,N,23251.63,23256,23227.25,23263.4,23212.15,14-01-2025 10:05,-16.15,14732550,538,1150575,909975,-16.4,-16.55,240600,-254.65,119475,-31275,YES,411225,YES,114.9,98.75,119.5,94.2,116.58,14-01-2025 10:05,16.5,16015875,538,755550,846525,16.65,16.55,-90975,-281,115575,124725,YES,139125,N,101.95,118.45,126.2,98.85,111.25,14-01-2025 10:00,23199.15,23203.4,23139.4,23152.05,0
14-01-2025 10:05,13,155700,472,186050,191425,9,12.05,-5375,-4231.5,50750,85825,Y,14100,N,23250.98,23226,23239,23257.25,23212.15,14-01-2025 10:10,3.05,12090150,539,1173975,860100,2.6,2.65,313875,-241.6,117975,369525,Y,210075,N,100.9,103.95,113.8,94.2,115.92,14-01-2025 10:10,-5.85,14372625,539,710925,809775,-5.05,-5.2,-98850,-292.4,113775,-7350,Y,305775,Y,117.2,111.35,126.2,100.7,111.53,14-01-2025 10:05,23175.8,23188,23139.4,23161.7,0
14-01-2025 10:10,-22.65,108100,441,163050,198600,-18,-18.95,-35550,-3850.55,46725,11700,N,14475,N,23250.66,23249.65,23227,23250,23213,14-01-2025 10:15,-10.5,9028650,542,1321200,865425,-11,-11,455775,-242.6,115800,43950,N,369375,YES,109.2,98.7,110.55,96.25,115.24,14-01-2025 10:15,10,10791600,542,783750,859050,10.55,10.6,-75300,-295.35,117300,198675,YES,192000,N,106.05,116.05,124.7,104.3,111.6,14-01-2025 10:10,23179.6,23182.9,23139.4,23156.2,0
