last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
02-04-2025 12:50,-19.8,34275,111,-19.05,-24.85,-72075,-1264.6,23925,1650,Y,-6900,Y,23382.28,23404.8,23385,23409.8,23384,02-04-2025 12:50,-9.35,7365750,181,-8.9,-8.9,41325,-57.85,62700,-61200,Y,230850,YES,64.3,54.95,64.6,54.85,71.04,02-04-2025 12:50,9.7,6956925,181,9.25,9.3,-119250,-73.95,49425,-163050,Y,-293550,YES,79,88.7,88.95,78.45,97.4,02-04-2025 12:50,23278.65,23279.35,23248.8,23251.3
02-04-2025 12:55,-0.35,59925,169,-1.5,-4,-47925,-1130.25,30900,3375,N,-7350,Y,23382.27,23386,23385.65,23391,23375,02-04-2025 12:55,0.6,5830800,181,0.95,0.85,155100,-50.8,65850,238425,Y,-16275,Y,55.5,56.1,57.3,52.1,70.78,02-04-2025 12:55,0.8,6376875,181,0.65,0.5,-29175,-73.45,42975,-113475,YES,7575,Y,87.9,88.7,95,86.2,97.22,02-04-2025 12:55,23250.95,23255.3,23238.95,23247.9
02-04-2025 13:00,7.8,84900,131,9.25,6.3,-39225,-835.95,26925,4800,N,6375,N,23382.46,23386,23393.8,23396,23381,02-04-2025 13:00,1.95,5590800,181,1.85,1.8,-29925,-51.35,69750,74475,N,2025,N,56,57.95,58.15,53.85,70.55,02-04-2025 13:00,-6.1,4520550,181,-5.7,-5.8,-82875,-68.45,42375,-82875,YES,61200,Y,87.7,81.6,92.4,81.6,97.03,02-04-2025 13:00,23247.95,23274.1,23247.25,23273.55
02-04-2025 13:05,11.2,34800,88,11.2,9.2,-38175,-412.9,24300,-2475,YES,-16800,Y,23382.64,23393.8,23405,23405,23393.8,02-04-2025 13:05,2.5,6296325,179,2.3,2.3,32775,-49.6,57225,7950,N,-48150,Y,58.1,60.6,61,56.65,70.35,02-04-2025 13:05,-3.35,4118175,179,-3.1,-3,42225,-61.1,55575,295575,YES,172050,Y,81.55,78.2,84.05,77.45,96.76,02-04-2025 13:05,23273.95,23288.1,23272.45,23287.3
02-04-2025 13:10,4.65,22050,96,-1.2,3.8,-13950,-684.75,23700,3525,N,-3825,N,23382.77,23405,23409.65,23412.55,23397.05,02-04-2025 13:10,2.65,5270775,181,2.65,2.65,-55425,-49.6,62025,-44850,YES,-175125,Y,60.55,63.2,63.35,58.9,70.22,02-04-2025 13:10,-1.15,4154175,181,-1.1,-1,49050,-62.15,57525,128175,N,81300,N,78.2,77.05,81.2,75.85,96.47,02-04-2025 13:10,23287.45,23292.7,23282.95,23287.65
02-04-2025 13:15,4.3,29250,110,8.1,4.35,-2025,-660.55,25050,150,YES,34650,YES,23383.01,23409.7,23414,23416.95,23401.95,02-04-2025 13:15,3.95,6896400,180,3.85,3.75,-72075,-57.65,56925,-59925,YES,-30600,YES,63.1,67.05,69.8,62.55,70.15,02-04-2025 13:15,-0.95,4329900,180,-1.15,-1.1,113175,-63.75,57000,46575,N,182325,Y,77.15,76.2,79.05,72.95,96.13,02-04-2025 13:15,23287.9,23296.2,23286.25,23293.85
02-04-2025 13:20,-10,16050,90,-9.25,-10,-84000,-420.4,23925,-11850,YES,5325,N,23383.15,23414,23404,23415,23404,02-04-2025 13:20,-4.65,6382350,181,-4.3,-4.3,-165300,-58.05,56625,-126975,YES,73875,YES,66.9,62.25,70.25,62.25,70.09,02-04-2025 13:20,4.8,4126500,181,4.5,4.55,3450,-59.45,59700,166125,YES,-174675,YES,76.15,80.95,80.95,73.4,95.84,02-04-2025 13:20,23294,23300.05,23288.65,23288.8
02-04-2025 13:25,10.95,22425,84,9.9,10.95,-116850,-469.55,22800,6450,N,26775,YES,23383.33,23403.95,23414.9,23418,23401.05,02-04-2025 13:25,7.25,6401550,181,6.85,6.8,-41100,-60.65,70050,202650,Y,-161025,Y,62.3,69.55,71.95,62.15,70.06,02-04-2025 13:25,-6.3,4690950,181,-6.2,-6.2,-31500,-61.4,54525,-100500,Y,219075,Y,80.7,74.4,80.9,72.15,95.49,02-04-2025 13:25,23289.05,23300.45,23287.2,23298.25
02-04-2025 13:30,1.1,35175,113,-0.3,1.1,12900,-488.6,29850,53775,Y,2700,Y,23383.65,23414.9,23416,23420,23405.3,02-04-2025 13:30,0.5,5755125,181,0.3,0.25,-88125,-62.55,59550,57075,N,60075,YES,68.7,69.2,72.4,64.25,70.03,02-04-2025 13:30,-1.2,4104450,181,-1.15,-1,-64200,-67.65,57525,-145500,Y,-41775,YES,75.15,73.95,78.4,72.1,95.19,02-04-2025 13:30,23298.6,23302.9,23293.9,23299.75
02-04-2025 13:35,-21.55,40125,110,-17.65,-19.9,-36000,-556.2,26475,-10725,YES,1725,Y,23383.96,23418.85,23397.3,23422,23396.1,02-04-2025 13:35,-11.95,8358225,181,-12.7,-12.7,-71850,-60.85,68250,-301875,YES,247950,YES,69,57.05,71.95,56.3,69.91,02-04-2025 13:35,9.35,6919500,181,10.15,10.2,38850,-66.45,53175,219375,YES,-350325,YES,74.1,83.45,84.4,71.1,94.78,02-04-2025 13:35,23300.1,23307,23288.95,23289.05
02-04-2025 13:40,-7.15,39150,119,-9.05,-8.05,-23175,-519.8,23850,9750,Y,2925,N,23384.05,23397.15,23390,23400,23384.45,02-04-2025 13:40,-2.85,8268000,180,-3.35,-3.35,40800,-52.6,77625,378225,Y,92475,N,56.75,53.9,58,50.35,69.6,02-04-2025 13:40,4.25,8012325,180,5.15,5.15,13500,-76.5,46725,-182700,Y,-167775,Y,83.85,88.1,92.15,82.15,94.56,02-04-2025 13:40,23288.4,23289.4,23273.85,23274.6
02-04-2025 13:45,-1.1,27150,104,-1.05,0,-27000,-696.35,25875,-80100,YES,3600,N,23384.09,23388.05,23386.95,23398.1,23385,02-04-2025 13:45,-1.9,6008775,181,-1.75,-1.85,120075,-46.5,68550,-148800,YES,268725,YES,53.6,51.7,56.2,50.3,69.37,02-04-2025 13:45,1.75,5206350,181,1.3,1.25,75825,-70.7,44475,-32325,YES,111225,Y,88.2,89.95,92.65,83.55,94.44,02-04-2025 13:45,23274.8,23281.9,23264.7,23265
02-04-2025 13:50,-2,29250,94,-2.25,-1.9,-37725,-891.25,25800,30225,Y,31800,YES,23384.14,23386.95,23384.95,23399.35,23382.7,02-04-2025 13:50,-0.6,7099950,179,-0.8,-0.8,-169425,-47.1,71400,-20925,Y,65625,N,52.4,51.8,55.9,49.1,69.09,02-04-2025 13:50,-2.35,5360850,180,-2.7,-2.7,-84600,-70.6,44175,-173775,Y,-3900,YES,88.75,86.4,91.05,80.7,94.29,02-04-2025 13:50,23264.85,23272.9,23254.75,23257.7
02-04-2025 13:55,15.25,24600,92,16.75,16.2,-83100,-696.1,31275,-1875,YES,9225,N,23384.23,23384.75,23400,23405,23384.75,02-04-2025 13:55,4.7,7180050,180,5.4,5.4,-125700,-56.1,76200,133050,Y,-287700,Y,51.9,56.6,58.5,51.65,68.87,02-04-2025 13:55,-8.75,5319000,179,-9.15,-9.1,29925,-70.2,53475,130200,YES,132750,Y,86.35,77.6,86.4,74.85,94.03,02-04-2025 13:55,23258.2,23290.15,23257.8,23287.65
02-04-2025 14:00,-1.7,29250,92,-2.7,-5,-119025,-433.25,29625,-8925,YES,2100,Y,23384.4,23400,23398.3,23408,23398.3,02-04-2025 14:00,-0.8,5000625,180,-0.65,-0.65,-17325,-52.4,61800,-22875,YES,131250,YES,56.5,55.7,58.8,55.7,68.74,02-04-2025 14:00,0.95,3368925,180,0.7,0.7,-24075,-66.9,62325,253500,YES,77250,N,77.55,78.5,78.6,74.55,93.84,02-04-2025 14:00,23287.7,23294.1,23286.25,23290.6
02-04-2025 14:05,6.45,19275,81,6.45,5,-96750,-484.3,29100,17400,Y,-1500,Y,23384.48,23398.45,23404.9,23406.4,23392.05,02-04-2025 14:05,1.15,5829375,180,0.85,0.85,-197925,-47.95,74025,-4875,N,-61500,Y,55.95,57.1,58.5,53,68.57,02-04-2025 14:05,-0.05,4930575,180,0.15,0.15,3825,-63.7,55200,-5625,Y,111750,Y,78,77.95,81.55,75.6,93.61,02-04-2025 14:05,23290.1,23298.9,23282.75,23294.85
02-04-2025 14:10,-11.9,14775,67,-11.9,-11.5,750,-584.2,24525,-9525,YES,-24900,Y,23384.52,23404.9,23393,23405,23391,02-04-2025 14:10,-3.7,5008050,180,-3.5,-3.5,55050,-47.65,75000,32625,Y,183975,YES,56.75,53.05,57.85,51.85,68.41,02-04-2025 14:10,3.05,4349925,180,2.5,2.45,5400,-65.35,52425,-139575,Y,-25050,YES,78.1,81.15,83.4,77.4,93.43,02-04-2025 14:10,23295.2,23295.5,23273,23278.3
02-04-2025 14:15,14,22350,86,14.5,13.5,-102450,-339.75,29925,-17400,YES,-5175,N,23384.62,23393,23407,23408.9,23392.05,02-04-2025 14:15,7.75,5614425,180,7.95,7.95,67500,-51.15,74850,72000,Y,-509100,Y,53.1,60.85,61.25,52.75,68.27,02-04-2025 14:15,-8.5,5231100,180,-8.65,-8.65,139575,-61.5,56550,-300300,Y,217575,Y,80.8,72.3,81.85,71.15,93.16,02-04-2025 14:15,23279.1,23296.35,23276.6,23295.8
02-04-2025 14:20,-1,20475,73,0.5,2.95,-97950,-565.75,20850,8925,Y,750,N,23384.75,23407,23406,23410,23402,02-04-2025 14:20,0.2,4604400,181,-0.05,-0.05,133800,-52.2,61350,37950,N,169200,YES,60.65,60.85,60.9,57.8,68.18,02-04-2025 14:20,0.7,3360300,181,0.65,0.7,-28650,-60.5,52050,202125,YES,113625,N,72.3,73,75.85,72.3,92.96,02-04-2025 14:20,23293.1,23294.75,23285.2,23291.6
02-04-2025 14:25,1.1,45300,110,1.15,3.45,-74100,-634.45,33300,-39000,YES,-825,Y,23385.05,23409.95,23411.05,23414.8,23406.55,02-04-2025 14:25,0.4,6570375,180,1.65,1.7,21225,-57.7,66900,77325,Y,-79650,Y,60.8,61.2,63.9,60.15,68.1,02-04-2025 14:25,0.85,4356975,180,0.25,0.35,46875,-63.4,60300,156000,N,-8175,YES,73.15,74,74.65,70.75,92.7,02-04-2025 14:25,23291.2,23303.55,23290.85,23301.6
02-04-2025 14:30,-1.05,29925,96,-2.85,-2,-16800,-610.45,32175,-18300,Y,-6825,Y,23385.24,23411.05,23410,23413.95,23403.05,02-04-2025 14:30,0,6421950,180,-0.15,-0.2,26775,-54.85,65775,-206475,YES,-4800,YES,61.35,61.35,62.6,56.25,67.99,02-04-2025 14:30,0.05,4816350,180,-0.05,-0.05,41250,-64.3,53025,-141675,Y,-118050,YES,73.8,73.85,77.2,72.9,92.44,02-04-2025 14:30,23303.2,23305.9,23296.45,23303.9
02-04-2025 14:35,-5,38700,103,-3.7,-5.5,-28950,-685.6,23250,-25425,YES,-18675,Y,23385.52,23410,23405,23418.1,23405,02-04-2025 14:35,-4.35,7485900,180,-3.6,-3.55,12300,-54.75,62925,115200,Y,66450,YES,61.1,56.75,64.25,56.75,67.89,02-04-2025 14:35,5.25,4736025,180,4.6,4.65,-122550,-62.15,54375,142050,YES,-193350,YES,73.85,79.1,79.1,71.55,92.19,02-04-2025 14:35,23305.25,23312.6,23298.95,23299
02-04-2025 14:40,7.5,57750,119,9.3,10.05,-18450,-674.8,27825,3900,Y,-3525,N,23385.96,23404.5,23412,23420,23403.05,02-04-2025 14:40,5.7,7699500,180,5.85,5.85,-267675,-52.25,60525,351900,Y,-224700,Y,57.1,62.8,66.35,57.1,67.81,02-04-2025 14:40,-4.2,5571450,180,-4.4,-4.45,2850,-57.65,59850,-31050,Y,166725,Y,78.75,74.55,79.2,71,91.91,02-04-2025 14:40,23299.65,23314.5,23298.05,23308.75
02-04-2025 14:45,-3,51675,124,-2.75,-2.95,-83475,-557.7,32025,300,YES,-2250,N,23386.26,23412,23409,23417.3,23402.05,02-04-2025 14:45,-0.1,4665450,180,0,0,-76125,-52.1,59700,45000,N,-33150,YES,62.55,62.45,64.35,60.1,67.76,02-04-2025 14:45,0.05,4131300,180,0.15,0.15,-172125,-60.75,58575,-82050,Y,20775,N,75,75.05,77.5,73.2,91.72,02-04-2025 14:45,23309.65,23310.45,23295.75,23301.55
02-04-2025 14:50,-7,42225,122,-6.5,-6,-4425,-522.7,26025,9225,N,0,N,23386.45,23409,23402,23409.8,23397.45,02-04-2025 14:50,-2.1,4803375,181,-2.25,-2.2,-222600,-52.45,60600,-401475,YES,-375,YES,62.6,60.5,64.55,58.75,67.7,02-04-2025 14:50,1.4,3566250,181,1.25,1.35,33150,-62.05,57825,-47850,YES,-66750,YES,75.3,76.7,78.4,74.2,91.57,02-04-2025 14:50,23301.4,23304.7,23286.05,23288.05
02-04-2025 14:55,9.05,33975,118,12.55,11,-31800,-598.15,32925,-300,YES,-2175,Y,23386.64,23403,23412.05,23418,23400,02-04-2025 14:55,6,6944550,181,5.85,5.8,11325,-55.65,64425,103125,Y,-298200,Y,60.65,66.65,67.8,60.1,67.66,02-04-2025 14:55,-5.1,6187575,181,-4.8,-4.85,-138525,-62.25,62400,-158175,Y,110325,Y,76.65,71.55,77.2,67.55,91.22,02-04-2025 14:55,23287.4,23310.7,23285.25,23307.45
02-04-2025 15:00,36.95,219225,165,34.15,35,-43275,-719.35,32250,14100,N,-51450,Y,23389.37,23412.05,23449,23457.95,23412.05,02-04-2025 15:00,20.65,18790125,180,20.25,20.35,-9600,-66.55,59250,86775,N,-863325,Y,66.95,87.6,92.6,64.2,68.07,02-04-2025 15:00,-11.45,10970475,180,-11.9,-11.9,85050,-58.1,55950,-448425,Y,96000,N,71.9,60.45,72.95,57.65,90.42,02-04-2025 15:00,23309,23350,23307.4,23339.4
02-04-2025 15:05,-3.85,80175,161,-3.9,-4.4,-46500,-460.6,31200,-1125,YES,-2475,YES,23390.38,23446.2,23442.35,23449.9,23439,02-04-2025 15:05,-4.5,7292325,180,-4.5,-4.5,-26025,-69,49725,-510975,YES,282225,YES,87.65,83.15,88.95,80.3,68.29,02-04-2025 15:05,1.55,6365100,180,1.6,1.6,4200,-51.85,57300,68100,YES,46800,N,60.5,62.05,63.8,59.05,89.94,02-04-2025 15:05,23340.55,23344.05,23328.9,23337
02-04-2025 15:10,0.55,79425,152,-0.35,-0.7,-83100,-629.05,33300,-5475,YES,-6150,Y,23391.31,23442.35,23442.9,23446.85,23440,02-04-2025 15:10,-1.7,4799175,180,-1.75,-1.75,-64800,-66.5,51750,250275,Y,-107250,Y,82.7,81,84.25,79.8,68.42,02-04-2025 15:10,2.6,4252050,180,2.65,2.6,-252825,-50,52350,31725,N,-326475,YES,62.4,65,65.2,61.75,89.64,02-04-2025 15:10,23338.8,23341.55,23334.05,23337.75
02-04-2025 15:15,-10.5,96750,166,-10.65,-11.4,45375,-455.3,33300,-17550,YES,-900,N,23392.28,23442,23431.5,23445.45,23430,02-04-2025 15:15,-4.9,6947475,180,-4.7,-4.65,-91125,-66,54375,-149175,YES,-87450,N,81.95,77.05,84,74,68.54,02-04-2025 15:15,5.3,6979500,180,5,5.05,-100050,-59.5,49725,-151875,Y,-222600,Y,65.5,70.8,72.9,65.4,89.28,02-04-2025 15:15,23338,23339.1,23325.55,23327.15
