last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-07-04 09:15:00,-9.099999999999994,-7.75,-7.900000000000006,48150,-136.5500000000029,54825,-733575.0,N,378225.0,N,153.25,144.15,154.5,129.6,-2.960000000000008
2025-07-04 09:20:00,-9.449999999999989,-9.099999999999994,-9.099999999999994,47475,-145.25000000001455,55800,520125.0,YES,276450.0,N,142.75,133.3,149.3,133.3,0.549999999999983
2025-07-04 09:25:00,-2.25,-2.25,-2.3000000000000114,-15375,-126.0,57375,-257775.0,Y,165825.0,N,132.75,130.5,133.0,120.45,-4.050000000000011
2025-07-04 09:30:00,4.300000000000011,4.049999999999983,3.8500000000000227,16350,-136.54999999998836,55125,69525.0,YES,100725.0,N,130.85,135.15,139.8,127.5,-0.7900000000000205
2025-07-04 09:35:00,12.75,12.599999999999994,12.599999999999994,5925,-138.8000000000029,49425,113100.0,YES,-162000.0,YES,135.9,148.65,150.85,135.05,1.5200000000000102
2025-07-04 09:40:00,-3.5,-2.9499999999999886,-3.0500000000000114,-46800,-144.6999999999971,46050,-136725.0,Y,74550.0,Y,149.05,145.55,161.95,141.95,3.240000000000009
2025-07-04 09:45:00,1.3499999999999943,1.8500000000000227,1.8499999999999943,47925,-137.4499999999971,52725,129525.0,YES,53700.0,N,145.75,147.1,148.75,138.45,0.1599999999999966
2025-07-04 09:50:00,-8.849999999999994,-8.649999999999977,-8.650000000000006,-54975,-142.59999999999127,53550,-48150.0,Y,111150.0,Y,146.9,138.05,152.0,133.25,0.030000000000001137
2025-07-04 09:55:00,-5.549999999999983,-6.050000000000011,-6.050000000000011,-26475,-136.84999999999127,52725,-78225.0,Y,110250.0,N,138.7,133.15,147.05,132.8,-0.08999999999997499
2025-07-04 10:00:00,5.650000000000006,5.449999999999989,5.400000000000006,92250,-138.3000000000029,62250,175575.0,YES,32100.0,N,134.0,139.65,142.15,131.85,-0.2600000000000193
2025-07-04 10:05:00,-5.550000000000011,-5.650000000000006,-5.650000000000006,-36975,-141.14999999996508,61350,-25800.0,Y,46575.0,N,139.8,134.25,143.8,133.1,-0.12999999999999545
2025-07-04 10:10:00,0.950000000000017,1.4000000000000057,1.450000000000017,-40800,-133.75,60675,-11100.0,N,89475.0,Y,133.95,134.9,140.55,130.75,-0.21999999999999886
2025-07-04 10:15:00,2.450000000000017,2.5,2.5500000000000114,-23100,-124.14999999999418,54825,-19950.0,Y,-3300.0,YES,135.2,137.65,141.6,129.55,-0.21999999999999886
2025-07-04 10:20:00,-7.050000000000011,-7.099999999999994,-7.150000000000006,121350,-126.65000000000146,55575,59925.0,YES,141825.0,Y,138.0,130.95,138.9,130.4,-0.21000000000000796
2025-07-04 10:25:00,3.0999999999999943,3.200000000000017,3.1499999999999773,123825,-118.69999999999709,54600,-108525.0,Y,-49425.0,YES,131.35,134.45,136.75,127.6,-0.3199999999999932
2025-07-04 10:30:00,-0.29999999999998295,-0.45000000000001705,-0.6999999999999886,-12450,-120.14999999999418,53475,-4800.0,YES,77775.0,Y,134.45,134.15,137.9,132.0,-0.13999999999998636
2025-07-04 10:35:00,-8.800000000000011,-8.849999999999994,-8.600000000000009,-56475,-111.85000000000582,48825,-86325.0,Y,164700.0,Y,134.4,125.6,134.95,125.4,-0.3499999999999943
2025-07-04 10:40:00,0.05000000000001137,-0.09999999999999432,-0.20000000000000284,-161175,-110.25,52425,22125.0,YES,-67500.0,YES,125.85,125.9,129.6,124.35,-0.28000000000000114
2025-07-04 10:45:00,0.20000000000000284,0.15000000000000568,0.20000000000000284,-66900,-90.29999999999563,50400,34875.0,N,30750.0,Y,125.75,125.95,128.2,123.55,-0.3100000000000023
2025-07-04 10:50:00,-0.29999999999999716,-0.09999999999999432,0.04999999999999716,-72675,-111.09999999999127,59100,35850.0,N,-12225.0,YES,125.7,125.4,129.45,122.5,-0.28999999999999204
2025-07-04 10:55:00,-1.3499999999999943,-1.3500000000000085,-1.3500000000000085,-76650,-101.84999999999854,53700,75.0,Y,4275.0,N,125.3,123.95,127.55,123.05,-0.21999999999999886
2025-07-04 11:00:00,0.7999999999999972,0.7999999999999972,0.9000000000000057,-189150,-95.84999999999854,54075,-68250.0,Y,17325.0,N,123.8,124.6,127.35,120.9,-0.27000000000001023
2025-07-04 11:05:00,5.450000000000003,5.450000000000017,5.549999999999983,-113550,-105.30000000000291,56100,39225.0,YES,-134400.0,YES,124.45,129.9,130.0,124.45,-0.18999999999999773
2025-07-04 11:10:00,-8.5,-8.5,-8.5,15975,-114.64999999999418,54750,-70200.0,Y,85350.0,Y,129.9,121.4,130.55,120.2,-0.3100000000000023
2025-07-04 11:15:00,3.1999999999999886,3.1999999999999886,3.25,-61500,-107.69999999999709,62400,-43125.0,YES,23400.0,N,121.4,124.6,125.95,118.4,-0.4000000000000057
2025-07-04 11:20:00,9.099999999999994,9.849999999999994,9.900000000000006,-15150,-133.10000000000582,57225,36000.0,YES,-75150.0,YES,124.9,134.0,139.6,124.4,-0.21000000000000796
2025-07-04 11:25:00,-5.949999999999989,-5.949999999999989,-5.799999999999983,-31800,-142.25,57825,-34275.0,Y,126975.0,Y,134.45,128.5,135.7,128.2,-0.10999999999998522
2025-07-04 11:30:00,4.200000000000017,4.0,4.050000000000011,-99675,-134.10000000000582,67725,239550.0,YES,55875.0,N,129.35,133.55,134.2,128.85,-0.09999999999999432
2025-07-04 11:35:00,13.200000000000017,13.150000000000006,13.150000000000006,-160800,-161.09999999999127,62175,82725.0,N,-331725.0,YES,133.95,147.15,147.2,133.6,0.3199999999999932
2025-07-04 11:40:00,10.949999999999989,10.75,11.050000000000011,-208425,-180.60000000000582,62700,-39825.0,Y,-391125.0,YES,149.0,159.95,165.25,145.45,1.6400000000000148
2025-07-04 11:45:00,7.400000000000006,7.150000000000006,7.200000000000017,-10875,-188.09999999999127,58725,-181050.0,Y,-121350.0,Y,159.6,167.0,179.4,159.6,1.9899999999999807
2025-07-04 11:50:00,-1.0999999999999943,-0.4000000000000057,-0.5,-27300,-182.40000000000873,61575,-79200.0,YES,14250.0,Y,167.45,166.35,175.65,158.6,0.6899999999999977
2025-07-04 11:55:00,3.0500000000000114,2.950000000000017,2.9499999999999886,-94725,-192.39999999999418,61275,33450.0,YES,90000.0,Y,166.2,169.25,172.55,162.9,0.5700000000000216
2025-07-04 12:00:00,-2.6999999999999886,-1.4499999999999886,-1.4499999999999886,-12225,-176.20000000001164,56925,-38850.0,Y,12300.0,N,169.2,166.5,171.5,159.05,0.4199999999999875
2025-07-04 12:05:00,-5.550000000000011,-5.200000000000017,-5.25,50250,-182.89999999999418,64050,-40725.0,Y,-65700.0,YES,166.9,161.35,175.4,157.15,0.5
2025-07-04 12:10:00,-2.9499999999999886,-3.8000000000000114,-3.8499999999999943,91650,-180.85000000000582,62325,6525.0,YES,72525.0,Y,161.7,158.75,163.7,154.65,0.22999999999998977
2025-07-04 12:15:00,-0.20000000000001705,-0.30000000000001137,-0.3499999999999943,-16800,-171.0,62400,536100.0,YES,62625.0,N,158.65,158.45,161.5,152.15,0.1599999999999966
2025-07-04 12:20:00,-0.25,-0.6500000000000057,-0.5500000000000114,33300,-162.64999999999418,63825,141975.0,N,41325.0,N,158.3,158.05,160.75,154.1,0.12999999999999545
2025-07-04 12:25:00,0.30000000000001137,0.8499999999999943,0.700000000000017,5475,-175.79999999998836,63150,16050.0,N,-16200.0,YES,158.35,158.65,162.45,156.6,0.14000000000001478
2025-07-04 12:30:00,-4.5,-4.700000000000017,-4.800000000000011,119400,-162.45000000001164,67200,-72675.0,Y,17625.0,Y,158.6,154.1,159.05,149.55,0.12999999999999545
2025-07-04 12:35:00,2.4499999999999886,2.3999999999999773,2.5,-96525,-179.54999999998836,66300,-16050.0,YES,-6075.0,YES,154.3,156.75,161.9,154.0,0.21999999999999886
2025-07-04 12:40:00,-0.29999999999998295,-0.25,-0.20000000000001705,33825,-166.65000000000873,68100,30825.0,YES,13050.0,N,157.45,157.15,158.85,154.2,0.06999999999999318
2025-07-04 12:45:00,-0.3499999999999943,-0.25,-0.30000000000001137,87600,-165.89999999999418,67650,-13350.0,Y,23250.0,N,156.9,156.55,159.7,150.75,0.09999999999999432
2025-07-04 12:50:00,0.549999999999983,0.799999999999983,0.8000000000000114,17400,-175.14999999999418,69375,10800.0,YES,1875.0,YES,156.8,157.35,160.6,155.95,0.11000000000001364
2025-07-04 12:55:00,-0.20000000000001705,-0.19999999999998863,-0.25,-89025,-165.20000000001164,69225,6150.0,N,50475.0,Y,157.55,157.35,160.35,153.05,0.07999999999998408
2025-07-04 13:00:00,-4.550000000000011,-4.849999999999994,-4.799999999999983,-202650,-162.5,62925,-30900.0,Y,73950.0,Y,158.15,153.6,160.15,152.6,0.06999999999999318
2025-07-04 13:05:00,1.0999999999999943,0.8000000000000114,0.75,-102825,-159.99999999998545,66300,-26925.0,N,-21150.0,YES,153.6,154.7,155.9,147.75,0.0800000000000125
2025-07-04 13:10:00,-6.0,-5.699999999999989,-5.900000000000006,101700,-153.34999999999127,64200,-39300.0,Y,35625.0,Y,154.55,148.55,156.95,145.0,0.060000000000002274
2025-07-04 13:15:00,5.399999999999977,5.449999999999989,5.449999999999989,-84300,-147.54999999998836,70050,81000.0,YES,-62550.0,YES,148.05,153.45,155.0,147.15,0.060000000000002274
2025-07-04 13:20:00,-4.049999999999983,-3.5500000000000114,-3.5,48525,-155.14999999999418,67200,-11250.0,Y,79725.0,Y,153.85,149.8,154.25,149.1,0.03999999999999204
2025-07-04 13:25:00,2.75,2.75,2.8499999999999943,-135825,-159.45000000001164,66750,21225.0,YES,-57225.0,YES,149.8,152.55,152.8,147.0,0.030000000000001137
2025-07-04 13:30:00,-4.900000000000006,-4.5,-4.5,53025,-156.80000000001746,64050,-19275.0,Y,79200.0,Y,153.0,148.1,154.45,146.55,0.030000000000001137
2025-07-04 13:35:00,0.6499999999999773,0.75,0.6999999999999886,-66750,-155.40000000002328,77175,4275.0,YES,-52425.0,YES,148.3,148.95,149.1,142.7,0.020000000000010232
2025-07-04 13:40:00,-1.3499999999999943,-1.3000000000000114,-1.3499999999999943,264000,-148.25,64575,7650.0,N,54450.0,Y,148.7,147.35,150.35,144.35,0.020000000000010232
2025-07-04 13:45:00,-1.299999999999983,-1.9000000000000057,-1.799999999999983,-81750,-163.75,67350,-41775.0,Y,36000.0,N,147.2,145.9,150.65,145.1,0.01999999999998181
2025-07-04 13:50:00,0.3499999999999943,0.3499999999999943,0.3499999999999943,-233775,-158.90000000000873,67950,30450.0,YES,-2025.0,YES,145.55,145.9,147.65,141.85,0.0
2025-07-04 13:55:00,-7.75,-7.75,-7.649999999999977,-38550,-159.14999999999418,69975,-183600.0,Y,-37050.0,YES,146.0,138.25,149.65,136.25,-0.04999999999998295
2025-07-04 14:00:00,6.799999999999983,6.400000000000006,6.400000000000006,61350,-151.04999999998836,67875,109800.0,YES,-78600.0,YES,138.4,145.2,150.8,135.15,-0.010000000000019327
2025-07-04 14:05:00,-3.6999999999999886,-3.1999999999999886,-3.25,65400,-147.39999999999418,61875,76275.0,N,60675.0,Y,144.7,141.0,145.25,138.45,-0.03999999999999204
2025-07-04 14:10:00,0.5999999999999943,0.0,-0.09999999999999432,-26175,-144.39999999999418,72300,-559875.0,Y,21900.0,N,141.0,141.6,143.15,137.85,-0.030000000000001137
2025-07-04 14:15:00,-0.5,-1.3499999999999943,-1.3499999999999943,-19800,-152.4499999999971,66000,7050.0,YES,13200.0,N,141.25,140.75,144.65,138.6,-0.030000000000001137
2025-07-04 14:20:00,0.6499999999999773,0.44999999999998863,0.44999999999998863,-13275,-145.80000000001746,68100,-36900.0,Y,-14925.0,YES,140.55,141.2,146.85,140.1,-0.009999999999990905
